mode,population,samples,positionRmseM,positionMedianM,positionP95M,positionMaximumM,headingRmseDeg,mapXRmseM,mapYRmseM
recursive,accepted_matching_measurements,1072,0.197132085564645,0.118719278782897,0.398873654904981,1.08776794545555,0.589263936524583,0.146433985704403,0.131977827644606
recursive,all_outputs_with_prediction,1170,0.222627867088522,0.126557466969999,0.473913817678069,1.08776794545555,0.691024002644835,0.172844197237441,0.140314114349659
referenceSeed,accepted_matching_measurements,1071,0.205772572220119,0.119166779420223,0.394580320252843,2.20828494226168,0.627252069675115,0.148813175832983,0.142116115119242
referenceSeed,all_outputs_with_prediction,1170,0.271020008190855,0.129560924756053,0.640312423976002,2.20828494226168,0.835832030928989,0.203532231332955,0.178959424586691
