method,samples,meanM,medianM,rmseM,p95M,maximumM,fractionAtMost5cm,fractionAtMost10cm,fractionAtLeast30cm,largest5PercentSquaredErrorShare,lower95PercentDiagnosticRmseM
actual_continuous_lidar,11690,0.139218385149476,0.10394522362144,0.188464702841258,0.37606782237813,0.967272865311592,0.176561163387511,0.47579127459367,0.0780153977758768,0.486480179084962,0.13856597558675
motion_aided_observer,11690,0.135028915989273,0.105119433864166,0.176934281205468,0.337687070903598,0.863911601781431,0.126005132591959,0.466039349871685,0.0592814371257485,0.491782778183857,0.129415009666622
