frame,milliseconds,legacyMilliseconds,legacyCount,candidateCount,retainedLegacy,fineCount,fineMatched,legacyFineMatched,subsetCount,subsetFineMatched,coarseCount,coarseShared,coarseMatchedNewTolerant,coarseMatchedOldTolerant
656,206.405,NaN,7,11,7,0,NaN,NaN,NaN,NaN,6,5,5,5
657,230.879,NaN,7,14,7,0,NaN,NaN,NaN,NaN,5,3,3,3
658,227.452,NaN,7,12,7,0,NaN,NaN,NaN,NaN,8,5,5,5
659,224.801,NaN,7,14,7,0,NaN,NaN,NaN,NaN,8,6,6,6
660,206.974,NaN,7,10,7,0,NaN,NaN,NaN,NaN,5,5,5,5
661,205.862,NaN,5,9,5,2,2,2,NaN,NaN,7,5,5,5
662,200.842,NaN,3,6,3,0,NaN,NaN,NaN,NaN,4,2,2,2
663,200.738,NaN,6,15,6,0,NaN,NaN,NaN,NaN,6,5,5,5
664,192.911,NaN,8,13,8,0,NaN,NaN,NaN,NaN,8,7,8,8
665,177.647,NaN,5,13,5,0,NaN,NaN,NaN,NaN,7,4,4,4
666,169.653,NaN,6,11,6,0,NaN,NaN,NaN,NaN,6,5,5,5
667,169.857,NaN,7,15,7,0,NaN,NaN,NaN,NaN,6,4,4,4
668,168.205,NaN,9,17,9,0,NaN,NaN,NaN,NaN,5,3,3,3
669,166.437,NaN,9,14,9,0,NaN,NaN,NaN,NaN,5,5,6,5
670,160.326,NaN,9,17,9,0,NaN,NaN,NaN,NaN,9,7,8,8
671,158.861,NaN,11,21,11,2,2,2,NaN,NaN,8,6,10,6
672,155.531,NaN,9,22,9,0,NaN,NaN,NaN,NaN,11,5,6,7
673,151.933,NaN,9,19,9,0,NaN,NaN,NaN,NaN,8,6,8,6
674,150.283,NaN,8,22,8,0,NaN,NaN,NaN,NaN,3,3,5,3
675,146.544,NaN,8,20,8,0,NaN,NaN,NaN,NaN,11,9,9,10
676,153.534,NaN,9,19,9,0,NaN,NaN,NaN,NaN,8,7,10,8
677,145.243,NaN,8,26,8,0,NaN,NaN,NaN,NaN,8,7,9,8
678,138.348,NaN,13,24,13,0,NaN,NaN,NaN,NaN,11,10,11,10
679,142.048,NaN,9,19,9,0,NaN,NaN,NaN,NaN,9,8,9,8
680,149.275,NaN,9,23,9,0,NaN,NaN,NaN,NaN,14,6,6,6
681,154.61,NaN,9,24,9,1,1,1,NaN,NaN,12,7,9,7
682,161.79,NaN,11,21,11,0,NaN,NaN,NaN,NaN,8,5,8,6
683,181.18,NaN,10,30,10,0,NaN,NaN,NaN,NaN,8,7,8,8
684,183.834,NaN,9,29,9,0,NaN,NaN,NaN,NaN,5,5,5,5
685,191.229,NaN,12,35,12,0,NaN,NaN,NaN,NaN,11,8,11,9
686,187.92,NaN,10,33,10,0,NaN,NaN,NaN,NaN,15,9,10,10
687,189.521,NaN,9,36,9,0,NaN,NaN,NaN,NaN,8,3,5,3
688,176.479,NaN,8,25,8,0,NaN,NaN,NaN,NaN,8,4,4,5
689,170.005,NaN,9,21,9,0,NaN,NaN,NaN,NaN,8,8,9,8
690,172.728,NaN,11,21,11,0,NaN,NaN,NaN,NaN,11,10,12,11
691,184.907,NaN,10,23,10,1,1,1,NaN,NaN,8,7,9,7
692,186.535,NaN,10,26,10,0,NaN,NaN,NaN,NaN,7,6,9,7
693,189.201,NaN,13,30,13,0,NaN,NaN,NaN,NaN,11,9,14,9
694,183.817,NaN,7,19,7,0,NaN,NaN,NaN,NaN,6,5,5,6
695,187.552,NaN,8,21,8,0,NaN,NaN,NaN,NaN,6,6,6,6
696,192.926,NaN,7,28,7,0,NaN,NaN,NaN,NaN,9,6,6,6
697,190.043,NaN,7,17,7,0,NaN,NaN,NaN,NaN,12,7,7,7
698,196.628,NaN,6,21,6,0,NaN,NaN,NaN,NaN,8,4,6,4
699,198.438,NaN,8,22,8,0,NaN,NaN,NaN,NaN,7,3,4,4
700,190.58,NaN,7,20,7,0,NaN,NaN,NaN,NaN,9,5,7,5
701,203.107,NaN,7,21,7,1,1,1,NaN,NaN,5,3,5,4
702,199.119,NaN,6,18,6,0,NaN,NaN,NaN,NaN,7,6,6,6
703,204.985,NaN,6,19,6,0,NaN,NaN,NaN,NaN,5,5,7,5
704,211.483,NaN,7,18,7,0,NaN,NaN,NaN,NaN,9,5,8,5
705,207.112,NaN,4,18,4,0,NaN,NaN,NaN,NaN,2,2,2,2
706,207.264,NaN,6,22,6,0,NaN,NaN,NaN,NaN,7,6,8,6
707,209.064,NaN,5,30,5,0,NaN,NaN,NaN,NaN,6,4,6,4
708,199.572,NaN,7,25,7,0,NaN,NaN,NaN,NaN,12,7,9,9
709,199.623,NaN,8,25,8,0,NaN,NaN,NaN,NaN,6,6,7,6
710,201.82,NaN,8,30,8,0,NaN,NaN,NaN,NaN,7,6,7,6
711,203.651,NaN,5,27,5,3,3,3,NaN,NaN,5,4,4,4
712,197.204,NaN,4,15,4,0,NaN,NaN,NaN,NaN,5,4,5,4
713,185.32,NaN,4,23,4,0,NaN,NaN,NaN,NaN,3,3,6,3
714,181.113,NaN,6,21,6,0,NaN,NaN,NaN,NaN,8,7,10,7
715,176.654,NaN,7,23,7,0,NaN,NaN,NaN,NaN,4,4,6,4
716,172.097,NaN,6,27,6,0,NaN,NaN,NaN,NaN,5,4,8,4
717,181.578,NaN,8,19,8,0,NaN,NaN,NaN,NaN,7,3,5,3
718,183.661,NaN,4,16,4,0,NaN,NaN,NaN,NaN,4,2,3,2
719,187.923,NaN,3,18,3,0,NaN,NaN,NaN,NaN,4,2,4,2
720,197.362,NaN,2,18,2,0,NaN,NaN,NaN,NaN,11,5,5,6
721,192.768,NaN,3,23,3,2,2,2,NaN,NaN,4,3,3,3
722,191.132,NaN,6,17,6,0,NaN,NaN,NaN,NaN,6,4,4,4
723,192.447,NaN,3,15,3,0,NaN,NaN,NaN,NaN,3,3,4,3
724,207.695,NaN,3,20,3,0,NaN,NaN,NaN,NaN,8,4,6,4
725,215.585,NaN,3,21,3,0,NaN,NaN,NaN,NaN,3,3,4,3
726,219.711,NaN,5,19,5,0,NaN,NaN,NaN,NaN,8,4,5,6
727,223.793,NaN,4,15,4,0,NaN,NaN,NaN,NaN,10,4,5,4
728,218.818,NaN,4,15,4,0,NaN,NaN,NaN,NaN,6,3,3,4
729,210.495,NaN,6,21,6,0,NaN,NaN,NaN,NaN,6,4,4,4
730,215.415,NaN,5,21,5,0,NaN,NaN,NaN,NaN,8,3,7,4
731,215.675,NaN,9,19,9,1,1,1,NaN,NaN,9,6,7,7
732,211.616,NaN,3,15,3,0,NaN,NaN,NaN,NaN,9,4,6,6
733,207.541,NaN,5,10,5,0,NaN,NaN,NaN,NaN,5,5,5,5
734,197.662,NaN,13,21,13,0,NaN,NaN,NaN,NaN,9,5,7,5
735,199.682,NaN,4,13,4,0,NaN,NaN,NaN,NaN,8,3,4,3
736,198.186,NaN,4,14,4,0,NaN,NaN,NaN,NaN,10,4,4,5
737,196.499,NaN,5,16,5,0,NaN,NaN,NaN,NaN,7,3,4,3
738,192.06,NaN,6,9,6,0,NaN,NaN,NaN,NaN,8,4,5,4
739,190.405,NaN,9,14,9,0,NaN,NaN,NaN,NaN,5,2,4,2
740,190.736,NaN,8,16,8,0,NaN,NaN,NaN,NaN,4,3,5,3
741,195.381,NaN,7,19,7,2,2,2,NaN,NaN,9,3,5,3
742,201.746,NaN,7,18,7,0,NaN,NaN,NaN,NaN,5,2,4,2
743,204.596,NaN,7,18,7,0,NaN,NaN,NaN,NaN,12,5,8,6
744,210.914,NaN,9,20,9,0,NaN,NaN,NaN,NaN,11,4,7,5
745,221.51,NaN,10,18,10,0,NaN,NaN,NaN,NaN,10,9,10,10
746,240.513,NaN,12,24,12,0,NaN,NaN,NaN,NaN,11,10,13,11
747,238.391,NaN,8,18,8,0,NaN,NaN,NaN,NaN,10,7,8,9
748,244.879,NaN,11,22,11,0,NaN,NaN,NaN,NaN,12,10,11,12
749,249.535,NaN,9,20,9,0,NaN,NaN,NaN,NaN,6,6,8,6
750,244.057,NaN,6,22,6,0,NaN,NaN,NaN,NaN,7,4,6,4
751,255.201,NaN,7,20,7,4,4,3,NaN,NaN,6,6,7,6
752,244.65,NaN,8,22,8,0,NaN,NaN,NaN,NaN,6,5,10,6
753,242.244,NaN,6,24,6,0,NaN,NaN,NaN,NaN,4,4,5,4
754,232.112,NaN,6,25,6,0,NaN,NaN,NaN,NaN,8,6,9,7
755,229.721,NaN,7,22,7,0,NaN,NaN,NaN,NaN,11,5,7,5
756,225.984,NaN,6,20,6,0,NaN,NaN,NaN,NaN,10,7,10,9
757,221.184,NaN,8,18,8,0,NaN,NaN,NaN,NaN,7,5,6,5
758,223.363,NaN,7,18,7,0,NaN,NaN,NaN,NaN,5,5,7,5
759,215.122,NaN,6,24,6,0,NaN,NaN,NaN,NaN,9,5,7,6
760,212.956,NaN,4,21,4,0,NaN,NaN,NaN,NaN,4,3,4,4
761,215.199,NaN,4,20,4,1,1,1,NaN,NaN,7,3,4,3
762,225.005,NaN,6,20,6,0,NaN,NaN,NaN,NaN,5,2,3,2
763,232.34,NaN,4,21,4,0,NaN,NaN,NaN,NaN,10,3,3,3
764,227.638,NaN,6,22,6,0,NaN,NaN,NaN,NaN,7,3,3,3
765,225.919,NaN,6,20,6,0,NaN,NaN,NaN,NaN,4,3,3,4
766,224.894,NaN,3,18,3,0,NaN,NaN,NaN,NaN,3,3,3,3
767,229.895,NaN,3,19,3,0,NaN,NaN,NaN,NaN,3,1,1,1
768,223.293,NaN,8,22,8,0,NaN,NaN,NaN,NaN,9,7,8,8
769,228.655,NaN,8,25,8,0,NaN,NaN,NaN,NaN,10,7,7,9
770,220.23,NaN,5,20,5,0,NaN,NaN,NaN,NaN,3,3,4,3
771,213.416,NaN,6,21,6,3,3,2,NaN,NaN,5,4,5,4
772,219.772,NaN,9,25,9,0,NaN,NaN,NaN,NaN,10,8,10,9
773,230.065,NaN,6,26,6,0,NaN,NaN,NaN,NaN,5,3,5,3
774,226.211,NaN,6,20,6,0,NaN,NaN,NaN,NaN,5,3,5,3
775,220.832,NaN,3,18,3,0,NaN,NaN,NaN,NaN,6,3,4,4
776,233.239,NaN,6,25,6,0,NaN,NaN,NaN,NaN,4,4,6,4
777,217.045,NaN,5,25,5,0,NaN,NaN,NaN,NaN,7,3,4,4
778,218.202,NaN,7,18,7,0,NaN,NaN,NaN,NaN,6,2,3,2
779,227.521,NaN,8,28,8,0,NaN,NaN,NaN,NaN,9,6,6,6
780,221.14,NaN,6,19,6,0,NaN,NaN,NaN,NaN,5,3,3,4
781,215.678,NaN,7,20,7,3,3,3,NaN,NaN,5,3,3,3
782,215.941,NaN,10,22,10,0,NaN,NaN,NaN,NaN,6,5,7,6
783,224.568,NaN,9,18,9,0,NaN,NaN,NaN,NaN,7,6,6,6
784,235.813,NaN,9,14,9,0,NaN,NaN,NaN,NaN,7,6,7,6
785,238.294,NaN,7,21,7,0,NaN,NaN,NaN,NaN,6,4,5,4
786,250.385,NaN,8,22,8,0,NaN,NaN,NaN,NaN,5,5,6,5
787,247.217,NaN,7,22,7,0,NaN,NaN,NaN,NaN,3,3,5,3
788,241.062,NaN,11,17,11,0,NaN,NaN,NaN,NaN,9,6,7,7
789,238.223,NaN,8,19,8,0,NaN,NaN,NaN,NaN,11,8,11,10
790,248.757,NaN,10,25,10,0,NaN,NaN,NaN,NaN,11,8,11,8
791,241.538,NaN,10,23,10,4,4,4,NaN,NaN,15,12,14,14
792,242.258,NaN,8,15,8,0,NaN,NaN,NaN,NaN,8,4,5,4
793,233.383,NaN,4,19,4,0,NaN,NaN,NaN,NaN,6,2,2,2
794,224.902,NaN,7,15,7,0,NaN,NaN,NaN,NaN,4,2,2,2
795,216.461,NaN,6,17,6,0,NaN,NaN,NaN,NaN,6,4,5,4
796,213.302,NaN,7,15,7,0,NaN,NaN,NaN,NaN,6,6,7,6
797,213.449,NaN,5,14,5,0,NaN,NaN,NaN,NaN,9,5,6,5
798,199.193,NaN,10,19,10,0,NaN,NaN,NaN,NaN,9,9,12,9
799,191.887,NaN,6,12,6,0,NaN,NaN,NaN,NaN,4,2,3,2
800,186.232,NaN,8,18,8,0,NaN,NaN,NaN,NaN,10,6,9,7
801,192.352,NaN,11,23,11,5,5,5,NaN,NaN,3,3,4,3
802,185.601,NaN,7,12,7,0,NaN,NaN,NaN,NaN,11,5,7,5
803,185.49,NaN,7,19,7,0,NaN,NaN,NaN,NaN,5,4,4,4
804,187.812,NaN,8,23,8,0,NaN,NaN,NaN,NaN,6,5,5,6
805,181.489,NaN,7,18,7,0,NaN,NaN,NaN,NaN,7,6,6,6
806,177.582,NaN,8,17,8,0,NaN,NaN,NaN,NaN,11,6,8,8
807,170.496,NaN,10,16,10,0,NaN,NaN,NaN,NaN,11,9,9,9
808,172.47,NaN,10,21,10,0,NaN,NaN,NaN,NaN,11,8,10,8
809,166.194,NaN,8,17,8,0,NaN,NaN,NaN,NaN,9,7,8,7
810,165.154,NaN,10,16,10,0,NaN,NaN,NaN,NaN,10,8,8,9
811,159.356,NaN,11,16,11,4,4,4,NaN,NaN,12,5,6,7
812,153.3,NaN,9,23,9,0,NaN,NaN,NaN,NaN,15,10,11,10
813,150.851,NaN,7,14,7,0,NaN,NaN,NaN,NaN,8,5,7,5
814,148.307,NaN,8,20,8,0,NaN,NaN,NaN,NaN,6,6,7,6
815,142.615,NaN,11,16,11,0,NaN,NaN,NaN,NaN,11,10,10,11
816,153.922,NaN,14,21,14,0,NaN,NaN,NaN,NaN,12,9,12,10
817,153.394,NaN,13,15,13,0,NaN,NaN,NaN,NaN,7,5,5,5
818,157.866,NaN,9,19,9,0,NaN,NaN,NaN,NaN,17,12,14,14
819,161.738,NaN,10,20,10,0,NaN,NaN,NaN,NaN,12,7,10,7
820,155.112,NaN,14,23,14,0,NaN,NaN,NaN,NaN,6,6,6,6
821,157.863,NaN,11,25,11,1,1,1,NaN,NaN,12,10,14,10
822,166.249,NaN,12,19,12,0,NaN,NaN,NaN,NaN,8,7,8,8
823,162.667,NaN,12,20,12,0,NaN,NaN,NaN,NaN,15,9,10,12
824,183.472,NaN,18,24,18,0,NaN,NaN,NaN,NaN,15,12,13,15
825,182.532,NaN,10,19,10,0,NaN,NaN,NaN,NaN,11,9,12,9
826,179.876,NaN,15,26,15,0,NaN,NaN,NaN,NaN,15,9,12,10
827,189.452,NaN,12,29,12,0,NaN,NaN,NaN,NaN,16,11,15,11
828,188.341,NaN,11,21,11,0,NaN,NaN,NaN,NaN,18,10,13,11
829,194.67,NaN,11,21,11,0,NaN,NaN,NaN,NaN,19,12,13,14
830,198.183,NaN,9,20,9,0,NaN,NaN,NaN,NaN,15,9,11,9
831,205.546,NaN,12,28,12,5,5,4,NaN,NaN,12,11,14,11
832,215.156,NaN,7,24,7,0,NaN,NaN,NaN,NaN,7,7,9,7
833,242.329,NaN,13,25,13,0,NaN,NaN,NaN,NaN,10,7,9,7
834,245.978,NaN,14,29,14,0,NaN,NaN,NaN,NaN,12,12,14,12
835,249.68,NaN,12,25,12,0,NaN,NaN,NaN,NaN,13,6,8,8
836,237.692,NaN,16,32,16,0,NaN,NaN,NaN,NaN,9,7,7,7
837,232.329,NaN,16,28,16,0,NaN,NaN,NaN,NaN,13,10,12,10
838,226.258,NaN,18,33,18,0,NaN,NaN,NaN,NaN,15,12,15,13
839,223.773,NaN,11,30,11,0,NaN,NaN,NaN,NaN,7,5,6,5
840,221.768,NaN,12,31,12,0,NaN,NaN,NaN,NaN,7,5,6,6
841,233.032,NaN,7,32,7,2,2,2,NaN,NaN,4,4,6,4
842,233.006,NaN,12,32,12,0,NaN,NaN,NaN,NaN,7,7,7,7
843,244.598,NaN,13,33,13,0,NaN,NaN,NaN,NaN,8,6,8,7
844,249.239,NaN,10,34,10,0,NaN,NaN,NaN,NaN,8,5,7,6
845,246.59,NaN,8,27,8,0,NaN,NaN,NaN,NaN,8,5,6,6
846,237.77,NaN,6,24,6,0,NaN,NaN,NaN,NaN,4,4,4,4
847,237.638,NaN,8,27,8,0,NaN,NaN,NaN,NaN,4,4,5,4
848,231.891,NaN,5,28,5,0,NaN,NaN,NaN,NaN,8,5,6,6
849,230.503,NaN,4,23,4,0,NaN,NaN,NaN,NaN,10,5,7,5
850,223.259,NaN,8,23,8,0,NaN,NaN,NaN,NaN,4,2,2,2
851,223.869,NaN,11,26,11,4,4,2,NaN,NaN,5,3,3,3
852,215.728,NaN,8,20,8,0,NaN,NaN,NaN,NaN,4,4,4,4
853,207.948,NaN,6,21,6,0,NaN,NaN,NaN,NaN,9,3,3,4
854,201.781,NaN,5,15,5,0,NaN,NaN,NaN,NaN,10,6,6,7
855,206.213,NaN,7,18,7,0,NaN,NaN,NaN,NaN,4,3,4,3
856,198.942,NaN,10,18,10,0,NaN,NaN,NaN,NaN,8,6,6,7
857,193.601,NaN,9,21,9,0,NaN,NaN,NaN,NaN,9,8,9,9
858,190.719,NaN,6,13,6,0,NaN,NaN,NaN,NaN,5,4,4,4
859,185.11,NaN,3,15,3,0,NaN,NaN,NaN,NaN,7,5,5,6
860,186.691,NaN,8,23,8,0,NaN,NaN,NaN,NaN,7,6,6,7
861,175.877,NaN,6,14,6,1,1,1,NaN,NaN,7,3,4,4
862,174.044,NaN,6,15,6,0,NaN,NaN,NaN,NaN,8,5,6,6
863,166.358,NaN,5,16,5,0,NaN,NaN,NaN,NaN,10,4,4,5
864,165.684,NaN,8,19,8,0,NaN,NaN,NaN,NaN,6,3,4,4
865,162.018,NaN,4,16,4,0,NaN,NaN,NaN,NaN,7,3,3,3
866,158.627,NaN,5,16,5,0,NaN,NaN,NaN,NaN,8,2,2,2
867,154.154,NaN,4,17,4,0,NaN,NaN,NaN,NaN,7,2,3,3
868,149.55,NaN,5,16,5,0,NaN,NaN,NaN,NaN,7,5,6,5
869,152.983,NaN,4,12,4,0,NaN,NaN,NaN,NaN,4,2,3,2
870,151.93,NaN,5,17,5,0,NaN,NaN,NaN,NaN,4,3,6,4
871,145.127,NaN,3,12,3,2,2,2,NaN,NaN,7,4,5,5
872,148.85,NaN,4,22,4,0,NaN,NaN,NaN,NaN,5,4,7,4
873,149.419,NaN,3,19,3,0,NaN,NaN,NaN,NaN,6,6,8,6
874,139.876,NaN,3,14,3,0,NaN,NaN,NaN,NaN,3,3,5,3
875,143.622,NaN,8,19,8,0,NaN,NaN,NaN,NaN,2,1,2,1
876,146.273,NaN,6,19,6,0,NaN,NaN,NaN,NaN,5,4,7,4
877,141.403,NaN,3,15,3,0,NaN,NaN,NaN,NaN,10,4,7,5
878,137.172,NaN,7,11,7,0,NaN,NaN,NaN,NaN,5,3,5,3
879,144.782,NaN,7,24,7,0,NaN,NaN,NaN,NaN,5,5,7,5
880,152.118,NaN,7,16,7,0,NaN,NaN,NaN,NaN,12,11,14,12
881,145.168,NaN,9,15,9,2,2,2,NaN,NaN,11,9,11,10
882,140.059,NaN,4,21,4,0,NaN,NaN,NaN,NaN,3,3,4,3
883,152.423,NaN,5,19,5,0,NaN,NaN,NaN,NaN,10,7,11,8
884,161.776,NaN,5,16,5,0,NaN,NaN,NaN,NaN,6,6,7,6
885,165.993,NaN,6,19,6,0,NaN,NaN,NaN,NaN,5,4,5,5
886,162.062,NaN,9,22,9,0,NaN,NaN,NaN,NaN,9,5,8,5
887,173.645,NaN,11,20,11,0,NaN,NaN,NaN,NaN,10,6,7,8
888,170.4,NaN,10,28,10,0,NaN,NaN,NaN,NaN,7,4,4,4
889,167.793,NaN,10,28,10,0,NaN,NaN,NaN,NaN,10,8,11,8
890,171.149,NaN,9,27,9,0,NaN,NaN,NaN,NaN,12,12,14,12
891,177.727,NaN,11,27,11,6,5,4,NaN,NaN,12,10,12,10
892,177.993,NaN,9,25,9,0,NaN,NaN,NaN,NaN,13,13,15,13
893,170.462,NaN,9,24,9,0,NaN,NaN,NaN,NaN,10,6,7,7
894,168.9,NaN,12,24,12,0,NaN,NaN,NaN,NaN,12,7,10,8
895,173.631,NaN,8,24,8,0,NaN,NaN,NaN,NaN,13,10,12,10
896,174.931,NaN,11,31,11,0,NaN,NaN,NaN,NaN,14,10,18,12
897,184.28,NaN,21,31,21,0,NaN,NaN,NaN,NaN,16,13,16,13
898,189.428,NaN,12,26,12,0,NaN,NaN,NaN,NaN,13,10,13,11
899,197.738,NaN,11,29,11,0,NaN,NaN,NaN,NaN,10,7,11,7
900,209.137,NaN,16,24,16,0,NaN,NaN,NaN,NaN,17,16,20,17
901,218.724,NaN,11,31,11,1,1,1,NaN,NaN,10,10,11,10
902,229.063,NaN,10,21,10,0,NaN,NaN,NaN,NaN,12,10,12,10
903,235.831,NaN,14,22,14,0,NaN,NaN,NaN,NaN,11,9,10,10
904,250.232,NaN,16,30,16,0,NaN,NaN,NaN,NaN,16,13,13,13
905,251.95,NaN,15,28,15,0,NaN,NaN,NaN,NaN,9,5,9,7
906,258.874,NaN,11,27,11,0,NaN,NaN,NaN,NaN,12,8,11,9
907,266.417,NaN,12,29,12,0,NaN,NaN,NaN,NaN,19,10,12,12
908,281.214,NaN,15,29,15,0,NaN,NaN,NaN,NaN,12,10,11,10
909,286.367,NaN,10,28,10,0,NaN,NaN,NaN,NaN,10,7,10,7
910,293.565,NaN,11,27,11,0,NaN,NaN,NaN,NaN,12,9,13,11
911,306.389,NaN,10,21,10,5,5,5,NaN,NaN,9,6,7,6
912,312.642,NaN,11,28,11,0,NaN,NaN,NaN,NaN,12,10,13,12
913,314.406,NaN,11,31,11,0,NaN,NaN,NaN,NaN,16,10,13,11
914,321.576,NaN,10,33,10,0,NaN,NaN,NaN,NaN,9,9,11,9
915,337.073,NaN,10,22,10,0,NaN,NaN,NaN,NaN,8,7,9,7
916,343.843,NaN,4,18,4,0,NaN,NaN,NaN,NaN,4,2,2,2
917,350.909,NaN,8,25,8,0,NaN,NaN,NaN,NaN,5,3,5,3
918,345.268,NaN,9,21,9,0,NaN,NaN,NaN,NaN,10,6,6,6
919,351.798,NaN,8,27,8,0,NaN,NaN,NaN,NaN,6,4,4,4
920,359.409,NaN,10,24,10,0,NaN,NaN,NaN,NaN,7,7,7,7
921,364.243,NaN,10,31,10,2,2,2,NaN,NaN,10,9,10,9
922,367.32,NaN,12,43,12,0,NaN,NaN,NaN,NaN,8,8,9,8
923,392.717,NaN,10,35,10,0,NaN,NaN,NaN,NaN,9,6,8,7
924,393.775,NaN,9,32,9,0,NaN,NaN,NaN,NaN,9,6,7,9
925,389.403,NaN,8,28,8,0,NaN,NaN,NaN,NaN,12,5,6,7
926,392.056,NaN,4,32,4,0,NaN,NaN,NaN,NaN,14,5,5,6
927,397.38,NaN,9,30,9,0,NaN,NaN,NaN,NaN,10,8,9,9
928,435.639,NaN,9,33,9,0,NaN,NaN,NaN,NaN,9,6,7,6
929,430.912,NaN,5,40,5,0,NaN,NaN,NaN,NaN,7,4,5,5
930,440.751,NaN,8,41,8,0,NaN,NaN,NaN,NaN,13,8,13,11
931,446.582,NaN,12,34,12,5,4,3,NaN,NaN,10,9,12,10
932,447,NaN,10,43,10,0,NaN,NaN,NaN,NaN,10,4,8,4
933,425.035,NaN,12,37,12,0,NaN,NaN,NaN,NaN,13,11,16,13
934,430.65,NaN,5,27,5,0,NaN,NaN,NaN,NaN,5,3,3,4
935,428.192,NaN,10,36,10,0,NaN,NaN,NaN,NaN,9,8,11,9
936,434.092,NaN,6,32,6,0,NaN,NaN,NaN,NaN,9,3,4,3
937,445.174,NaN,12,34,12,0,NaN,NaN,NaN,NaN,7,6,7,7
938,436.17,NaN,11,35,11,0,NaN,NaN,NaN,NaN,9,7,9,7
939,434.263,NaN,9,36,9,0,NaN,NaN,NaN,NaN,8,5,7,7
940,440.622,NaN,9,25,9,0,NaN,NaN,NaN,NaN,9,6,6,7
941,445.788,NaN,10,35,10,3,3,3,NaN,NaN,14,11,13,13
942,437.904,NaN,13,32,13,0,NaN,NaN,NaN,NaN,12,9,10,10
943,444.086,NaN,7,33,7,0,NaN,NaN,NaN,NaN,10,6,9,8
944,435.345,NaN,7,31,7,0,NaN,NaN,NaN,NaN,6,4,7,5
945,434.889,NaN,5,20,5,0,NaN,NaN,NaN,NaN,7,4,5,4
946,426.499,NaN,8,28,8,0,NaN,NaN,NaN,NaN,13,7,10,9
947,425.811,NaN,9,32,9,0,NaN,NaN,NaN,NaN,13,7,9,7
948,424.53,NaN,9,34,9,0,NaN,NaN,NaN,NaN,17,8,10,11
949,416.93,NaN,11,43,11,0,NaN,NaN,NaN,NaN,15,12,15,13
950,382.157,NaN,19,41,19,0,NaN,NaN,NaN,NaN,20,19,22,20
951,389.329,NaN,12,39,12,3,3,3,NaN,NaN,9,9,10,9
952,379.651,NaN,15,48,15,0,NaN,NaN,NaN,NaN,10,7,8,8
953,409.847,NaN,13,51,13,0,NaN,NaN,NaN,NaN,14,9,12,9
954,399.529,NaN,13,41,13,0,NaN,NaN,NaN,NaN,10,5,8,7
955,409.969,NaN,9,38,9,0,NaN,NaN,NaN,NaN,9,7,11,8
956,439.275,NaN,10,44,10,0,NaN,NaN,NaN,NaN,6,5,6,5
957,430.398,NaN,8,34,8,0,NaN,NaN,NaN,NaN,4,4,5,4
958,432.151,NaN,7,42,7,0,NaN,NaN,NaN,NaN,10,5,6,5
959,445.893,NaN,6,40,6,0,NaN,NaN,NaN,NaN,3,3,5,3
960,465.659,NaN,11,32,11,0,NaN,NaN,NaN,NaN,10,8,10,8
961,455.012,NaN,11,31,11,0,0,0,NaN,NaN,10,5,7,6
962,475.739,NaN,9,23,9,0,NaN,NaN,NaN,NaN,6,3,3,3
963,488.234,NaN,8,30,8,0,NaN,NaN,NaN,NaN,4,1,1,1
964,501.159,NaN,13,33,13,0,NaN,NaN,NaN,NaN,11,8,9,9
965,475.796,NaN,13,30,13,0,NaN,NaN,NaN,NaN,7,6,6,7
966,486.663,NaN,12,33,12,0,NaN,NaN,NaN,NaN,5,4,4,4
967,480.741,NaN,11,36,11,0,NaN,NaN,NaN,NaN,6,5,6,5
968,477.795,NaN,12,34,12,0,NaN,NaN,NaN,NaN,15,12,14,12
969,479.539,NaN,13,34,13,0,NaN,NaN,NaN,NaN,10,8,8,8
970,472.226,NaN,10,32,10,0,NaN,NaN,NaN,NaN,8,7,8,7
971,453.169,NaN,10,27,10,4,4,4,NaN,NaN,11,7,8,8
972,455.655,NaN,12,34,12,0,NaN,NaN,NaN,NaN,12,12,15,12
973,445.807,NaN,13,31,13,0,NaN,NaN,NaN,NaN,11,8,8,9
974,455.595,NaN,14,32,14,0,NaN,NaN,NaN,NaN,7,6,6,7
975,450.403,NaN,11,29,11,0,NaN,NaN,NaN,NaN,7,7,8,7
976,441.208,NaN,8,29,8,0,NaN,NaN,NaN,NaN,3,3,3,3
977,427.208,NaN,10,30,10,0,NaN,NaN,NaN,NaN,8,5,6,5
978,430.434,NaN,7,22,7,0,NaN,NaN,NaN,NaN,10,7,7,7
979,428.459,NaN,9,23,9,0,NaN,NaN,NaN,NaN,8,7,8,7
980,411.94,NaN,7,19,7,0,NaN,NaN,NaN,NaN,11,6,8,6
981,408.885,NaN,10,31,10,4,4,4,NaN,NaN,10,7,8,9
982,401.343,NaN,9,24,9,0,NaN,NaN,NaN,NaN,9,6,7,7
983,402.254,NaN,12,30,12,0,NaN,NaN,NaN,NaN,15,8,11,9
984,383.801,NaN,7,31,7,0,NaN,NaN,NaN,NaN,5,2,2,2
985,361.36,NaN,7,21,7,0,NaN,NaN,NaN,NaN,8,5,5,5
986,363.036,NaN,6,24,6,0,NaN,NaN,NaN,NaN,4,4,6,4
987,343.625,NaN,5,19,5,0,NaN,NaN,NaN,NaN,8,3,3,3
988,347.412,NaN,12,16,12,0,NaN,NaN,NaN,NaN,6,5,7,5
