frame,milliseconds,legacyMilliseconds,legacyCount,candidateCount,retainedLegacy,fineCount,fineMatched,legacyFineMatched,subsetCount,subsetFineMatched,coarseCount,coarseShared,coarseMatchedNewTolerant,coarseMatchedOldTolerant
323,335.454,NaN,7,31,7,0,NaN,NaN,NaN,NaN,2,2,2,2
324,348.392,NaN,3,30,3,0,NaN,NaN,NaN,NaN,3,3,4,3
325,359.542,NaN,6,50,6,0,NaN,NaN,NaN,NaN,4,3,4,4
326,390.75,NaN,8,49,8,0,NaN,NaN,NaN,NaN,5,4,6,4
327,388.849,NaN,6,49,6,0,NaN,NaN,NaN,NaN,3,3,4,3
328,392.947,NaN,7,45,7,0,NaN,NaN,NaN,NaN,7,3,5,4
329,382.847,NaN,7,40,7,0,NaN,NaN,NaN,NaN,7,5,7,6
330,369.157,NaN,7,34,7,0,NaN,NaN,NaN,NaN,5,4,4,4
331,348.437,NaN,7,35,7,4,4,4,NaN,NaN,9,6,8,8
332,341.168,NaN,8,35,8,0,NaN,NaN,NaN,NaN,8,6,8,8
333,352.419,NaN,7,31,7,0,NaN,NaN,NaN,NaN,8,7,8,7
334,349.324,NaN,6,24,6,0,NaN,NaN,NaN,NaN,4,4,6,4
335,343.661,NaN,6,23,6,0,NaN,NaN,NaN,NaN,9,5,8,5
336,334.115,NaN,7,22,7,0,NaN,NaN,NaN,NaN,9,7,11,7
337,321.69,NaN,7,19,7,0,NaN,NaN,NaN,NaN,8,5,7,7
338,328.021,NaN,9,16,9,0,NaN,NaN,NaN,NaN,8,7,9,8
339,316.362,NaN,6,17,6,0,NaN,NaN,NaN,NaN,5,4,4,4
340,325.974,NaN,3,13,3,0,NaN,NaN,NaN,NaN,8,5,8,6
341,328.278,NaN,3,10,3,2,2,2,NaN,NaN,6,3,6,3
342,328.441,NaN,5,9,5,0,NaN,NaN,NaN,NaN,8,6,8,7
343,313.233,NaN,5,5,5,0,NaN,NaN,NaN,NaN,4,4,4,4
344,320.574,NaN,7,12,7,0,NaN,NaN,NaN,NaN,5,5,7,5
345,308.668,NaN,5,11,5,0,NaN,NaN,NaN,NaN,5,5,6,5
346,317.899,NaN,3,9,3,0,NaN,NaN,NaN,NaN,3,3,5,3
347,320.746,NaN,4,13,4,0,NaN,NaN,NaN,NaN,3,3,3,3
348,321.491,NaN,5,11,5,0,NaN,NaN,NaN,NaN,6,5,5,6
349,317.238,NaN,7,19,7,0,NaN,NaN,NaN,NaN,8,7,11,8
350,333.837,NaN,6,12,6,0,NaN,NaN,NaN,NaN,7,6,6,6
351,339.319,NaN,3,11,3,3,3,2,NaN,NaN,7,4,6,4
352,340.921,NaN,5,14,5,0,NaN,NaN,NaN,NaN,6,6,7,6
353,353.236,NaN,5,14,5,0,NaN,NaN,NaN,NaN,5,4,5,5
354,361.424,NaN,6,10,6,0,NaN,NaN,NaN,NaN,5,5,6,5
355,353.152,NaN,3,11,3,0,NaN,NaN,NaN,NaN,3,3,3,3
356,362.337,NaN,6,9,6,0,NaN,NaN,NaN,NaN,5,4,4,4
357,361.89,NaN,5,13,5,0,NaN,NaN,NaN,NaN,3,3,3,3
358,358.59,NaN,4,8,4,0,NaN,NaN,NaN,NaN,2,2,3,2
359,373.862,NaN,4,13,4,0,NaN,NaN,NaN,NaN,5,5,6,5
360,393.103,NaN,7,17,7,0,NaN,NaN,NaN,NaN,5,4,6,5
361,404.997,NaN,4,19,4,2,2,2,NaN,NaN,6,5,6,5
362,428.172,NaN,4,18,4,0,NaN,NaN,NaN,NaN,6,5,6,5
363,436.16,NaN,4,19,4,0,NaN,NaN,NaN,NaN,5,3,4,3
364,444.671,NaN,6,23,6,0,NaN,NaN,NaN,NaN,6,4,5,4
365,446.578,NaN,6,18,6,0,NaN,NaN,NaN,NaN,6,4,6,6
366,420.048,NaN,3,18,3,0,NaN,NaN,NaN,NaN,4,3,4,3
367,437.832,NaN,3,19,3,0,NaN,NaN,NaN,NaN,2,2,2,2
368,442.38,NaN,7,22,7,0,NaN,NaN,NaN,NaN,6,4,4,4
369,428.587,NaN,5,14,5,0,NaN,NaN,NaN,NaN,9,4,5,5
370,443.383,NaN,8,19,8,0,NaN,NaN,NaN,NaN,8,7,8,7
371,438.953,NaN,9,23,9,1,1,1,NaN,NaN,5,5,5,5
372,408.971,NaN,5,19,5,0,NaN,NaN,NaN,NaN,9,5,6,6
373,401.922,NaN,4,14,4,0,NaN,NaN,NaN,NaN,4,3,3,3
374,390.774,NaN,7,19,7,0,NaN,NaN,NaN,NaN,3,3,4,3
375,398.541,NaN,3,15,3,0,NaN,NaN,NaN,NaN,3,3,3,3
376,400.454,NaN,4,23,4,0,NaN,NaN,NaN,NaN,2,2,2,2
377,444.599,NaN,4,18,4,0,NaN,NaN,NaN,NaN,2,2,2,2
378,437.882,NaN,3,11,3,0,NaN,NaN,NaN,NaN,2,2,2,2
379,453.908,NaN,4,15,4,0,NaN,NaN,NaN,NaN,3,3,3,3
380,478.401,NaN,6,10,6,0,NaN,NaN,NaN,NaN,1,1,2,1
381,485.424,NaN,3,17,3,2,2,2,NaN,NaN,3,3,4,3
382,510.038,NaN,6,12,6,0,NaN,NaN,NaN,NaN,7,3,3,4
383,540.244,NaN,6,15,6,0,NaN,NaN,NaN,NaN,4,2,2,2
384,554.355,NaN,5,14,5,0,NaN,NaN,NaN,NaN,3,3,3,3
385,531.396,NaN,6,11,6,0,NaN,NaN,NaN,NaN,4,2,2,2
386,520.288,NaN,4,12,4,0,NaN,NaN,NaN,NaN,4,4,5,4
387,525.84,NaN,4,11,4,0,NaN,NaN,NaN,NaN,2,2,3,2
388,491.13,NaN,6,16,6,0,NaN,NaN,NaN,NaN,1,1,2,1
389,460.56,NaN,3,10,3,0,NaN,NaN,NaN,NaN,1,1,2,1
390,416.947,NaN,4,9,4,0,NaN,NaN,NaN,NaN,5,3,3,4
391,398.52,NaN,4,10,4,1,1,1,NaN,NaN,2,2,4,2
392,364.063,NaN,4,5,4,0,NaN,NaN,NaN,NaN,2,1,2,1
393,398.718,NaN,3,7,3,0,NaN,NaN,NaN,NaN,1,1,3,1
394,386.546,NaN,3,7,3,0,NaN,NaN,NaN,NaN,4,2,4,2
395,381.209,NaN,3,9,3,0,NaN,NaN,NaN,NaN,2,2,4,2
396,368.698,NaN,3,8,3,0,NaN,NaN,NaN,NaN,2,2,3,2
397,371.747,NaN,3,6,3,0,NaN,NaN,NaN,NaN,3,2,4,2
398,389.487,NaN,3,9,3,0,NaN,NaN,NaN,NaN,4,2,3,2
399,403.5,NaN,3,9,3,0,NaN,NaN,NaN,NaN,3,2,4,2
400,416.629,NaN,4,8,4,0,NaN,NaN,NaN,NaN,3,3,5,3
401,441.824,NaN,3,9,3,2,2,2,NaN,NaN,2,2,4,2
402,413.237,NaN,3,11,3,0,NaN,NaN,NaN,NaN,4,3,5,3
403,408.711,NaN,5,10,5,0,NaN,NaN,NaN,NaN,4,3,5,4
404,424.282,NaN,4,6,4,0,NaN,NaN,NaN,NaN,2,2,3,2
405,416.685,NaN,3,8,3,0,NaN,NaN,NaN,NaN,3,3,5,3
406,435.443,NaN,5,13,5,0,NaN,NaN,NaN,NaN,7,2,2,2
407,431.875,NaN,3,8,3,0,NaN,NaN,NaN,NaN,2,2,5,2
408,420.398,NaN,5,6,5,0,NaN,NaN,NaN,NaN,3,3,4,3
409,408.745,NaN,3,10,3,0,NaN,NaN,NaN,NaN,1,1,2,1
410,383.133,NaN,4,8,4,0,NaN,NaN,NaN,NaN,2,1,4,1
411,369.998,NaN,4,9,4,2,2,2,NaN,NaN,2,2,2,2
412,363.656,NaN,3,3,3,0,NaN,NaN,NaN,NaN,2,2,3,2
413,342.282,NaN,3,6,3,0,NaN,NaN,NaN,NaN,2,2,4,2
414,337.459,NaN,3,4,3,0,NaN,NaN,NaN,NaN,3,3,4,3
415,333.306,NaN,5,6,5,0,NaN,NaN,NaN,NaN,5,5,6,5
416,288.683,NaN,5,10,5,0,NaN,NaN,NaN,NaN,5,4,7,5
417,285.58,NaN,3,7,3,0,NaN,NaN,NaN,NaN,1,1,2,1
418,269.728,NaN,2,6,2,0,NaN,NaN,NaN,NaN,1,1,2,1
419,273.063,NaN,3,5,3,0,NaN,NaN,NaN,NaN,2,2,3,2
420,262.794,NaN,3,4,3,0,NaN,NaN,NaN,NaN,4,3,4,3
421,265.59,NaN,3,5,3,1,1,1,NaN,NaN,3,3,3,3
422,267.678,NaN,5,7,5,0,NaN,NaN,NaN,NaN,3,3,3,3
423,267.892,NaN,4,8,4,0,NaN,NaN,NaN,NaN,3,2,2,2
424,244.235,NaN,2,3,2,0,NaN,NaN,NaN,NaN,3,1,1,1
425,235.348,NaN,3,5,3,0,NaN,NaN,NaN,NaN,3,3,3,3
426,238.464,NaN,5,6,5,0,NaN,NaN,NaN,NaN,5,3,4,3
427,237.472,NaN,4,5,4,0,NaN,NaN,NaN,NaN,3,3,3,3
428,226.485,NaN,0,2,0,0,NaN,NaN,NaN,NaN,0,0,0,0
429,223.217,NaN,4,6,4,0,NaN,NaN,NaN,NaN,5,3,5,3
430,225.324,NaN,3,8,3,0,NaN,NaN,NaN,NaN,4,3,4,3
431,210.837,NaN,5,8,5,2,2,2,NaN,NaN,3,2,3,3
432,200.473,NaN,5,11,5,0,NaN,NaN,NaN,NaN,8,6,8,7
433,193.214,NaN,5,8,5,0,NaN,NaN,NaN,NaN,4,2,3,2
434,189.487,NaN,5,9,5,0,NaN,NaN,NaN,NaN,2,2,2,2
435,184.225,NaN,8,9,8,0,NaN,NaN,NaN,NaN,3,3,4,3
436,192.701,NaN,6,8,6,0,NaN,NaN,NaN,NaN,4,3,3,4
437,188.749,NaN,6,7,6,0,NaN,NaN,NaN,NaN,4,4,4,4
438,202.094,NaN,5,7,5,0,NaN,NaN,NaN,NaN,2,2,3,2
439,209.57,NaN,6,7,6,0,NaN,NaN,NaN,NaN,4,4,5,4
440,219.631,NaN,6,10,6,0,NaN,NaN,NaN,NaN,4,4,6,4
441,231.164,NaN,5,9,5,2,2,2,NaN,NaN,6,5,6,6
442,217.81,NaN,5,9,5,0,NaN,NaN,NaN,NaN,4,4,4,4
443,214.198,NaN,4,6,4,0,NaN,NaN,NaN,NaN,2,2,3,2
444,224.818,NaN,4,10,4,0,NaN,NaN,NaN,NaN,4,2,3,3
445,246.177,NaN,5,15,5,0,NaN,NaN,NaN,NaN,6,3,5,4
446,269.789,NaN,2,5,2,0,NaN,NaN,NaN,NaN,0,0,0,0
447,268.395,NaN,4,5,4,0,NaN,NaN,NaN,NaN,2,0,0,0
448,297.456,NaN,5,9,5,0,NaN,NaN,NaN,NaN,3,3,4,3
449,297.974,NaN,4,4,4,0,NaN,NaN,NaN,NaN,2,0,0,0
450,297.118,NaN,5,5,5,0,NaN,NaN,NaN,NaN,5,5,5,5
451,292.539,NaN,4,6,4,2,2,2,NaN,NaN,4,3,4,3
452,301.782,NaN,3,3,3,0,NaN,NaN,NaN,NaN,3,2,3,3
453,308.56,NaN,3,6,3,0,NaN,NaN,NaN,NaN,3,2,2,3
454,301.689,NaN,2,3,2,0,NaN,NaN,NaN,NaN,1,1,1,1
455,286.558,NaN,3,4,3,0,NaN,NaN,NaN,NaN,2,2,2,2
456,293.824,NaN,2,6,2,0,NaN,NaN,NaN,NaN,5,2,2,2
457,280.129,NaN,3,8,3,0,NaN,NaN,NaN,NaN,5,3,4,3
458,271.996,NaN,3,8,3,0,NaN,NaN,NaN,NaN,5,3,3,3
459,272.16,NaN,4,9,4,0,NaN,NaN,NaN,NaN,4,3,4,3
460,252.546,NaN,5,12,5,0,NaN,NaN,NaN,NaN,4,3,4,3
461,228.927,NaN,6,10,6,1,1,1,NaN,NaN,4,4,4,4
462,216.616,NaN,7,11,7,0,NaN,NaN,NaN,NaN,7,7,8,7
463,200.799,NaN,3,14,3,0,NaN,NaN,NaN,NaN,6,5,7,6
464,178.517,NaN,4,12,4,0,NaN,NaN,NaN,NaN,4,4,6,4
465,163.263,NaN,3,14,3,0,NaN,NaN,NaN,NaN,3,2,3,3
466,155.707,NaN,5,8,5,0,NaN,NaN,NaN,NaN,5,4,5,4
467,142.096,NaN,4,4,4,0,NaN,NaN,NaN,NaN,5,3,3,3
468,130.966,NaN,3,4,3,0,NaN,NaN,NaN,NaN,3,3,3,3
469,115.217,NaN,3,8,3,0,NaN,NaN,NaN,NaN,4,2,3,2
470,100.973,NaN,6,8,6,0,NaN,NaN,NaN,NaN,2,2,3,2
471,90.402,NaN,3,8,3,1,1,1,NaN,NaN,3,3,3,3
472,78.99,NaN,4,5,4,0,NaN,NaN,NaN,NaN,6,4,4,5
473,71.979,NaN,3,5,3,0,NaN,NaN,NaN,NaN,3,3,3,3
474,62.642,NaN,3,5,3,0,NaN,NaN,NaN,NaN,2,2,2,2
475,60.787,NaN,3,5,3,0,NaN,NaN,NaN,NaN,2,2,3,2
476,60.097,NaN,3,4,3,0,NaN,NaN,NaN,NaN,4,2,3,2
477,54.275,NaN,2,8,2,0,NaN,NaN,NaN,NaN,2,2,3,2
478,49.792,NaN,3,5,3,0,NaN,NaN,NaN,NaN,4,3,3,3
479,47.765,NaN,3,5,3,0,NaN,NaN,NaN,NaN,3,3,3,3
480,45.244,NaN,4,7,4,0,NaN,NaN,NaN,NaN,5,5,5,5
481,42.628,NaN,6,8,6,3,3,3,NaN,NaN,4,3,4,3
482,40.707,NaN,3,7,3,0,NaN,NaN,NaN,NaN,4,2,2,2
483,41.291,NaN,6,11,6,0,NaN,NaN,NaN,NaN,5,3,4,4
484,42.857,NaN,5,10,5,0,NaN,NaN,NaN,NaN,5,4,5,5
485,41.582,NaN,5,9,5,0,NaN,NaN,NaN,NaN,6,4,5,4
486,41.008,NaN,4,8,4,0,NaN,NaN,NaN,NaN,6,4,5,5
487,40.731,NaN,5,8,5,0,NaN,NaN,NaN,NaN,9,4,5,5
488,41.975,NaN,4,7,4,0,NaN,NaN,NaN,NaN,8,4,5,5
489,39.814,NaN,4,6,4,0,NaN,NaN,NaN,NaN,4,2,3,3
490,41.843,NaN,2,5,2,0,NaN,NaN,NaN,NaN,2,2,4,2
491,42.25,NaN,4,7,4,1,1,1,NaN,NaN,6,3,4,3
492,45.227,NaN,7,9,7,0,NaN,NaN,NaN,NaN,8,8,8,8
493,50.574,NaN,9,17,9,0,NaN,NaN,NaN,NaN,10,10,13,10
494,56.622,NaN,9,13,9,0,NaN,NaN,NaN,NaN,6,5,7,6
495,58.189,NaN,6,12,6,0,NaN,NaN,NaN,NaN,6,5,6,5
496,53.689,NaN,8,14,8,0,NaN,NaN,NaN,NaN,5,5,5,5
497,55.317,NaN,8,15,8,0,NaN,NaN,NaN,NaN,5,5,7,5
498,61.376,NaN,4,11,4,0,NaN,NaN,NaN,NaN,8,4,7,4
499,62.452,NaN,8,13,8,0,NaN,NaN,NaN,NaN,6,6,10,6
500,61.718,NaN,10,14,10,0,NaN,NaN,NaN,NaN,9,7,10,7
501,67.118,NaN,10,20,10,6,5,3,NaN,NaN,10,9,13,9
502,71.983,NaN,10,18,10,0,NaN,NaN,NaN,NaN,11,8,11,9
503,79.544,NaN,11,16,11,0,NaN,NaN,NaN,NaN,11,10,14,11
504,84,NaN,13,15,13,0,NaN,NaN,NaN,NaN,9,8,12,8
505,88.079,NaN,13,18,13,0,NaN,NaN,NaN,NaN,11,8,13,8
506,87.985,NaN,13,19,13,0,NaN,NaN,NaN,NaN,9,9,10,9
507,90.923,NaN,12,15,12,0,NaN,NaN,NaN,NaN,8,7,7,8
508,96.56,NaN,10,15,10,0,NaN,NaN,NaN,NaN,8,8,9,8
509,94.967,NaN,8,16,8,0,NaN,NaN,NaN,NaN,9,8,9,8
510,95.834,NaN,9,11,9,0,NaN,NaN,NaN,NaN,10,8,9,9
511,102.937,NaN,10,11,10,4,4,4,NaN,NaN,8,7,8,8
512,107.63,NaN,9,14,9,0,NaN,NaN,NaN,NaN,7,5,5,6
513,114.407,NaN,11,16,11,0,NaN,NaN,NaN,NaN,6,6,9,6
514,123.091,NaN,8,15,8,0,NaN,NaN,NaN,NaN,8,7,10,8
515,128.326,NaN,8,15,8,0,NaN,NaN,NaN,NaN,8,6,9,7
516,135.256,NaN,8,17,8,0,NaN,NaN,NaN,NaN,8,8,10,8
517,145.569,NaN,9,13,9,0,NaN,NaN,NaN,NaN,11,6,8,7
518,159.065,NaN,9,11,9,0,NaN,NaN,NaN,NaN,11,7,7,8
519,169.001,NaN,9,14,9,0,NaN,NaN,NaN,NaN,6,6,9,6
520,176.342,NaN,11,15,11,0,NaN,NaN,NaN,NaN,8,8,9,8
521,189.453,NaN,7,12,7,4,4,4,NaN,NaN,8,7,9,7
522,192.073,NaN,6,9,6,0,NaN,NaN,NaN,NaN,5,4,5,4
523,204.589,NaN,7,11,7,0,NaN,NaN,NaN,NaN,7,3,5,3
524,209.898,NaN,7,10,7,0,NaN,NaN,NaN,NaN,5,4,5,4
525,210.034,NaN,7,14,7,0,NaN,NaN,NaN,NaN,6,3,6,5
526,214.874,NaN,8,13,8,0,NaN,NaN,NaN,NaN,4,4,6,4
527,209.832,NaN,6,13,6,0,NaN,NaN,NaN,NaN,5,5,8,5
528,203.072,NaN,4,7,4,0,NaN,NaN,NaN,NaN,4,3,4,3
529,246.74,NaN,3,11,3,0,NaN,NaN,NaN,NaN,2,2,3,2
530,210.982,NaN,4,11,4,0,NaN,NaN,NaN,NaN,4,1,2,1
531,214.376,NaN,3,12,3,2,2,2,NaN,NaN,4,2,3,2
532,209.842,NaN,4,12,4,0,NaN,NaN,NaN,NaN,3,3,3,3
533,203.59,NaN,3,10,3,0,NaN,NaN,NaN,NaN,5,3,3,3
534,195.033,NaN,4,11,4,0,NaN,NaN,NaN,NaN,3,2,3,2
535,189.903,NaN,3,13,3,0,NaN,NaN,NaN,NaN,10,5,8,6
536,180.729,NaN,3,8,3,0,NaN,NaN,NaN,NaN,3,2,3,3
537,178.039,NaN,2,9,2,0,NaN,NaN,NaN,NaN,4,3,3,3
538,163.923,NaN,2,7,2,0,NaN,NaN,NaN,NaN,2,2,2,2
539,158.654,NaN,3,10,3,0,NaN,NaN,NaN,NaN,3,2,2,2
540,148.886,NaN,3,15,3,0,NaN,NaN,NaN,NaN,3,2,2,2
541,142.932,NaN,4,14,4,2,2,1,NaN,NaN,3,2,3,2
542,137.601,NaN,6,17,6,0,NaN,NaN,NaN,NaN,5,3,3,4
543,140.611,NaN,7,22,7,0,NaN,NaN,NaN,NaN,5,5,5,5
544,128.995,NaN,8,20,8,0,NaN,NaN,NaN,NaN,7,6,6,6
545,132.658,NaN,3,24,3,0,NaN,NaN,NaN,NaN,10,4,8,7
546,128.75,NaN,10,25,10,0,NaN,NaN,NaN,NaN,7,7,7,7
547,123.026,NaN,6,22,6,0,NaN,NaN,NaN,NaN,7,5,7,5
548,125.007,NaN,7,23,7,0,NaN,NaN,NaN,NaN,8,7,7,7
549,126.399,NaN,5,21,5,0,NaN,NaN,NaN,NaN,7,6,6,7
550,127.929,NaN,8,28,8,0,NaN,NaN,NaN,NaN,8,6,6,8
551,133.731,NaN,4,32,4,0,0,0,NaN,NaN,10,9,9,10
552,133.815,NaN,7,25,7,0,NaN,NaN,NaN,NaN,10,7,9,8
553,135.979,NaN,11,28,11,0,NaN,NaN,NaN,NaN,9,6,8,6
554,127.816,NaN,11,28,11,0,NaN,NaN,NaN,NaN,8,6,8,6
555,130.595,NaN,8,33,8,0,NaN,NaN,NaN,NaN,5,5,9,5
556,130.262,NaN,6,21,6,0,NaN,NaN,NaN,NaN,12,7,11,7
557,131.779,NaN,9,31,9,0,NaN,NaN,NaN,NaN,9,8,13,8
558,131.842,NaN,7,23,7,0,NaN,NaN,NaN,NaN,7,7,10,7
559,132.758,NaN,7,27,7,0,NaN,NaN,NaN,NaN,9,6,10,6
560,144.059,NaN,8,27,8,0,NaN,NaN,NaN,NaN,10,8,10,8
561,149.921,NaN,6,18,6,3,3,3,NaN,NaN,9,7,8,7
562,156.267,NaN,6,20,6,0,NaN,NaN,NaN,NaN,6,5,8,5
563,151.955,NaN,6,25,6,0,NaN,NaN,NaN,NaN,6,5,6,5
564,155.669,NaN,7,22,7,0,NaN,NaN,NaN,NaN,6,5,5,5
565,158.416,NaN,6,24,6,0,NaN,NaN,NaN,NaN,3,3,3,3
566,143.755,NaN,4,19,4,0,NaN,NaN,NaN,NaN,9,5,5,5
567,151.076,NaN,6,22,6,0,NaN,NaN,NaN,NaN,6,2,2,2
568,152.322,NaN,6,21,6,0,NaN,NaN,NaN,NaN,9,5,6,5
569,154.693,NaN,3,17,3,0,NaN,NaN,NaN,NaN,6,4,5,5
570,151.706,NaN,6,12,6,0,NaN,NaN,NaN,NaN,10,4,6,5
571,156.264,NaN,5,15,5,0,0,0,NaN,NaN,5,4,4,4
572,153.387,NaN,5,18,5,0,NaN,NaN,NaN,NaN,6,4,4,4
573,157.183,NaN,2,13,2,0,NaN,NaN,NaN,NaN,7,3,3,3
574,154.205,NaN,6,15,6,0,NaN,NaN,NaN,NaN,6,5,5,5
575,154.054,NaN,4,12,4,0,NaN,NaN,NaN,NaN,7,3,4,4
576,153.007,NaN,4,10,4,0,NaN,NaN,NaN,NaN,4,1,1,1
577,144.504,NaN,4,15,4,0,NaN,NaN,NaN,NaN,2,2,2,2
578,143.379,NaN,3,9,3,0,NaN,NaN,NaN,NaN,7,3,4,3
579,134.885,NaN,4,10,4,0,NaN,NaN,NaN,NaN,4,2,2,2
580,136.162,NaN,4,11,4,0,NaN,NaN,NaN,NaN,2,2,3,2
581,130.012,NaN,3,8,3,1,1,1,NaN,NaN,5,3,3,5
582,127.181,NaN,3,5,3,0,NaN,NaN,NaN,NaN,5,2,2,2
583,123.574,NaN,3,11,3,0,NaN,NaN,NaN,NaN,1,1,1,1
584,118.985,NaN,5,8,5,0,NaN,NaN,NaN,NaN,6,2,2,2
585,112.359,NaN,4,4,4,0,NaN,NaN,NaN,NaN,6,4,4,4
586,116.223,NaN,5,8,5,0,NaN,NaN,NaN,NaN,8,3,3,4
587,114.013,NaN,3,8,3,0,NaN,NaN,NaN,NaN,5,2,2,2
588,113.954,NaN,4,7,4,0,NaN,NaN,NaN,NaN,5,3,3,3
589,120.413,NaN,5,12,5,0,NaN,NaN,NaN,NaN,4,4,5,4
590,132.279,NaN,2,8,2,0,NaN,NaN,NaN,NaN,2,2,2,2
591,142.184,NaN,2,15,2,1,1,1,NaN,NaN,2,1,1,1
592,146.235,NaN,5,12,5,0,NaN,NaN,NaN,NaN,4,2,2,3
593,155.238,NaN,4,13,4,0,NaN,NaN,NaN,NaN,3,2,2,2
594,171.065,NaN,5,12,5,0,NaN,NaN,NaN,NaN,5,4,4,4
595,190.18,NaN,8,13,8,0,NaN,NaN,NaN,NaN,9,5,7,6
596,223.731,NaN,7,10,7,0,NaN,NaN,NaN,NaN,6,5,5,6
597,249.435,NaN,5,9,5,0,NaN,NaN,NaN,NaN,5,4,4,4
598,259.43,NaN,4,10,4,0,NaN,NaN,NaN,NaN,2,2,2,2
599,311.266,NaN,3,10,3,0,NaN,NaN,NaN,NaN,8,1,3,1
600,334.878,NaN,5,12,5,0,NaN,NaN,NaN,NaN,1,1,2,1
601,349.32,NaN,6,12,6,2,2,2,NaN,NaN,6,4,4,5
602,359.204,NaN,6,15,6,0,NaN,NaN,NaN,NaN,7,5,5,6
603,373.919,NaN,8,13,8,0,NaN,NaN,NaN,NaN,6,3,4,3
604,375.672,NaN,8,16,8,0,NaN,NaN,NaN,NaN,9,7,9,7
605,385.591,NaN,5,14,5,0,NaN,NaN,NaN,NaN,7,4,5,4
606,369.734,NaN,5,14,5,0,NaN,NaN,NaN,NaN,9,6,7,7
607,383.148,NaN,6,18,6,0,NaN,NaN,NaN,NaN,6,3,5,5
608,364.039,NaN,9,19,9,0,NaN,NaN,NaN,NaN,14,10,13,12
609,384.151,NaN,8,21,8,0,NaN,NaN,NaN,NaN,7,5,8,5
610,358.903,NaN,6,27,6,0,NaN,NaN,NaN,NaN,5,3,5,3
611,352.236,NaN,3,20,3,2,2,2,NaN,NaN,6,5,8,5
612,335.372,NaN,3,27,3,0,NaN,NaN,NaN,NaN,5,5,6,5
613,323.355,NaN,8,26,8,0,NaN,NaN,NaN,NaN,3,3,5,3
614,297.787,NaN,4,19,4,0,NaN,NaN,NaN,NaN,2,2,3,2
615,303.714,NaN,10,27,10,0,NaN,NaN,NaN,NaN,2,2,5,2
616,281.04,NaN,6,22,6,0,NaN,NaN,NaN,NaN,5,4,6,4
617,257.911,NaN,6,24,6,0,NaN,NaN,NaN,NaN,4,4,5,4
618,249.19,NaN,5,23,5,0,NaN,NaN,NaN,NaN,8,7,9,7
619,240.682,NaN,7,27,7,0,NaN,NaN,NaN,NaN,3,3,4,3
620,229.201,NaN,4,26,4,0,NaN,NaN,NaN,NaN,6,4,6,4
621,221.251,NaN,4,25,4,2,2,2,NaN,NaN,4,2,2,2
622,208.144,NaN,5,23,5,0,NaN,NaN,NaN,NaN,7,4,5,5
623,195.1,NaN,5,23,5,0,NaN,NaN,NaN,NaN,4,4,5,4
624,193.525,NaN,7,24,7,0,NaN,NaN,NaN,NaN,6,5,5,5
625,180.252,NaN,5,20,5,0,NaN,NaN,NaN,NaN,9,4,6,4
626,180.743,NaN,4,22,4,0,NaN,NaN,NaN,NaN,11,2,2,2
627,172.8,NaN,6,22,6,0,NaN,NaN,NaN,NaN,4,4,4,4
628,171.793,NaN,10,25,10,0,NaN,NaN,NaN,NaN,6,6,7,6
629,166.105,NaN,5,17,5,0,NaN,NaN,NaN,NaN,9,7,8,7
630,170.876,NaN,4,13,4,0,NaN,NaN,NaN,NaN,5,3,4,3
631,168.183,NaN,4,16,4,2,2,2,NaN,NaN,5,4,5,5
632,168.867,NaN,5,19,5,0,NaN,NaN,NaN,NaN,12,5,7,6
633,168.387,NaN,9,18,9,0,NaN,NaN,NaN,NaN,9,7,9,8
634,171.316,NaN,6,15,6,0,NaN,NaN,NaN,NaN,8,6,7,6
635,175.07,NaN,6,8,6,0,NaN,NaN,NaN,NaN,10,3,4,4
636,175.167,NaN,4,10,4,0,NaN,NaN,NaN,NaN,4,2,3,3
637,180.245,NaN,6,9,6,0,NaN,NaN,NaN,NaN,4,4,5,4
638,178.255,NaN,5,10,5,0,NaN,NaN,NaN,NaN,5,2,3,3
639,174.32,NaN,5,9,5,0,NaN,NaN,NaN,NaN,5,5,5,5
640,170.792,NaN,6,13,6,0,NaN,NaN,NaN,NaN,6,5,5,5
641,168.982,NaN,3,7,3,4,4,3,NaN,NaN,3,2,3,2
642,171.307,NaN,6,12,6,0,NaN,NaN,NaN,NaN,2,2,4,2
643,177.187,NaN,5,17,5,0,NaN,NaN,NaN,NaN,4,3,7,4
644,171.904,NaN,5,12,5,0,NaN,NaN,NaN,NaN,4,1,6,2
645,172.23,NaN,7,14,7,0,NaN,NaN,NaN,NaN,7,7,10,7
646,173.748,NaN,5,11,5,0,NaN,NaN,NaN,NaN,4,4,7,4
647,164.4,NaN,5,15,5,0,NaN,NaN,NaN,NaN,3,1,3,1
648,183.074,NaN,8,24,8,0,NaN,NaN,NaN,NaN,7,5,6,6
649,183.73,NaN,7,18,7,0,NaN,NaN,NaN,NaN,5,4,4,4
650,193.715,NaN,9,16,9,0,NaN,NaN,NaN,NaN,11,7,8,8
651,196.792,NaN,9,19,9,2,2,2,NaN,NaN,3,2,4,2
652,196.808,NaN,4,12,4,0,NaN,NaN,NaN,NaN,4,2,4,3
653,198.972,NaN,6,12,6,0,NaN,NaN,NaN,NaN,5,3,5,3
654,194.079,NaN,6,10,6,0,NaN,NaN,NaN,NaN,3,2,3,2
655,206.643,NaN,8,14,8,0,NaN,NaN,NaN,NaN,4,3,3,3
