frame,source,class,heightOffsetM,score,condition
550,coarse,roadMarking,0.3,0.404631301803034,fixedRecordedXYTheta
550,coarse,roadMarking,0.35,0.37876935695995,fixedRecordedXYTheta
550,coarse,roadMarking,0.4,0.341541331403879,fixedRecordedXYTheta
550,coarse,roadMarking,0.45,0.296721718088138,fixedRecordedXYTheta
550,coarse,roadMarking,0.5,0.248412857666503,fixedRecordedXYTheta
550,coarse,roadMarking,0.55,0.200444759137878,fixedRecordedXYTheta
550,coarse,roadMarking,0.6,0.155913725626621,fixedRecordedXYTheta
550,coarse,roadMarking,0.65,0.116926140811564,fixedRecordedXYTheta
550,coarse,roadMarking,0.7,0.0845551778965435,fixedRecordedXYTheta
550,coarse,roadMarking,0.75,0.05896964068162,fixedRecordedXYTheta
550,coarse,roadMarking,0.8,0.0396669696758738,fixedRecordedXYTheta
550,coarse,roadMarking,0.85,0.0257387982276781,fixedRecordedXYTheta
550,coarse,roadMarking,0.9,0.0161118778533358,fixedRecordedXYTheta
550,coarse,roadMarking,0.95,0.00973051825625536,fixedRecordedXYTheta
550,coarse,roadMarking,1,0.0056700144329855,fixedRecordedXYTheta
550,coarse,pole,-1,0,fixedRecordedXYTheta
550,coarse,pole,-0.95,0,fixedRecordedXYTheta
550,coarse,pole,-0.9,0,fixedRecordedXYTheta
550,coarse,pole,-0.85,0,fixedRecordedXYTheta
550,coarse,pole,-0.8,0,fixedRecordedXYTheta
550,coarse,pole,-0.75,0,fixedRecordedXYTheta
550,coarse,pole,-0.7,0,fixedRecordedXYTheta
550,coarse,pole,-0.65,0,fixedRecordedXYTheta
550,coarse,pole,-0.6,0,fixedRecordedXYTheta
550,coarse,pole,-0.55,0,fixedRecordedXYTheta
550,coarse,pole,-0.5,0,fixedRecordedXYTheta
550,coarse,pole,-0.45,0,fixedRecordedXYTheta
550,coarse,pole,-0.4,0,fixedRecordedXYTheta
550,coarse,pole,-0.35,0,fixedRecordedXYTheta
550,coarse,pole,-0.3,0,fixedRecordedXYTheta
550,coarse,pole,-0.25,0,fixedRecordedXYTheta
550,coarse,pole,-0.2,0,fixedRecordedXYTheta
550,coarse,pole,-0.15,0,fixedRecordedXYTheta
550,coarse,pole,-0.1,0,fixedRecordedXYTheta
550,coarse,pole,-0.0499999999999999,0,fixedRecordedXYTheta
550,coarse,pole,0,0,fixedRecordedXYTheta
550,coarse,pole,0.05,0,fixedRecordedXYTheta
550,coarse,pole,0.1,0,fixedRecordedXYTheta
550,coarse,pole,0.15,0,fixedRecordedXYTheta
550,coarse,pole,0.2,0,fixedRecordedXYTheta
550,coarse,pole,0.25,0,fixedRecordedXYTheta
550,coarse,pole,0.3,0,fixedRecordedXYTheta
550,coarse,pole,0.35,0,fixedRecordedXYTheta
550,coarse,pole,0.4,0,fixedRecordedXYTheta
550,coarse,pole,0.45,0,fixedRecordedXYTheta
550,coarse,pole,0.5,0,fixedRecordedXYTheta
550,coarse,pole,0.55,0,fixedRecordedXYTheta
550,coarse,pole,0.6,0,fixedRecordedXYTheta
550,coarse,pole,0.65,0,fixedRecordedXYTheta
550,coarse,pole,0.7,0,fixedRecordedXYTheta
550,coarse,pole,0.75,0,fixedRecordedXYTheta
550,coarse,pole,0.8,0,fixedRecordedXYTheta
550,coarse,pole,0.85,0,fixedRecordedXYTheta
550,coarse,pole,0.9,0,fixedRecordedXYTheta
550,coarse,pole,0.95,0,fixedRecordedXYTheta
550,coarse,pole,1,0,fixedRecordedXYTheta
550,fine,all,-1,3.59923401700999e-06,fixedRecordedXYTheta
550,fine,all,-0.95,8.90584184353801e-06,fixedRecordedXYTheta
550,fine,all,-0.9,2.13467087375417e-05,fixedRecordedXYTheta
550,fine,all,-0.85,4.94904759100289e-05,fixedRecordedXYTheta
550,fine,all,-0.8,0.000110835479289264,fixedRecordedXYTheta
550,fine,all,-0.75,0.000239508276185203,fixedRecordedXYTheta
550,fine,all,-0.7,0.000498937434953977,fixedRecordedXYTheta
550,fine,all,-0.65,0.00100121876075542,fixedRecordedXYTheta
550,fine,all,-0.6,0.00193423447796647,fixedRecordedXYTheta
550,fine,all,-0.55,0.00359571456755132,fixedRecordedXYTheta
550,fine,all,-0.5,0.0064299488002951,fixedRecordedXYTheta
550,fine,all,-0.45,0.0110578677590423,fixedRecordedXYTheta
550,fine,all,-0.4,0.0182856993944505,fixedRecordedXYTheta
550,fine,all,-0.35,0.0290734945789591,fixedRecordedXYTheta
550,fine,all,-0.3,0.0444454938290862,fixedRecordedXYTheta
550,fine,all,-0.25,0.0653324607747062,fixedRecordedXYTheta
550,fine,all,-0.2,0.0923528971920844,fixedRecordedXYTheta
550,fine,all,-0.15,0.125563265857211,fixedRecordedXYTheta
550,fine,all,-0.1,0.164230676563355,fixedRecordedXYTheta
550,fine,all,-0.0499999999999999,0.206695682198953,fixedRecordedXYTheta
550,fine,all,0,0.250388888300499,fixedRecordedXYTheta
550,fine,all,0.05,0.292038580876022,fixedRecordedXYTheta
550,fine,all,0.1,0.328061137694048,fixedRecordedXYTheta
550,fine,all,0.15,0.355073744389207,fixedRecordedXYTheta
550,fine,all,0.2,0.370427074246984,fixedRecordedXYTheta
550,fine,all,0.25,0.372639878936582,fixedRecordedXYTheta
550,fine,all,0.3,0.361635517714637,fixedRecordedXYTheta
550,fine,all,0.35,0.338728097136097,fixedRecordedXYTheta
550,fine,all,0.4,0.306368208769168,fixedRecordedXYTheta
550,fine,all,0.45,0.267715413971211,fixedRecordedXYTheta
550,fine,all,0.5,0.22613952019118,fixedRecordedXYTheta
550,fine,all,0.55,0.184757030691071,fixedRecordedXYTheta
550,fine,all,0.6,0.146085527887066,fixedRecordedXYTheta
550,fine,all,0.65,0.111858275665874,fixedRecordedXYTheta
550,fine,all,0.7,0.0829983896299713,fixedRecordedXYTheta
550,fine,all,0.75,0.0597187298869829,fixedRecordedXYTheta
550,fine,all,0.8,0.0416967071696937,fixedRecordedXYTheta
550,fine,all,0.85,0.0282725615893431,fixedRecordedXYTheta
550,fine,all,0.9,0.0186307994424508,fixedRecordedXYTheta
550,fine,all,0.95,0.0119409033774708,fixedRecordedXYTheta
550,fine,all,1,0.00744937982024443,fixedRecordedXYTheta
550,fine,curb,-1,5.02470159168325e-06,fixedRecordedXYTheta
550,fine,curb,-0.95,1.19752711288593e-05,fixedRecordedXYTheta
550,fine,curb,-0.9,2.76869801005903e-05,fixedRecordedXYTheta
550,fine,curb,-0.85,6.2033498591743e-05,fixedRecordedXYTheta
550,fine,curb,-0.8,0.000134562896105491,fixedRecordedXYTheta
550,fine,curb,-0.75,0.000282361683167588,fixedRecordedXYTheta
550,fine,curb,-0.7,0.000572724860256653,fixedRecordedXYTheta
550,fine,curb,-0.65,0.0011221961765853,fixedRecordedXYTheta
550,fine,curb,-0.6,0.00212294433591712,fixedRecordedXYTheta
550,fine,curb,-0.55,0.00387578126802239,fixedRecordedXYTheta
550,fine,curb,-0.5,0.00682606843299927,fixedRecordedXYTheta
550,fine,curb,-0.45,0.0115943325227177,fixedRecordedXYTheta
550,fine,curb,-0.4,0.0189883769120837,fixedRecordedXYTheta
550,fine,curb,-0.35,0.0299797317557658,fixedRecordedXYTheta
550,fine,curb,-0.3,0.0456269553064219,fixedRecordedXYTheta
550,fine,curb,-0.25,0.0669342263672957,fixedRecordedXYTheta
550,fine,curb,-0.2,0.0946473588032229,fixedRecordedXYTheta
550,fine,curb,-0.15,0.129009736103598,fixedRecordedXYTheta
550,fine,curb,-0.1,0.169523106848224,fixedRecordedXYTheta
550,fine,curb,-0.0499999999999999,0.214775022726967,fixedRecordedXYTheta
550,fine,curb,0,0.262397394162312,fixedRecordedXYTheta
550,fine,curb,0.05,0.309203321702403,fixedRecordedXYTheta
550,fine,curb,0.1,0.351512360275163,fixedRecordedXYTheta
550,fine,curb,0.15,0.385625825853344,fixedRecordedXYTheta
550,fine,curb,0.2,0.408368001479322,fixedRecordedXYTheta
550,fine,curb,0.25,0.417581911136424,fixedRecordedXYTheta
550,fine,curb,0.3,0.412470706142799,fixedRecordedXYTheta
550,fine,curb,0.35,0.393709017069523,fixedRecordedXYTheta
550,fine,curb,0.4,0.363303457881081,fixedRecordedXYTheta
550,fine,curb,0.45,0.32424095384126,fixedRecordedXYTheta
550,fine,curb,0.5,0.280009715861873,fixedRecordedXYTheta
550,fine,curb,0.55,0.234097984621339,fixedRecordedXYTheta
550,fine,curb,0.6,0.189567059328157,fixedRecordedXYTheta
550,fine,curb,0.65,0.148763983526519,fixedRecordedXYTheta
550,fine,curb,0.7,0.113197855910407,fixedRecordedXYTheta
550,fine,curb,0.75,0.083565134019265,fixedRecordedXYTheta
550,fine,curb,0.8,0.0598829658793719,fixedRecordedXYTheta
550,fine,curb,0.85,0.0416792095018019,fixedRecordedXYTheta
550,fine,curb,0.9,0.0281916349433331,fixedRecordedXYTheta
550,fine,curb,0.95,0.0185417178386646,fixedRecordedXYTheta
550,fine,curb,1,0.0118644620075025,fixedRecordedXYTheta
550,fine,roadMarking,-1,2.17376644233673e-06,fixedRecordedXYTheta
550,fine,roadMarking,-0.95,5.8364125582167e-06,fixedRecordedXYTheta
550,fine,roadMarking,-0.9,1.50064373744931e-05,fixedRecordedXYTheta
550,fine,roadMarking,-0.85,3.69474532283148e-05,fixedRecordedXYTheta
550,fine,roadMarking,-0.8,8.71080624730373e-05,fixedRecordedXYTheta
550,fine,roadMarking,-0.75,0.000196654869202818,fixedRecordedXYTheta
550,fine,roadMarking,-0.7,0.0004251500096513,fixedRecordedXYTheta
550,fine,roadMarking,-0.65,0.000880241344925544,fixedRecordedXYTheta
550,fine,roadMarking,-0.6,0.00174552462001581,fixedRecordedXYTheta
550,fine,roadMarking,-0.55,0.00331564786708025,fixedRecordedXYTheta
550,fine,roadMarking,-0.5,0.00603382916759094,fixedRecordedXYTheta
550,fine,roadMarking,-0.45,0.010521402995367,fixedRecordedXYTheta
550,fine,roadMarking,-0.4,0.0175830218768174,fixedRecordedXYTheta
550,fine,roadMarking,-0.35,0.0281672574021524,fixedRecordedXYTheta
550,fine,roadMarking,-0.3,0.0432640323517505,fixedRecordedXYTheta
550,fine,roadMarking,-0.25,0.0637306951821168,fixedRecordedXYTheta
550,fine,roadMarking,-0.2,0.0900584355809459,fixedRecordedXYTheta
550,fine,roadMarking,-0.15,0.122116795610825,fixedRecordedXYTheta
550,fine,roadMarking,-0.1,0.158938246278486,fixedRecordedXYTheta
550,fine,roadMarking,-0.0499999999999999,0.198616341670938,fixedRecordedXYTheta
550,fine,roadMarking,0,0.238380382438686,fixedRecordedXYTheta
550,fine,roadMarking,0.05,0.274873840049641,fixedRecordedXYTheta
550,fine,roadMarking,0.1,0.304609915112932,fixedRecordedXYTheta
550,fine,roadMarking,0.15,0.32452166292507,fixedRecordedXYTheta
550,fine,roadMarking,0.2,0.332486147014646,fixedRecordedXYTheta
550,fine,roadMarking,0.25,0.32769784673674,fixedRecordedXYTheta
550,fine,roadMarking,0.3,0.310800329286474,fixedRecordedXYTheta
550,fine,roadMarking,0.35,0.283747177202671,fixedRecordedXYTheta
550,fine,roadMarking,0.4,0.249432959657254,fixedRecordedXYTheta
550,fine,roadMarking,0.45,0.211189874101161,fixedRecordedXYTheta
550,fine,roadMarking,0.5,0.172269324520487,fixedRecordedXYTheta
550,fine,roadMarking,0.55,0.135416076760804,fixedRecordedXYTheta
550,fine,roadMarking,0.6,0.102603996445975,fixedRecordedXYTheta
550,fine,roadMarking,0.65,0.0749525678052295,fixedRecordedXYTheta
550,fine,roadMarking,0.7,0.0527989233495358,fixedRecordedXYTheta
550,fine,roadMarking,0.75,0.0358723257547008,fixedRecordedXYTheta
550,fine,roadMarking,0.8,0.0235104484600155,fixedRecordedXYTheta
550,fine,roadMarking,0.85,0.0148659136768843,fixedRecordedXYTheta
550,fine,roadMarking,0.9,0.00906996394156859,fixedRecordedXYTheta
550,fine,roadMarking,0.95,0.00534008891627694,fixedRecordedXYTheta
550,fine,roadMarking,1,0.00303429763298637,fixedRecordedXYTheta
550,fine,pole,-1,0,fixedRecordedXYTheta
550,fine,pole,-0.95,0,fixedRecordedXYTheta
550,fine,pole,-0.9,0,fixedRecordedXYTheta
550,fine,pole,-0.85,0,fixedRecordedXYTheta
550,fine,pole,-0.8,0,fixedRecordedXYTheta
550,fine,pole,-0.75,0,fixedRecordedXYTheta
550,fine,pole,-0.7,0,fixedRecordedXYTheta
550,fine,pole,-0.65,0,fixedRecordedXYTheta
550,fine,pole,-0.6,0,fixedRecordedXYTheta
550,fine,pole,-0.55,0,fixedRecordedXYTheta
550,fine,pole,-0.5,0,fixedRecordedXYTheta
550,fine,pole,-0.45,0,fixedRecordedXYTheta
550,fine,pole,-0.4,0,fixedRecordedXYTheta
550,fine,pole,-0.35,0,fixedRecordedXYTheta
550,fine,pole,-0.3,0,fixedRecordedXYTheta
550,fine,pole,-0.25,0,fixedRecordedXYTheta
550,fine,pole,-0.2,0,fixedRecordedXYTheta
550,fine,pole,-0.15,0,fixedRecordedXYTheta
550,fine,pole,-0.1,0,fixedRecordedXYTheta
550,fine,pole,-0.0499999999999999,0,fixedRecordedXYTheta
550,fine,pole,0,0,fixedRecordedXYTheta
550,fine,pole,0.05,0,fixedRecordedXYTheta
550,fine,pole,0.1,0,fixedRecordedXYTheta
550,fine,pole,0.15,0,fixedRecordedXYTheta
550,fine,pole,0.2,0,fixedRecordedXYTheta
550,fine,pole,0.25,0,fixedRecordedXYTheta
550,fine,pole,0.3,0,fixedRecordedXYTheta
550,fine,pole,0.35,0,fixedRecordedXYTheta
550,fine,pole,0.4,0,fixedRecordedXYTheta
550,fine,pole,0.45,0,fixedRecordedXYTheta
550,fine,pole,0.5,0,fixedRecordedXYTheta
550,fine,pole,0.55,0,fixedRecordedXYTheta
550,fine,pole,0.6,0,fixedRecordedXYTheta
550,fine,pole,0.65,0,fixedRecordedXYTheta
550,fine,pole,0.7,0,fixedRecordedXYTheta
550,fine,pole,0.75,0,fixedRecordedXYTheta
550,fine,pole,0.8,0,fixedRecordedXYTheta
550,fine,pole,0.85,0,fixedRecordedXYTheta
550,fine,pole,0.9,0,fixedRecordedXYTheta
550,fine,pole,0.95,0,fixedRecordedXYTheta
550,fine,pole,1,0,fixedRecordedXYTheta
900,coarse,all,-1,0.015679142498766,fixedRecordedXYTheta
900,coarse,all,-0.95,0.0160496247771336,fixedRecordedXYTheta
900,coarse,all,-0.9,0.0164609995933728,fixedRecordedXYTheta
900,coarse,all,-0.85,0.0169270193770667,fixedRecordedXYTheta
900,coarse,all,-0.8,0.0174696774993629,fixedRecordedXYTheta
900,coarse,all,-0.75,0.0181245513615131,fixedRecordedXYTheta
900,coarse,all,-0.7,0.0189489632676295,fixedRecordedXYTheta
900,coarse,all,-0.65,0.0200336598628191,fixedRecordedXYTheta
900,coarse,all,-0.6,0.0215181225065226,fixedRecordedXYTheta
900,coarse,all,-0.55,0.0236082762822329,fixedRecordedXYTheta
900,coarse,all,-0.5,0.0265931141097861,fixedRecordedXYTheta
900,coarse,all,-0.45,0.0308538090742931,fixedRecordedXYTheta
900,coarse,all,-0.4,0.0368560742400365,fixedRecordedXYTheta
900,coarse,all,-0.35,0.0451153437166118,fixedRecordedXYTheta
900,coarse,all,-0.3,0.0561266543434892,fixedRecordedXYTheta
900,coarse,all,-0.25,0.0702583286331476,fixedRecordedXYTheta
900,coarse,all,-0.2,0.0876205645607448,fixedRecordedXYTheta
900,coarse,all,-0.15,0.107934228975432,fixedRecordedXYTheta
900,coarse,all,-0.1,0.130436485982141,fixedRecordedXYTheta
900,coarse,all,-0.0499999999999999,0.153862327237871,fixedRecordedXYTheta
900,coarse,all,0,0.17653023366274,fixedRecordedXYTheta
900,coarse,all,0.05,0.196536180140974,fixedRecordedXYTheta
900,coarse,all,0.1,0.212028893182696,fixedRecordedXYTheta
900,coarse,all,0.15,0.22151106458097,fixedRecordedXYTheta
900,coarse,all,0.2,0.224097076081304,fixedRecordedXYTheta
900,coarse,all,0.25,0.219664401913473,fixedRecordedXYTheta
900,coarse,all,0.3,0.208862288120344,fixedRecordedXYTheta
900,coarse,all,0.35,0.192978947724856,fixedRecordedXYTheta
900,coarse,all,0.4,0.173704560127826,fixedRecordedXYTheta
900,coarse,all,0.45,0.152850150888083,fixedRecordedXYTheta
900,coarse,all,0.5,0.132085956012633,fixedRecordedXYTheta
900,coarse,all,0.55,0.11274854272838,fixedRecordedXYTheta
900,coarse,all,0.6,0.0957410087444962,fixedRecordedXYTheta
900,coarse,all,0.65,0.081524435707708,fixedRecordedXYTheta
900,coarse,all,0.7,0.0701792158134288,fixedRecordedXYTheta
900,coarse,all,0.75,0.0615057192772016,fixedRecordedXYTheta
900,coarse,all,0.8,0.0551346120908802,fixedRecordedXYTheta
900,coarse,all,0.85,0.0506246863937145,fixedRecordedXYTheta
900,coarse,all,0.9,0.0475361455397838,fixedRecordedXYTheta
900,coarse,all,0.95,0.0454764363077982,fixedRecordedXYTheta
900,coarse,all,1,0.044122018980026,fixedRecordedXYTheta
900,coarse,curb,-1,7.99782564300679e-05,fixedRecordedXYTheta
900,coarse,curb,-0.95,0.00014318945709548,fixedRecordedXYTheta
900,coarse,curb,-0.9,0.000252267037097741,fixedRecordedXYTheta
900,coarse,curb,-0.85,0.000437857133108141,fixedRecordedXYTheta
900,coarse,curb,-0.8,0.000749522760788278,fixedRecordedXYTheta
900,coarse,curb,-0.75,0.00126634055379361,fixedRecordedXYTheta
900,coarse,curb,-0.7,0.00211234743729271,fixedRecordedXYTheta
900,coarse,curb,-0.65,0.00347786217662671,fixedRecordedXYTheta
900,coarse,curb,-0.6,0.00564673439671316,fixedRecordedXYTheta
900,coarse,curb,-0.55,0.00902742719719298,fixedRecordedXYTheta
900,coarse,curb,-0.5,0.0141822524972621,fixedRecordedXYTheta
900,coarse,curb,-0.45,0.0218442925370973,fixedRecordedXYTheta
900,coarse,curb,-0.4,0.0329066917192297,fixedRecordedXYTheta
900,coarse,curb,-0.35,0.0483663076290647,fixedRecordedXYTheta
900,coarse,curb,-0.3,0.0692061454357988,fixedRecordedXYTheta
900,coarse,curb,-0.25,0.0962112432938709,fixedRecordedXYTheta
900,coarse,curb,-0.2,0.129731427817289,fixedRecordedXYTheta
900,coarse,curb,-0.15,0.16942867740079,fixedRecordedXYTheta
900,coarse,curb,-0.1,0.214069534943906,fixedRecordedXYTheta
900,coarse,curb,-0.0499999999999999,0.261434114701569,fixedRecordedXYTheta
900,coarse,curb,0,0.308403620470197,fixedRecordedXYTheta
900,coarse,curb,0.05,0.351254410553776,fixedRecordedXYTheta
900,coarse,curb,0.1,0.386134167664857,fixedRecordedXYTheta
900,coarse,curb,0.15,0.409639533245027,fixedRecordedXYTheta
900,coarse,curb,0.2,0.419374221073813,fixedRecordedXYTheta
900,coarse,curb,0.25,0.414358695414051,fixedRecordedXYTheta
900,coarse,curb,0.3,0.395193013114429,fixedRecordedXYTheta
900,coarse,curb,0.35,0.363935367907305,fixedRecordedXYTheta
900,coarse,curb,0.4,0.32373073015744,fixedRecordedXYTheta
900,coarse,curb,0.45,0.278283423050867,fixedRecordedXYTheta
900,coarse,curb,0.5,0.231296590706506,fixedRecordedXYTheta
900,coarse,curb,0.55,0.18599424642005,fixedRecordedXYTheta
900,coarse,curb,0.6,0.144804816084474,fixedRecordedXYTheta
900,coarse,curb,0.65,0.109234355587827,fixedRecordedXYTheta
900,coarse,curb,0.7,0.0799101404717966,fixedRecordedXYTheta
900,coarse,curb,0.75,0.05674366830181,fixedRecordedXYTheta
900,coarse,curb,0.8,0.0391509792459871,fixedRecordedXYTheta
900,coarse,curb,0.85,0.0262748758816136,fixedRecordedXYTheta
900,coarse,curb,0.9,0.0171709683887671,fixedRecordedXYTheta
900,coarse,curb,0.95,0.0109395589759045,fixedRecordedXYTheta
900,coarse,curb,1,0.00680222714134032,fixedRecordedXYTheta
900,coarse,roadMarking,-1,1.63041414859235e-06,fixedRecordedXYTheta
900,coarse,roadMarking,-0.95,4.38575178366865e-06,fixedRecordedXYTheta
900,coarse,roadMarking,-0.9,1.12876644980699e-05,fixedRecordedXYTheta
900,coarse,roadMarking,-0.85,2.77927089416847e-05,fixedRecordedXYTheta
900,coarse,roadMarking,-0.8,6.54608855390238e-05,fixedRecordedXYTheta
900,coarse,roadMarking,-0.75,0.000147475360977009,fixedRecordedXYTheta
900,coarse,roadMarking,-0.7,0.000317768786909462,fixedRecordedXYTheta
900,coarse,roadMarking,-0.65,0.000654832533226336,fixedRecordedXYTheta
900,coarse,roadMarking,-0.6,0.00129049211739961,fixedRecordedXYTheta
900,coarse,roadMarking,-0.55,0.00243204443866553,fixedRecordedXYTheta
900,coarse,roadMarking,-0.5,0.00438298558937892,fixedRecordedXYTheta
900,coarse,roadMarking,-0.45,0.0075535135633372,fixedRecordedXYTheta
900,coarse,roadMarking,-0.4,0.0124483978075496,fixedRecordedXYTheta
900,coarse,roadMarking,-0.35,0.0196189463531427,fixedRecordedXYTheta
900,coarse,roadMarking,-0.3,0.0295702826754682,fixedRecordedXYTheta
900,coarse,roadMarking,-0.25,0.0426265648510353,fixedRecordedXYTheta
900,coarse,roadMarking,-0.2,0.0587740430222748,fixedRecordedXYTheta
900,coarse,roadMarking,-0.15,0.0775201061323334,fixedRecordedXYTheta
900,coarse,roadMarking,-0.1,0.0978177689630639,fixedRecordedXYTheta
900,coarse,roadMarking,-0.0499999999999999,0.118101254299671,fixedRecordedXYTheta
900,coarse,roadMarking,0,0.136455440440424,fixedRecordedXYTheta
900,coarse,roadMarking,0.05,0.150903772507936,fixedRecordedXYTheta
900,coarse,roadMarking,0.1,0.159757808777753,fixedRecordedXYTheta
900,coarse,roadMarking,0.15,0.161943151413378,fixedRecordedXYTheta
900,coarse,roadMarking,0.2,0.15721441189691,fixedRecordedXYTheta
900,coarse,roadMarking,0.25,0.146199626917053,fixedRecordedXYTheta
900,coarse,roadMarking,0.3,0.130263322922118,fixedRecordedXYTheta
900,coarse,roadMarking,0.35,0.111229409413874,fixedRecordedXYTheta
900,coarse,roadMarking,0.4,0.0910413744553294,fixedRecordedXYTheta
900,coarse,roadMarking,0.45,0.0714461717535366,fixedRecordedXYTheta
900,coarse,roadMarking,0.5,0.0537696584352288,fixedRecordedXYTheta
900,coarse,roadMarking,0.55,0.0388157137268478,fixedRecordedXYTheta
900,coarse,roadMarking,0.6,0.0268830922771909,fixedRecordedXYTheta
900,coarse,roadMarking,0.65,0.0178663633850934,fixedRecordedXYTheta
900,coarse,roadMarking,0.7,0.0113960978406344,fixedRecordedXYTheta
900,coarse,roadMarking,0.75,0.00697766823290887,fixedRecordedXYTheta
900,coarse,roadMarking,0.8,0.00410168871487677,fixedRecordedXYTheta
900,coarse,roadMarking,0.85,0.00231510336985668,fixedRecordedXYTheta
900,coarse,roadMarking,0.9,0.0012548263289989,fixedRecordedXYTheta
900,coarse,roadMarking,0.95,0.000653200023954889,fixedRecordedXYTheta
900,coarse,roadMarking,1,0.000326584805555726,fixedRecordedXYTheta
900,coarse,pole,-1,0.0469558188257194,fixedRecordedXYTheta
900,coarse,pole,-0.95,0.0480012991225215,fixedRecordedXYTheta
900,coarse,pole,-0.9,0.0491194440785226,fixedRecordedXYTheta
900,coarse,pole,-0.85,0.0503154082891504,fixedRecordedXYTheta
900,coarse,pole,-0.8,0.0515940488517615,fixedRecordedXYTheta
900,coarse,pole,-0.75,0.0529598381697687,fixedRecordedXYTheta
900,coarse,pole,-0.7,0.0544167735786865,fixedRecordedXYTheta
900,coarse,pole,-0.65,0.0559682848786042,fixedRecordedXYTheta
900,coarse,pole,-0.6,0.0576171410054549,fixedRecordedXYTheta
900,coarse,pole,-0.55,0.0593653572108401,fixedRecordedXYTheta
900,coarse,pole,-0.5,0.0612141042427174,fixedRecordedXYTheta
900,coarse,pole,-0.45,0.0631636211224447,fixedRecordedXYTheta
900,coarse,pole,-0.4,0.0652131331933302,fixedRecordedXYTheta
900,coarse,pole,-0.35,0.067360777167628,fixedRecordedXYTheta
900,coarse,pole,-0.3,0.0696035349192007,fixedRecordedXYTheta
900,coarse,pole,-0.25,0.0719371777545364,fixedRecordedXYTheta
900,coarse,pole,-0.2,0.0743562228426709,fixedRecordedXYTheta
900,coarse,pole,-0.15,0.0768539033931739,fixedRecordedXYTheta
900,coarse,pole,-0.1,0.079422154039454,fixedRecordedXYTheta
900,coarse,pole,-0.0499999999999999,0.0820516127123744,fixedRecordedXYTheta
900,coarse,pole,0,0.0847316400776004,fixedRecordedXYTheta
900,coarse,pole,0.05,0.0874503573612098,fixedRecordedXYTheta
900,coarse,pole,0.1,0.090194703105477,fixedRecordedXYTheta
900,coarse,pole,0.15,0.0929505090845046,fixedRecordedXYTheta
900,coarse,pole,0.2,0.0957025952731883,fixedRecordedXYTheta
900,coarse,pole,0.25,0.0984348834093136,fixedRecordedXYTheta
900,coarse,pole,0.3,0.101130528324486,fixedRecordedXYTheta
900,coarse,pole,0.35,0.10377206585339,fixedRecordedXYTheta
900,coarse,pole,0.4,0.106341575770709,fixedRecordedXYTheta
900,coarse,pole,0.45,0.108820857859845,fixedRecordedXYTheta
900,coarse,pole,0.5,0.111191618896165,fixedRecordedXYTheta
900,coarse,pole,0.55,0.113435668038242,fixedRecordedXYTheta
900,coarse,pole,0.6,0.115535117871824,fixedRecordedXYTheta
900,coarse,pole,0.65,0.117472588150203,fixedRecordedXYTheta
900,coarse,pole,0.7,0.119231409127855,fixedRecordedXYTheta
900,coarse,pole,0.75,0.120795821296886,fixedRecordedXYTheta
900,coarse,pole,0.8,0.122151168311777,fixedRecordedXYTheta
900,coarse,pole,0.85,0.123284079929673,fixedRecordedXYTheta
900,coarse,pole,0.9,0.124182641901585,fixedRecordedXYTheta
900,coarse,pole,0.95,0.124836549923535,fixedRecordedXYTheta
900,coarse,pole,1,0.125237244993182,fixedRecordedXYTheta
900,fine,all,-1,0.0122750013835696,fixedRecordedXYTheta
900,fine,all,-0.95,0.0125637437571228,fixedRecordedXYTheta
900,fine,all,-0.9,0.012887047701268,fixedRecordedXYTheta
900,fine,all,-0.85,0.0132569797769316,fixedRecordedXYTheta
900,fine,all,-0.8,0.0136933902611897,fixedRecordedXYTheta
900,fine,all,-0.75,0.014229299748753,fixedRecordedXYTheta
900,fine,all,-0.7,0.0149192718396628,fixedRecordedXYTheta
900,fine,all,-0.65,0.0158515283799196,fixedRecordedXYTheta
900,fine,all,-0.6,0.0171639085938864,fixedRecordedXYTheta
900,fine,all,-0.55,0.0190622966976444,fixedRecordedXYTheta
900,fine,all,-0.5,0.0218377087743471,fixedRecordedXYTheta
900,fine,all,-0.45,0.0258751178552031,fixedRecordedXYTheta
900,fine,all,-0.4,0.0316442460159482,fixedRecordedXYTheta
900,fine,all,-0.35,0.0396616015881272,fixedRecordedXYTheta
900,fine,all,-0.3,0.050415933271173,fixedRecordedXYTheta
900,fine,all,-0.25,0.0642573606322182,fixedRecordedXYTheta
900,fine,all,-0.2,0.0812632923271585,fixedRecordedXYTheta
900,fine,all,-0.15,0.101108783764728,fixedRecordedXYTheta
900,fine,all,-0.1,0.122979704282827,fixedRecordedXYTheta
900,fine,all,-0.0499999999999999,0.1455677717872,fixedRecordedXYTheta
900,fine,all,0,0.167173175440111,fixedRecordedXYTheta
900,fine,all,0.05,0.185914171420184,fixedRecordedXYTheta
900,fine,all,0.1,0.20001076367074,fixedRecordedXYTheta
900,fine,all,0.15,0.208082572086663,fixedRecordedXYTheta
900,fine,all,0.2,0.209390160474846,fixedRecordedXYTheta
900,fine,all,0.25,0.203960071196713,fixedRecordedXYTheta
900,fine,all,0.3,0.192563935995148,fixedRecordedXYTheta
900,fine,all,0.35,0.176561114545371,fixedRecordedXYTheta
900,fine,all,0.4,0.157648893100765,fixedRecordedXYTheta
