frame,mechanism,class,mode,start,accepted,reason,referenceScore,optimizedScore,translationDifferenceM,yawDifferenceDeg,longitudinalDifferenceM,lateralDifferenceM
550,wideSearch,all,xyz,2,1,accepted,0.158940955348539,0.347782922786764,4.86721205691592,-0.55300374854616,4.86572294757275,-0.120388556148887
550,wideSearch,all,xyz,3,1,accepted,0.158940955348539,0.347782922786743,4.86721206745946,-0.55300502026375,4.8657229629731,-0.120388359982579
550,wideSearch,curb,xy,1,1,accepted,0.390085569145283,0.578860236609718,5.09424728347316,-0.999765029889645,5.09176723262485,-0.158939717948278
550,wideSearch,curb,xy,2,1,accepted,0.390085569145283,0.578860236609806,5.09424710783018,-0.99976416900919,5.09176706267737,-0.158939532747576
550,wideSearch,curb,xy,3,1,accepted,0.390085569145283,0.578860236609718,5.09424728347316,-0.999765029884328,5.09176723262485,-0.158939717948278
550,wideSearch,curb,xyz,1,1,accepted,0.205899831599584,0.523403186216067,5.62396963333003,-1.07905865104895,5.62087700319507,-0.186483649607889
550,wideSearch,curb,xyz,2,1,accepted,0.205899831599584,0.523403186202185,5.62394408764661,-1.07905746805194,5.62085152765837,-0.186481111632835
550,wideSearch,curb,xyz,3,1,accepted,0.205899831599584,0.523403186215988,5.62397246624857,-1.07905865032641,5.62087983258876,-0.186483802832573
550,wideSearch,roadMarking,xy,1,1,accepted,0.50731370347572,0.719376878789886,3.22980821378587,-0.600264468025353,3.22972700454229,0.022903579829552
550,wideSearch,roadMarking,xy,2,1,accepted,0.50731370347572,0.719376878789876,3.22980772529044,-0.600263986065419,3.22972651661502,0.0229034979773879
550,wideSearch,roadMarking,xy,3,1,accepted,0.50731370347572,0.719376878789875,3.22980772529044,-0.60026398606463,3.22972651661502,0.0229034979773879
550,wideSearch,roadMarking,xyz,1,1,accepted,0.270923034446034,0.575274585739836,4.40503905209218,-0.717773000165266,4.40491784614417,-0.0326775026253148
550,wideSearch,roadMarking,xyz,2,1,accepted,0.270923034446034,0.575274585739904,4.40504084762401,-0.717771520511701,4.4049196390439,-0.0326778640887728
550,wideSearch,roadMarking,xyz,3,1,accepted,0.270923034446034,0.575274585739698,4.40504283481204,-0.717769453358428,4.40492162295733,-0.0326783128678805
550,wideSearch,pole,xy,1,0,insufficientOverlap,0,0,0.640312423976002,2,0.550939803860409,0.326290258543335
550,wideSearch,pole,xy,2,0,insufficientOverlap,0,0,0.640312423976002,-2,-0.550939803860409,-0.326290258543335
550,wideSearch,pole,xy,3,0,insufficientOverlap,0,0,0,0,0,0
550,wideSearch,pole,xyz,1,0,insufficientOverlap,0,0,0.640312423976002,2,0.550939803860409,0.326290258543335
550,wideSearch,pole,xyz,2,0,insufficientOverlap,0,0,0.640312423976002,-2,-0.550939803860409,-0.326290258543335
550,wideSearch,pole,xyz,3,0,insufficientOverlap,0,0,0,0,0,0
900,original_fixed,all,xy,1,0,searchBoundary,0.289438806680872,0.355300378463139,3.52140726545842,0.223682800441539,3.51836812954315,0.146269731108001
900,original_fixed,all,xy,2,0,searchBoundary,0.289438806680872,0.339041583271295,2.51673426925535,0.126891808065666,2.51400084858526,0.117265149796849
900,original_fixed,all,xy,3,0,searchBoundary,0.289438806680872,0.348493181500625,3.01984729642856,0.137425344463709,3.01666104615005,0.13868607135452
900,original_fixed,all,xyz,1,0,searchBoundary,0.17653023366274,0.20725136818773,3.51275339523693,0.711558418538001,3.51227715367609,0.0578412613417017
