frame,class,sourceComponents,mapComponents,score,gradientX,gradientY,gradientYaw,fullAccepted
260,curb,65,11,0.514016119355652,0.364882696976571,0.0386554752654426,4.53988755823935,1
260,roadMarking,13,5,0.322919229677473,-0.674848000306752,-0.258789322437048,-6.86951653246067,1
260,pole,1,1,0.502210435770411,0.309957822627617,0.22013669853795,2.32956780136217,1
550,curb,71,12,0.520399615222763,-0.566483058593689,-0.205763795033547,-5.27477845842616,0
550,roadMarking,17,4,0.712719405898719,0.492386784288716,0.153844979076143,4.57053197795251,0
550,pole,1,3,0,0,0,0,0
900,curb,69,9,0.602369002470993,0.0252157995241278,-0.0679692281911673,-0.683258867775073,0
900,roadMarking,11,2,0.423947492142934,0.0416871303228494,0.00412646146843602,-0.250513972604681,0
900,pole,12,3,0.0191630497723713,-0.0146054736485444,0.0331141871999056,0.642539339106222,0
