frame,source,class,component,meanZ,marginalHeightSdM,conditionalHeightSdM,conditionalSlopeNorm,xyAreaFactor,mixtureWeight
260,coarse,curb,57,-3.54314624271694,0.0382366987192768,0.0102214003020769,0.211241762423202,0.0174421907131502,0.00478004767884404
260,coarse,curb,58,-3.75102843793575,0.0136531205462298,0.0115871626141629,0.0722117464148527,0.01,0.00481288127278274
260,coarse,curb,59,-3.78636021631419,0.0315625085471677,0.0101607512227932,0.179698235699219,0.0166291488345038,0.00472174890963031
260,coarse,curb,60,-3.62199498781338,0.0790893521144497,0.0153671756175972,0.449631321946436,0.0211567458719368,0.00655062599486963
260,coarse,curb,61,-3.81850254099555,0.01,0.01,0,0.01,0.00253599687908998
260,coarse,curb,62,-3.89734716622234,0.01,0.01,0,0.01,0.00260434282318405
260,coarse,curb,63,-3.76668595219483,0.0309354962852632,0.0103622132117501,0.188482279573495,0.015473157928683,0.00663814306241995
260,coarse,curb,64,-3.91848716576185,0.0197239904629534,0.0109581975093547,0.163998081430439,0.01,0.00488775286404066
260,coarse,curb,65,-4.16330298443236,0.01,0.01,0,0.01,0.00255325119676626
260,fine,curb,1,-1.79611739687935,0.0274016864605715,0.0221273041941993,0.118018359817749,0.0137024838126287,0.0216522440604585
260,fine,curb,2,-1.88117235877424,0.0162095744719612,0.0146222907149458,0.0699563569732346,0.01,0.0150928977410274
260,fine,curb,3,-1.84894903649138,0.023906816901419,0.0140316311198264,0.193558575752947,0.01,0.0196576191618919
260,fine,curb,4,-2.02833008562251,0.0473750909890121,0.0176922833098108,0.272988365157649,0.022411436110413,0.0266766685030557
260,fine,curb,5,-2.34275649869775,0.0100473213137199,0.010045863992339,0.00171120508873349,0.01,0.00756694443962762
260,fine,curb,6,-2.20290717535269,0.0669359904856255,0.0383569421693244,0.393903145861391,0.0251514919253472,0.0266930843602991
260,fine,curb,7,-2.39381975320864,0.0633167535688307,0.0110854795370628,0.126298130052437,0.049387050832276,0.0168738958700664
260,fine,curb,8,-2.29885557913989,0.0629684614148594,0.0400527181173713,0.394191947307393,0.0263201245538789,0.0266917497408017
260,fine,curb,9,-2.49327221779181,0.0201381926114481,0.0124254688499718,0.0689315774795552,0.0235133328761261,0.0265142467207295
260,fine,curb,10,-2.60232312104887,0.0352636100563616,0.0311887298669413,0.139549233732991,0.0208703430165442,0.0266601383936201
260,fine,curb,11,-2.37887339732365,0.0613445742136214,0.0372563278228302,0.406828870745193,0.0274396721317544,0.0266816126838646
260,fine,curb,12,-2.56719303627879,0.0232396117989858,0.011124663391826,0.0849503776739926,0.0240522983527976,0.0248393113151355
260,fine,curb,13,-2.67246218540917,0.0364867286564576,0.0294107318779585,0.156786142090172,0.0260066518076861,0.0266601383936201
260,fine,curb,14,-2.45543791439317,0.0572029673968348,0.0410674457543123,0.333529131150348,0.0240664988713602,0.0266466987167705
260,fine,curb,15,-2.63949982946834,0.0259891416898939,0.0124513242355613,0.0942935298146135,0.0242875788162578,0.0230814552531315
260,fine,curb,16,-2.74058284128209,0.0417986914990024,0.0335400713492114,0.182791752605356,0.0271253939148382,0.0266017652206693
260,fine,curb,17,-2.53284532347832,0.0615851508941535,0.0283771867676931,0.495095525924744,0.0270094835710188,0.0266539772490562
260,fine,curb,18,-2.72324698043591,0.033332287400442,0.0104745353952166,0.11085702543494,0.0285611763059678,0.0168738958700664
260,fine,curb,19,-2.81513561946714,0.0519982200595533,0.0369335474496976,0.25855088427506,0.0255105982279899,0.0264430904853677
260,fine,curb,20,-2.63007743544172,0.0551712435001682,0.0409121276646808,0.353686967138309,0.0235869833147082,0.0262802486437678
260,fine,curb,21,-2.80376341644798,0.0228889391038067,0.0106075131037451,0.10019419893012,0.0202452162284209,0.0150928977410274
260,fine,curb,22,-2.89007715241583,0.0496372317237422,0.0381697091629827,0.235347062556491,0.0245268191853395,0.0257418247101636
260,fine,curb,23,-2.69197104763687,0.0534162566346269,0.0325545486605005,0.421386225411471,0.0273717924931803,0.0262802486437678
260,fine,curb,24,-2.87930182605999,0.0294685317597069,0.0101578439370081,0.115716439337281,0.0239338166865847,0.0168738958700664
260,fine,curb,25,-2.97385715591483,0.0531488071000867,0.0381244551432579,0.233637152792104,0.0305907265283535,0.0251240568437747
260,fine,curb,26,-2.77370692183102,0.0591103423814464,0.0349255080266717,0.444937544567718,0.0255053202927012,0.025365088730012
260,fine,curb,27,-2.96642691987345,0.028965250799244,0.0114400909551209,0.0969084576972236,0.0284916259147008,0.0168738958700664
260,fine,curb,28,-3.05076020144392,0.0535348539025966,0.0444346129283527,0.271020842452761,0.0205991736939547,0.0216522440604585
260,fine,curb,29,-2.85070672212755,0.075072928142685,0.0305085822843708,0.407834349462521,0.0379043025294187,0.0258880179391349
260,fine,curb,30,-3.04822525962474,0.0143504784886081,0.0100095042164155,0.0435698589169151,0.0236018442502595,0.00756694443962762
260,fine,curb,31,-3.12038679719459,0.0517967508674949,0.0396651068083151,0.319700824315808,0.0217435662061244,0.0224262626566933
260,fine,curb,32,-2.89405655126168,0.0763418272576143,0.0311321166225705,0.42269654065556,0.0366779878966784,0.0236360638123001
260,fine,curb,33,-3.14048156755934,0.0300781929972641,0.0150440005304076,0.0920347272887789,0.0311752446629926,0.0105033139380512
260,fine,curb,34,-3.20739199144277,0.0571448393490345,0.039947058226936,0.248340777994624,0.0240671802593306,0.0196576191618919
260,fine,curb,35,-3.00244369849559,0.0736596244595849,0.033231862136712,0.457706199809583,0.0294008254922663,0.0196576191618919
260,fine,curb,36,-3.19912481224412,0.0281372476452365,0.0153890520451338,0.11051916570962,0.033516425759013,0.0150928977410274
260,fine,curb,37,-3.3085839983548,0.0585489173848715,0.0479615043160883,0.272278845164522,0.0321431447389721,0.0183814782383622
260,fine,curb,38,-3.04674251032766,0.0649042060859179,0.0223510318509148,0.327801763706337,0.047000068224888,0.0207378491320449
260,fine,curb,39,-3.28091733855741,0.0339655197469615,0.0124152036286519,0.171308453947366,0.018839497790319,0.0129888970559931
260,fine,curb,40,-3.3837062586774,0.0656096984199924,0.05980456586444,0.269823354906169,0.01,0.00756694443962762
260,fine,curb,41,-3.15674902092412,0.079065438156065,0.0375112647478727,0.427749169402322,0.031612513707666,0.0207378491320449
260,fine,curb,42,-3.3427250578134,0.020643606714574,0.0123178039933252,0.165659350164133,0.01,0.00756694443962762
260,fine,curb,43,-3.4495813762739,0.0796539695183578,0.0102544747556725,0.226936077640433,0.0348076618800839,0.00756694443962762
260,fine,curb,44,-3.24615334951295,0.0914507169879427,0.0326731691778318,0.409254304931998,0.0477467808594715,0.0150928977410274
260,fine,curb,45,-3.43350952984283,0.0193390247994596,0.0100079902373955,0.0399719043618574,0.0413992074171453,0.00756694443962762
260,fine,curb,46,-3.45886440177761,0.0164164032434564,0.0131467775417405,0.0983160900970707,0.01,0.00756694443962762
260,fine,curb,47,-3.29738598679058,0.0646461252858684,0.0432938631545869,0.331746965885103,0.0274057110527411,0.0168738958700664
260,fine,curb,48,-3.52794962058401,0.0101088858616684,0.0100799262001223,0.00764631391147159,0.01,0.00756694443962762
260,fine,curb,49,-3.56894747585941,0.0505926029549033,0.0106393066024721,0.362271443048382,0.0136530949019597,0.00756694443962762
260,fine,curb,50,-3.40176487306955,0.0431910073505061,0.0132704770486698,0.248622520112918,0.0253486009365121,0.0183814782383622
260,fine,curb,51,-3.60508511471191,0.0260016171166213,0.0109098824002828,0.1321541057983,0.017906996503402,0.0105033139380512
260,fine,curb,52,-3.68749734802587,0.0311589026957033,0.0130389706087425,0.0993925371482852,0.0290037684360704,0.0105033139380512
260,fine,curb,53,-3.51449736553189,0.0541781708094814,0.0197163914014353,0.342348335802653,0.0444050556638129,0.0129888970559931
260,fine,curb,54,-3.48727169244458,0.0214431774846715,0.010118875444649,0.154134458737565,0.0122655944867034,0.00756694443962762
260,fixed,roadMarking,1,243.083709787755,0.181387782300641,0.0997591874822971,0.243252607680119,0.191204589029289,0.202327399364316
260,fixed,roadMarking,2,242.83053204942,0.20984041788919,0.111682351563124,0.243498717188391,0.300250160538778,0.317737512067825
260,fixed,roadMarking,3,242.9424252517,0.217550047271778,0.111881365956426,0.212216345886619,0.290188705335549,0.307076507020822
260,fixed,roadMarking,4,242.602014097821,0.148056828563732,0.0682807981024242,1.6295004961933,0.0907215056754713,0.0897911717417605
260,fixed,roadMarking,5,242.695509753911,0.161554920245432,0.0636596061469403,1.07983780289011,0.094326440263779,0.0830674098052759
260,coarse,roadMarking,1,-2.46001750004089,0.0123206317791512,0.0117695447088505,0.03563194112841,0.0105907578357438,0.0732289194977474
260,coarse,roadMarking,2,-2.50662690393591,0.0260319790291841,0.0117612236343479,0.092467006707386,0.0254386452862077,0.0826851569141372
260,coarse,roadMarking,3,-2.58557663690993,0.0255385980231151,0.0113933081601884,0.093165657657924,0.0252676194849438,0.08717561638121
260,coarse,roadMarking,4,-2.6656183921541,0.0221229963712598,0.0114200536953068,0.0914923222143687,0.0214973881892664,0.0902650276264822
260,coarse,roadMarking,5,-2.74251832560034,0.0288166981077447,0.0120682223985659,0.0974934735822144,0.0268885713589437,0.0968849497667973
260,coarse,roadMarking,6,-2.83308413672619,0.0191011269037214,0.0106484211219601,0.0826506687501144,0.0196234929335321,0.0860477723882334
260,coarse,roadMarking,7,-3.0363200471328,0.0106541978797676,0.0105032825265598,0.0178689356944029,0.01,0.037040130191721
260,coarse,roadMarking,8,-2.90938704061111,0.0260706540335716,0.0108689880564475,0.10584221836801,0.0276541417084214,0.096867145221776
260,coarse,roadMarking,9,-3.101448282458,0.0228599935666245,0.0109179628582215,0.0825182966985479,0.0261444702362904,0.0574645498241875
260,coarse,roadMarking,10,-2.99267533039552,0.0240929131336108,0.0104244516480457,0.0802259420625449,0.0272419379833656,0.0919048872485526
260,coarse,roadMarking,11,-3.06193043414786,0.0125347483995583,0.0122083485434907,0.0226499127853294,0.0179991880428374,0.0838169013638848
260,coarse,roadMarking,12,-3.13601055237708,0.0110287808581548,0.0108020840329124,0.0222463205117155,0.01,0.058515486914877
260,coarse,roadMarking,13,-3.20541799262874,0.0148873142874652,0.0132194348201362,0.0505654221486411,0.0160486942381672,0.0581034566603938
260,fine,roadMarking,1,-2.45768398710995,0.0110865929303127,0.0106152716290888,0.0319821060018289,0.01,0.0650301419431037
260,fine,roadMarking,2,-2.50963870249427,0.0246363459887746,0.0105218628577522,0.0882188533140271,0.0253277908081783,0.118336189598249
260,fine,roadMarking,3,-2.59428950529024,0.0217441975594588,0.0111506631400285,0.0832939816182717,0.0228421999409606,0.122676208239209
260,fine,roadMarking,4,-2.66577757024573,0.0201794330459418,0.0104081115236109,0.0905847204325674,0.0192198300613926,0.108404008328688
260,fine,roadMarking,5,-2.74647359444495,0.0266437642246094,0.0119144242975128,0.0933505945148934,0.0255306225941488,0.108404008328688
260,fine,roadMarking,6,-2.83082577270611,0.0201569373465605,0.0104169878915499,0.0886127563533131,0.020100985927683,0.0844807560513592
260,fine,roadMarking,7,-3.036400636056,0.01,0.01,0,0.01,0.0205171937026953
260,fine,roadMarking,8,-2.90972552314497,0.027584254661516,0.011023077372575,0.10880734848577,0.0241403273461245,0.092028609805113
260,fine,roadMarking,9,-3.1062076979792,0.0249695280556929,0.0100352582647449,0.0839913789994377,0.0272220608286607,0.0378846232180676
260,fine,roadMarking,10,-2.99073655673226,0.0243399669457183,0.0102210839117066,0.0808368363096079,0.02737426309426,0.0844807560513592
260,fine,roadMarking,11,-3.06711584010014,0.012525675749296,0.0103066670800012,0.0711794680217004,0.01,0.0525858349111561
260,fine,roadMarking,12,-3.13819812555347,0.0104739408699886,0.010325909666725,0.0170750402844299,0.01028264853924,0.0525858349111561
260,fine,roadMarking,13,-3.19749287997275,0.0126403191304386,0.0116919944490283,0.0480363753037458,0.01,0.0525858349111561
260,fixed,pole,1,245.124716197544,0.908677459096,0.904413707264811,1.0747581996716,0.0400119998064902,1
260,coarse,pole,1,-0.812951723993922,1.19290862436257,0.619797598046634,9.35087406157254,0.010900569383296,1
260,fine,pole,1,-0.826522103210437,1.18877048053493,0.620836247541148,9.419408097756,0.0107626360432421,0.866913009698384
260,fine,pole,2,0.788353023554831,0.01,0.01,0,0.01,0.133086990301616
550,fixed,curb,1,248.91630851177,0.140041153598098,0.107192227111525,0.314146800463085,0.463493764898993,0.0744560877806562
550,fixed,curb,2,249.224448180755,0.213343404985105,0.116818742201747,0.8744834348317,0.353756426782247,0.0568118673193441
550,fixed,curb,3,249.327006529984,0.163346595242323,0.105509254697746,0.970135210612951,0.26335932079788,0.0423041761413372
550,fixed,curb,4,249.389649404605,0.125315121665824,0.0825683102507392,1.26826788876661,0.160422553908165,0.0257721395331177
550,fixed,curb,5,248.836144944451,0.165591274144375,0.129965871102062,0.322165094078169,0.336253206278778,0.0540131006359137
550,fixed,curb,6,249.075452124967,0.259016024290244,0.1300561222595,0.679838618608746,0.465120627181767,0.0746887537764306
550,fixed,curb,7,248.751685897733,0.203977761855014,0.136847015609277,0.167036275314881,0.549395211363421,0.0882158391295386
550,fixed,curb,8,248.908406698354,0.267351279222905,0.139076091590736,0.476141892555527,0.609461317348446,0.0978446499908114
550,fixed,curb,9,248.666947405059,0.227721668130651,0.133968732123692,0.176414138459499,0.854995135264873,0.137042821576541
550,fixed,curb,10,248.537075058728,0.209490693913739,0.121276074644246,0.11454662920439,0.96487768983701,0.15406384873174
550,fixed,curb,11,248.687519021951,0.180357318293594,0.12054687955806,0.33469873107851,0.566918639343806,0.0891518121901933
550,fixed,curb,12,248.785565443325,0.225949178610953,0.132508279375755,0.370969724294025,0.659301281072308,0.105634903194376
550,coarse,curb,1,-1.90641033663378,0.0562913712393531,0.0393448822822502,0.226629066581146,0.0250271309913353,0.0162310469558801
550,coarse,curb,2,-1.97531672721843,0.0568548012064347,0.0503240309727692,0.236726777996824,0.0258336222485958,0.0191605988525083
550,coarse,curb,3,-2.09858102275362,0.019824930328552,0.0124049781355149,0.0568546777789441,0.0399757454200416,0.0151645784293871
550,coarse,curb,4,-2.02238369368408,0.057632865920204,0.0493543634382586,0.254071527735246,0.0260289132893057,0.0188843429114092
550,coarse,curb,5,-2.29595443003535,0.0245023460992347,0.0199987100148468,0.141568556575515,0.01,0.0217533286503006
550,coarse,curb,6,-2.32991823388057,0.0186723493028779,0.0153777019649531,0.105916434402675,0.01,0.0169964450016565
550,coarse,curb,7,-2.14953818450405,0.0211952465911868,0.0116000255620986,0.0665693538568642,0.049651198375057,0.0154039374661798
550,coarse,curb,8,-2.06623323787996,0.0558155523008698,0.047128688191475,0.268081074318224,0.0258498232071695,0.01846743983769
550,coarse,curb,9,-2.31610426905447,0.030654730626286,0.0230131968497301,0.202510562817284,0.01,0.0215389164931982
550,coarse,curb,10,-2.39350203991589,0.0661777874115158,0.0414054087298125,0.219641124647712,0.0543140890126263,0.0218781115305779
550,coarse,curb,11,-2.49944059692198,0.0145384452670764,0.0128413508180118,0.068166047232127,0.01,0.0149275645723001
550,coarse,curb,12,-2.2001778615461,0.0144234043056378,0.0108422631082882,0.0452005621030744,0.038121603433845,0.0148900919225001
550,coarse,curb,13,-2.11223949112434,0.0537249587952723,0.0407570256657727,0.318065188769432,0.0246194820988996,0.0186711143637567
550,coarse,curb,14,-2.48961292413501,0.0636944006445362,0.0358626477123044,0.26698361179713,0.0463641122137118,0.0196861541316402
550,coarse,curb,15,-2.52957720275873,0.0204424522371024,0.0126776352868751,0.0726021790837217,0.0270239427849865,0.0155744747725249
550,coarse,curb,16,-2.2456133902539,0.0150786291281167,0.012087497706247,0.0349552571092792,0.0372318959060857,0.0148712760575661
550,coarse,curb,17,-2.15982129912451,0.0596295213767009,0.034838322980647,0.375449443957217,0.0356651779369871,0.0192321001263251
550,coarse,curb,18,-2.53286429448921,0.0685190057394154,0.0441814239079268,0.278980534868621,0.0577984422645011,0.0200109937673118
550,coarse,curb,19,-2.57563013146003,0.0152263048924739,0.0118978435773275,0.0724577764630737,0.0177320815036223,0.0151032533365397
550,coarse,curb,20,-2.29209423760683,0.0406998468254759,0.0272610513472916,0.0811342674099827,0.0735806235958941,0.0167629666488566
550,coarse,curb,21,-2.19447626334905,0.0671152366374072,0.0305121532297751,0.412629574374622,0.0419610665221942,0.0194701169472404
550,coarse,curb,22,-2.61041556603068,0.0652501923145948,0.0415484466762201,0.263701774355595,0.0532590574060116,0.019876013860226
550,coarse,curb,23,-2.61899071931904,0.0204964640570732,0.0112916235351341,0.0806236060427775,0.0249865029694843,0.0151682466196231
550,coarse,curb,24,-2.29540855490979,0.0618701641694096,0.044144347425719,0.38893938499209,0.0306799280621218,0.0189636000023504
550,coarse,curb,25,-2.16644146069555,0.0343875578998154,0.026745262149997,0.213272230636071,0.0124686294329309,0.0164088761369423
550,coarse,curb,26,-2.57469060657702,0.0121086863525657,0.0113674283672409,0.0417155336780642,0.01,0.0103284836157519
550,coarse,curb,27,-2.65943142239777,0.063788187025464,0.0363901649074484,0.248990581863564,0.0350643662065252,0.0192010689929776
550,coarse,curb,28,-2.67561117474655,0.0230542839634288,0.0128291637485928,0.0802726607141172,0.0268730411133627,0.0149753830873996
550,coarse,curb,29,-2.34298855894118,0.0526516140132382,0.0351743200476784,0.355049315000863,0.0329329898455403,0.0193663281534711
550,coarse,curb,30,-2.2237501960064,0.0311920199434089,0.0218322524953225,0.198284036525686,0.0270953376011206,0.0179369088418314
550,coarse,curb,31,-2.66096714989896,0.0120620409626917,0.011629393015303,0.0320156997132254,0.01,0.00860836611099491
550,coarse,curb,32,-2.70895202519414,0.0701110154722556,0.0495265817579856,0.23779198185655,0.0496722421234859,0.0198961089758256
550,coarse,curb,33,-2.71653411972262,0.013550465880815,0.0113172969005873,0.0648501459619648,0.0177789655334307,0.0128012076999688
550,coarse,curb,34,-2.41783645217503,0.0543341482519345,0.0411243209308242,0.157140060159499,0.0535359530684087,0.016314692193936
550,coarse,curb,35,-2.26233754716431,0.0313858803689654,0.0200227875648371,0.198592877525292,0.0256958900810993,0.0161895200805016
550,coarse,curb,36,-2.73047982775464,0.0665817371571876,0.0337380213466585,0.254062477638315,0.0521397612920497,0.0215014733676278
550,coarse,curb,37,-2.43026821619518,0.0667806110196644,0.036538478351254,0.384559361946666,0.0364806975298329,0.0181519160943684
550,coarse,curb,38,-2.30156130574448,0.0382965392192349,0.0223390485925599,0.224445638759038,0.0188981325373213,0.0131764730186707
550,coarse,curb,39,-2.72113093234386,0.0288241002605042,0.0165256345094907,0.0974984120548501,0.0281056671631018,0.0166994544334402
550,coarse,curb,40,-2.78132470011947,0.068056052878911,0.0394374611274126,0.222935765203835,0.060094702577895,0.0213401779069384
550,coarse,curb,41,-2.46853340909588,0.0553312012527996,0.0314535912084812,0.35855774227139,0.0236773436456222,0.0174980122160324
550,coarse,curb,42,-2.35812101191574,0.0159911517207134,0.0112287205355268,0.039065514281257,0.0303193368138851,0.00753490326514729
550,coarse,curb,43,-2.76450746066278,0.0300276609151368,0.0121113046726918,0.212532830541375,0.016371370393434,0.0128915923825225
550,coarse,curb,44,-2.84654935460686,0.0514936305481138,0.0327918992196418,0.229574024790715,0.0448942959013728,0.0197531465425901
550,coarse,curb,45,-2.48040949730259,0.0762506742001637,0.0296633134411131,0.400589028683926,0.0501010867333421,0.0184364330151833
550,coarse,curb,46,-2.80780978727011,0.0209760163038345,0.0154874475418639,0.0889212335270243,0.0379516468568028,0.0135879499075613
