scenario,timeSeconds,positionErrorM,yawErrorDeg
fusion,54.1,0.278420784667309,0.43750892015988
fusion,54.2,0.570968544348329,0.384109031606001
fusion,54.3,0.655671879548555,0.353697737838348
fusion,54.4,0.495037243150034,0.32380771635527
fusion,54.5,0.425731558407241,0.38384375655332
fusion,54.6,0.457536128173769,0.429843940163352
fusion,54.7,0.2975177861699,0.4463792307594
fusion,54.8,0.0954134205543974,0.379875742536294
fusion,54.9,0.250782999871242,0.330841233771555
fusion,55,0.118715450877446,0.505853156740593
fusion,55.1,0.358932004359462,0.642053733000389
fusion,55.2,0.456806675940735,0.694605328746048
fusion,55.3,0.579098133448193,0.627158976123601
fusion,55.4,0.505703817681799,0.589792330658956
fusion,55.5,0.423348531469464,0.596978287817348
fusion,55.6,0.33368076735213,0.713559559691948
fusion,55.7,0.259299889073484,0.704016159823823
fusion,55.8,0.080702006872835,0.611201143053503
fusion,55.9,0.0281754676337257,0.575722981554842
fusion,56,0.0984453336041016,0.546678069972824
