scenario,timeSeconds,positionErrorM,yawErrorDeg
positionOutage,61.2,0.262025866523351,0.159917176378645
positionOutage,61.3,0.271758382783727,0.253552877451282
positionOutage,61.4,0.234582975260394,0.367456261728246
positionOutage,61.5,0.205099783074239,0.203310817881923
positionOutage,61.6,0.224610772733712,0.174147702593066
positionOutage,61.7,0.258759986238675,0.191302736064634
positionOutage,61.8,0.173335416381335,0.233531503196629
positionOutage,61.9,0.168891261143342,0.250953934362986
positionOutage,62,0.163170664439356,0.416088481723557
positionOutage,62.1,0.166500759590954,0.442498805825184
positionOutage,62.2,0.17218190652937,0.497402935713451
positionOutage,62.3,0.166063202180426,0.513950356444689
positionOutage,62.4,0.261917359985886,0.531439376225926
positionOutage,62.5,0.260960088296691,0.654547502625003
positionOutage,62.6,0.407892911047583,0.582134609664807
positionOutage,62.7,0.399646655904405,0.426931188992568
positionOutage,62.8,0.155919778609728,0.230504977705976
positionOutage,62.9,0.165607376748291,0.231500857908775
positionOutage,63,0.167717707239825,0.257499020621475
positionOutage,63.1,0.224511850278171,0.123323409075694
positionOutage,63.2,0.246129074751711,0.125255669935457
positionOutage,63.3,0.286399056747764,0.282537355463907
positionOutage,63.4,0.28420790361932,0.197873638975216
positionOutage,63.5,0.288482776301864,0.352723504282804
positionOutage,63.6,0.34731329121565,0.636918942339245
positionOutage,63.7,0.501111817872207,0.785627750442476
positionOutage,63.8,0.266922721736193,0.766441217824932
positionOutage,63.9,0.324532813808994,0.80060222718023
positionOutage,64,0.242440452969263,0.520620987313028
positionOutage,64.1,0.232444916245534,0.499203065666379
positionOutage,64.2,0.247353534416125,0.549170305156364
positionOutage,64.3,0.303711697352905,0.495442498042904
positionOutage,64.4,0.254693333308255,0.442225775421081
positionOutage,64.5,0.24332130748997,0.530214296895784
positionOutage,64.6,0.239040469019382,0.525948890606061
positionOutage,64.7,0.293182210504079,0.476981596342049
positionOutage,64.8,0.0280056023864185,0.500202381421816
positionOutage,64.9,0.0809763980371204,0.442504703115479
positionOutage,65,0.177300070481716,0.524451082156384
positionOutage,65.1,0.358080688498281,0.441467141069633
positionOutage,65.2,0.432245445607775,0.563378391972502
positionOutage,65.3,0.344553434573723,0.669329142757265
positionOutage,65.4,0.386332973714852,0.565500549442547
positionOutage,65.5,0.241448272309719,0.476876537985109
positionOutage,65.6,0.218023768500907,0.181514930211467
positionOutage,65.7,0.218755938920099,0.200800285999569
positionOutage,65.8,0.141131853484752,0.266769069969449
positionOutage,65.9,0.200456064650534,0.261845664775585
positionOutage,66,0.174009881085193,0.265212367093917
positionOutage,66.1,0.247143194236841,0.338508015732431
positionOutage,66.2,0.222625762756906,0.353804320632501
positionOutage,66.3,0.226506742411198,0.323414379104529
positionOutage,66.4,0.277946833466058,0.246421029998857
positionOutage,66.5,0.279315079409829,-0.097559719341725
positionOutage,66.6,0.29947262909511,-0.111815313520793
positionOutage,66.7,0.352385992289005,0.0966841977249439
positionOutage,66.8,0.0294417018284988,0.186422692434756
positionOutage,66.9,0.0371753061045452,-0.141940699600091
positionOutage,67,0.130065206774347,-0.155150947163585
positionOutage,67.1,0.215160363345194,-0.151051024383111
positionOutage,67.2,0.261299671302977,-0.143018101876147
positionOutage,67.3,0.229102855724958,-0.146134422760584
positionOutage,67.4,0.219366462916316,-0.164730694552016
positionOutage,67.5,0.217378336122622,-0.0743202023974252
positionOutage,67.6,0.176928455694368,-0.0754278804187983
positionOutage,67.7,0.164793135179703,0.0411501279053732
positionOutage,67.8,0.119029214478816,-0.121029272746027
positionOutage,67.9,0.17184419460681,-0.0231410680847615
positionOutage,68,0.240282209061264,-0.0097047055342386
positionOutage,68.1,0.289913090871305,0.0414267458604538
positionOutage,68.2,0.306037054612351,-0.0424559328104658
positionOutage,68.3,0.267797330252696,0.202334297736462
positionOutage,68.4,0.382893336317221,-0.00265930031188389
positionOutage,68.5,0.343857078001988,0.030393293504881
positionOutage,68.6,0.286235408470884,-0.00769005354281897
positionOutage,68.7,0.310843010728652,0.00673003831108709
positionOutage,68.8,0.195207331008594,0.00474054850159285
positionOutage,68.9,0.21762398159544,0.110967695002189
positionOutage,69,0.199289478550401,0.0728964772908507
positionOutage,69.1,0.234651363172016,-0.15057383764016
positionOutage,69.2,0.246318008522281,0.00413617115916411
positionOutage,69.3,0.261499863530093,0.168392380682045
positionOutage,69.4,0.276071067406194,0.219753133949406
positionOutage,69.5,0.231216688715691,0.212358876509852
positionOutage,69.6,0.257834581592907,0.224656692293374
positionOutage,69.7,0.19282575327816,0.142180670093545
positionOutage,69.8,0.174103727220242,0.085151764895444
positionOutage,69.9,0.198149491602484,0.264878203407385
positionOutage,70,0.188895789521552,0.286517527911546
positionOutage,70.1,0.220415738411197,0.410797989009326
positionOutage,70.2,0.230634428221456,0.478061482765938
positionOutage,70.3,0.206604909467989,0.48162008822794
positionOutage,70.4,0.177698779585625,0.515864604631969
positionOutage,70.5,0.207986574546912,0.557224531477818
positionOutage,70.6,0.220813987943875,0.587208496223849
positionOutage,70.7,0.197027710246569,0.612403362800502
positionOutage,70.8,0.0998626899502937,0.634030062419676
positionOutage,70.9,0.109532336274575,0.626968968652935
positionOutage,71,0.180403698382952,0.746890312540968
positionOutage,71.1,0.242107243782762,0.762448998347275
positionOutage,71.2,0.219318082808128,0.874779940251414
positionOutage,71.3,0.190313380701343,0.81875552768836
positionOutage,71.4,0.197866719140484,0.983525055195801
positionOutage,71.5,0.19108720747289,1.03923692828615
positionOutage,71.6,0.218928127760967,1.17907067654845
positionOutage,71.7,0.192287416748846,1.10357309743576
positionOutage,71.8,0.0850850025352533,0.750954789623345
positionOutage,71.9,0.0971358385651637,1.0646773662058
positionOutage,72,0.230454349753197,1.21878512712069
positionOutage,72.1,0.209697832420719,1.37061206536371
positionOutage,72.2,0.196290500490764,1.36991760981288
positionOutage,72.3,0.183865391106712,1.3755444969097
positionOutage,72.4,0.221207109378388,1.40175189961518
positionOutage,72.5,0.106653431670809,1.29374990249794
positionOutage,72.6,0.127505365859491,1.27847774781897
positionOutage,72.7,0.170776642046903,1.28379212578059
positionOutage,72.8,0.0425460494413576,0.694839303831882
positionOutage,72.9,0.0641561228740754,0.872146941211302
positionOutage,73,0.129137751840721,0.910733013635488
positionOutage,73.1,0.209831630469603,0.898651525001787
positionOutage,73.2,0.313862035783385,0.574685165616562
positionOutage,73.3,0.355059955611951,0.585017868013059
positionOutage,73.4,0.310524330214369,0.321853850233846
positionOutage,73.5,0.236612808907943,0.324509573236075
positionOutage,73.6,0.285586415432874,0.106924595261666
positionOutage,73.7,0.366312620968829,0.110198793858815
positionOutage,73.8,0.128330866042267,0.116043626564776
positionOutage,73.9,0.15049169662205,-0.0155702989864154
positionOutage,74,0.151344386771394,0.11411415923825
positionOutage,74.1,0.172835683334766,0.16854123926637
positionOutage,74.2,0.188089727165293,0.17469259460567
positionOutage,74.3,0.281776474427848,0.124093880551684
positionOutage,74.4,0.308511185123571,0.114018345287597
positionOutage,74.5,0.239291640454123,0.0897821548524648
positionOutage,74.6,0.282771345582733,0.0728634877324431
positionOutage,74.7,0.22771547898092,0.0774300776906187
positionOutage,74.8,0.202116884980558,0.104297487904938
positionOutage,74.9,0.222579540530609,0.0692213274011279
positionOutage,75,0.261712475346986,0.0845020099661257
positionOutage,75.1,0.292292992282424,0.206644800049421
positionOutage,75.2,0.241295607872289,0.187833245690834
positionOutage,75.3,0.239679629065819,0.247948884761333
positionOutage,75.4,0.315847053583811,0.174371172573267
positionOutage,75.5,0.31507637797604,0.189258630147797
positionOutage,75.6,0.245164769818027,0.166201589767818
positionOutage,75.7,0.261517461587324,0.237960296352124
positionOutage,75.8,0.204381111624713,0.364390080229245
positionOutage,75.9,0.227992046087539,0.215984885435798
positionOutage,76,0.233973580115214,0.14262290470751
positionOutage,76.1,0.279185699136154,0.16079621739148
positionOutage,76.2,0.395648290410493,0.0150556127491645
positionOutage,76.3,0.368146603048626,0.00527768114250253
positionOutage,76.4,0.289753461900896,0.0452499849730684
positionOutage,76.5,0.382385286512925,0.102597323225048
positionOutage,76.6,0.282241672504977,0.0560653872109394
positionOutage,76.7,0.304082242239787,0.0874881914835115
positionOutage,76.8,0.0314309319345276,0.118959192950053
positionOutage,76.9,0.155499036763798,-0.121276399234661
positionOutage,77,0.168714290273196,-0.0446825907717342
positionOutage,77.1,0.224590813810128,-0.265655004164393
positionOutage,77.2,0.253028562969406,-0.20925993947865
positionOutage,77.3,0.301017230485087,-0.13126148733164
positionOutage,77.4,0.299522004605305,-0.239604007197986
positionOutage,77.5,0.199407671463774,-0.303972393634658
positionOutage,77.6,0.171963558824422,-0.248089492423944
positionOutage,77.7,0.120497349715006,-0.249165760666728
positionOutage,77.8,0.0570518589119097,-0.26779169986835
positionOutage,77.9,0.0790054299407199,-0.302945144584286
positionOutage,78,0.119925220984951,-0.341466921153061
positionOutage,78.1,0.195619285904804,-0.435889989400744
positionOutage,78.2,0.180051220474556,-0.375916655042207
positionOutage,78.3,0.173603178844838,-0.399623563156478
positionOutage,78.4,0.154050825770238,-0.416657141155332
positionOutage,78.5,0.15998596841602,-0.442844772835842
positionOutage,78.6,0.137642151347144,-0.556774845537201
positionOutage,78.7,0.155603875742184,-0.744889137802364
positionOutage,78.8,0.0615037047280202,-0.524862401893497
positionOutage,78.9,0.0781504043149589,-0.513360438462958
positionOutage,79,0.168851779983824,-0.747709301537223
positionOutage,79.1,0.215258669127217,-0.81620463365751
positionOutage,79.2,0.167208402085077,-0.791770787163153
positionOutage,79.3,0.216616078549369,-0.568563929559567
positionOutage,79.4,0.137703633380852,-0.60061270192813
positionOutage,79.5,0.132760626023665,-0.644250141322893
positionOutage,79.6,0.0943119028693084,-0.620633701210691
positionOutage,79.7,0.0913731663934888,-0.628533067417047
positionOutage,79.8,0.0764936271583749,-0.482327918023088
positionOutage,79.9,0.0702202470602329,-0.581195042230025
positionOutage,80,0.10897396711151,-0.667704846095
positionOutage,80.1,0.143174634808645,-0.697993973641829
positionOutage,80.2,0.242404603435967,-0.616788341036244
positionOutage,80.3,0.207225698428658,-0.660907155227247
positionOutage,80.4,0.0976079003275782,-0.669377353171338
positionOutage,80.5,0.076990759318326,-0.266548299743728
positionOutage,80.6,0.0969151789311439,-0.271607988348502
positionOutage,80.7,0.0637926244216748,0.0530454967189052
positionOutage,80.8,0.0398481408746371,-0.351808975116288
positionOutage,80.9,0.429543044199167,-1.18885839286246
positionOutage,81,0.0840033621532215,-1.19452308267297
positionOutage,81.1,0.103084329483762,-1.19639592101156
positionOutage,81.2,0.263607633584927,-1.19645399524772
positionOutage,81.3,0.193487215494902,-1.08548039497604
positionOutage,81.4,0.405360624433723,-1.15442275501428
positionOutage,81.5,0.571007075427292,-1.10519936225878
positionOutage,81.6,0.425917585514996,-0.0244440109389208
positionOutage,81.7,0.0727348171618128,-0.0273168699193972
positionOutage,81.8,0.224034324354294,-0.0397217494690423
positionOutage,81.9,0.352241009374453,-0.0334065387331839
positionOutage,82,0.278029389639921,-0.0385544567932912
positionOutage,82.1,0.230854125081298,-0.0452700792133262
positionOutage,82.2,0.206704258844502,-0.0646818000614825
positionOutage,82.3,0.128140671794967,-0.0654677841665941
positionOutage,82.4,0.080592839719441,-0.0655167658043134
positionOutage,82.5,0.0726651639326139,-0.0557728224220049
positionOutage,82.6,0.0682682194192437,-0.131544683761125
positionOutage,82.7,0.0756444892213784,-0.122812294760511
positionOutage,82.8,0.0988007128813862,-0.11191543897395
positionOutage,82.9,0.120013936596581,-0.116293922014671
positionOutage,83,0.116975618476675,-0.111246369169376
positionOutage,83.1,0.12183863212194,-0.126888033672827
positionOutage,83.2,0.0768815460693966,-0.273282131740518
positionOutage,83.3,0.208328189708242,-0.156629320389506
positionOutage,83.4,0.254939010972223,0.0955826921327929
positionOutage,83.5,0.193768359320206,0.0439291652391337
positionOutage,83.6,0.303032404104568,0.296337620403476
positionOutage,83.7,0.243011476751804,0.535072337397993
positionOutage,83.8,0.0754733142739407,0.630348556640952
positionOutage,83.9,0.0805949835964389,0.429044499874008
positionOutage,84,0.140212573295171,-0.00640473134921545
positionOutage,84.1,0.295175689780574,-0.27880544845543
positionOutage,84.2,0.327335275438733,-0.682698116862331
positionOutage,84.3,0.333342368018833,-0.865826378442013
positionOutage,84.4,0.276198086512128,-0.798280753779758
positionOutage,84.5,0.283918340372458,-0.794344053280922
positionOutage,84.6,0.169551786688726,-0.797297803515345
positionOutage,84.7,0.113224501872113,-0.614343611655086
positionOutage,84.8,0.0955123929099371,-0.430500265226122
positionOutage,84.9,0.117616653869007,-0.561484568828029
positionOutage,85,0.113850304859393,-0.544442510732624
positionOutage,85.1,0.147351795933299,-0.787041829544968
positionOutage,85.2,0.284591034860384,-0.542591533193188
positionOutage,85.3,0.303071441472127,-0.324261061713504
positionOutage,85.4,0.220864463271138,-0.134817516102533
positionOutage,85.5,0.19819648610243,-0.0512707254647044
positionOutage,85.6,0.239821291540487,-0.037172850960425
positionOutage,85.7,0.159428181929079,-0.0640685079231917
positionOutage,85.8,0.0573165981247388,0.0765901097049983
positionOutage,85.9,0.0102993040274275,-0.200918685557192
positionOutage,86,0.126101786506027,-0.113169835738104
positionOutage,86.1,0.241311151287832,0.0367435616841778
positionOutage,86.2,0.251435527323515,0.0675620513841819
positionOutage,86.3,0.267131355505052,0.11689364301706
positionOutage,86.4,0.27335561020639,0.103794246394542
positionOutage,86.5,0.324097304767528,0.133538526917484
positionOutage,86.6,0.245381702121952,0.183328231207977
positionOutage,86.7,0.294378406760764,0.154685428219039
positionOutage,86.8,0.0257503698679249,0.283903699294783
positionOutage,86.9,0.0556849824000556,0.0526218641155415
positionOutage,87,0.100730696296417,0.0670067558705851
positionOutage,87.1,0.218489013584613,0.066128120369206
positionOutage,87.2,0.305653443067163,0.172796753922131
positionOutage,87.3,0.378593882598749,0.0602923659163431
positionOutage,87.4,0.324491593321503,0.00156902563847212
positionOutage,87.5,0.234640229712932,-0.105641033819733
positionOutage,87.6,0.264289041680353,-0.0827812624787919
positionOutage,87.7,1.02994127007322,-0.0369366163280157
positionOutage,87.8,0.284530948275891,0.272940253294327
positionOutage,87.9,0.35899984795649,0.157951367011739
positionOutage,88,0.265166416640385,0.151866664791553
positionOutage,88.1,0.0543334043115564,-0.0163178902809271
positionOutage,88.2,0.384366670231597,-0.0111234215143922
positionOutage,88.3,1.00966785497045,0.119627835080601
positionOutage,88.4,0.440483022134808,0.130412131548877
positionOutage,88.5,0.0650542985560541,0.130914052933826
positionOutage,88.6,1.10835902966984,0.140533527245037
positionOutage,88.7,0.833057437024669,0.0652396823927495
positionOutage,88.8,0.0694445812319966,0.0882329959057236
positionOutage,88.9,0.442602150768336,0.283903226961337
positionOutage,89,1.00196507283543,0.19618085687932
positionOutage,89.1,0.847703115587033,0.212062726708213
positionOutage,89.2,0.766889989656005,-0.00697428335439366
positionOutage,89.3,0.521874732584535,0.0239033574787929
positionOutage,89.4,0.427597486819944,-0.159206827701818
positionOutage,89.5,0.184049762438867,-0.140510132101099
positionOutage,89.6,0.120724106753536,-0.0541175291987127
positionOutage,89.7,0.116597185727737,-0.104313281295567
positionOutage,89.8,0.0206294869990262,-0.101871446923011
positionOutage,89.9,0.0452059517511042,-0.13607415735057
positionOutage,90,0.170619639155091,-0.0407186361541785
positionOutage,90.1,0.246352755401143,0.00852177935407569
positionOutage,90.2,0.387996718401824,-0.501383376477516
positionOutage,90.3,0.330481074750581,-0.637797731601867
positionOutage,90.4,0.280551841967553,-0.411945425673033
positionOutage,90.5,0.26001973626819,-0.576570589424853
positionOutage,90.6,0.24807309793424,-0.449809358099646
positionOutage,90.7,0.183394332444468,-0.428545038926102
positionOutage,90.8,0.164802455819626,-0.413775647153093
positionOutage,90.9,0.162761213562382,-0.329418851295567
positionOutage,91,0.166486523502228,-0.325647597632841
positionOutage,91.1,0.185123139295216,-0.241437990747277
positionOutage,91.2,0.223883135513971,-0.243459339879715
positionOutage,91.3,0.32067035152934,-0.279407618436611
positionOutage,91.4,0.252832736268997,-0.280892743327681
positionOutage,91.5,0.223808901040398,-0.275990602738871
positionOutage,91.6,0.20536650047842,-0.272996584219632
positionOutage,91.7,0.142679515194576,-0.270753346520801
positionOutage,91.8,0.137160197123353,-0.272590742328352
positionOutage,91.9,0.136456980715352,-0.277442189299147
positionOutage,92,0.137559701821841,-0.28357590059549
positionOutage,92.1,0.207448638074759,-0.0630316961897231
positionOutage,92.2,0.178494732783889,-0.0670465739348891
positionOutage,92.3,0.17300421382572,-0.066300823981794
positionOutage,92.4,0.167057409246418,-0.0684778209200638
positionOutage,92.5,0.228230337224186,0.0599946690497493
positionOutage,92.6,0.309701365532388,0.134017708766482
positionOutage,92.7,0.259346107674984,0.140097298086111
positionOutage,92.8,0.163199937140103,0.237794771831618
positionOutage,92.9,0.138119895149422,0.237800793726219
positionOutage,93,0.148149189026871,0.181044475324846
positionOutage,93.1,0.246104831200311,0.185688261533089
positionOutage,93.2,0.276776105748472,0.213229128408182
positionOutage,93.3,0.239477521338388,0.209960479783257
positionOutage,93.4,0.240727639525516,0.19304253660575
positionOutage,93.5,0.217370765494105,0.176831771003012
positionOutage,93.6,0.228728998755312,0.24503333223637
positionOutage,93.7,0.173045841294012,0.260939268942724
positionOutage,93.8,0.0788693345236777,0.301195889100706
positionOutage,93.9,0.11506246824606,0.255555529232688
positionOutage,94,0.192945243940627,0.299404610802894
positionOutage,94.1,0.21292480693007,0.287188617917282
positionOutage,94.2,0.240171663953787,0.185528053912232
positionOutage,94.3,0.319898614071177,0.173913691867765
positionOutage,94.4,0.261235674812366,0.0648083944393244
positionOutage,94.5,0.249821139681943,0.0586949850792013
positionOutage,94.6,0.211305990300304,-0.129025637151616
positionOutage,94.7,0.180649078709957,-0.280861434232226
positionOutage,94.8,0.176741700052236,-0.333315030391756
positionOutage,94.9,0.145870150897183,-0.314767307914552
positionOutage,95,0.161097121109203,-0.28629171696278
positionOutage,95.1,0.239534279928445,-0.0223782758334573
positionOutage,95.2,0.315125751013662,-0.064756598615182
positionOutage,95.3,0.297479761719112,0.154110116224315
positionOutage,95.4,0.202547296608808,0.147067549464314
positionOutage,95.5,0.186715578773534,0.130764107771949
positionOutage,95.6,0.274912169704665,0.0912826358623783
positionOutage,95.7,0.255255891657785,0.275450237225523
positionOutage,95.8,0.18790697519627,0.879445792948828
positionOutage,95.9,0.172155495118234,-0.335447256637781
positionOutage,96,0.344673682422392,1.71604220809597
positionOutage,96.1,0.272516062549509,1.23753208067497
positionOutage,96.2,0.259708186619047,1.24027136433376
positionOutage,96.3,0.179919446440856,1.24170131780361
positionOutage,96.4,0.166968433426367,1.22580834412041
positionOutage,96.5,0.228763264892335,1.11500457608017
positionOutage,96.6,0.362512717898092,1.08031668236013
positionOutage,96.7,0.281224921238956,1.08578394290181
positionOutage,96.8,0.175716680568217,1.09045646945189
positionOutage,96.9,0.167454208770263,0.38421681820803
positionOutage,97,0.25195866364588,0.351923797358344
positionOutage,97.1,0.25753243276213,0.135732307527717
positionOutage,97.2,0.229298594563583,0.060647512374822
positionOutage,97.3,0.23254210359524,0.109196767935122
positionOutage,97.4,0.284166572790445,0.203300897837414
positionOutage,97.5,0.278324997229802,0.23445480848389
positionOutage,97.6,0.277358415376801,0.477904802488088
positionOutage,97.7,0.177567822177275,0.453164124732515
positionOutage,97.8,0.074813406815219,0.397802115243265
positionOutage,97.9,0.0652591714157874,0.406458122679413
positionOutage,98,0.194190894262144,0.415234400044376
positionOutage,98.1,0.289079194664249,0.226167451317691
positionOutage,98.2,0.386999760833414,0.228646881276379
positionOutage,98.3,0.362480722471298,0.288013598313566
positionOutage,98.4,0.192759448912259,0.00491372866521268
positionOutage,98.5,0.193472453867155,0.200307322624357
positionOutage,98.6,0.195184795734201,0.447646960997552
positionOutage,98.7,0.151600879192187,0.721893907134999
positionOutage,98.8,0.206593300144207,0.224069105567415
positionOutage,98.9,0.305228000072014,-0.0434719433960263
positionOutage,99,0.283317844109735,-0.0207080541969644
positionOutage,99.1,0.362447013506136,0.11287853752564
positionOutage,99.2,0.261798604908313,0.214239799066387
positionOutage,99.3,0.229204514885581,0.221235448186446
positionOutage,99.4,0.145486557937392,0.215250768867873
positionOutage,99.5,0.125691092412226,0.196264734363739
positionOutage,99.6,0.166616469984107,0.303769824846155
positionOutage,99.7,0.145911895584085,0.31703702469221
positionOutage,99.8,0.184446854121213,0.509932923834103
positionOutage,99.9,0.246420168524755,0.461177331133549
positionOutage,100,0.214738458158417,0.454579968242133
positionOutage,100.1,0.274563570844263,0.414553490489234
positionOutage,100.2,0.359114876706953,0.358538181745572
positionOutage,100.3,0.290870892506239,0.312797045900795
positionOutage,100.4,0.25304673108199,0.299159152884658
positionOutage,100.5,0.203566896844795,0.365470216102904
positionOutage,100.6,0.228487513041317,0.331585869136836
positionOutage,100.7,0.217026137392595,0.436385204990448
positionOutage,100.8,0.171756387483029,0.405754610685266
positionOutage,100.9,0.145004217694729,0.296021474916348
positionOutage,101,0.181717683257824,0.322085573470997
positionOutage,101.1,0.162064939860538,0.353411308832423
positionOutage,101.2,0.229363454436616,0.287745976156177
positionOutage,101.3,0.355398225423598,0.304764513693122
positionOutage,101.4,0.327627948559635,0.429703168899581
positionOutage,101.5,0.387606380200484,0.383700427337235
positionOutage,101.6,0.35156567733896,0.220086400353278
positionOutage,101.7,0.248643998856019,0.218727177704273
positionOutage,101.8,0.122359646976614,0.151892401911842
positionOutage,101.9,0.107557372374379,0.123191864619244
positionOutage,102,0.116942767908483,0.101355490779677
positionOutage,102.1,0.136113745870506,0.0935580837622022
positionOutage,102.2,0.249093124670812,-0.0294095485568217
positionOutage,102.3,0.348796334842421,0.0481264385430887
positionOutage,102.4,0.318343871493145,0.104327825363525
positionOutage,102.5,0.384077717500406,0.0610342102961105
positionOutage,102.6,0.289931912801013,0.0444604538359279
positionOutage,102.7,0.238114063096983,-0.304124967550563
positionOutage,102.8,0.0485461221510813,0.12152543048951
positionOutage,102.9,0.0725367991142996,0.0803268053854823
positionOutage,103,0.111840291039239,0.0973900803981212
positionOutage,103.1,0.145090995973809,-0.0469890022776343
positionOutage,103.2,0.202039410759319,0.0329494722706987
positionOutage,103.3,0.262429618613662,0.00107436195595412
positionOutage,103.4,0.298322208036162,0.19105091045552
positionOutage,103.5,0.201887059468607,0.175578322333129
positionOutage,103.6,0.254184408591965,0.318466285190677
positionOutage,103.7,0.355095952723182,0.131512554609921
positionOutage,103.8,0.2279194764792,0.280983609756531
positionOutage,103.9,0.234988847201303,0.312688740254897
positionOutage,104,0.196114308425485,0.239446485034173
positionOutage,104.1,0.14271449809329,0.211909015346654
positionOutage,104.2,0.19011679468646,0.29813208235592
positionOutage,104.3,0.149027040555928,0.260413293012679
positionOutage,104.4,0.109425632049973,0.285261682635432
positionOutage,104.5,0.141442714899086,0.333857988352601
positionOutage,104.6,0.192665854938115,0.395105192909837
positionOutage,104.7,0.331395722493896,0.231435762116948
positionOutage,104.8,0.192499194857018,0.15178669240304
positionOutage,104.9,0.0661627371270399,0.146934965011636
positionOutage,105,0.178137835255033,0.164835893393703
positionOutage,105.1,0.455079343209518,0.110740928135345
positionOutage,105.2,0.643281960551938,0.530583206127442
positionOutage,105.3,0.55694056219995,0.699849474524139
positionOutage,105.4,0.66801351095831,1.31239084186496
positionOutage,105.5,0.431949209411008,0.877579655484969
positionOutage,105.6,0.326390373923764,0.49443225276936
positionOutage,105.7,0.31742475553435,0.32259844430518
positionOutage,105.8,0.070319723278473,0.188753900784385
positionOutage,105.9,0.080452918297574,0.200062547952647
positionOutage,106,0.0980529430665045,0.111670162267655
positionOutage,106.1,0.209059051697973,0.146471120535907
positionOutage,106.2,0.312576866007229,0.182834388523235
positionOutage,106.3,0.460720435530745,0.184451870313131
positionOutage,106.4,0.36791331845375,0.233794565850173
positionOutage,106.5,0.334776614674215,0.187356673710971
positionOutage,106.6,0.27794390411532,0.378561792929184
positionOutage,106.7,0.339497402283423,0.394872297085663
positionOutage,106.8,0.0123934076195618,0.406312248898901
positionOutage,106.9,0.00826691991834193,0.133424654672444
positionOutage,107,0.126444989207344,0.114975865375051
positionOutage,107.1,0.238144361552603,0.0940503428809366
positionOutage,107.2,0.31734115227775,0.0738322153177315
positionOutage,107.3,0.436284238864561,0.0410756975658544
positionOutage,107.4,0.409748112851753,0.119798531566963
positionOutage,107.5,0.30517624385689,0.137345395464456
positionOutage,107.6,0.351051874574591,0.0685456254561856
positionOutage,107.7,1.09946851929513,0.157238738109141
positionOutage,107.8,0.452075707348613,0.155999308123548
positionOutage,107.9,0.394766793326454,0.16979110732596
positionOutage,108,0.620082441111273,0.142745383421666
positionOutage,108.1,0.836313089343288,0.148219926294296
positionOutage,108.2,0.120815505854733,0.441429348763758
positionOutage,108.3,0.847028301012241,0.660453223230946
positionOutage,108.4,1.37007461322849,0.861066265512332
positionOutage,108.5,2.1435652519275,0.833363266358456
positionOutage,108.6,0.760086034708332,0.76868289816747
positionOutage,108.7,1.16435677767822,0.861028215193954
positionOutage,108.8,0.375656061217385,0.937058090334263
positionOutage,108.9,0.190248043873559,0.78527497987609
positionOutage,109,0.195492939058546,0.783385939439816
positionOutage,109.1,0.326221126511962,0.824738739976511
positionOutage,109.2,0.76841683898339,0.777784113613503
positionOutage,109.3,0.924463508142825,0.810648106523698
positionOutage,109.4,0.751691525308052,0.816677749974922
positionOutage,109.5,1.06852078130589,0.740447548246416
positionOutage,109.6,0.227257450058856,0.751261710489745
positionOutage,109.7,0.0875681079131849,0.792187140691025
positionOutage,109.8,0.211810377833409,0.778256005613487
positionOutage,109.9,0.555769001320328,0.740346871066019
positionOutage,110,0.61192874770216,0.545167747541401
positionOutage,110.1,0.583776619009889,0.4895423449467
positionOutage,110.2,0.700974445023091,0.514418218999215
positionOutage,110.3,0.58484096958556,0.549979753498025
positionOutage,110.4,0.331510222584513,0.396402166093493
positionOutage,110.5,0.310435932633235,0.510036660996899
positionOutage,110.6,0.274806870508724,0.561531098304826
positionOutage,110.7,0.23657518481508,0.564275618646775
positionOutage,110.8,0.0781685242658055,0.55603734017173
positionOutage,110.9,0.136344383142455,0.565085947593644
positionOutage,111,0.211492518516575,0.402441500424849
positionOutage,111.1,0.304374815023368,0.463274101948195
positionOutage,111.2,0.297560903833063,0.460810905439227
positionOutage,111.3,0.278310580600715,0.441707071456083
positionOutage,111.4,0.194743472418315,0.47111588274241
positionOutage,111.5,0.218691723873019,0.510996293334662
positionOutage,111.6,0.295549885232745,0.490408699873108
positionOutage,111.7,0.271514072006952,0.446085867546694
positionOutage,111.8,0.109485961175818,0.440790097756264
positionOutage,111.9,0.167061504561503,0.374983275178422
positionOutage,112,0.248142540837666,0.315417644040026
positionOutage,112.1,0.306881945071801,0.318209182355569
positionOutage,112.2,0.276125125376598,0.459154300836461
positionOutage,112.3,0.359324487051835,0.489625823759365
positionOutage,112.4,0.214450188793169,0.482828318356774
positionOutage,112.5,0.174891663952701,0.481969429668913
positionOutage,112.6,0.13090927121929,0.483698938097572
positionOutage,112.7,0.113643266616197,0.478036298892909
positionOutage,112.8,0.0437164101739194,0.385825125174567
positionOutage,112.9,0.11320934968486,0.535173766039967
positionOutage,113,0.256718820020908,0.480871325348839
positionOutage,113.1,0.314180570139119,0.59814313171121
positionOutage,113.2,0.428582924095356,0.56348972716533
positionOutage,113.3,0.397225892984511,0.618036486851381
positionOutage,113.4,0.290148905268601,0.509963062528382
positionOutage,113.5,0.235811255297824,0.607126550615175
positionOutage,113.6,0.198766056565618,0.62574539424184
positionOutage,113.7,0.250952302912803,0.683645035173937
positionOutage,113.8,0.0951246868650786,0.711166678574343
positionOutage,113.9,0.137533801335107,0.76614887491418
positionOutage,114,0.252882447072028,0.740174105768569
positionOutage,114.1,0.274749444783461,0.738132352443642
