variant,case,completed,firstFailureSeconds,wholeRunPositionRmseM,wholeRunPositionMaximumM,outagePositionRmseM,outagePositionMaximumM
legacy,observer_fusion,True,,0.23473101689637665,1.5970319972997542,0.2077751239698355,0.24025603585355668
legacy,observer_positionOutage,False,49.57,,,,
initial_pulse_candidate,lidarOnly,True,,3.7308559195766198,46.193174987401115,0.5018578312981824,1.6777422196417617
invariant_extension_only,extended_lidarOnly,True,,3.695003386706675,47.468466163799874,0.5019286387599244,1.67662179742862
final,final_lidarOnly,True,,0.46960218736795023,3.65918290601911,0.32766370569163056,0.9147774967770814
final,final_positionOutage,True,,0.29016505993622876,2.2228493952566777,0.3269400995402623,0.9147606491048043
