mapFrame,forwardTravelM,pairCount,medianBeforeM,medianAfterM
261,1.40126377542577,610,0.0948793055214596,0.010580989969811
262,2.80629804371605,416,0.173058758779604,0.00309628038785514
263,4.21449834151203,300,0.256103027295822,8.74029746824601e-05
264,5.62547427907292,209,0.335930035728779,-0.00582950420173489
265,7.0395690115685,144,0.429573679253906,0.00170383596029877
266,8.45700118899678,105,0.513962085481722,-0.000289596719779794
