seed,globalTarget,bodyX,bodyY,referenceDistanceM,mapMixtureWeight
current_seed,1300,10.8435540232134,-4.04265567112645,0.528877638328392,0.000209650649820521
old_seed,1298,10.7154943989855,-3.60559993355971,0.0740219687133706,0.000234215350395996
