order,frame,start,availableMs,waitingMs,computeMs,availabilityToPoseMs,accepted,reason,periodSeconds
1,1050,1,0,0.645,68.697,69.342,1,accepted,0.0916931629180908
2,550,3,91.6931629180908,1.20683708190918,72.662,73.8688370819092,1,accepted,0.0916931629180908
3,900,2,183.386325836182,0.0166741638183698,73.822,73.8386741638183,1,accepted,0.0916931629180908
4,900,3,275.079488754272,0.0155112457275175,73.181,73.1965112457275,1,accepted,0.0916931629180908
5,550,1,366.772651672363,0.0153483276367217,73.244,73.2593483276367,1,accepted,0.0916931629180908
6,900,1,458.465814590454,0.0171854095458723,79.657,79.6741854095459,1,accepted,0.0916931629180908
7,260,1,550.158977508545,0.0160224914550477,64.242,64.2580224914551,1,accepted,0.0916931629180908
8,700,1,641.852140426636,0.0228595733642312,67.93,67.9528595733643,1,accepted,0.0916931629180908
9,350,3,733.545303344727,0.0216966552734066,61.82,61.8416966552734,1,accepted,0.0916931629180908
10,260,3,825.238466262817,0.0175337371826068,62.998,63.0155337371826,1,accepted,0.0916931629180908
11,700,3,916.931629180908,0.0193708190917574,68.015,68.0343708190918,1,accepted,0.0916931629180908
12,550,2,1008.624792099,0.0212079010009081,75.4940000000002,75.5152079010011,1,accepted,0.0916931629180908
13,350,1,1100.31795501709,0.022044982910252,64.4779999999998,64.5000449829101,1,accepted,0.0916931629180908
14,260,2,1192.01111793518,0.0188820648192589,61.4950000000001,61.5138820648193,1,accepted,0.0916931629180908
15,700,2,1283.70428085327,0.0207191467285206,69.339,69.3597191467286,1,accepted,0.0916931629180908
16,1050,2,1375.39744377136,0.0255562286377575,69.6299999999999,69.6555562286376,1,accepted,0.0916931629180908
17,120,3,1467.09060668945,0.0183933105468714,67.7939999999999,67.8123933105468,1,accepted,0.0916931629180908
18,350,2,1558.78376960754,0.0202303924561331,63.677,63.6972303924561,1,accepted,0.0916931629180908
19,120,1,1650.47693252563,0.0200674743653373,65.1599999999999,65.1800674743652,1,accepted,0.0916931629180908
20,1050,3,1742.17009544373,0.0189045562744017,65.966,65.9849045562744,1,accepted,0.0916931629180908
21,120,2,1833.86325836182,0.0227416381834988,66.3360000000002,66.3587416381837,1,accepted,0.0916931629180908
22,350,1,1925.55642127991,0.0155787200928348,66.419,66.4345787200928,1,accepted,0.0916931629180908
23,700,2,2017.249584198,0.0174158020018744,70.4350000000002,70.4524158020021,1,accepted,0.0916931629180908
24,700,1,2108.94274711609,0.0172528839113006,68.3719999999997,68.389252883911,1,accepted,0.0916931629180908
25,900,2,2200.63591003418,0.0170899658202828,75.7690000000002,75.7860899658205,1,accepted,0.0916931629180908
26,350,3,2292.32907295227,0.0209270477293799,64.9200000000003,64.9409270477297,1,accepted,0.0916931629180908
27,1050,1,2384.02223587036,0.0227641296386416,71.2429999999999,71.2657641296386,1,accepted,0.0916931629180908
28,350,2,2475.71539878845,0.017601211547813,65.0979999999999,65.1156012115477,1,accepted,0.0916931629180908
29,120,3,2567.40856170654,0.0184382934569349,65.496,65.5144382934569,1,accepted,0.0916931629180908
30,700,3,2659.10172462463,0.0222753753660321,81.2150000000003,81.2372753753663,1,accepted,0.0916931629180908
31,260,2,2750.79488754272,0.0141124572752283,64.7010000000003,64.7151124572756,1,accepted,0.0916931629180908
32,550,2,2842.48805046082,0.0169495391846297,73.5459999999999,73.5629495391845,1,accepted,0.0916931629180908
33,900,1,2934.18121337891,0.0777866210937006,73.2500000000003,73.327786621094,1,accepted,0.0916931629180908
34,1050,3,3025.874376297,0.0156237030028983,67.3119999999998,67.3276237030027,1,accepted,0.0916931629180908
35,260,3,3117.56753921509,0.0224607849119707,65.1070000000003,65.1294607849122,1,accepted,0.0916931629180908
36,900,3,3209.26070213318,0.0182978668212819,76.1949999999998,76.2132978668211,1,accepted,0.0916931629180908
37,550,3,3300.95386505127,0.0191349487304038,73.8479999999999,73.8671349487303,1,accepted,0.0916931629180908
38,260,1,3392.64702796936,0.01897203063983,61.8639999999999,61.8829720306397,1,accepted,0.0916931629180908
39,1050,2,3484.34019088745,0.0258091125489024,73.0789999999999,73.1048091125488,1,accepted,0.0916931629180908
40,120,1,3576.03335380554,0.0176461944580986,65.2749999999997,65.2926461944578,1,accepted,0.0916931629180908
41,550,1,3667.72651672363,0.0184832763672205,73.7179999999999,73.7364832763672,1,accepted,0.0916931629180908
42,120,2,3759.41967964172,0.0183203582762026,67.2410000000001,67.2593203582763,1,accepted,0.0916931629180908
43,260,2,3851.11284255981,0.0181574401856288,65.4529999999998,65.4711574401854,1,accepted,0.0916931629180908
44,900,2,3942.80600547791,0.0429945220945527,75.3010000000005,75.3439945220951,1,accepted,0.0916931629180908
45,120,2,4034.499168396,0.0168316040038974,66.4619999999996,66.4788316040035,1,accepted,0.0916931629180908
46,350,1,4126.19233131409,0.0156686859131838,63.269,63.2846686859132,1,accepted,0.0916931629180908
47,700,3,4217.88549423218,0.0175057678220014,70.754,70.771505767822,1,accepted,0.0916931629180908
48,550,1,4309.57865715027,0.0173428497314276,76.683,76.7003428497315,1,accepted,0.0916931629180908
49,550,3,4401.27182006836,0.0191799316402452,74.5230000000001,74.5421799316404,1,accepted,0.0916931629180908
50,900,1,4492.96498298645,0.0560170135495142,78.5689999999999,78.6250170135494,1,accepted,0.0916931629180908
51,700,2,4584.65814590454,0.0148540954594267,66.7049999999998,66.7198540954592,1,accepted,0.0916931629180908
52,1050,1,4676.35130882263,0.0206911773679153,69.8270000000001,69.847691177368,1,accepted,0.0916931629180908
53,1050,3,4768.04447174072,0.0205282592773415,69.115,69.1355282592774,1,accepted,0.0916931629180908
54,350,3,4859.73763465881,0.0173653411863484,64.8930000000005,64.9103653411869,1,accepted,0.0916931629180908
55,550,2,4951.4307975769,0.0202024230953057,75.9630000000007,75.983202423096,1,accepted,0.0916931629180908
56,260,1,5043.123960495,0.0170395050052008,62.8219999999997,62.8390395050049,1,accepted,0.0916931629180908
57,1050,2,5134.81712341309,0.0198765869141582,70.0510000000003,70.0708765869145,1,accepted,0.0916931629180908
58,120,1,5226.51028633118,0.0157136688230253,66.929,66.944713668823,1,accepted,0.0916931629180908
59,120,3,5318.20344924927,0.0195507507321224,68.0290000000001,68.0485507507322,1,accepted,0.0916931629180908
60,700,1,5409.89661216736,0.0183878326414089,68.1660000000006,68.184387832642,1,accepted,0.0916931629180908
61,260,3,5501.58977508545,0.0202249145511146,62.8659999999996,62.8862249145508,1,accepted,0.0916931629180908
62,350,2,5593.28293800354,0.0210619964597925,64.3880000000001,64.4090619964599,1,accepted,0.0916931629180908
63,900,3,5684.97610092163,0.0238990783687498,92.2810000000007,92.3048990783695,1,accepted,0.0916931629180908
64,1050,3,5776.66926383972,0.637736160278735,71.4979999999992,72.1357361602779,1,accepted,0.0916931629180908
65,700,1,5868.36242675781,0.0185732421877915,73.0199999999996,73.0385732421874,1,accepted,0.0916931629180908
66,120,3,5960.0555896759,0.0194103240964694,67.8400000000003,67.8594103240968,1,accepted,0.0916931629180908
67,260,3,6051.74875259399,0.0192474060058956,61.6669999999999,61.6862474060058,1,accepted,0.0916931629180908
68,1050,1,6143.44191551208,0.0210844879147132,69.3340000000005,69.3550844879152,1,accepted,0.0916931629180908
69,900,2,6235.13507843018,0.0209215698241394,77.3820000000001,77.4029215698242,1,accepted,0.0916931629180908
70,900,3,6326.82824134827,0.0157586517337549,75.5229999999996,75.5387586517333,1,accepted,0.0916931629180908
71,550,2,6418.52140426636,0.0495957336426045,77.0460000000002,77.0955957336428,1,accepted,0.0916931629180908
72,350,3,6510.21456718445,0.0174328155519987,65.4629999999994,65.4804328155514,1,accepted,0.0916931629180908
73,350,2,6601.90773010254,0.0332698974609968,64.9329999999999,64.9662698974609,1,accepted,0.0916931629180908
74,350,1,6693.60089302063,0.0201069793703823,65.7670000000001,65.7871069793705,1,accepted,0.0916931629180908
75,700,3,6785.29405593872,0.0189440612796687,71.4379999999997,71.4569440612793,1,accepted,0.0916931629180908
76,900,1,6876.98721885681,0.0187811431882068,72.6060000000004,72.6247811431886,1,accepted,0.0916931629180908
77,260,1,6968.6803817749,0.0206182250979126,62.8699999999993,62.8906182250972,1,accepted,0.0916931629180908
78,550,3,7060.37354469299,0.0164553070067797,70.4089999999997,70.4254553070065,1,accepted,0.0916931629180908
79,120,1,7152.06670761108,0.0202923889158768,65.2610000000005,65.2812923889163,1,accepted,0.0916931629180908
80,1050,2,7243.75987052917,0.0251294708251137,67.8520000000002,67.8771294708254,1,accepted,0.0916931629180908
81,120,2,7335.45303344727,0.0219665527341206,66.6150000000005,66.6369665527347,1,accepted,0.0916931629180908
82,260,2,7427.14619636536,0.0198036346432673,64.6650000000006,64.6848036346439,1,accepted,0.0916931629180908
83,550,1,7518.83935928345,0.0206407165528333,73.1539999999997,73.1746407165525,1,accepted,0.0916931629180908
84,700,2,7610.53252220154,0.0154777984615606,69.8120000000007,69.8274777984622,1,accepted,0.0916931629180908
