frame,variant,candidateErrorM,longitudinalErrorM,lateralErrorM,yawErrorDeg,accepted,reason,rank,similarity,matches,correctionM,differenceFromProductionM
816,uniform_map_prior,0.776520191313804,-0.704151162039372,-0.327344999223493,-1.6358136755935,1,accepted,3,0.342112411877748,160,0.474459557203824,0.0592290142303609
820,reproduce,0.680280053542862,-0.65038059970107,-0.199464349648643,-1.51749037381564,1,accepted,3,0.339255686792589,192,0.0514069605795691,0.0
820,exact_initial,0.680279872520684,-0.65038042890155,-0.199464289181281,-1.51748988964592,1,accepted,3,0.339255642564664,192,0.0514068202897781,1.81187134778535e-07
820,exact_window_motion,0.689006400454474,-0.65033161685238,-0.227593075442556,-1.5129390072001,1,accepted,3,0.336251005887296,192,0.0495095802376336,0.0281287684427989
820,single_scan,0.621352561076372,-0.597700959567692,-0.169801555022404,-1.52701733329956,1,accepted,3,0.381978703647866,73,0.0472427414866486,0.0604568099524001
820,without_curb,0.695665711092738,-0.652388717975264,-0.241536213120841,-1.6876835293711,1,accepted,3,0.27511165121014,26,0.0561098586654378,0.0421197606240397
820,without_pole,0.896231299055466,-0.857462944956021,-0.260744778344639,-1.75775608056587,1,accepted,3,0.535158510787959,178,0.259204882821759,0.215959229155542
820,without_sign,0.0557154042835531,-0.0143958464859087,0.0538234695874757,0.119078039254843,1,accepted,3,0.408039104806974,179,0.646949908516006,0.684566523937256
820,uniform_map_prior,0.693826090032563,-0.673532716654011,-0.166578278315459,-1.5321307798106,1,accepted,3,0.389739937605018,192,0.0874281774642074,0.0402183317298711
830,reproduce,0.613300687980043,-0.612951927869324,-0.0206801353494986,-2.04308433095087,1,accepted,3,0.375900929889485,198,0.136419731963924,0.0
830,exact_initial,0.613300784798958,-0.612952030126657,-0.0206799757888523,-2.04308368460117,1,accepted,3,0.375900978424748,198,0.136419684543224,1.89515598513737e-07
830,exact_window_motion,0.63312719036695,-0.629930837131887,-0.0635388039883412,-2.02123832704427,1,accepted,3,0.372142488887538,198,0.180162571094863,0.0460993366247331
830,single_scan,0.623865557108767,-0.619972391134709,-0.0695878407291351,-2.08603215526079,1,accepted,3,0.395001622343939,62,0.179266698028929,0.0494090128414033
830,without_curb,0.713757723322972,-0.516041622422497,-0.493103570794969,-1.8473508357919,1,accepted,3,0.418843205066042,30,0.572444702377008,0.482260831563064
830,without_pole,0.74607161461468,-0.742393348854667,0.0739930382543419,-1.81841014059296,1,accepted,3,0.592957443032396,178,0.222290443042819,0.160368610603596
830,without_sign,0.529734674938166,0.371759453168792,0.377377443432281,-2.48752747967034,1,accepted,3,0.376721561441271,189,0.940407948936353,1.06212350504619
830,uniform_map_prior,0.602448946899778,-0.599939687216695,-0.0549281833213636,-2.08578341913314,1,accepted,3,0.403760342185255,198,0.156166437498502,0.0366366919451674
842,reproduce,0.122168099195706,-0.0511385284046451,0.110949967885075,-1.84654748028708,1,accepted,3,0.479519010093731,152,0.0494114448344198,5.8207660913467394e-11
842,exact_initial,0.122168119274469,-0.0511378732488772,0.110950291962855,-1.84655273302469,1,accepted,3,0.479518715375458,152,0.0494121521253408,7.30985852305039e-07
842,exact_window_motion,0.0975665523911153,-0.0659419661263838,0.0719088954780638,-1.86691035913114,1,accepted,3,0.480288852728491,152,0.0234936969878557,0.0417534082415272
842,single_scan,0.128497810722041,-0.017990811776636,0.127232142369667,-2.18594578509469,1,accepted,3,0.503176793803121,50,0.085640977775045,0.0369307504375999
842,without_curb,0.0996600376740952,0.0989074235105934,-0.0122247569995562,-3.2309437072175,1,accepted,3,0.415810607200226,14,0.208219047420035,0.194128309495168
842,without_pole,0.234425334027671,-0.23262370375628,0.0290077521482739,-1.09323737079521,1,accepted,3,0.725389040262141,143,0.152439488761378,0.199126581774285
842,without_sign,0.5577029062148,0.496934107875087,0.253158100859573,-2.55165810778027,1,accepted,3,0.339255957827317,149,0.610880505270087,0.566221482980025
842,uniform_map_prior,0.142794319633801,-0.0749067693446396,0.121569706860011,-1.59968249418583,1,accepted,3,0.50912915115581,152,0.0450798242182309,0.0260328279517803
959,reproduce,0.661314760175685,-0.354508812259316,-0.55826580950002,4.04044200360989,1,accepted,3,0.373343499534229,136,0.506504472944323,0.0
959,exact_initial,0.312355953962884,-0.085139443165141,0.300528729398027,-1.12929783962312,1,accepted,3,0.370828188227242,136,0.436286904273731,0.900048841478785
959,exact_window_motion,0.642316688279829,-0.360255535623169,-0.531776905380094,4.01337800213312,1,accepted,3,0.369592409304139,136,0.4879557607297,0.0271051078377354
959,single_scan,0.511811149230167,0.0025188248267539,0.511804951126693,-2.89633593491719,1,accepted,3,0.418345289874465,43,0.65211624213063,1.12806035582831
959,without_curb,0.677830967367844,-0.444828867152892,-0.511450974454348,4.58333896772519,1,accepted,3,0.310350414736657,8,0.527026996694604,0.10173171136048
959,without_pole,0.244476237970722,-0.0305715674842218,-0.242557230759824,1.15562814584717,1,accepted,3,0.658593101670483,132,0.115900461272626,0.45233532389438
959,without_sign,0.829234762214161,-0.673539301868693,-0.483709726698368,4.28444533365523,1,accepted,3,0.240121958282126,133,0.692099373369989,0.327626407334826
959,uniform_map_prior,0.622799900261304,-0.393851761632047,-0.482452594173587,3.85299599245059,1,accepted,3,0.355712156571224,137,0.470881819991677,0.0854137651873356
966,reproduce,0.0695415895144455,-0.0013245103622693,-0.0695289748557814,0.620530285866076,1,accepted,3,0.472384540405015,208,0.0351112656172139,5.8207660913467394e-11
966,exact_initial,0.0695228920940595,-0.0013350687140106,-0.0695100720518337,0.620533762446185,1,accepted,3,0.472373059700517,208,0.0351171239473745,2.16517031482341e-05
966,exact_window_motion,0.039076280692022,-0.0102774325500888,-0.0377005317323253,0.619508313599608,1,accepted,3,0.4792698260076,208,0.0587978868037808,0.0330636448202905
966,single_scan,1.31246120834606,0.903970726391029,0.951520545884996,-3.5713114569809,1,accepted,3,0.378876863835689,55,1.39963321487828,1.3645884322393
966,without_curb,0.100229238756807,0.0001470983578698,-0.10022913081456,0.637352612497744,1,accepted,3,0.463774313765415,13,0.0270154089588974,0.0307354064160613
966,without_pole,0.210227401186754,0.0285523494118205,-0.208279436221634,1.40373909953107,1,accepted,3,0.757087707398536,197,0.126453272274928,0.141930677705659
966,without_sign,0.244149056187952,-0.134161236193631,0.203984127667975,0.0116716738486467,1,accepted,3,0.434563013484715,206,0.317216509510515,0.304064159348968
966,uniform_map_prior,0.0757213349899317,-0.0145342122430078,-0.0743133719268118,0.636616532680865,1,accepted,3,0.500320848133447,208,0.0231457770325932,0.0140494370200224
