frame,fusionErrorM,matchingErrorM,baselineMatchingErrorM,accepted,seconds
28,0.0191386110275168,0.0313857671062278,0.0313857671062278,1,0.036663
29,0.0206310328738848,0.0413004185530009,0.0413004185530009,1,0.036084
30,0.0261832942311558,0.0563201782783884,0.0563201782783884,1,0.041481
31,0.0299215050675481,0.0589487850809724,0.0589487850809724,1,0.03075
32,0.0327414529415673,0.0484025582225813,0.0484025582225813,1,0.036875
33,0.0343682884266899,0.0584007378440419,0.0584007378440419,1,0.032296
34,0.0344958440221462,0.0597960468996126,0.0597960468996126,1,0.028109
35,0.0339376018612558,0.0576975624548392,0.0576975624548392,1,0.032002
36,0.0359815709119228,0.0600756203499016,0.0600756203499016,1,0.027714
37,0.0360876369099747,0.0621803269785694,0.0621803269785694,1,0.031517
38,0.0361167281039271,0.0597028025196435,0.0597028025196435,1,0.037762
39,0.0345610522542929,0.0564548918263241,0.0564548918263241,1,0.031972
40,0.0321169949704687,0.0555829025717711,0.0555829025717711,1,0.032178
41,0.0342584792976755,0.0303494360506328,0.0303494360506328,1,0.03355
42,0.038378421247959,0.0519292423774576,0.0519292423774576,1,0.036664
43,0.0403265287957908,0.0394127491951117,0.0394127491951117,1,0.030763
44,0.0431364416060757,0.0449655770791365,0.0449655770791365,1,0.029191
45,0.0452669964983195,0.0468701768747369,0.0468701768747369,1,0.026559
46,0.0438402051129937,0.0491799685608361,0.0491799685608361,1,0.023691
47,0.0427980859234229,0.0300560614003307,0.0300560614003307,1,0.028964
48,0.0413529076298634,0.0407181827735813,0.0407181827735813,1,0.028301
49,0.039650449703857,0.0413233522895224,0.0413233522895224,1,0.031694
50,0.0382331572883421,0.0272305652039397,0.0272305652039397,1,0.031501
51,0.0379803632567708,0.0263612422059954,0.0263612422059954,1,0.027006
52,0.0385158568295193,0.0351570305331824,0.0351570305331824,1,0.027805
53,0.0388776533385615,0.0320445861953426,0.0320445861953426,1,0.027621
54,0.0383772945439133,0.0301144752203145,0.0301144752203145,1,0.027454
55,0.0374419080504058,0.0228395339656914,0.0228395339656914,1,0.027961
56,0.0359242774725801,0.0269371868386386,0.0269371868386386,1,0.027668
57,0.0350240650685807,0.0276191406028568,0.0276191406028568,1,0.023386
58,0.0330164703930391,0.0289169659620917,0.0289169659620917,1,0.026302
59,0.0310414599814319,0.0200443047672709,0.0200443047672709,1,0.025844
60,0.0293940331333249,0.0272897251016285,0.0272897251016285,1,0.02163
61,0.0285728108680088,0.0233292360381119,0.0233292360381119,1,0.026235
62,0.028207740334874,0.0233256304062857,0.0233256304062857,1,0.025713
63,0.0284529300215772,0.0254722013733188,0.0254722013733188,1,0.021702
64,0.0320752827124257,0.0322532932466863,0.0322532932466863,1,0.021149
65,0.0336825630476834,0.0333515824911317,0.0333515824911317,1,0.021542
66,0.0355008779383714,0.029576835098329,0.029576835098329,1,0.021232
67,0.0365135808005104,0.0315739790596756,0.0315739790596756,1,0.021274
68,0.0353119703508546,0.0311293895077884,0.0311293895077884,1,0.021168
69,0.0334499328941794,0.0252279961928138,0.0252279961928138,1,0.022505
70,0.0332872190466883,0.0275401681952215,0.0275401681952215,1,0.022142
71,0.0369115290468701,0.0429971668259103,0.0429971668259103,1,0.02126
72,0.0443552490658379,0.0586097682796342,0.0586097682796342,1,0.021401
73,0.0506292261564627,0.0453368059747863,0.0453368059747863,1,0.021489
74,0.0574820069226235,0.0541641768974718,0.0541641768974718,1,0.021835
75,0.0658752944097721,0.0586369579845976,0.0586369579845976,1,0.03096
76,0.0738963147911866,0.0698622603601674,0.0698622603601674,1,0.030754
77,0.0786416882195194,0.0849262179483655,0.0849262179483655,1,0.033002
78,0.0919979578968524,0.0928206152629796,0.0928206152629796,1,0.03167
79,0.10609424663842,0.115233889963412,0.115233889963412,1,0.032477
80,0.121519206781635,0.113681829585567,0.113681829585567,1,0.032234
81,0.138770584147561,0.123543123768055,0.123543123768055,1,0.030998
82,0.153116343839573,0.139142927418357,0.139142927418357,1,0.040307
83,0.165363752845502,0.165034239555286,0.165034239555286,1,0.042222
84,0.17342356723599,0.173650958604618,0.173654608380762,1,0.043044
85,0.177216534865793,0.178777788985175,0.178781496328219,1,0.043814
86,0.178443014122098,0.179380356316212,0.179380356316212,1,0.046607
87,0.183133563833602,0.188641217023983,0.188641217023983,1,0.046638
88,0.189638073031383,0.186276430082651,0.186276430082651,1,0.047571
89,0.195517727600357,0.187988065551719,0.187990685958587,1,0.050209
90,0.202529143161677,0.19300475366109,0.19300475366109,1,0.04687
91,0.205133434196591,0.175844209493842,0.175844209493842,1,0.050532
92,0.204261288475473,0.169450519809255,0.169450519809255,1,0.052419
93,0.20138242272385,0.177729515422726,0.177729515422726,1,0.053322
94,0.195750284448934,0.168189016919777,0.168189016919777,1,0.052539
95,0.194212656725723,0.182193082842546,0.182193082842546,1,0.05114
96,0.194857133108358,0.196840605348094,0.196840605348094,1,0.049073
97,0.194299618434033,0.181753805468898,0.181753805468898,1,0.051326
98,0.195550612004,0.174178158570099,0.174179962985448,1,0.052286
99,0.195755508407319,0.162846103988905,0.162846103988905,1,0.053588
100,0.190427764423757,0.121725375171544,0.121725375171544,1,0.054811
101,0.184752673425921,0.114427983162144,0.114427983162144,1,0.056723
102,0.177056512713731,0.10957990146824,0.10957990146824,1,0.056521
103,0.167250187910429,0.0843675906766112,0.0843675906766112,1,0.053347
104,0.157315731473668,0.0727577038773243,0.0727577038773243,1,0.048527
105,0.146213696907754,0.0646671541916029,0.0646671541916029,1,0.050811
106,0.134154475629343,0.0616283422166705,0.0616283422166705,1,0.05131
107,0.12130481565917,0.0556395748705987,0.0556395748705987,1,0.056847
108,0.110005744835547,0.0527850513416021,0.0527850513416021,1,0.047039
109,0.098470037240027,0.0424108103573274,0.0424108103573274,1,0.044451
110,0.0865709169305506,0.0264529496503975,0.0264529496503975,1,0.054751
111,0.0757876856797486,0.029295001669001,0.029295001669001,1,0.048274
112,0.0654582764910561,0.0398676088278695,0.0398676088278695,1,0.047329
113,0.056735547205863,0.043127731888869,0.043127731888869,1,0.046397
114,0.0484152992579097,0.0504101948927075,0.0504111063784051,1,0.036893
115,0.0435427431236753,0.0427188356785095,0.0427188357254569,1,0.048082
116,0.0378201026161367,0.0544984439493148,0.0544984439493148,1,0.042279
117,0.035423958815636,0.060763858472258,0.060763858472258,1,0.038669
118,0.0354895189786706,0.0493921697569298,0.0493922304836665,1,0.039063
119,0.0395433722906444,0.0106175663561291,0.0106175663561291,1,0.033972
120,0.045321224385074,0.018446353971427,0.018446353971427,1,0.039312
121,0.0497925762367105,0.0226417584926738,0.0226417584926738,1,0.040639
122,0.0542878934565704,0.0413219071487044,0.0413219071487044,1,0.046851
123,0.05844781712466,0.0563185103820502,0.0563185103820502,1,0.041013
124,0.0622953000788753,0.0628397700685713,0.0628397700685713,1,0.051022
125,0.0666583081450511,0.0983818065170357,0.0983818064925501,1,0.03905
126,0.0667424294857998,0.0493310301824253,0.0493310301824253,1,0.039994
127,0.0695437029061205,0.0587819361808778,0.0587819361808778,1,0.038528
128,0.0740148433737554,0.0654039532468841,0.0654039532468841,1,0.039046
129,0.0789186269702854,0.0690434643568167,0.0690434643568167,1,0.039145
130,0.0825280769150479,0.0847138695155939,0.0847138695155939,1,0.050426
131,0.0877998690559407,0.110302501208948,0.110302501208948,1,0.045061
132,0.091127930781064,0.1052471292147,0.1052471292147,1,0.039659
133,0.0971743036546094,0.132333062607615,0.132333062607615,1,0.037751
134,0.102491986422118,0.145242049253945,0.145242049253945,1,0.044853
135,0.107554249154156,0.154682570040401,0.154682570040401,1,0.040035
136,0.110867980370058,0.174583613238785,0.174583613238785,1,0.044358
137,0.113402315915102,0.178701461557282,0.178701461557282,1,0.045761
138,0.114655672148313,0.167480765976677,0.167480765976677,1,0.043019
139,0.115947732772808,0.1670628614595,0.1670628614595,1,0.046708
140,0.113845632033863,0.125735343764563,0.125735343764563,1,0.045439
141,0.115383731204809,0.156032335457418,0.156032335457418,1,0.046659
142,0.111363904042729,0.130679657243042,0.130679657243042,1,0.045229
143,0.113239591259413,0.147741264971027,0.147741264971027,1,0.049097
144,0.113961178910222,0.129183731189814,0.163958223346419,1,0.080743
145,0.120765496640331,0.20389295966614,0.203892962406481,1,0.058406
146,0.113829145858224,0.0847823075940011,0.162329749228672,1,0.050314
147,0.123398552178584,0.229881820203784,0.229892353794158,1,0.058925
148,0.126315880153,0.163615285849346,0.252410306297693,1,0.055463
149,0.132215180470276,0.20184185736572,0.201841735290537,1,0.056908
150,0.129500978537348,0.161336274710679,0.161330552097639,1,0.050626
151,0.126227784187058,0.15505124298414,0.155051857088273,1,0.049748
152,0.126781428262264,0.178488399456531,0.17848919967425,1,0.049466
153,0.127969814073434,0.183802617123796,0.183805294965607,1,0.05558
154,0.126750341912998,0.187252773992507,0.187257384959608,1,0.056381
155,0.126617977242995,0.197140487059609,0.197140508220331,1,0.063691
156,0.125711049504682,0.211496462242444,0.211496463372435,1,0.068183
157,0.125789457893724,0.205013069406963,0.205013122346018,1,0.062627
158,0.128104175858737,0.221977347674877,0.221977346694514,1,0.074234
159,0.131801882872404,0.244623446270412,0.244623446032281,1,0.060158
160,0.133318726503476,0.249380668589621,0.249380740095875,1,0.054278
161,0.118534862634727,0.0617621201122838,0.257656687490819,1,0.058509
162,0.109359911130372,0.0875852507653711,0.0875874920940691,1,0.058885
163,0.106988309639207,0.135394790729244,0.135397392981137,1,0.055796
164,0.101814020181135,0.105173050826224,0.105173599987437,1,0.054578
165,0.0990972455276032,0.132169802924098,0.132170544458297,1,0.052004
166,0.0985793383754801,0.161484411833785,0.161484128151335,1,0.054748
167,0.0995542137227993,0.193415898344571,0.193418367435201,1,0.048712
168,0.0986785450704158,0.204474586571911,0.204474645022794,1,0.042275
169,0.091110775290719,0.390285756048936,0.390285756048936,0,0.044431
170,0.0966580628858068,0.242036999169842,0.242037004159506,1,0.040699
171,0.100656489182489,0.225174800650374,0.225174800934307,1,0.040674
172,0.102762789752101,0.238591753431334,0.23859175584331,1,0.041314
173,0.105679969583001,0.242245306928603,0.242245307212346,1,0.042329
174,0.102402277765067,0.206581137697427,0.206581083735519,1,0.041346
175,0.100682227606194,0.207626572949857,0.20762656391252,1,0.039847
176,0.0991900364450045,0.202778908083264,0.202778906438079,1,0.041143
177,0.0890246899903915,0.080684870323292,0.0806848699767867,1,0.044936
178,0.0835494370692375,0.0967989493430073,0.0967989494588434,1,0.050889
179,0.0844966914989212,0.139927646045002,0.139927646045002,1,0.057974
180,0.0900643844015803,0.190247219222607,0.190247219222607,1,0.046688
181,0.0946818819322576,0.194592895762389,0.194592895645992,1,0.050976
182,0.0994792550198449,0.213749905957981,0.213750068961328,1,0.057658
183,0.103834155243307,0.224775158797045,0.224775147086119,1,0.056937
184,0.104511819501626,0.211912124379172,0.211912124379172,1,0.056981
185,0.105874222838568,0.222691265898984,0.222691252115739,1,0.062406
186,0.105771182017731,0.220760005418103,0.220759964193118,1,0.056288
187,0.0940295676056729,0.106562539207439,0.106562539207439,1,0.057027
188,0.0858417774393722,0.1335195063274,0.13351922499463,1,0.06269
189,0.0639567035362955,0.110933433001598,0.110933433001598,1,0.060213
190,0.0531621660516846,0.0957721442413875,0.0957721442413875,1,0.056062
191,0.049503903810553,0.0809448439911208,0.0809448439911208,1,0.057504
192,0.0504200294387409,0.0869347681062647,0.0869347681419883,1,0.061912
193,0.0544129747888442,0.0987215300268008,0.0987215300268008,1,0.055783
194,0.0608168846739748,0.119199685947617,0.119199685947617,1,0.049272
195,0.0511531758442845,0.0312979221563541,0.0312979221866464,1,0.050801
196,0.0416403392374289,0.0412503454145197,0.0412503454679664,1,0.04949
197,0.0354193781930434,0.0232338855543406,0.0232338856084525,1,0.052709
198,0.0320301290527324,0.0106132352073724,0.0106132352073724,1,0.050479
199,0.0322485520872994,0.0251882651453426,0.0251882651453426,1,0.049153
200,0.0349304101916871,0.0536953230305113,0.0536953230305113,1,0.051063
201,0.0403882184773449,0.084444399975356,0.0844443077093977,1,0.053027
202,0.045968911058236,0.114462547330573,0.114462547330573,1,0.052715
203,0.0497146151029772,0.122375663090143,0.122375663090143,1,0.058146
204,0.0546367634498663,0.15450550393313,0.154505475961303,1,0.069698
205,0.0574877069052255,0.164779896483532,0.164779861395157,1,0.057381
206,0.0475153870936307,0.0599988827467398,0.0599988827467398,1,0.055602
207,0.0379739646009822,0.0509060228832787,0.0509060228832787,1,0.049664
208,0.02882491606966,0.0568508339831292,0.0568508339831292,1,0.049852
209,0.0209424553084475,0.0407536359602841,0.04075500628423,1,0.049336
210,0.0153234801683552,0.0535079992864871,0.0535081578395614,1,0.048194
211,0.0125419862525141,0.0649208355752419,0.0649207014155321,1,0.052855
212,0.00473106099243635,0.0726379143197384,0.0726379143197384,1,0.043354
213,0.00624561532881,0.0378266413503848,0.0378268555497916,1,0.047525
214,0.00961267498119249,0.0547012039238429,0.0547013395429689,1,0.048732
215,0.0103504999135527,0.0659628065226678,0.065962889629772,1,0.038902
216,0.00908176063249232,0.0600785706120766,0.0600786199513679,1,0.038355
217,0.00632241146852674,0.0458532512810353,0.0458532416001658,1,0.034451
218,0.00512152283887661,0.0450071310813649,0.0450070929669782,1,0.031936
219,0.00348540282188636,0.0780192593904248,0.0780192532420712,1,0.041837
220,0.00892635147796545,0.101485388174633,0.101485382071422,1,0.031939
221,0.0130820412353645,0.112752696415613,0.112752689702442,1,0.036529
222,0.0151438401228943,0.118060705924747,0.118060694056622,1,0.03168
223,0.0169642091906752,0.130230313922652,0.130230313922652,1,0.050435
224,0.0198718939232491,0.153505199440058,0.153505199440058,1,0.050714
225,0.0208607830471773,0.138594904478088,0.138594904478088,1,0.066898
226,0.0244562780596397,0.14995280465593,0.14995280465593,1,0.036994
227,0.0283472021070509,0.164000468927979,0.164000468927979,1,0.037805
228,0.0287893652682863,0.138386084047387,0.138386084047387,1,0.042712
229,0.0307363266230011,0.1361442334747,0.136144282438174,1,0.037819
230,0.0323555378015911,0.133755167425033,0.133755400864707,1,0.036965
231,0.0306938418017858,0.107920025279088,0.107920025279088,1,0.043184
232,0.0278820170736095,0.0975357020498183,0.0975356981795078,1,0.039365
233,0.0238557709907999,0.0752344938564538,0.0752344938564538,1,0.039989
234,0.021565819746993,0.0761750386496511,0.0761750275582991,1,0.039773
235,0.0189111851825392,0.0775686688526233,0.0775686688526233,1,0.039195
236,0.0151772873167721,0.07537245991637,0.07537245991637,1,0.04073
237,0.0133370957415806,0.0792827913892505,0.0792827913892505,1,0.041074
238,0.0154185163351538,0.0754793296088763,0.0754793016327564,1,0.034447
239,0.0210074118617245,0.0275684641063913,0.027568462020014,1,0.034624
240,0.0260987852338034,0.0161053283505214,0.0161053275384597,1,0.034898
241,0.0273329719327832,0.0279697253209378,0.0279773835098527,1,0.043108
242,0.0277585570087439,0.0402213411343189,0.0402213546538409,1,0.04059
243,0.0262569469040378,0.0429545466140421,0.0429649644606275,1,0.03964
244,0.0228684930069009,0.0522202928684783,0.0522202529487286,1,0.034484
245,0.0186179735034702,0.0631412523210542,0.063141222879505,1,0.034159
246,0.0155932268657276,0.0837725005333992,0.0837724715959531,1,0.034547
247,0.0172501191576448,0.0997114587846329,0.0997114584667073,1,0.041707
248,0.0226601812587397,0.118238466385519,0.11823996972449,1,0.039922
249,0.0295495710628674,0.139953720847251,0.13995467593552,1,0.039907
250,0.0357896734172863,0.158407157889656,0.158407225814395,1,0.040972
251,0.0358673200224169,0.101151369612681,0.101151357830734,1,0.03351
252,0.0370483732143171,0.111509504963528,0.111509503639804,1,0.03416
253,0.0374290855591467,0.111699560282718,0.111699549321939,1,0.033872
254,0.0417082826181487,0.133681036385849,0.133681016707911,1,0.033506
255,0.0423827935577813,0.124764919803509,0.124764914828483,1,0.033559
256,0.042126660268957,0.117957520673539,0.11795751769269,1,0.033246
257,0.0421876727168907,0.118092879159127,0.118092876543802,1,0.034154
258,0.0384632928924562,0.0726927768607813,0.0726927745138125,1,0.033446
259,0.0361293397227412,0.0386822271901666,0.0386822218221011,1,0.033548
260,0.0340969766332437,0.026655826274385,0.0266558219182647,1,0.037245
261,0.0339760927519506,0.0395979450837017,0.0395979390385233,1,0.033924
262,0.0334964261314868,0.0619917417896335,0.0619917363835983,1,0.027705
263,0.0297746984703695,0.0438418431392831,0.0438418269079433,1,0.03313
264,0.0292555099130147,0.063778146001381,0.0637781293311226,1,0.032526
265,0.0305710018876379,0.0854443880528132,0.0854443748863944,1,0.032904
266,0.0350725776864442,0.13474512172228,0.134745120547627,1,0.031959
267,0.0431020665481455,0.16359682829239,0.16359682829239,1,0.039473
268,0.0286214285174562,0.0652638265436931,0.0652638265436931,1,0.038267
269,0.0222602589520242,0.0477130287438184,0.0477130311887362,1,0.032758
270,0.0207935366316838,0.0327201196831096,0.0327200977127732,1,0.032808
271,0.0224088789458559,0.0310759341342412,0.0310758997479672,1,0.032946
272,0.0214126036817712,0.0399953238798147,0.0399953108556371,1,0.032948
273,0.0199611386190217,0.0438361196615926,0.0438361186914968,1,0.033151
274,0.0169732467834513,0.0581255870609061,0.0581255935754176,1,0.034558
275,0.0133610448088387,0.0683292313084295,0.0683292355643894,1,0.034652
276,0.0120267047646857,0.0681329102421685,0.0681329271373057,1,0.034252
277,0.0145264686960827,0.0728949886643871,0.072894975889726,1,0.03466
278,0.01887530569493,0.0839072623453133,0.0839069085039221,1,0.035079
279,0.0231627827550752,0.094632843401755,0.0946328355829457,1,0.034701
280,0.0279672709589524,0.11954098832851,0.119540981069276,1,0.034261
281,0.0326710478891942,0.135401686342427,0.13540167591213,1,0.034917
282,0.0366753672647455,0.15015790054343,0.150157892915944,1,0.034669
283,0.0377917797099399,0.14754797372799,0.147547966300105,1,0.041372
284,0.035029414824356,0.136972840472531,0.136972840472531,1,0.04045
285,0.025846623981627,0.0559897498569242,0.0559897498569242,1,0.038562
286,0.0206843182225868,0.0364011324942564,0.0364011310804857,1,0.031441
287,0.0171159050019012,0.0379388215963217,0.0379388308888014,1,0.037591
288,0.0176908868669072,0.00868552939887511,0.00868553332073275,1,0.032259
289,0.0197649101595725,0.0277335582838549,0.0277335438430375,1,0.037787
290,0.023540626789661,0.0595318741159104,0.0595318622036224,1,0.036224
291,0.0238924078179976,0.0385895895013872,0.0385902741196553,1,0.038757
292,0.0257292239875952,0.0724911033239309,0.0724915569308619,1,0.044469
293,0.0278790745024478,0.0995101216729433,0.0995142958123794,1,0.048333
294,0.0282954575840507,0.105175758757934,0.105175746939458,1,0.047606
295,0.028414964436916,0.0736659511491795,0.0736659511283832,1,0.0504
296,0.029671588308064,0.079459964052289,0.0794599640417164,1,0.045117
297,0.0334137657961945,0.0913481080815498,0.0913481080595832,1,0.050848
298,0.035775153493823,0.0903157002954391,0.0903157002704586,1,0.044886
299,0.0370258861417853,0.0921773936116467,0.0921773936116467,1,0.049047
300,0.0386149847297252,0.103756325435172,0.103756325435172,1,0.049879
301,0.0414662649837205,0.125462642813215,0.125462639131426,1,0.049294
302,0.0442520022129499,0.131554775618859,0.131554772812214,1,0.051441
303,0.0370720788973363,0.0490782842432805,0.0490782842432805,1,0.047478
304,0.0314601828414332,0.0371682487804406,0.0371693222052278,1,0.047216
305,0.026569224416734,0.0326842530328207,0.032686147351052,1,0.041904
306,0.0256350785502799,0.0537881534790094,0.0537881370817544,1,0.041004
307,0.0282272182494871,0.0802523656099473,0.0802548398871263,1,0.047202
308,0.0294248430264547,0.0866640929605773,0.0866640873817377,1,0.04553
309,0.0321849852975868,0.10019040660784,0.100190402391695,1,0.044299
310,0.0339837165230098,0.0941420550165553,0.0941420509023711,1,0.042712
311,0.0365908258078571,0.104201152112208,0.104201152112208,1,0.042836
312,0.0409261103264339,0.121980466721947,0.121980638198836,1,0.037652
313,0.0437680043404172,0.128370357978405,0.128371460127387,1,0.041034
314,0.0446116033642158,0.117570440504866,0.117572794817233,1,0.043222
315,0.0474377041994773,0.143724738764258,0.143724828400633,1,0.044833
316,0.0489461079425359,0.155383179206168,0.15538317724579,1,0.043728
317,0.0654947574944831,0.17887945783753,0.178879462380725,1,0.051543
318,0.0525318808304611,0.181940053938769,0.181940052796021,1,0.050257
319,0.0528919817883666,0.180524084799223,0.180526979013095,1,0.044433
320,0.0563188161611229,0.207020622390984,0.207020622390984,1,0.044203
321,0.0466054405154327,0.0993570064876651,0.0993570064876651,1,0.044567
322,0.0426701627272345,0.124131907529398,0.124131907529398,1,0.045487
323,0.0300497780215434,0.0388020573798234,0.0388020573798234,1,0.04382
324,0.0252529608276572,0.0598587213595383,0.0598587166123956,1,0.04903
325,0.0217701923207977,0.0526307248331529,0.0526307248331529,1,0.049901
326,0.022059949480509,0.0614615627436868,0.0614615653560925,1,0.048882
327,0.0432389103535929,0.0787629732588879,0.07876297920543,1,0.051157
328,0.0248425702119908,0.0824492579746363,0.0824492579746363,1,0.045052
329,0.0287790004935455,0.0981641856971631,0.0981641856971631,1,0.044002
330,0.0323294308003097,0.115011920124082,0.115011930637698,1,0.049712
331,0.0287015803352158,0.0429355572225035,0.0429356197048694,1,0.046569
332,0.0293588407785766,0.103155595050361,0.103155589589102,1,0.052195
333,0.0334389791771,0.126984918810139,0.126984915805689,1,0.050134
334,0.0420615738166502,0.221521114067454,0.221522910275321,1,0.047953
335,0.0497651471153144,0.238777619566638,0.238777618853624,1,0.053151
336,0.0550348391366785,0.222451949047498,0.22245375351422,1,0.043886
337,0.0597570566768669,0.221163417575018,0.221164385393083,1,0.050269
338,0.0477596087429996,0.0783089502240396,0.0783089502240396,1,0.039138
339,0.039689294493118,0.0910754900901856,0.0910754900901856,1,0.038927
340,0.0319239232341717,0.0893611700188015,0.0893611700188015,1,0.044251
341,0.0222050618710134,0.0900217584870519,0.0900217600553937,1,0.04795
342,0.017908885186016,0.0567181122893719,0.0567194941396822,1,0.042661
343,0.017231921810879,0.063782048979946,0.0637820475509989,1,0.043127
344,0.0179163858692137,0.0659889750247076,0.065990027409841,1,0.043149
345,0.0209435098502086,0.0837545131519774,0.0837581894335191,1,0.043213
346,0.0232811956326713,0.0888769659118836,0.0888769646604498,1,0.048172
347,0.0257911203049383,0.10069610991147,0.100705489697694,1,0.050195
348,0.0279927535744534,0.100656913260325,0.100656913260325,1,0.048942
349,0.0306752185119545,0.109169307769491,0.109169307769491,1,0.050067
350,0.0322945944391108,0.105619793780571,0.105619791629435,1,0.052146
351,0.0349021510000824,0.124448418809645,0.124448418809645,1,0.043533
352,0.037895435740229,0.141778277694906,0.141778277694906,1,0.043365
353,0.0413576498405247,0.156215016558256,0.156215016558256,1,0.042028
354,0.0461360957527909,0.180598518820772,0.180598518666948,1,0.044213
355,0.0514618360644796,0.198453795196847,0.198453794993413,1,0.043755
356,0.0551558362338154,0.216897287557469,0.216897287217738,1,0.043449
357,0.0375035222902882,0.102974654968174,0.102974654968174,1,0.048949
358,0.0238828965991473,0.111745037846851,0.111745037846851,1,0.05484
359,0.0264896350459743,0.0685684534236622,0.0685684534236622,1,0.05288
360,0.0356995709663062,0.0490740758123591,0.0490740758123591,1,0.05155
361,0.0423442669673907,0.0295330388626204,0.0295330387561688,1,0.056854
362,0.0424168715554984,0.017430577751117,0.0174305790417786,1,0.05028
363,0.0423116878239686,0.0216255079774953,0.0216255100311993,1,0.051129
364,0.0405414720493924,0.0309753660717486,0.0309753661373648,1,0.053036
365,0.0348625618555211,0.0743263335083323,0.0743263358774457,1,0.052005
366,0.0280549107557033,0.0921801391154349,0.0921801412573823,1,0.056233
367,0.022771004831821,0.106752179775631,0.106752429868057,1,0.074545
368,0.0291530274314956,0.11987649246332,0.119876927904874,1,0.04543
369,0.0442906732528476,0.145800375026638,0.145800658439737,1,0.039132
370,0.0584268245179265,0.129674944023724,0.12967559558018,1,0.039575
371,0.0722153927293263,0.138196618205222,0.138196618263137,1,0.051516
372,0.0830142061865767,0.153044971102158,0.153044971102158,1,0.051851
373,0.0930398359040391,0.162453226172419,0.162453226172419,1,0.052659
374,0.101924274312099,0.152921705411661,0.152922610256899,1,0.052486
375,0.111289347000461,0.16181169255219,0.161811692135554,1,0.053956
376,0.117958101254856,0.161048241154453,0.16104824056952,1,0.055652
377,0.123652710704521,0.148785863685841,0.148785863685841,1,0.073967
378,0.106752470832599,0.0739676922353101,0.0739676922892702,1,0.066688
379,0.095691050342327,0.0478715643341808,0.0478755711261451,1,0.053476
380,0.0840853980306458,0.0514734560310906,0.0514720925508628,1,0.060499
381,0.0754409002850792,0.0550905550547467,0.0550937395390923,1,0.053637
382,0.0696486016461848,0.0364771690940797,0.0364780799310518,1,0.039117
383,0.0668757007978837,0.0343043489781983,0.0343054571960989,1,0.039119
384,0.0653216702672397,0.0239159234308174,0.0239159240487117,1,0.039679
385,0.0670474157401301,0.0786609947180194,0.0786609948626218,1,0.039966
386,0.0685519177109266,0.0705598840269379,0.070559884604548,1,0.03757
387,0.06962068610675,0.0876012940270534,0.0876012946696101,1,0.041646
388,0.0638343039327179,0.0713892190352881,0.0713892194453096,1,0.035601
389,0.0589859924314627,0.044779471881549,0.0447799270969409,1,0.035263
390,0.0547344132571594,0.0523200138639442,0.0523200131858857,1,0.035319
391,0.0519828275819707,0.0747773049846289,0.0747774626878731,1,0.041178
392,0.0513202342465385,0.0958297810682385,0.0958301024455214,1,0.041529
393,0.060108859836344,0.137427896309581,0.137427897220588,1,0.041478
394,0.0641440065435153,0.11414754650493,0.11414754650493,1,0.041959
395,0.0629435667304359,0.0816118491485635,0.0816138083949661,1,0.036312
396,0.0613101824494991,0.0778348685258502,0.0778348675840067,1,0.040534
397,0.0599248617117603,0.0728374991333609,0.0728374970282586,1,0.035882
398,0.0582872252342431,0.0673865361813846,0.0673883713591055,1,0.034575
399,0.0582820733786363,0.0781109968645275,0.0781109943715096,1,0.031624
400,0.0585901652628055,0.0841229931238834,0.0841229914831433,1,0.032073
