frame,source,globalTarget,class,squaredResidual,graphInfluence,sourceWeight
9,40,1179,trafficSign,0.198949129519788,1,0.0210082143451302
9,41,1177,trafficSign,0.359145544225791,1,0.0157059231335592
9,42,1176,trafficSign,0.136125247137148,1,0.0427522179044406
9,43,1174,trafficSign,0.14622760127665,1,0.0148508337809517
9,44,1145,trafficSign,0.156283853711999,1,0.0261032152224827
9,45,1145,trafficSign,1.27077987709386,1,0.00951378554422846
9,46,1153,trafficSign,1.78522219178708,1,0.0230234492871245
9,47,1153,trafficSign,0.0734320187696609,1,0.0484256503734827
9,48,1154,trafficSign,0.075045671493848,1,0.0470370483987644
9,49,1159,trafficSign,0.123100397256653,1,0.0413171522431633
9,50,1152,trafficSign,0.487567381946966,1,0.00376530073093424
9,51,1156,trafficSign,0.246130078396915,1,0.0141588902716319
10,39,1180,trafficSign,2.03902962319943,1,0.0180576038781451
10,40,1179,trafficSign,0.213580483884561,1,0.015444950444342
10,41,1177,trafficSign,0.283029747104105,1,0.0127812210435051
10,42,1176,trafficSign,0.110279214314066,1,0.0387279323616629
10,43,1174,trafficSign,0.0760378681701778,1,0.0182276588365647
10,44,1145,trafficSign,0.00227834442397087,1,0.025145261299221
10,45,1145,trafficSign,2.01325085183921,1,0.00785679289675349
10,46,1153,trafficSign,3.0911000082404,1,0.0232544784733535
10,47,1153,trafficSign,0.0749663169253581,1,0.0438992677656205
10,48,1154,trafficSign,0.062854583220125,1,0.0422343590008621
10,49,1159,trafficSign,0.101637641162882,1,0.0369725374026256
10,50,1152,trafficSign,0.341892879202804,1,0.019265242857268
10,51,1156,trafficSign,0.090479453150676,1,0.0143149838074243
11,46,1180,trafficSign,2.32248525170904,1,0.0156645461626158
11,47,1179,trafficSign,0.104965183463653,1,0.0224224363589834
11,48,1177,trafficSign,0.226794832606604,1,0.0162067557377342
11,49,1176,trafficSign,0.138060685741297,1,0.03932488783491
11,50,1145,trafficSign,0.0279460500930216,1,0.0261182000166784
11,51,1145,trafficSign,1.26644132172525,1,0.00464613172140081
11,52,1153,trafficSign,2.18904300808751,1,0.0260959902246309
11,53,1153,trafficSign,0.0840468960172531,1,0.0455605359174467
11,54,1154,trafficSign,0.0450093108465557,1,0.044335249573584
11,55,1159,trafficSign,0.0896224564909789,1,0.0378843259682662
11,56,1152,trafficSign,0.432010314268752,1,0.0200842553816716
11,57,1156,trafficSign,0.0802528578597829,1,0.0222834241034854
12,41,1180,trafficSign,1.92952734868479,1,0.0174880768325641
12,42,1177,trafficSign,0.163966021300099,1,0.0131779306785215
12,43,1166,trafficSign,0.182906390024052,1,0.00348291479232777
12,44,1176,trafficSign,0.121133355594202,1,0.0373417588627407
12,45,1174,trafficSign,0.206628049703319,1,0.0191199771402007
12,46,1145,trafficSign,0.0952246138943386,1,0.0243289213677043
12,47,1145,trafficSign,1.20845794363479,1,0.00581233535569585
12,48,1153,trafficSign,0.371492414949938,1,0.0424619972150507
12,49,1153,trafficSign,0.03943784434401,1,0.0431034567159374
12,50,1154,trafficSign,0.108981633980862,1,0.0409582134100752
12,51,1159,trafficSign,0.170839716753241,1,0.0355094245364126
12,52,1152,trafficSign,0.485783532837973,1,0.0187817076039583
12,53,1156,trafficSign,0.0245287003518434,1,0.0170668254476128
13,42,1180,trafficSign,1.91494930721895,1,0.017440253228436
13,43,1177,trafficSign,0.220253844251319,1,0.0149710935765646
13,44,1166,trafficSign,0.440606630355427,1,0.00528548369886685
13,45,1176,trafficSign,0.0834660659900978,1,0.0398397370886447
13,46,1145,trafficSign,0.006252837111219,1,0.0261619130219816
13,47,1145,trafficSign,1.81594845649951,1,0.0112081407279418
13,48,1153,trafficSign,0.438041461133402,1,0.0432144958052781
13,49,1153,trafficSign,0.0244868452373857,1,0.0443323959901818
13,50,1154,trafficSign,0.0631469121595436,1,0.0426960844593742
13,51,1159,trafficSign,0.111685720575284,1,0.0369478957383146
13,52,1152,trafficSign,0.456382250534774,1,0.0257116954940448
13,53,1156,trafficSign,0.0313870491116196,1,0.0220004887044598
14,40,1180,trafficSign,2.5094808427322,1,0.0148634985727587
14,41,1177,trafficSign,0.183836974373143,1,0.0158939339158142
14,42,1166,trafficSign,0.106444726615111,1,0.0117306137549705
14,43,1176,trafficSign,0.0972094505434426,1,0.0405030135828961
14,44,1145,trafficSign,0.0384307147605008,1,0.0292627644223546
14,45,1153,trafficSign,0.368350096715,1,0.0460082827187061
14,46,1153,trafficSign,0.0431114078628308,1,0.0465432458764266
14,47,1154,trafficSign,0.114298634868485,1,0.0438014409964604
14,48,1159,trafficSign,0.0749463725833328,1,0.0397806048763442
14,49,1152,trafficSign,0.507923784280794,1,0.0271983034021639
14,50,1156,trafficSign,0.0156504676325605,1,0.0148149777756955
15,39,1180,trafficSign,0.913179919516092,1,0.010770806054328
15,40,1177,trafficSign,0.149265482278522,1,0.0168591484635433
15,41,1166,trafficSign,0.0537631382615496,1,0.0164822136618475
15,42,1176,trafficSign,0.111895319466062,1,0.0395120903133405
15,43,1164,trafficSign,0.62247583197641,1,0.00650284199304589
15,44,1145,trafficSign,0.0992389707908002,1,0.0335174392571246
15,45,1153,trafficSign,0.449896827699382,1,0.0439165491510291
15,46,1153,trafficSign,0.0613988730152932,1,0.0452644147978536
15,47,1154,trafficSign,0.244195798601669,1,0.0422933078794182
15,48,1159,trafficSign,0.0156775785449551,1,0.0367457267199141
15,49,1152,trafficSign,0.604197253401513,1,0.0211807589256272
15,50,1156,trafficSign,0.0058119268278802,1,0.0105337731266927
16,38,1180,trafficSign,1.05014162385641,1,0.0121979946903426
16,39,1177,trafficSign,0.0581406202669348,1,0.0155608042355412
16,40,1166,trafficSign,0.525768752909766,1,0.00656638098099066
16,41,1176,trafficSign,0.0933392884192933,1,0.0433635673049872
16,42,1164,trafficSign,0.66488285324641,1,0.0238622290492121
16,43,1145,trafficSign,0.091949416366779,1,0.0314330791137085
16,44,1153,trafficSign,0.15684237493468,1,0.0484704157122694
16,45,1154,trafficSign,0.545056942123233,1,0.00655964728114563
16,46,1154,trafficSign,0.172357024603212,1,0.0466693727949036
16,47,1159,trafficSign,0.0341348485222914,1,0.0404196070822574
16,48,1143,trafficSign,0.203153188711999,1,0.00346908155979219
16,49,1152,trafficSign,1.16399795139207,1,0.0189272410382004
16,50,1156,trafficSign,0.0592378857055379,1,0.0147221374508194
17,40,1180,trafficSign,1.28451042112641,1,0.0243783050133561
17,41,1177,trafficSign,0.0118823227606218,1,0.0164352950904688
17,42,1166,trafficSign,0.16432896448521,1,0.00696657352100991
17,43,1176,trafficSign,0.0954469052231459,1,0.0495479856064153
17,44,1145,trafficSign,0.196782211560493,1,0.0358266803164707
17,45,1153,trafficSign,0.15393928440718,1,0.0559193418615484
17,46,1154,trafficSign,0.432234540008814,1,0.0148137902389611
17,47,1154,trafficSign,0.118966441568325,1,0.0551903100782777
17,48,1159,trafficSign,0.0295171048300642,1,0.0488008082638877
17,49,1156,trafficSign,0.0610224346929475,1,0.0254542433429377
18,40,1180,trafficSign,0.9567593840419,1,0.0153486839133081
18,41,1176,trafficSign,0.102491666754802,1,0.044265765303502
18,42,1164,trafficSign,0.630547855026668,1,0.010712302122081
18,43,1145,trafficSign,0.0757349419988418,1,0.0336729545951954
18,44,1153,trafficSign,0.127012094477939,1,0.0512454632558654
18,45,1154,trafficSign,0.052758531202151,1,0.0509593738602321
18,46,1154,trafficSign,1.6610798497041,1,0.0330569895524596
18,47,1159,trafficSign,0.185175096218963,1,0.0410382254369023
18,48,1152,trafficSign,1.45320790630272,1,0.0147807818227676
18,49,1156,trafficSign,0.14496040077721,1,0.00833528225786072
18,50,1156,trafficSign,0.0876128248922826,1,0.00657785762262211
19,36,1180,trafficSign,1.57622354703381,1,0.0172993632862135
19,37,1177,trafficSign,0.102469096005085,1,0.0134496709750279
19,38,1176,trafficSign,0.105571418067439,1,0.0380208453078472
19,39,1145,trafficSign,0.0560562278224526,1,0.0276337981098498
19,40,1153,trafficSign,0.115421731358808,1,0.0442902289742263
19,41,1154,trafficSign,0.0224432409529948,1,0.0437231468004879
19,42,1154,trafficSign,1.92903886108205,1,0.0270235602113016
19,43,1161,trafficSign,1.3392880881757,1,0.00883388721097111
19,44,1159,trafficSign,0.0423515757463589,1,0.0370073904447512
19,45,1159,trafficSign,0.534682348618318,1,0.0139773178463455
19,46,1156,trafficSign,0.178668691391415,1,0.00868174800116102
19,47,1156,trafficSign,0.209097796215518,1,0.0100253188346445
20,40,1180,trafficSign,1.45016542785902,1,0.0281107718157218
20,41,1180,trafficSign,0.173663596020802,1,0.00468114139020746
20,42,1177,trafficSign,0.0490828259805735,1,0.0180709325107676
20,43,1176,trafficSign,0.111141123121184,1,0.0491458171121741
20,44,1145,trafficSign,0.0274629530784411,1,0.0340673222635153
20,45,1153,trafficSign,0.129909886503113,1,0.0572571806849639
20,46,1154,trafficSign,0.150242865816912,1,0.0539947614896916
20,47,1159,trafficSign,0.0390628725501224,1,0.0478444496868097
20,48,1156,trafficSign,0.139132516273948,1,0.0126339166717436
20,49,1156,trafficSign,0.256122406003444,1,0.00756498338023942
21,41,1180,trafficSign,1.86229539209355,1,0.0117361700721289
21,42,1180,trafficSign,0.0237222385052178,1,0.0151783910386055
21,43,1177,trafficSign,0.00443151836861847,1,0.0161557874411626
21,44,1176,trafficSign,0.106275450216992,1,0.0504792171401407
21,45,1145,trafficSign,0.0357368315967848,1,0.0369616084136161
21,46,1153,trafficSign,0.18092691188219,1,0.0608756652769944
21,47,1154,trafficSign,0.164073706891173,1,0.0596247515709913
21,48,1159,trafficSign,0.0286680202185483,1,0.0526158089651734
21,49,1156,trafficSign,0.126715916236501,1,0.00596679685462732
21,50,1156,trafficSign,0.626010416705933,1,0.0080895631268753
22,35,1180,trafficSign,0.0995081412145979,1,0.0151680009851419
22,36,1180,trafficSign,2.39996830769472,1,0.0105664727710539
22,37,1176,trafficSign,0.0770279089287128,1,0.0504819364996698
22,38,1145,trafficSign,0.161984759658359,1,0.0318789485513693
22,39,1153,trafficSign,0.213631139975246,1,0.0585228165321433
22,40,1154,trafficSign,0.114069083711719,1,0.057267913818341
22,41,1159,trafficSign,0.0192901699657141,1,0.0497976357496903
22,42,1150,trafficSign,0.331832824038917,1,0.0079778788081033
22,43,1156,trafficSign,0.098572880672806,1,0.0281882625526088
22,44,1156,trafficSign,0.62749499546087,1,0.00772464860677143
23,41,1180,trafficSign,0.183339753367571,1,0.020158920476445
23,42,1179,trafficSign,0.185015035521438,1,0.00520835882953694
23,43,1176,trafficSign,0.0506523813246635,1,0.0529786317186858
23,44,1146,trafficSign,0.0929250994308316,1,0.00798824974649501
23,45,1145,trafficSign,0.16289966755453,1,0.0241925704482005
23,46,1153,trafficSign,0.169625641332064,1,0.0609071541982882
23,47,1154,trafficSign,0.00616010638406902,1,0.0596776400573827
23,48,1159,trafficSign,0.00695112920236352,1,0.0525541961946747
23,49,1156,trafficSign,0.0460455677848178,1,0.0298726987995766
24,40,1180,trafficSign,0.101067690777345,1,0.0200280986547614
24,41,1179,trafficSign,0.104843706759629,1,0.00599885880910349
24,42,1176,trafficSign,0.10963692512119,1,0.0531226085425506
24,43,1145,trafficSign,0.225996127578635,1,0.0174679980733585
24,44,1145,trafficSign,0.718916491345041,1,0.0221817950101176
24,45,1153,trafficSign,0.136175708788735,1,0.0626790636522648
24,46,1154,trafficSign,0.37896985929658,1,0.0598775773143592
24,47,1159,trafficSign,0.00100537621090925,1,0.0525162634632571
24,48,1156,trafficSign,0.00559752710106155,1,0.0188174495509998
25,38,1180,trafficSign,0.532311304487278,1,0.0137791376119812
25,39,1166,trafficSign,0.327231237631876,1,0.00242217297400311
25,40,1176,trafficSign,0.108306093322652,1,0.0510236164960361
25,41,1145,trafficSign,0.0153083397696976,1,0.0362138033369078
25,42,1145,trafficSign,1.24716346089571,1,0.0171378760856418
25,43,1153,trafficSign,0.20467924322122,1,0.061975209494722
25,44,1154,trafficSign,0.175415686244733,1,0.0608906366990068
25,45,1159,trafficSign,0.0375265033677883,1,0.0528160411128181
25,46,1156,trafficSign,0.0105186500487126,1,0.0291571110398013
26,39,1180,trafficSign,0.140154660653801,1,0.0220893539810912
26,40,1176,trafficSign,0.123019775103357,1,0.055437693608569
26,41,1145,trafficSign,0.133033958235862,1,0.0409003982506774
26,42,1153,trafficSign,0.158370789994194,1,0.0651668188770259
26,43,1154,trafficSign,0.156025281993269,1,0.0635086228159841
26,44,1159,trafficSign,0.0127779706582849,1,0.0556651527969154
26,45,1156,trafficSign,0.0222662193876219,1,0.0305652930030704
27,40,1180,trafficSign,0.114675650713698,1,0.0266510441380509
27,41,1176,trafficSign,0.260114965929039,1,0.0604681139715685
27,42,1145,trafficSign,0.0903227013634943,1,0.0316622768244655
27,43,1153,trafficSign,0.435924541061824,1,0.0687336464930746
27,44,1154,trafficSign,0.288566838359764,1,0.064881368184172
27,45,1159,trafficSign,0.0813085279966363,1,0.0581543803734701
27,46,1156,trafficSign,0.202580938936049,1,0.0227825033485318
28,36,1180,trafficSign,0.134718031780083,1,0.0174598066022065
28,37,1166,trafficSign,0.204072660981806,1,0.00956400587653627
28,38,1176,trafficSign,0.190898948781589,1,0.036338298139594
28,39,1174,trafficSign,0.940450747190472,1,0.00957124053321795
28,40,1145,trafficSign,0.0338912210152861,1,0.0194046544768555
28,41,1153,trafficSign,0.207977614206763,1,0.0399531141361144
28,42,1154,trafficSign,0.241183787460982,1,0.00905307953735238
28,43,1154,trafficSign,0.294363399260057,1,0.0394219236005494
28,44,1159,trafficSign,1.02305603856426,1,0.0114946221399014
28,45,1159,trafficSign,0.26718764700841,1,0.0337564614951308
28,46,1143,trafficSign,0.058923370817098,1,0.0015385988266583
28,47,1152,trafficSign,0.476005686321086,1,0.00874833992992543
28,48,1156,trafficSign,0.0919431522346695,1,0.00366504159328428
28,49,1156,trafficSign,0.42742764329265,1,0.0129117537906928
29,27,1180,trafficSign,0.291372710033164,1,0.0264695896174718
29,28,1176,trafficSign,0.214677556988733,1,0.0514518740935289
29,29,1146,trafficSign,0.285110697423386,1,0.00953729383958746
29,30,1145,trafficSign,0.424948515172211,1,0.0191328941910153
29,31,1153,trafficSign,0.193397265596387,1,0.0576843745842149
29,32,1154,trafficSign,0.116657619823338,1,0.0563328532760243
29,33,1159,trafficSign,0.0343241719569677,1,0.049629323929062
29,34,1152,trafficSign,0.932916031327935,1,0.0122273950617096
29,35,1156,trafficSign,0.156233004193739,1,0.00829422254517287
29,36,1156,trafficSign,0.118152932578102,1,0.0145864930315766
30,35,1180,trafficSign,0.746646764679085,1,0.0184612611291776
30,36,1176,trafficSign,0.20288321628902,1,0.0429120037087137
30,37,1145,trafficSign,0.051266371251696,1,0.0319554889182938
30,38,1153,trafficSign,0.196963870924019,1,0.0491138640894047
30,39,1154,trafficSign,0.297727164360038,1,0.0471361612247076
30,40,1159,trafficSign,0.879635622942558,1,0.0143766738394668
30,41,1159,trafficSign,0.152717768353847,1,0.0405723558272791
30,42,1152,trafficSign,0.248583643754413,1,0.00965396556539008
30,43,1152,trafficSign,1.57703966350522,1,0.00989519059791243
30,44,1156,trafficSign,0.0227486108529956,1,0.0152214956677102
30,45,1156,trafficSign,0.104135473037152,1,0.0114082108009334
31,35,1180,trafficSign,0.202657683905486,1,0.0216348141024949
31,36,1176,trafficSign,0.159629402951054,1,0.0551741078902516
31,37,1145,trafficSign,0.0550893136533366,1,0.0390373619829994
31,38,1153,trafficSign,0.155000148460746,1,0.0609724942668397
31,39,1154,trafficSign,0.719555698951638,1,0.0555985652073355
31,40,1159,trafficSign,0.0412696218114969,1,0.0502626707562521
31,41,1150,trafficSign,0.270560136835442,1,0.0136773061086859
31,42,1156,trafficSign,0.25484832516866,1,0.0201099091508701
31,43,1156,trafficSign,0.0523460062886231,1,0.00774789979514686
32,37,1180,trafficSign,1.45824018884076,1,0.0256346772303575
32,38,1164,trafficSign,1.1223573441257,1,0.00896933184585054
32,39,1176,trafficSign,0.273367857258354,1,0.0466421312166904
32,40,1145,trafficSign,0.0274633237406734,1,0.026636421894697
32,41,1153,trafficSign,0.195228466995493,1,0.0518238206153902
32,42,1154,trafficSign,0.509977947842078,1,0.0484873981867562
32,43,1159,trafficSign,1.35162438682147,1,0.00911201585951572
32,44,1159,trafficSign,0.0488544773091444,1,0.0429797844127889
32,45,1152,trafficSign,1.22228965812948,1,0.0259598716762016
32,46,1156,trafficSign,0.457700629375471,1,0.0210692374675818
33,39,1180,trafficSign,0.161773344248053,1,0.0160915178333786
33,40,1176,trafficSign,0.138002250795574,1,0.0432283902124307
33,41,1145,trafficSign,0.494297793649792,1,0.0188377875702818
33,42,1145,trafficSign,0.559967742432573,1,0.00794781513852794
33,43,1153,trafficSign,0.282998435370185,1,0.0481433726732452
33,44,1154,trafficSign,1.08939269530266,1,0.0414175480622535
33,45,1159,trafficSign,0.387786486511317,1,0.0233201201183812
33,46,1159,trafficSign,0.278525022865864,1,0.0381869946738935
33,47,1152,trafficSign,1.12091691673848,1,0.01768068404055
33,48,1152,trafficSign,0.207089872584495,1,0.0157507576332251
33,49,1156,trafficSign,0.147543274948896,1,0.00484409203544051
33,50,1156,trafficSign,0.0790812388197488,1,0.0142840847805317
34,37,1180,trafficSign,0.529820964341733,1,0.0187994637748392
34,38,1176,trafficSign,0.29814033396466,1,0.0473457381694603
34,39,1145,trafficSign,0.114241114388429,1,0.0305200361741425
34,40,1145,trafficSign,1.55853014198708,1,0.00239866346099891
34,41,1153,trafficSign,0.219665791779933,1,0.0550089856557854
34,42,1154,trafficSign,0.825495406362904,1,0.035464446650463
34,43,1161,trafficSign,1.43681021532292,1,0.0197883283271298
34,44,1159,trafficSign,0.0821239183806286,1,0.0480134093634999
34,45,1152,trafficSign,1.23572328150654,1,0.0370479079551141
34,46,1156,trafficSign,0.217111989167801,1,0.0304012765286194
35,40,1180,trafficSign,1.07038499208493,1,0.018546937242701
35,41,1176,trafficSign,0.136510319209074,1,0.038137929025394
35,42,1164,trafficSign,0.726485144010606,1,0.01403422294645
35,43,1174,trafficSign,0.908231730927806,1,0.00875980693596393
35,44,1145,trafficSign,0.149548781772844,1,0.026985200200871
35,45,1153,trafficSign,0.155392186454511,1,0.043543018117064
35,46,1154,trafficSign,1.29246887352616,1,0.0294562663878916
35,47,1161,trafficSign,0.971102834600933,1,0.0140100765945895
35,48,1159,trafficSign,0.0412792308476409,1,0.0357865581436261
35,49,1152,trafficSign,0.128944419529287,1,0.00909536256732985
35,50,1152,trafficSign,1.32920937878741,1,0.0226070442528509
35,51,1156,trafficSign,0.0867682508886516,1,0.0210343030953384
36,27,1180,trafficSign,0.0443130132078221,1,0.00650622737418034
36,28,1176,trafficSign,0.267909501372673,1,0.0452786217811268
36,29,1146,trafficSign,0.326704699455215,1,0.0117887350982609
36,30,1145,trafficSign,0.125996720152034,1,0.0178729413837217
36,31,1153,trafficSign,0.202218545205975,1,0.0521697669482899
36,32,1154,trafficSign,1.29358652638606,1,0.042062008788362
36,33,1161,trafficSign,1.18336010881506,1,0.0296373034236834
36,34,1159,trafficSign,0.00155335092186522,1,0.0439666486389996
36,35,1152,trafficSign,0.194513730237214,1,0.0166744703660037
36,36,1150,trafficSign,0.108009493351631,1,0.0241339314728737
36,37,1156,trafficSign,0.0191580332122433,1,0.0247109453599998
37,36,1180,trafficSign,0.554440830312086,1,0.0201330330359488
37,37,1164,trafficSign,0.705064843958934,1,0.0239331563156462
37,38,1176,trafficSign,0.249142225543355,1,0.0492787807269661
37,39,1145,trafficSign,0.669177078916958,1,0.00832843272970094
37,40,1145,trafficSign,0.134827893748302,1,0.006958482584116
37,41,1153,trafficSign,0.180416037817905,1,0.0559039218140966
37,42,1161,trafficSign,1.06611442137817,1,0.0262349188596202
37,43,1159,trafficSign,0.0629484022617529,1,0.0445961811393478
37,44,1152,trafficSign,0.290739175487721,1,0.0410697640620561
37,45,1156,trafficSign,0.00971808094254624,1,0.0284485754275191
38,40,1180,trafficSign,0.875032614077657,1,0.00600489418775186
38,41,1164,trafficSign,0.671532912365776,1,0.0195324969802835
38,42,1176,trafficSign,0.268629390133481,1,0.0415537688121899
38,43,1145,trafficSign,0.0433761905980927,1,0.0307224335832179
38,44,1153,trafficSign,0.185313148277835,1,0.0489937031877588
38,45,1154,trafficSign,0.409491731162319,1,0.0382828193911691
38,46,1159,trafficSign,0.43541080347719,1,0.0314264800970043
38,47,1159,trafficSign,0.114394549955222,1,0.0389742391027779
38,48,1152,trafficSign,0.331519467849624,1,0.0338502516594158
38,49,1156,trafficSign,0.00435740033698551,1,0.0213998768304499
39,31,1180,trafficSign,0.971002283116923,1,0.0170980206502902
39,32,1164,trafficSign,0.687776921879764,1,0.03380397866659
39,33,1176,trafficSign,0.276506443835269,1,0.0480920434459947
39,34,1145,trafficSign,0.168417285744738,1,0.0336293447011229
39,35,1153,trafficSign,0.184778915923091,1,0.0529038795905347
39,36,1159,trafficSign,0.95871363696349,1,0.0302380406190538
39,37,1159,trafficSign,0.0912929321600398,1,0.0457529545092696
39,38,1152,trafficSign,0.898062991481439,1,0.0376804614966812
39,39,1156,trafficSign,0.12457538969984,1,0.0256836149871487
40,20,1180,trafficSign,0.832238483002061,1,0.0138480356332754
40,21,1176,trafficSign,0.260717293008413,1,0.0492609409260772
40,22,1164,trafficSign,0.694172746961551,1,0.030849010219728
40,23,1145,trafficSign,0.421394246360768,1,0.0269519872067348
40,24,1153,trafficSign,0.142919262807714,1,0.0537925827830275
40,25,1159,trafficSign,0.50147157609853,1,0.0404295754877904
40,26,1159,trafficSign,0.164716611354486,1,0.0434255403373969
40,27,1152,trafficSign,0.391443767191681,1,0.0407434090686438
40,28,1156,trafficSign,0.20245151990976,1,0.0263199991157274
41,38,1180,trafficSign,0.264487351725099,1,0.0153761528994814
41,39,1176,trafficSign,0.364097984664202,1,0.049513047629215
41,40,1164,trafficSign,0.727065400273066,1,0.0386625054020146
41,41,1145,trafficSign,0.362722270015956,1,0.0095014621986503
41,42,1145,trafficSign,0.709353037050951,1,0.0222813127497871
41,43,1153,trafficSign,0.120001961294486,1,0.0533153417457787
41,44,1159,trafficSign,1.04211963580123,1,0.0333617523055419
41,45,1159,trafficSign,0.0236171300653959,1,0.0428570451634873
41,46,1152,trafficSign,0.229807260750137,1,0.0362780905812785
