frame,before,errors,matchingError,valid,seconds
52,0.0385158568295193,0.0806662699421293,0.0351568385449288,1,0.028981
53,0.0388776533385615,0.079568923862488,0.0320510635253721,1,0.029289
54,0.0383772954131309,0.0779990636976929,0.0301175134285678,1,0.034211
55,0.0374419088496424,0.0745851372506302,0.047318031198702,1,0.028423
56,0.0359242783049832,0.0715614137543655,0.0478932419532036,1,0.029194
57,0.0350240642755471,0.0696687681124839,0.0489469122075362,1,0.027768
58,0.0330164696383636,0.0660248241146645,0.0289191032355513,1,0.027328
59,0.0310414593025949,0.0640064556204325,0.0200450276423777,1,0.030263
60,0.0293940323850999,0.0637562857206013,0.0272916614688348,1,0.030419
61,0.0285728101057204,0.0633260769277601,0.0233290035371544,1,0.027648
62,0.0282077395576241,0.0642570311034884,0.0233272421112105,1,0.027423
63,0.028452929187314,0.0635353214716965,0.0254723391536621,1,0.027439
64,0.032075281948131,0.062029222228579,0.032259659429146,1,0.026367
65,0.0336825630833921,0.0597096539883705,0.0333663784469213,1,0.025202
66,0.0355008779755608,0.0584032276504533,0.0295848911550731,1,0.025788
67,0.0365135808337297,0.0586973231015534,0.0315796324440283,1,0.026107
68,0.0353119703508546,0.0582951243558577,0.0311327207770569,1,0.025527
69,0.0334499310855057,0.0573072210048511,0.0252294098251742,1,0.026403
70,0.033287217185442,0.0583417753912008,0.0275405439275485,1,0.029158
71,0.0369115273067736,0.060130800476295,0.0429971766792215,1,0.02923
72,0.0443552474749227,0.061593967123318,0.0586097213266073,1,0.029165
73,0.0506292246426359,0.0629197365481369,0.0453366121322944,1,0.02786
74,0.0574820062490849,0.0646037092846501,0.0541637788517833,1,0.027165
75,0.0658752938100656,0.066335610580373,0.0586450944990849,1,0.033929
76,0.0738963143036862,0.0676359732090043,0.0698607418968427,1,0.035657
77,0.0786416877680566,0.0679821032720299,0.084926412135217,1,0.035796
78,0.0919979574892042,0.0742726445324567,0.0928216724462598,1,0.035755
79,0.106094246216787,0.0839425432324173,0.1152335426734,1,0.039915
80,0.121519206447242,0.0957287878591907,0.113682929186259,1,0.041354
81,0.138770583853856,0.106272845371327,0.123535938697272,1,0.037513
82,0.153116343839573,0.115000754921813,0.139149677363643,1,0.037139
83,0.165363752845502,0.120514832498928,0.165034300675003,1,0.042208
84,0.173423874003999,0.12165181200474,0.173651027341749,1,0.044796
85,0.177217051881496,0.123014957562817,0.178777825993008,1,0.043761
86,0.178443374934797,0.121612455574871,0.179387660703864,1,0.055528
87,0.183133812240443,0.128414318756709,0.1886468963216,1,0.052201
88,0.189638240064122,0.134223104751656,0.186280257527522,1,0.048392
89,0.195518023238142,0.141746097171584,0.187982381320763,1,0.051462
90,0.20252934018061,0.148158263579206,0.193013646090597,1,0.053491
91,0.205133564618803,0.148689316116418,0.175854737353965,1,0.052782
92,0.204261374904956,0.144760239965852,0.169442908266029,1,0.050337
93,0.201382480156662,0.13795238105555,0.177732837590256,1,0.05864
94,0.195750322108488,0.131691867555412,0.168190477701672,1,0.055101
95,0.194212681047167,0.126739879377695,0.182195127717701,1,0.054214
96,0.194857148638335,0.123541035744032,0.196842093793964,1,0.056052
97,0.194299628425235,0.122472045938886,0.18175487539547,1,0.056675
98,0.195550768291476,0.123174893002871,0.174178082639786,1,0.054341
99,0.195755609979919,0.122613753559498,0.162845789428853,1,0.058002
100,0.190427830711544,0.119710447373936,0.128334302502383,1,0.054073
101,0.184752717018591,0.115575579005452,0.114429501155815,1,0.055033
102,0.177056542147237,0.108574741062988,0.109577584380662,1,0.052191
103,0.167250208015858,0.103503052855245,0.084375889889927,1,0.046528
104,0.157315745428913,0.0977231074566928,0.0727664084590629,1,0.046599
105,0.14621370655385,0.092635034841575,0.06467051429061,1,0.047503
106,0.134154482443075,0.0858338635859971,0.061627688741429,1,0.052226
107,0.121304820690865,0.0809117237377007,0.0556438326825635,1,0.05089
108,0.110005748657375,0.0777933637084064,0.0527910560189581,1,0.050049
109,0.0984700400629522,0.0722142011401208,0.0424206731101548,1,0.050313
110,0.0865709190823532,0.0655721632125867,0.0264536197450939,1,0.051943
111,0.0757876871602896,0.0608221045980393,0.0293022574931989,1,0.039208
112,0.0654582777638117,0.0563319533362555,0.039872974393965,1,0.043893
113,0.0567355480715153,0.0521909156803168,0.04313663474535,1,0.043628
114,0.0484150514196969,0.0485583477604067,0.0504101417437164,1,0.03769
115,0.043542631740722,0.046519346781732,0.0427188363661566,1,0.039114
116,0.0378200798199487,0.0430030052184611,0.0544990083739698,1,0.039398
117,0.0354239933463169,0.0396353605435316,0.0607640937814406,1,0.041489
118,0.0354895757429425,0.0345196857221771,0.0493921588310283,1,0.043821
119,0.0395434233020416,0.0316224427436913,0.0106214888811763,1,0.038308
120,0.0453212664485697,0.0283879635223707,0.0184449950719269,1,0.039397
121,0.0497926093171919,0.0275020090857121,0.0226430017608755,1,0.03736
122,0.0542879207330397,0.0273858280919362,0.0413237591536328,1,0.033943
123,0.0584478394575482,0.0264173610108121,0.0563073989443342,1,0.035258
124,0.0622953187159105,0.0252884706630022,0.0614382610364112,1,0.035482
125,0.0666583237264769,0.0265373498124231,0.0983805762167317,1,0.044196
126,0.0667424445145509,0.0271543620908508,0.0493311496157193,1,0.039583
127,0.0695437164945413,0.0297124229941094,0.058782945098827,1,0.038677
128,0.0740148574191827,0.0312892884516235,0.0654050945296731,1,0.03596
129,0.078918640455986,0.0318058313924949,0.0690433169410845,1,0.041976
130,0.0825280898345394,0.0337678397870272,0.0847138513648535,1,0.044557
131,0.0877998820028542,0.0371459936026606,0.11030237137713,1,0.044757
132,0.0911279422108989,0.0390671941514791,0.105246916079671,1,0.047378
133,0.0971743158351914,0.0421246525390879,0.132332549670747,1,0.046981
134,0.102491996845484,0.0441697592376196,0.145240754737135,1,0.046253
135,0.107554258971466,0.0466180485590889,0.154682689040358,1,0.051795
136,0.110867989542128,0.048661068718349,0.174583651438848,1,0.053934
137,0.113402323095859,0.0490178913950079,0.178705017952208,1,0.048245
138,0.1146556788163,0.0523880855425987,0.167487064485646,1,0.054926
139,0.115947738208269,0.0538354142562216,0.167058339863122,1,0.055132
140,0.113845636456255,0.0563952535074538,0.125737480543659,1,0.053507
141,0.11538373467998,0.0587499599873717,0.156031885611844,1,0.055501
142,0.111363907256532,0.0600180379699147,0.130675100069901,1,0.046443
143,0.113239593737595,0.0624176649110609,0.147741606085299,1,0.056738
144,0.116469534873516,0.0656477821106528,0.163958466454148,1,0.053079
145,0.122363691028159,0.0667446282673272,0.203892963290104,1,0.056587
146,0.121495467363991,0.0581990444540006,0.0847845662357811,1,0.077735
147,0.128721001797635,0.0642892487842815,0.229885261232662,1,0.045002
148,0.137692398444298,0.0686549006984479,0.163622029324714,1,0.048223
149,0.140184607388379,0.0732491367246467,0.231949153377831,1,0.069335
150,0.135296677739604,0.0746274912385567,0.161336554426828,1,0.054826
151,0.130623114686758,0.0760719013117221,0.15505080232102,1,0.044862
152,0.130277226082385,0.0799304610142946,0.178489506171139,1,0.051494
153,0.130830354710295,0.078533209777618,0.183805518175043,1,0.052774
154,0.129138070928567,0.0765894131198966,0.187259571060585,1,0.057745
155,0.128628006269737,0.0747761414716673,0.197137694289113,1,0.057831
156,0.127407808408831,0.0739316293603104,0.211496592476287,1,0.058076
157,0.127236527038571,0.0761087658530213,0.205013398953782,1,0.053057
158,0.129338341074695,0.0771011256670421,0.221980480526887,1,0.054751
159,0.132857615147808,0.0771470973739763,0.24462453340341,1,0.055219
160,0.134231738757916,0.0757428534909299,0.24938099565278,1,0.055832
161,0.137459918568236,0.0720604008810816,0.0617685276769915,1,0.048743
162,0.122126378249927,0.0669898492728356,0.0875868740925256,1,0.056485
163,0.115736306398543,0.0672713931446709,0.135395644207362,1,0.063563
164,0.107967583575559,0.0633573728451383,0.10517107798373,1,0.056047
165,0.103512678900598,0.0618843512188447,0.132165796709737,1,0.053972
166,0.101737410061552,0.0605158584958933,0.161490433975746,1,0.057182
167,0.101859213398868,0.06125808468709,0.19341435261627,1,0.054197
168,0.100332545328059,0.06218699345497,0.204469788066007,1,0.056889
169,0.0923607020721229,0.0622693884536385,0.39028576050629,1,0.061419
170,0.0974839884260531,0.0621932924990371,0.242038806367383,1,0.061225
171,0.101162893982077,0.064393490045422,0.225175373583718,1,0.054824
172,0.10302747834358,0.0645485221208431,0.238592562351492,1,0.056097
173,0.105759131614225,0.0653875283295942,0.242245477362607,1,0.051702
174,0.102345013093935,0.0665159417039946,0.206579522020372,1,0.051089
175,0.100527373141127,0.068642100366672,0.207627679070327,1,0.048494
176,0.0989482496276175,0.0686643823644133,0.202779851266264,1,0.056533
177,0.0887150221985271,0.0693704666437171,0.200162698453248,1,0.055155
178,0.08320977415884,0.0684430209283921,0.0967995405199715,1,0.049113
179,0.0841700927878417,0.0687247310907285,0.13992837703736,1,0.053112
180,0.0897018616942494,0.0665482990287671,0.190247649993145,1,0.056474
181,0.0942801298992809,0.0661024375548393,0.194594157655715,1,0.055087
182,0.0990421118411059,0.066205393769274,0.213750249412376,1,0.056896
183,0.103365023053367,0.0655939606417748,0.22477907351808,1,0.064775
184,0.104016950338476,0.0634899105830527,0.211913442297227,1,0.059574
185,0.10535581340678,0.0642032446000328,0.22268892825131,1,0.060854
186,0.105233595272824,0.0596302401790201,0.220763324113213,1,0.062058
187,0.0934760380500389,0.0530938765105247,0.10655669638956,1,0.05684
188,0.0852898444190915,0.0483237708580437,0.133520350312465,1,0.059708
189,0.063384363157722,0.0441335663781338,0.106576250071493,1,0.058094
190,0.0525799728995632,0.0416768785238364,0.137315029422857,1,0.050395
191,0.0489276786244989,0.0384994933774582,0.08094509895028,1,0.06173
192,0.0498515911202784,0.0373540219985713,0.0869360098767755,1,0.072334
193,0.0538618138699628,0.0381234811614749,0.0987277244997502,1,0.055578
194,0.0602858955464182,0.0389822359120021,0.119196746503398,1,0.053076
195,0.0506261256921016,0.0379148562569288,0.0792955078494556,1,0.050997
196,0.0411188547148314,0.0393840572437242,0.0773131593722853,1,0.050348
197,0.0349150591572483,0.0365453482979355,0.0232316747721786,1,0.049654
198,0.0315436693557506,0.0339874490030578,0.0106180339010967,1,0.043219
199,0.0317880489646979,0.0321310269907987,0.0251930735418179,1,0.048251
200,0.0345010636863556,0.030650383373668,0.0536971603348319,1,0.047631
201,0.0399761175564033,0.0309282383362941,0.0844477108570594,1,0.052583
202,0.045568825375363,0.0302776333180835,0.114463819756351,1,0.049838
203,0.0493221097159623,0.0311987333224214,0.122377120456706,1,0.050782
204,0.0542391623592353,0.0301030320054498,0.15450713832508,1,0.062353
205,0.0570908843787963,0.0278608776631308,0.16478454865625,1,0.055948
206,0.0471246328013636,0.0261966087628544,0.0600013541614884,1,0.046694
207,0.0375841960380207,0.0252621858291414,0.0509067768622353,1,0.046235
208,0.0284344110441516,0.0243319220528118,0.0568511262863492,1,0.040837
209,0.0205664362067575,0.0221478295910406,0.0407569902351767,1,0.038739
210,0.0149508260020625,0.0211891009155657,0.0535084804616167,1,0.044903
211,0.012174186140027,0.0202183001286763,0.0649241358132884,1,0.044512
212,0.00453398485146629,0.0217596343781374,0.076384121303294,1,0.040196
213,0.00631566608942382,0.0227439257137563,0.0911739726084433,1,0.044515
214,0.0098105824954317,0.0242042712631729,0.0948969107500985,1,0.045882
215,0.0105537996814609,0.0228215001643874,0.0659639329494637,1,0.03813
216,0.00925874819961564,0.0233333517744732,0.0600785256324877,1,0.037998
217,0.00647837571624132,0.0242475741783403,0.0458440951033391,1,0.03675
218,0.00514559570622891,0.0274247108254475,0.04500910431625,1,0.037514
219,0.00315768605829563,0.0290079024559711,0.0780196868875356,1,0.041032
220,0.00868546549815045,0.0326955509444439,0.101485639547548,1,0.040259
221,0.0128729774854126,0.0331312591581154,0.112752268755268,1,0.047922
222,0.0149496443020393,0.0346908447742416,0.118061166928698,1,0.042914
223,0.016799263383589,0.0331690590240803,0.130231166671186,1,0.04756
224,0.0197283131281987,0.0293225652622758,0.126657590383922,1,0.045504
225,0.0207933433211324,0.0285211725383709,0.13859604528287,1,0.045633
226,0.024434852003533,0.0282986494699,0.149953569318064,1,0.045072
227,0.0283410514729125,0.0274145066030941,0.164001148350933,1,0.045691
228,0.0289038388523823,0.0258939479961695,0.14626141673168,1,0.040776
229,0.0308994171233569,0.0268248762861319,0.136147692524167,1,0.049293
230,0.0325258256653906,0.0269315151951232,0.133754796620013,1,0.038882
231,0.0308802024302692,0.0275244556784711,0.10791956492212,1,0.044518
232,0.0280682728170946,0.0291136583034808,0.097535939209675,1,0.046303
233,0.0240476001917287,0.0312149871741049,0.075235343034694,1,0.052612
234,0.0217647535532756,0.0319807140673563,0.0761761489025344,1,0.05419
235,0.0191189291519147,0.0343903162925013,0.0775703334062015,1,0.043537
236,0.0153890397917827,0.0371654251641737,0.075375560710467,1,0.043339
237,0.0135476700990958,0.0393679869895106,0.0792834511806043,1,0.043603
238,0.0156049970085201,0.042095191040942,0.0754880523161832,1,0.042344
239,0.0211568003328746,0.0430670992863197,0.027565505500359,1,0.041811
240,0.026223518468456,0.0437969133112113,0.01610552795468,1,0.038746
241,0.0274353244665005,0.0435872226747889,0.0279712457923662,1,0.037362
242,0.0278352884273238,0.0446067611540287,0.0402132155338126,1,0.038122
243,0.0263173252556948,0.0438818654474429,0.0429579148619459,1,0.046502
244,0.0229116075009336,0.0403826419284851,0.0522216960275434,1,0.046898
245,0.0186343413824252,0.0371342977014048,0.063141945198246,1,0.053644
246,0.0155486804639965,0.0364957666201031,0.0912666024750696,1,0.05527
247,0.0171555920605184,0.0378079808957647,0.0997113859166576,1,0.059498
248,0.0225470051400388,0.0412235954597779,0.118238899387654,1,0.054838
249,0.0294300435358634,0.0426690644638366,0.139954221690832,1,0.059472
250,0.0356673550997478,0.0419787866788665,0.158407191210258,1,0.047077
251,0.0357508460024429,0.0433407651507608,0.10114980730324,1,0.046295
252,0.0369332535689947,0.0437774984029107,0.111509281098564,1,0.046563
253,0.037317355086932,0.0420311719718743,0.111698225330191,1,0.046146
254,0.0416027641117946,0.0422152321423422,0.133682607617247,1,0.046986
255,0.042278707527417,0.0429709829736329,0.124764575844043,1,0.045966
256,0.0420227511557805,0.0427492840270575,0.117956930241384,1,0.04573
257,0.0420848907312513,0.0439006352883589,0.118092598244835,1,0.045902
258,0.0383667999322059,0.0445346413940414,0.0726926275424925,1,0.057292
259,0.0360489245522836,0.0446721354461769,0.0386818667310865,1,0.045063
260,0.0340333743869376,0.0437730578465959,0.0266554653224623,1,0.038523
261,0.0339196631063043,0.0450789216056821,0.0395976601759239,1,0.03845
262,0.0334366030742089,0.0453073144520242,0.0619916375375333,1,0.044058
263,0.0297198022957287,0.0454523765120164,0.0764309149271447,1,0.042551
264,0.0291959221202898,0.0469396521690101,0.0912098965182446,1,0.050087
265,0.030503898353253,0.0478000405768091,0.108939714943321,1,0.049812
266,0.0349946588697913,0.0472517035755636,0.134748602089492,1,0.049976
267,0.043020476444555,0.0483658378415402,0.163590263197919,1,0.047467
268,0.0285512467947856,0.0439044179288001,0.177202129197613,1,0.050792
269,0.0222040864940744,0.0439658684978282,0.0477133486186633,1,0.039072
270,0.0207456550717312,0.0440896119499454,0.0327217190323703,1,0.050122
271,0.022362823322231,0.0435724662041616,0.0310805293344869,1,0.048978
272,0.0213674915182298,0.0417237919181485,0.039990499956226,1,0.050331
273,0.0199165567363291,0.0409172464901487,0.0438345315074567,1,0.05142
274,0.0169292403944511,0.0394823242468073,0.0581240831114613,1,0.051504
275,0.0133175695866366,0.0396050920487213,0.0683263821466058,1,0.047878
276,0.011981255316474,0.0411171292788125,0.0681340722301556,1,0.041987
277,0.0144704980079931,0.0426570208001611,0.0728936965740906,1,0.047329
278,0.0188146152009815,0.0442856708392762,0.0839058309068139,1,0.051476
279,0.0230995588927177,0.0432461605328663,0.0946324361562527,1,0.050329
280,0.0279025112791489,0.0392674594145046,0.119540666722351,1,0.054793
281,0.0326060364967558,0.0375369020277438,0.135399731249842,1,0.055525
282,0.0366111118490825,0.0362530777404901,0.150155409723812,1,0.047592
283,0.0377283724380657,0.0363219850104108,0.147546137901006,1,0.047653
284,0.0349667122095148,0.0366015381721085,0.136973804912045,1,0.043701
285,0.0257857784441802,0.0365884655085934,0.108445338054761,1,0.043773
286,0.0206292699950161,0.0375968426922619,0.0950847739494438,1,0.043063
287,0.0170775408939298,0.038254635271963,0.0379455595889339,1,0.043205
288,0.0176609967975104,0.0383345420566475,0.00868459255761376,1,0.044351
289,0.0197319961267884,0.0389111400112791,0.0277264859695294,1,0.044324
290,0.0235015945817005,0.0406232653457602,0.0595414302523266,1,0.045302
291,0.0238515334060662,0.0402973447068933,0.0953006650154969,1,0.056319
292,0.0256848664359079,0.0389628319512184,0.0724912930180989,1,0.051803
293,0.0278320097677544,0.0370627297818947,0.0995108118831446,1,0.048678
294,0.0282464727409213,0.0328699059026604,0.105179058250471,1,0.044805
295,0.0283698049058836,0.0311484115895721,0.0736690586200721,1,0.048991
296,0.0296320144673062,0.0314109013679299,0.079460109383716,1,0.049336
297,0.0333764527364226,0.0316433495559209,0.0913538763939933,1,0.047552
298,0.0357381689353153,0.0306363913798686,0.0903197642310173,1,0.048407
299,0.0369873043296857,0.0282895926277385,0.0921884031947733,1,0.047286
300,0.0385755766835584,0.028009883999049,0.103764382609175,1,0.048296
301,0.0414265541303336,0.0282669825029254,0.125468456015282,1,0.048513
302,0.0442127331964163,0.0305761068108857,0.131557194440624,1,0.05206
303,0.0370336650091774,0.0270144495610075,0.0943687597817582,1,0.045515
304,0.0314229386850562,0.021942558644145,0.037168957078904,1,0.049861
305,0.0265336267001673,0.0201233270296182,0.0326865583336036,1,0.04857
306,0.0256009382562384,0.0192736553121204,0.0537926715298104,1,0.04836
307,0.0281942748097749,0.020579081206329,0.0802549965791875,1,0.045169
308,0.0293920989573879,0.0233935861769435,0.0866662225359467,1,0.046365
309,0.0321528061651134,0.0243941522270174,0.100192574513389,1,0.047081
310,0.0339520526630806,0.0263376462322836,0.0941452010895473,1,0.04981
311,0.0365597088709262,0.0289256214344529,0.104203607347329,1,0.040318
312,0.0408959114020759,0.0318015742996096,0.121980504582924,1,0.041114
313,0.0437388118360186,0.0328231726672458,0.128370841595733,1,0.044999
314,0.0445834065869245,0.0310485193194582,0.117572283693843,1,0.04608
315,0.0474099390755917,0.0300313837858619,0.143724868260649,1,0.05209
316,0.0489187464959203,0.0290110819884464,0.1553885089646,1,0.059105
317,0.0654703609138658,0.0472510253606545,0.17887946749182,1,0.057761
318,0.0525054203800545,0.0329093271486321,0.181948455912695,1,0.055047
319,0.0528663047755293,0.0319745041159177,0.180524143585616,1,0.057739
320,0.0562939153877471,0.0341831144713014,0.207022343760586,1,0.061691
321,0.046580927853247,0.0327801353718946,0.210197875527332,1,0.056897
322,0.0426460258717966,0.0275179367524108,0.210847010419567,1,0.054611
323,0.0299890781903705,0.0267090458646427,0.217624756540579,1,0.057718
324,0.0252615928145885,0.0279794388619799,0.238487218905747,1,0.055191
325,0.0218026276563117,0.0289446776805462,0.127100366272596,1,0.052034
326,0.0221381666937326,0.0308562090177965,0.148615880647521,1,0.050293
327,0.0433085413110925,0.053137864426174,0.146070561406472,1,0.047379
328,0.0249549483795418,0.0378895895458328,0.142470987866537,1,0.053288
329,0.0288884250328505,0.0398575079763201,0.145745460907656,1,0.051433
330,0.0324299163633506,0.0418247359451562,0.154786812132313,1,0.057123
331,0.0287856566320215,0.0442599494175165,0.130728479840268,1,0.053064
332,0.0294117905337002,0.0460165328218216,0.157355903517044,1,0.050047
333,0.0334959700094144,0.0501428538266952,0.180269220507395,1,0.050787
334,0.0420932540220787,0.0515360287428342,0.221526762009603,1,0.052279
335,0.0497818373160482,0.0532823858145375,0.238777726218697,1,0.054844
336,0.0550423356264513,0.0598124019863382,0.222452772099834,1,0.048518
337,0.0597575862216905,0.0645772832382426,0.221166167423832,1,0.049851
338,0.0477545918154594,0.0607356378364385,0.243052325825391,1,0.051727
339,0.0396804917241627,0.0610934126864984,0.0910767547901018,1,0.046252
340,0.0319129436980857,0.0588274590455449,0.0893611480541831,1,0.043726
341,0.0221940116669954,0.0564807150414658,0.0900214055598252,1,0.041307
342,0.0178992055351364,0.0564492199182535,0.0567182731026969,1,0.042085
343,0.017223851731635,0.0565154520547956,0.0637813835196989,1,0.049137
344,0.0179098366639392,0.054448093451822,0.0659892175732028,1,0.046806
345,0.0209371391474349,0.0532693346282687,0.0837546732484192,1,0.047807
346,0.0232743741180227,0.0523603800962285,0.0888827558804842,1,0.050653
347,0.0257843173826049,0.0533981968474944,0.100696222219664,1,0.047371
348,0.0279851032495794,0.0570881384532836,0.100659327276798,1,0.048592
349,0.0306664130025867,0.0629629163207504,0.109170484855509,1,0.049232
350,0.0322853182836827,0.0643826203660864,0.105618320820212,1,0.044835
351,0.0348923149006702,0.067221878225153,0.124449309638792,1,0.04605
352,0.0378849724345588,0.0675306744504034,0.141779875294627,1,0.051155
353,0.0413467677935036,0.0699223830739607,0.156216786487472,1,0.045596
354,0.0461249572050551,0.0721715157080356,0.180599061251737,1,0.046747
355,0.0514506292207308,0.0765865838231565,0.198454281118447,1,0.052209
356,0.0551445787047543,0.078020156498803,0.216897712070951,1,0.052078
357,0.0374934227741344,0.0799844233482664,0.227205380802082,1,0.054298
358,0.0238795467888189,0.0705233758135487,0.246291765590221,1,0.060038
359,0.026496781809754,0.0526749335169333,0.0972324458634331,1,0.052128
360,0.0356934908710366,0.0389413856048594,0.0918953889470766,1,0.053546
361,0.0422959038533356,0.0310452849930639,0.0863613280721327,1,0.052859
362,0.0423117677857224,0.0275497159157814,0.092444479067559,1,0.049121
363,0.0421761785055586,0.0233860945304352,0.0853540778641279,1,0.048301
364,0.0404047288664351,0.0209920722771635,0.0787762190155098,1,0.048768
365,0.0347372913815492,0.0214329205547812,0.10183345456813,1,0.050845
366,0.027942015928563,0.0211460703584831,0.0921805520005204,1,0.060057
367,0.0227038732433192,0.0233515043364359,0.106752947491577,1,0.049828
368,0.0291613045796008,0.0417090341821206,0.11987778906618,1,0.049075
369,0.0443102671177733,0.060703484013783,0.145792010691218,1,0.049991
370,0.0584423238594076,0.0758671952265019,0.129676049106122,1,0.053084
371,0.0722265359309045,0.0893715290956322,0.138199658021395,1,0.053291
372,0.0830219864098985,0.0993127195400369,0.153046253260494,1,0.050334
373,0.0930450821136518,0.105874908535791,0.162455201371539,1,0.048335
374,0.101927881895818,0.11018794920449,0.152923072051947,1,0.052312
375,0.111291983823755,0.117821526342843,0.161817575766799,1,0.050989
376,0.117960212455748,0.122662156125346,0.161048438168386,1,0.049214
377,0.123654176670913,0.123059180323801,0.14878610711575,1,0.038094
378,0.106754646754459,0.11099084041143,0.0739678898595585,1,0.052029
379,0.0956927694693694,0.103617700839729,0.0478721221847289,1,0.041674
380,0.0840872276988595,0.0970992914564742,0.0514730985194467,1,0.041458
381,0.075442432095976,0.0902719615049231,0.0550910070356176,1,0.04092
382,0.0696501356247884,0.0852299814798015,0.0364766808536922,1,0.040307
383,0.0668774081976764,0.0832244356379929,0.0343032764366661,1,0.040305
384,0.0653235226246206,0.0850938031631097,0.023912278211401,1,0.041311
385,0.0670496883660043,0.0865091090506064,0.0786603134268205,1,0.045084
386,0.0685542991327457,0.0861512150141556,0.0705658699737312,1,0.04126
387,0.0696232196455358,0.0834426989934435,0.0876070280932733,1,0.04423
388,0.0638369468904618,0.0791949768024058,0.0713874989579825,1,0.050738
389,0.0589884293646336,0.0761242526569565,0.0447804912422229,1,0.042013
390,0.054736324731268,0.0782592385202602,0.0523229168049331,1,0.041459
391,0.0519840918552996,0.0780605690812681,0.0747779930327251,1,0.047974
392,0.0513206659130782,0.0775615111770684,0.0958311305912327,1,0.047593
393,0.0601097462515378,0.0779169632482898,0.128912060625005,1,0.041739
394,0.0643031595682582,0.0782832504048074,0.15721109805037,1,0.043731
395,0.0630512075877448,0.0755592565121912,0.081614241769958,1,0.042241
396,0.061387894826549,0.0756991671712407,0.0778357481842184,1,0.039827
397,0.059979597111312,0.0786112626461895,0.0728377757878917,1,0.037595
398,0.0583243271305034,0.080753939166349,0.0673849957653988,1,0.038711
