frame,time,rawErrorM,observerErrorM,lidarComponentX,lidarComponentY,motionComponentX,motionComponentY,speedMps,yawRateRadps
51,4.99950139703287,0.0250915203351165,0.0318436038541864,-0.00796905299304243,0.000734566848122161,0.00223440352421765,0.0305896197766182,1.79444444179535,-0.00268234505357058
52,5.09931369363966,0.0191395457197152,0.0300495069109971,-0.0125945460614665,0.000456753431630638,0.00393692507833966,0.0283198602211106,1.77777779102325,-0.00123087886934049
53,5.19888567876943,0.0229784489785382,0.0322805776820582,-0.00964596610088355,0.00416326032644714,0.0044662441798203,0.0276991472625267,1.74722230434418,-0.00538191468666817
54,5.29900942531427,0.0455658619399378,0.0353854011270897,-0.012662350891957,0.00384216479125613,0.00210719090046546,0.029929888701348,1.77777779102325,-0.00951498307699512
55,5.40013899579509,0.033481763711762,0.0413035970759227,-0.0207767718442402,0.00314473257421918,0.000312593393421638,0.0327306179492316,1.77777779102325,6.13319943446214e-05
56,5.49940725964339,0.0585724062465683,0.0489476502770242,-0.0288767338895009,0.0038888138710133,-0.000771341738337468,0.0350570195657076,1.81015094079913,-0.00263295355188641
57,5.57117041799571,0.0576049912154476,0.0528623146877942,-0.0357642407856487,0.000242521618633874,-0.00211702750295967,0.0366274223826198,1.84166669845581,-0.00408234505357058
58,5.69889992746156,0.062152880336989,0.0644104026572496,-0.0420047708658225,0.00515232064714472,-0.00473820954286107,0.039162134899628,1.88744011051432,-0.00131890373075918
59,5.79957810890871,0.0654147648159693,0.0748550614979315,-0.0365297861718637,0.0209644297451317,-0.00634661158790454,0.0403934383414921,1.90202390636468,0.00286510764790887
60,5.89913977638905,0.075925947028826,0.0838526124894406,-0.0378994762574807,0.0286069273142171,-0.00825882834167694,0.0413972267469821,1.91944444179535,0.00432793317825916
61,5.99996726260466,0.0425912832920338,0.0862867309780095,-0.0422945843215831,0.0278440284459338,-0.00861582318866971,0.0418228038320112,1.93296637121075,0.0127156015989248
62,6.09975570093755,0.0772538138649217,0.0860379981058697,-0.0468510683029027,0.0255611872456227,-0.00745203013899312,0.0411747912830439,1.99689226455236,0.0170007762054889
63,6.20051161985348,0.0586453114759969,0.0846122479319037,-0.0522790285768,0.0243222929993372,-0.00438027157263426,0.0385192284160364,2.03055548667908,0.0197082371355595
64,6.29972607673271,0.0498377058708162,0.0836092432686558,-0.0500730839065032,0.0255706875323128,-0.00494707268087252,0.0373837174975017,2.09121569112018,0.00996777430063811
65,6.40007794933136,0.0760432990528348,0.0871960194319899,-0.053064611355602,0.0225807722261947,-0.00946208824030942,0.0381911771357629,2.06111121177673,0.00988281900271853
66,6.49879380729457,0.112685199569402,0.09756992732008,-0.0655183157873495,0.0233325023987237,-0.0107270495521235,0.0375465473198785,2.10449067641393,0.0211294564122676
67,6.56133444008609,0.0978878420809792,0.0984453737228075,-0.0724373412511951,0.0180376325554414,-0.00933774879691869,0.0367721832414504,2.16040338207221,0.0372411490313231
68,6.68698522681322,0.0850657291612285,0.0933592308827546,-0.078190833952501,0.00615754357273047,-0.00483491490905951,0.0365329361770469,2.20000004768372,0.0479052781403294
69,6.79962240872706,0.0683248994168811,0.0888792888880692,-0.0748771348009081,0.0136901144021207,0.00176605934061661,0.0368490214244744,2.29365856564518,0.0603059934476673
70,6.90041676842468,0.0461022346152134,0.077479935120722,-0.0668877485696002,0.0150709991674298,0.00949610968344023,0.0369790817423825,2.38761932336314,0.0728442835437494
71,6.99941430454293,0.19979738871837,0.0801748540844475,-0.0862581351188768,0.00267781190444034,0.0169035950122802,0.0375435387994154,2.46666669845581,0.088095386279728
72,7.09886228251742,0.154124482371441,0.0914109332644322,-0.112766833773784,-0.0156460359182055,0.0240096810712858,0.0375091848428563,2.66944456100464,0.104699525096495
73,7.19937274233188,0.176465838336131,0.0949947270599738,-0.126492952645735,-0.0315858289772367,0.0316116817586503,0.0362240448613506,2.8224013769266,0.120249552598816
74,7.29950407439566,0.125015673126454,0.0910436521304013,-0.130962272768513,-0.0388359881481683,0.0400597909152861,0.0337680652180033,2.99570732524578,0.138582126121759
75,7.40098831920538,0.0656402139836743,0.0663047120532121,-0.115386422306718,-0.0395543731552194,0.0497091136646479,0.0304516514467484,3.16818391952626,0.159481548759364
76,7.50024394155989,0.0639347115760732,0.0377919004718763,-0.0933766230894147,-0.0409695023407634,0.0583332077140007,0.026819641738948,3.32220964842035,0.166186155130427
77,7.5792383428062,0.124593383799788,0.0322183904453321,-0.077175684816027,-0.0535705473203441,0.0625235669349912,0.0248763522763022,3.45000004768372,0.173138483698003
78,7.68173728542612,0.154146120393407,0.0635108127418517,-0.0613209450791187,-0.0821997844789197,0.0696631743182871,0.0192361888896204,3.66483907757975,0.197135171078815
79,7.79974339656708,0.059829998582064,0.0846489973975695,-0.0415388892432659,-0.0898937611518588,0.0757868534600072,0.0124793992994827,3.87366772306585,0.208329157845701
80,7.89952495048049,0.136845501341124,0.10848432385097,-0.00338474452129346,-0.0774244932259317,0.0834356626003314,0.00420661209516341,3.96745844689992,0.232051220029025
81,8.00001127287745,0.164018736103934,0.155690616967736,0.0451576019289958,-0.0683802295624171,0.0923366044392654,-0.00466003219382875,4.15403881516841,0.251512705200287
82,8.09950193546724,0.288429264904617,0.216762719146859,0.101304259253809,-0.072556207960399,0.0981316167091119,-0.0123669028913852,4.26305874101881,0.259893818052891
84,8.29915549232068,0.306984305352159,0.329049821177467,0.198739916669627,-0.0977797200651463,0.10822182308166,-0.0207459532420201,4.41754793045733,0.269672002698591
85,8.39972253559509,0.054609165601045,0.30850255022315,0.184752748239095,-0.0790704967915116,0.107181979693744,-0.0206767272106542,4.52870647070492,0.265541925788135
86,8.49934807624282,0.337549587651621,0.302814702772498,0.187632972785325,-0.0666625701536888,0.102596817687245,-0.0197369179211607,4.59166669845581,0.271019815274102
87,8.58050750777286,0.143321626789965,0.277531313204382,0.16945688691308,-0.0428295783160723,0.101180652255644,-0.0186506232789074,4.73055553436279,0.273959362809775
89,8.79991102323026,0.318816561802508,0.164283787576781,0.0371156939586658,0.116853478374758,0.0990789349106148,-0.0249809507507324,4.78055572509766,0.278062115079714
90,8.89954773109048,0.259121328354791,0.198343960657328,0.0584238470368999,0.139638667960948,0.101958654651024,-0.0229446745699941,4.86955089034614,0.292020071121999
92,9.09923735126782,0.293688234564524,0.290491424140828,0.16300363980455,0.13132263630891,0.104166462099276,-0.017276011535234,5.05688832336846,0.294969036375139
93,9.19967839086721,0.558882360401839,0.189633836535032,0.0501417052873265,0.131851684542816,0.0980992717123498,-0.0135823096263023,5.09166669845581,0.295037717180165
94,9.29898263593233,0.538974354838058,0.0756080203680955,-0.137540751775182,0.0699628106548666,0.0930376629419789,-0.00884168180596357,5.18611145019531,0.299001281772651
95,9.39982448684323,0.492758015863319,0.163843690173529,-0.256013096640215,0.0236515649574319,0.0933623781433323,-0.00393810728317315,5.27667654716692,0.308717654946429
105,10.3999194912908,0.0773742827199567,0.0849776060418311,-0.140975977288994,0.0467015096833224,0.0848598023622448,0.0171124336961635,6.16823974474593,0.231953827482617
106,10.4993233921751,0.0405900938157494,0.0689319213957666,-0.1009014906503,0.0465249046140907,0.0752220709002256,0.0174449991713872,6.26138850334275,0.207065246323735
107,10.5809739608873,0.0968092062697418,0.0458397398032006,-0.0603098423913618,0.0295877916974225,0.0658360826207184,0.0159164706858535,6.36905680516447,0.180379908202632
108,10.6825660189388,0.113825119848987,0.0536049749550935,-0.00808556629708407,0.00711362703039864,0.0583533455737817,0.0114940021503737,6.477746099325,0.157878092662432
109,10.8006388427745,0.114784402653908,0.0844268502199404,0.0335744558165255,0.0156908542301999,0.0478938490965861,0.00645262799712354,6.60564989177131,0.131300128708462
110,10.8995626934194,0.152943672199505,0.101540460156244,0.0522813142971544,0.0427280552668945,0.0385112859865693,0.00273398798372962,6.71312510018292,0.116120584999255
111,10.9995994854507,0.154066705633272,0.114981928670266,0.0635337334565223,0.070576122009213,0.0285892527191211,-0.00176977408419444,6.82344155717825,0.100720016927525
112,11.0993523139016,0.157001231619584,0.124063642222716,0.0712901125762148,0.0898048262282521,0.019339478209201,-0.00508155282676845,6.94920863427746,0.0853129351147097
113,11.199784117142,0.154187508168401,0.129926881426127,0.0756378712819772,0.103209571419568,0.0129080237641645,-0.0081289584134044,7.04320637465885,0.0699546304592655
114,11.2995785128041,0.179083566869151,0.136919929145812,0.0836777641131869,0.11311882902551,0.00657918516833984,-0.0101601069327161,7.15115816836694,0.0589907357578433
115,11.3999290512065,0.144688611325552,0.138515270939107,0.0916632071224747,0.115145497350093,0.00166008715780416,-0.0127903175928123,7.2913397304526,0.0449199123588018
116,11.4999978276442,0.163257105652444,0.131809969793942,0.104696164959913,0.0997474377177474,-0.00339740776366066,-0.0154138281797548,7.40189559147917,0.030899604925137
117,11.5703603784567,0.237497359210817,0.133506353274264,0.127329580079519,0.0722649198532044,-0.00562856219283388,-0.0173805781362411,7.51118052798932,0.0240903244643322
118,11.63707832774,0.539758847201055,0.163978321295751,0.173363681118924,0.00582109689069029,-0.00989162898203601,-0.0186912215718242,7.63289073966494,0.009339942588316
119,11.7999330740646,0.165481354010438,0.206487681844645,0.214538238204122,-0.0484527172960138,-0.0216311041851675,-0.0251898868064771,7.74601450489444,-0.0069117935369926
120,11.8992111557429,0.172492084201373,0.168833575630949,0.192691940379798,-0.00624485867752045,-0.0273531672271199,-0.0279216323278334,7.8390680834685,-0.0150653811344968
122,12.1000799951389,0.130578762603882,0.123080334721116,0.153731870669936,0.0408084946677785,-0.0311341143233128,-0.0299155027303492,8.06046027757904,-0.0179028963395258
123,12.1993541852822,0.102516901706854,0.100009251678285,0.129370541905906,0.0547795231398078,-0.0322035140773567,-0.0311048690108802,8.16709151392827,-0.017934365221234
126,12.4992931166312,0.0591136375258975,0.0500524852991813,0.0795123123364335,0.051648625256802,-0.0331269774895796,-0.0328481447544011,8.46666717529297,-0.0513385106691971
127,12.5744448543591,0.240235539084683,0.0520185412175816,0.0831096971656672,0.014587752898983,-0.0346565140863647,-0.0335098226854524,8.57187077089476,-0.0489896554944808
129,12.8009368741877,0.0898475866955265,0.0578287505428308,0.0711400009997613,-0.0173482826474905,-0.0503057420754892,-0.0365970416775197,8.80704335413667,-0.0570749552029765
130,12.8992686430557,0.0158356533238135,0.0377052278382916,0.0492303665073491,-0.00109771956883684,-0.0526398549675224,-0.036453324817969,8.90555572509766,-0.0586039968130271
131,12.9995912713338,0.0417878145562838,0.0536403099438502,0.0256106828576678,-0.0063802857307795,-0.0560144534403509,-0.0378101501950528,8.99548910588162,-0.0669717035217504
132,13.1001270719994,0.258716167561417,0.0180503625894468,0.0426326800114712,0.0259576812868806,-0.0569536254407785,-0.0369454243698038,9.07392376969251,-0.0683037130046434
133,13.1988148974932,0.0477085040891619,0.0131757892026339,0.0475961551965275,0.045267108311537,-0.0567535450259843,-0.0357942596666713,9.19478486684071,-0.0695381308573166
134,13.2998996922391,0.0925183011690554,0.0464548630492493,0.0127342836324173,0.0177900410106364,-0.0557005651559638,-0.035451688786285,9.3101701226758,-0.0683439607034263
135,13.4002387473462,0.104131183053245,0.0819631653535266,-0.0198488588344475,-0.000678611707469494,-0.0536068976049604,-0.0356853835041278,9.40132583268394,-0.0669053277212775
136,13.4992948437635,0.10167196241425,0.105661671963688,-0.0462383870361255,-0.00770157668263457,-0.0504112511975806,-0.0349988249002693,9.49537329628846,-0.0654823450535706
138,13.6858775420663,0.24338914427896,0.056273379472131,0.0279526419915124,-0.0182751095597145,-0.0547016368837654,-0.0312340440876839,9.61987304104031,-0.071131718681173
139,13.7997920276493,0.186919165966989,0.0174096515501006,0.073313212442426,0.0183895426919078,-0.058964588837289,-0.028246815130689,9.71454715613733,-0.0696823450535706
140,13.8998627721294,0.196323083584733,0.0443278422367809,0.0752840254765775,0.0697093966121784,-0.0627495218600872,-0.0271905233161012,9.81012465107176,-0.0725119503376302
141,13.9999034404964,0.117965679811429,0.068026101792287,0.0642630848778556,0.0944836879882375,-0.0646469810927056,-0.0264593437279215,9.89906520071632,-0.0696507458992728
142,14.0996581791447,0.0704559036567885,0.0706062635724108,0.0428941271330685,0.0935941655089777,-0.065533477995451,-0.0267146516486944,9.94872933367835,-0.0682823450535706
143,14.1998883243201,0.11691787255221,0.0697501643723207,0.0382662814454055,0.0910130172963644,-0.0685589356384541,-0.0281825651260378,10,-0.069674737007881
144,14.2995925043431,0.0636850995882084,0.0653716772174569,0.038924739413771,0.0867245182677535,-0.0700448387627707,-0.0292342285286664,10.0583333969116,-0.0669261368769928
145,14.4000077623144,0.0707323831032896,0.0674919641056801,0.024666483262484,0.0784144211478073,-0.0716046477783716,-0.029915312247734,10.1083335876465,-0.0696823450535706
146,14.4999837316542,0.0905555871503834,0.0737351099088903,-4.54952509934201e-06,0.0521587936423604,-0.0704715348600565,-0.0304765029024953,10.1555557250977,-0.0655100280827464
147,14.5787431222713,0.185034946179303,0.0850320903696895,-0.00870806772861047,0.00422993056770975,-0.072172062836447,-0.0304719888037255,10.1991713798266,-0.0709063313622518
148,14.65745746921,0.31588433773623,0.114634838080297,0.00839021386446371,-0.063104466857446,-0.0773734922884846,-0.0284505784989376,10.2305613215628,-0.0669761050623259
149,14.8020882021839,0.0172105391878352,0.129511279742829,0.0266027590508119,-0.0910817807251506,-0.0825167984969604,-0.0257371127449977,10.2638893127441,-0.0660168203748802
151,15.0011690981061,0.0210842081905543,0.103111797446021,0.00719639152900634,-0.0418301346464517,-0.086832477409226,-0.0236699347801314,10.3543599709331,-0.0642868952061743
152,15.1024220717275,0.109438117362897,0.119061828980848,-0.0173693077856586,-0.0320451461451762,-0.0882715733087614,-0.0228705680015619,10.3877674780473,-0.0656806711130722
153,15.2025513722971,0.120359911029141,0.138322785788684,-0.0440745249395838,-0.00923473960177309,-0.0908005919619389,-0.0214559485030333,10.3876192371681,-0.0644705829474098
154,15.3025685889604,0.112671539187376,0.152080010852983,-0.0589974849282803,0.0182669130882507,-0.0930527682969591,-0.0212237249314222,10.4186350448181,-0.0657024520264304
155,15.4028432296769,0.142090041257447,0.168615713040851,-0.071701561100778,0.0398420147105841,-0.0958984753935036,-0.021365172318022,10.44873530703,-0.066675878519296
156,15.5034831772303,0.220504334329756,0.193868600262536,-0.0935891370607863,0.0671067041799383,-0.0947214719089766,-0.0210113641431973,10.466667175293,-0.0666042526025703
157,15.5829836045674,0.169148012491612,0.207185907503332,-0.110179666715268,0.0545720698048945,-0.0942439481943176,-0.0208424062336873,10.4833335876465,-0.0660878208165854
158,15.7020986918441,0.178789246856868,0.166433333892631,-0.0652995612937401,-0.00475959306736546,-0.0995360810387959,-0.0182421436179937,10.4972229003906,-0.0678859350627433
159,15.8043111219304,0.079111341924258,0.116532938305637,-0.00804933353013103,-0.0241573464090121,-0.101262933203834,-0.0162256378927216,10.5138893127441,-0.0640823450535706
160,15.9039023186463,0.0594333005300894,0.0970282934926138,0.0142700140500122,-0.0258136804762793,-0.102086635631685,-0.0154508495334632,10.527777671814,-0.063780484711123
161,16.0046117388331,0.0145426421221932,0.0993220023274527,0.0144327843065624,-0.0247468102869167,-0.105276541916715,-0.0154042674947561,10.5444450378418,-0.0668823450535706
162,16.1041952944278,0.0872921961456375,0.116104455839552,-0.00625970913749537,-0.0118293143627395,-0.106559245836404,-0.0155940251765423,10.5611114501953,-0.0679553879609565
163,16.2053247142133,0.0890571283122184,0.138391639513532,-0.0309380852988676,0.00446846045744801,-0.107037765559658,-0.01520390570057,10.5611114501953,-0.0602774452677801
164,16.3040417881014,0.0552001511408912,0.151502769538851,-0.042793121617408,0.00962877526353181,-0.108604763684641,-0.0152229973894709,10.5611114501953,-0.0640823450535706
165,16.4041239809308,0.0672611345381941,0.157330122734181,-0.0483676830772501,0.0024964247084906,-0.108482568741521,-0.014769330820288,10.591667175293,-0.0590993594254775
166,16.5055507327565,0.11191299427538,0.169159363464331,-0.0618358990678009,-0.00464332084395445,-0.106279356398691,-0.0141278934377007,10.591667175293,-0.0603037726864493
167,16.5621542457833,0.313986798882265,0.168885641980305,-0.0547904889862553,-0.0375464135380462,-0.10620902199712,-0.0134591034121322,10.625,-0.0608579767246851
168,16.652066722966,0.424568564373252,0.209193208876879,-0.0411828767533924,-0.137465878754033,-0.105247465575968,-0.0119329751480286,10.6388893127441,-0.0631282502029154
170,16.9060434989032,0.143211194813809,0.165158980531922,-0.011288765303275,-0.110718981123064,-0.102799442539194,-0.00870346258437901,10.6694450378418,-0.0686737414619727
171,17.0055350564864,0.082400504060547,0.114120409946441,-9.61135667513083e-05,-0.0393037723685438,-0.10386358629935,-0.00777343170358478,10.7027778625488,-0.070076672078933
172,17.1055159161528,0.0772872162910155,0.109986057851984,-0.00423401337538089,-0.000890421695590865,-0.105418627773753,-0.00767863193520594,10.7160336826564,-0.0720931578903261
173,17.2055859964622,0.062214005824919,0.118210862856266,-0.00960363608672618,0.0211982567793355,-0.107832347755501,-0.00768385090710887,10.7464445359352,-0.0724823450535706
174,17.3050747155398,0.147003179309719,0.141194977492808,-0.0274445893135543,0.0413256910966964,-0.109841859425656,-0.00833448713972025,10.7798756641428,-0.0714568216355375
175,17.4059277391193,0.171909305984292,0.18029249525064,-0.0626544963683272,0.0558075031369941,-0.111451549856653,-0.00898266202321498,10.7805557250977,-0.0724823450535706
176,17.5059842495275,0.134486822527884,0.20005760965055,-0.0791548943791864,0.0680119284128714,-0.1122516080429,-0.00981861036252839,10.7944450378418,-0.0724823450535706
177,17.577731478096,0.567793685952295,0.257150169506911,-0.140851766570402,0.0496771366067567,-0.113196577117818,-0.00987338381123916,10.8108637335832,-0.0735055936714113
178,17.6822980989856,0.255218770832057,0.316804347721322,-0.204152216349432,-0.0261404478172618,-0.111079765704576,-0.00536781947383682,10.8583335876465,-0.0710823450535706
179,17.8045080603781,0.0695831769851662,0.273655841253516,-0.161070257899684,-0.0611946199127487,-0.105186538380271,-0.00200755403147426,10.8583335876465,-0.0734995841744466
180,17.9053561117997,0.108197790108806,0.239527914777285,-0.136433617083232,-0.0403179866079964,-0.0997625842434064,0.000501090940969301,10.8713089456843,-0.0724823450535706
181,18.0057413084619,0.170227631909801,0.234069117129222,-0.137704680539683,-0.0236068007732991,-0.0955104653060507,0.00361230454391426,10.8877417756147,-0.0701064862410876
182,18.1052282163381,0.293800679041195,0.257314481993028,-0.161668470738843,-0.0448168303782115,-0.0927313566786378,0.00619488714053054,10.9183926560226,-0.0682823450535706
183,18.2066715645547,0.404146218884288,0.313138148548038,-0.215070587962182,-0.0755554825997409,-0.0908428347345263,0.00868273116546854,10.9657056858638,-0.0659605154128244
184,18.3052897458321,0.103003248890231,0.311572094631849,-0.219973284383374,-0.0600112808344906,-0.0875708764334337,0.0100721322781476,10.9972229003906,-0.0650810586877107
185,18.4056978231001,0.171603451858174,0.27503004339803,-0.1894179774423,-0.0213142310803566,-0.0854233328074054,0.0110852082957479,11.0600979723092,-0.064503620708303
186,18.506058850637,0.126175881645633,0.257335777356102,-0.171545508435486,0.005242750310052,-0.0852477482805795,0.011485585486366,11.1083335876465,-0.0664405038586017
187,18.5804350828576,0.546524185443978,0.279039339322335,-0.190791046969685,-0.0443100351708082,-0.0863846988907198,0.012115055928583,11.1397445376167,-0.0639907206269365
188,18.7057935380732,0.104174651836846,0.258634297306511,-0.159854064760229,-0.10108028931313,-0.0839703665939421,0.0148186054629815,11.1861114501953,-0.057479588698678
189,18.8071244425719,0.0701522508063479,0.17310117999251,-0.0809469070203757,-0.0758999244209294,-0.0815695840317968,0.0162956320781739,11.25,-0.0509661152882403
190,18.904939776885,0.0649401333930061,0.133702370412155,-0.0422222082403567,-0.0684358428341165,-0.0810038755830702,0.0165537738473596,11.3083333969116,-0.0462831598336066
