frame,time,mode,fullPose,directionalPose,measurementType,reason,mappingErrorM,pvaErrorM,yawErrorDeg,candidateMappingErrorM,sourceComponents,registrationSeconds
11,1.00110747592308,per_frame_negative,1,0,fullPose,accepted,0.0247133050023737,0.0248200166014574,-0.0385442085197257,0.0247133050023737,25,0.023017
11,1.00110747592308,per_frame_zero,1,0,fullPose,accepted,0.0247025943733565,0.0248092598123187,-0.0385038169025769,0.0247025943733565,25,0.020311
11,1.00110747592308,lidar_only_recursive,1,0,fullPose,accepted,0.0247154616847409,0.0248221981112036,-0.0385535292723907,0.0247154616847409,25,0.019862
12,1.09932750687244,per_frame_positive,1,0,fullPose,accepted,0.0456589467846543,0.0457940811186171,-0.0938934153793153,0.0456589467846543,25,0.022906
12,1.09932750687244,per_frame_negative,1,0,fullPose,accepted,0.0456707514405627,0.0458058787012259,-0.0939410625385394,0.0456707514405627,25,0.022023
12,1.09932750687244,per_frame_zero,1,0,fullPose,accepted,0.0456588940844742,0.0457940283283835,-0.0938930753718114,0.0456588940844742,25,0.020699
12,1.09932750687244,lidar_only_recursive,1,0,fullPose,accepted,0.0456589209131627,0.0457940550701911,-0.0938931123136996,0.0456589209131627,25,0.020748
13,1.1998355002191,per_frame_positive,1,0,fullPose,accepted,0.0418707221449806,0.0419727982367014,-0.0697403856348616,0.0418707221449806,22,0.023399
13,1.1998355002191,per_frame_negative,1,0,fullPose,accepted,0.0418719131941724,0.0419739898045431,-0.069745455106058,0.0418719131941724,22,0.023823
13,1.1998355002191,per_frame_zero,1,0,fullPose,accepted,0.0418708262009988,0.0419729018976118,-0.0697402401507182,0.0418708262009988,22,0.020785
13,1.1998355002191,lidar_only_recursive,1,0,fullPose,accepted,0.0418785986635781,0.0419806704825093,-0.0697633697935766,0.0418785986635781,22,0.019767
14,1.30017228829188,per_frame_positive,1,0,fullPose,accepted,0.0428200586719216,0.0429371179039579,-0.0987624801780695,0.0428200586719216,23,0.021666
14,1.30017228829188,per_frame_negative,1,0,fullPose,accepted,0.0428231473356259,0.0429402034168147,-0.0987742869891901,0.0428231473356259,23,0.02166
14,1.30017228829188,per_frame_zero,1,0,fullPose,accepted,0.0428205443265731,0.0429376027877937,-0.0987642497010399,0.0428205443265731,23,0.019797
14,1.30017228829188,lidar_only_recursive,1,0,fullPose,accepted,0.0428094100692549,0.0429264653307207,-0.0987206503683667,0.0428094100692549,23,0.01904
15,1.40011696184408,per_frame_positive,1,0,fullPose,accepted,0.0385230156336402,0.0385433682440891,-0.0844724773690385,0.0385230156336402,25,0.022802
15,1.40011696184408,per_frame_negative,1,0,fullPose,accepted,0.0385269596909023,0.0385473101593063,-0.0844910565623915,0.0385269596909023,25,0.021852
15,1.40011696184408,per_frame_zero,1,0,fullPose,accepted,0.0385232123358451,0.0385435642944708,-0.0844726639541161,0.0385232123358451,25,0.020291
15,1.40011696184408,lidar_only_recursive,1,0,fullPose,accepted,0.0385258857696414,0.0385462401805345,-0.0844888267858059,0.0385258857696414,25,0.019577
16,1.500786810402,per_frame_positive,1,0,fullPose,accepted,0.0939006744539836,0.0939645438750902,0.0243525282884085,0.0939006744539836,27,0.022611
16,1.500786810402,per_frame_negative,1,0,fullPose,accepted,0.0218725217885178,0.0220257192312132,-0.150658010418222,0.0218725217885178,27,0.024369
16,1.500786810402,per_frame_zero,1,0,fullPose,accepted,0.0218659431009622,0.0220191364261936,-0.150602360782714,0.0218659431009622,27,0.020091
16,1.500786810402,lidar_only_recursive,1,0,fullPose,accepted,0.0218746664447603,0.0220278657749143,-0.15062637156265,0.0218746664447603,27,0.020268
17,1.57549928812889,per_frame_positive,1,0,fullPose,accepted,0.0311914224857725,0.0323130915019894,0.00586351877869898,0.0311914224857725,25,0.022733
17,1.57549928812889,per_frame_negative,1,0,fullPose,accepted,0.0311909065205837,0.0323120211151235,0.0058659701752915,0.0311909065205837,25,0.024323
17,1.57549928812889,per_frame_zero,1,0,fullPose,accepted,0.0311876496301323,0.0323088553789549,0.0058814258413848,0.0311876496301323,25,0.02053
17,1.57549928812889,lidar_only_recursive,1,0,fullPose,accepted,0.0311956447137081,0.0323165045946486,0.00583691537185334,0.0311956447137081,25,0.019292
18,1.65633070789942,per_frame_positive,1,0,fullPose,accepted,0.139475572268271,0.141270911243291,0.0583736172851828,0.139475572268271,23,0.021291
18,1.65633070789942,per_frame_negative,1,0,fullPose,accepted,0.139468375671595,0.141263671920765,0.0583650822563901,0.139468375671595,23,0.022673
18,1.65633070789942,per_frame_zero,1,0,fullPose,accepted,0.0960320271562326,0.0977357407560594,-0.00407852653527328,0.0960320271562326,23,0.020259
18,1.65633070789942,lidar_only_recursive,1,0,fullPose,accepted,0.0960352374110137,0.0977389679064678,-0.00407476678799699,0.0960352374110137,23,0.020155
19,1.79961184337568,per_frame_positive,1,0,fullPose,accepted,0.121341344734946,0.122013589941769,0.112420294240411,0.121341344734946,20,0.029577
19,1.79961184337568,per_frame_negative,1,0,fullPose,accepted,0.0390261070930177,0.0387899915211771,-0.0624017061694204,0.0390261070930177,20,0.021109
19,1.79961184337568,per_frame_zero,1,0,fullPose,accepted,0.0390133060426933,0.0387771904333934,-0.0623621329801337,0.0390133060426933,20,0.018802
19,1.79961184337568,lidar_only_recursive,1,0,fullPose,accepted,0.121341150393307,0.122013395145561,0.112418855845167,0.121341150393307,20,0.020497
20,1.89930433627326,per_frame_positive,1,0,fullPose,accepted,0.0817996183011771,0.0827522039664653,0.110012868382611,0.0817996183011771,23,0.021273
20,1.89930433627326,per_frame_negative,1,0,fullPose,accepted,0.0484740051605539,0.049121791010517,-0.132872914068133,0.0484740051605539,23,0.022214
20,1.89930433627326,per_frame_zero,1,0,fullPose,accepted,0.0197066516941269,0.0203276443940058,-0.0331244805849774,0.0197066516941269,23,0.019164
20,1.89930433627326,lidar_only_recursive,1,0,fullPose,accepted,0.0818055797813717,0.0827581729727023,0.110022690124519,0.0818055797813717,23,0.020132
21,1.99968899340895,per_frame_positive,1,0,fullPose,accepted,0.0783814055009288,0.0791346059509987,-0.0387220471017071,0.0783814055009288,24,0.021511
21,1.99968899340895,per_frame_negative,1,0,fullPose,accepted,0.023625707508221,0.0236999261864506,-0.18936506265041,0.023625707508221,24,0.022484
21,1.99968899340895,per_frame_zero,1,0,fullPose,accepted,0.0236254639103055,0.0236997201801765,-0.189352799058127,0.0236254639103055,24,0.021704
21,1.99968899340895,lidar_only_recursive,1,0,fullPose,accepted,0.0236254640011773,0.0236997202736943,-0.189352797888981,0.0236254640011773,24,0.021705
22,2.0993672330735,per_frame_positive,1,0,fullPose,accepted,0.0276088555348849,0.0281286498479804,-0.113102016779125,0.0276088555348849,29,0.020942
22,2.0993672330735,per_frame_negative,1,0,fullPose,accepted,0.0276065375992167,0.0281258936740864,-0.11314372808734,0.0276065375992167,29,0.023327
22,2.0993672330735,per_frame_zero,1,0,fullPose,accepted,0.0276060445175178,0.0281253735214894,-0.11313403558493,0.0276060445175178,29,0.019467
22,2.0993672330735,lidar_only_recursive,1,0,fullPose,accepted,0.0276064953763537,0.0281258120449343,-0.113147871912013,0.0276064953763537,29,0.020134
23,2.20011879636184,per_frame_positive,1,0,fullPose,accepted,0.0852574138691222,0.0858963485498019,0.00114088469207665,0.0852574138691222,28,0.020531
23,2.20011879636184,per_frame_negative,1,0,fullPose,accepted,0.085251582040545,0.0858904831310853,0.00113098092788667,0.085251582040545,28,0.022377
23,2.20011879636184,per_frame_zero,1,0,fullPose,accepted,0.0536137425219959,0.0540823824932397,-0.0491879836824745,0.0536137425219959,28,0.020608
23,2.20011879636184,lidar_only_recursive,1,0,fullPose,accepted,0.0536149601547223,0.0540836088295218,-0.049188372454141,0.0536149601547223,28,0.020239
24,2.29986766709318,per_frame_positive,1,0,fullPose,accepted,0.0757369210318647,0.0763371167489378,-0.217260961333483,0.0757369210318647,24,0.021947
24,2.29986766709318,per_frame_negative,1,0,fullPose,accepted,0.0517621554318397,0.0517409846574261,-0.311801546687278,0.0517621554318397,24,0.023703
24,2.29986766709318,per_frame_zero,1,0,fullPose,accepted,0.051761592047626,0.0517404905739339,-0.31177828480665,0.051761592047626,24,0.020943
24,2.29986766709318,lidar_only_recursive,1,0,fullPose,accepted,0.075731257866705,0.0763315321587621,-0.217224951794527,0.075731257866705,24,0.019802
25,2.39972715196075,per_frame_positive,1,0,fullPose,accepted,0.0400395292359362,0.0391771660211342,-0.0476026379437051,0.0400395292359362,31,0.021315
25,2.39972715196075,per_frame_negative,1,0,fullPose,accepted,0.0400423865225393,0.0391799594294701,-0.0476116969171276,0.0400423865225393,31,0.022831
25,2.39972715196075,per_frame_zero,1,0,fullPose,accepted,0.0400375306937894,0.0391752160193692,-0.0475962195354282,0.0400375306937894,31,0.020234
25,2.39972715196075,lidar_only_recursive,1,0,fullPose,accepted,0.040042177830594,0.0391797560780926,-0.0476110133736633,0.040042177830594,31,0.020437
26,2.49945517199059,per_frame_positive,1,0,fullPose,accepted,0.031114353885525,0.0298768051305807,-0.115813705425478,0.031114353885525,24,0.021038
26,2.49945517199059,per_frame_negative,1,0,fullPose,accepted,0.0389798684393116,0.0379182491408292,-0.135247347248458,0.0389798684393116,24,0.021018
26,2.49945517199059,per_frame_zero,1,0,fullPose,accepted,0.0311074196406376,0.0298698874701138,-0.115777523339293,0.0311074196406376,24,0.018807
26,2.49945517199059,lidar_only_recursive,1,0,fullPose,accepted,0.0311109798925792,0.0298734359817724,-0.115789206522558,0.0311109798925792,24,0.018862
27,2.56185423536358,per_frame_positive,1,0,fullPose,accepted,0.111653332054131,0.110998297019834,0.097905236663883,0.111653332054131,26,0.021477
27,2.56185423536358,per_frame_negative,1,0,fullPose,accepted,0.0654727781550605,0.0648524922291732,0.00953409374485338,0.0654727781550605,26,0.02213
27,2.56185423536358,per_frame_zero,1,0,fullPose,accepted,0.0654697695365987,0.0648494811729851,0.00953404498023278,0.0654697695365987,26,0.0202
27,2.56185423536358,lidar_only_recursive,1,0,fullPose,accepted,0.0654688494132026,0.0648485661221185,0.00953259964679922,0.0654688494132026,26,0.020715
28,2.69884937333735,per_frame_positive,1,0,fullPose,accepted,0.0881829952228288,0.0906263219677794,0.122787289111016,0.0881829952228288,26,0.021541
28,2.69884937333735,per_frame_negative,1,0,fullPose,accepted,0.0582867102111881,0.0553521086421121,-0.0828137498062484,0.0582867102111881,26,0.022517
28,2.69884937333735,per_frame_zero,1,0,fullPose,accepted,0.058277830419372,0.0553431401979616,-0.0827659919443836,0.058277830419372,26,0.019434
28,2.69884937333735,lidar_only_recursive,1,0,fullPose,accepted,0.0881830709946449,0.0906263970442976,0.122784506511128,0.0881830709946449,26,0.020092
29,2.80011666049517,per_frame_positive,1,0,fullPose,accepted,0.0474315300398752,0.0473196600355466,-0.0605764648460909,0.0474315300398752,28,0.022188
29,2.80011666049517,per_frame_negative,1,0,fullPose,accepted,0.0474332206663401,0.0473213161212124,-0.0605813931380118,0.0474332206663401,28,0.022223
29,2.80011666049517,per_frame_zero,1,0,fullPose,accepted,0.0474305307722252,0.0473186009738925,-0.0605783287927071,0.0474305307722252,28,0.019841
29,2.80011666049517,lidar_only_recursive,1,0,fullPose,accepted,0.0474318010561816,0.0473199281821429,-0.0605770493804909,0.0474318010561816,28,0.020947
30,2.89948734012308,per_frame_positive,1,0,fullPose,accepted,0.0576441025891546,0.0592824216900129,0.104781009510385,0.0576441025891546,27,0.021656
30,2.89948734012308,per_frame_negative,1,0,fullPose,accepted,0.0454826644317624,0.0432037771646624,-0.0662241095036746,0.0454826644317624,27,0.022672
30,2.89948734012308,per_frame_zero,1,0,fullPose,accepted,0.0454811244678297,0.0432022326655451,-0.0662177586702767,0.0454811244678297,27,0.020147
30,2.89948734012308,lidar_only_recursive,1,0,fullPose,accepted,0.0454825318636151,0.0432036436254962,-0.0662231721791214,0.0454825318636151,27,0.020402
31,2.99980634214198,per_frame_positive,1,0,fullPose,accepted,0.0400411638739335,0.0413822777014024,0.0367842129381905,0.0400411638739335,25,0.021992
31,2.99980634214198,per_frame_negative,1,0,fullPose,accepted,0.0400352146543999,0.041375866949,0.0367496305453652,0.0400352146543999,25,0.022463
31,2.99980634214198,per_frame_zero,1,0,fullPose,accepted,0.04003947770006,0.0413804828136285,0.0367788024241561,0.04003947770006,25,0.020435
31,2.99980634214198,lidar_only_recursive,1,0,fullPose,accepted,0.0414611945230022,0.0396697686598105,-0.113366681374779,0.0414611945230022,25,0.021021
32,3.09880677664998,per_frame_positive,1,0,fullPose,accepted,0.0317691484652209,0.0302335160742588,-0.0910046810424745,0.0317691484652209,29,0.021853
32,3.09880677664998,per_frame_negative,1,0,fullPose,accepted,0.0315625216625789,0.0301336222428072,-0.0920425306324992,0.0315625216625789,29,0.023375
32,3.09880677664998,per_frame_zero,1,0,fullPose,accepted,0.0317686048697514,0.0302329926827032,-0.0910018511963368,0.0317686048697514,29,0.020232
32,3.09880677664998,lidar_only_recursive,1,0,fullPose,accepted,0.0317706123660042,0.0302349227046696,-0.0910118879896435,0.0317706123660042,29,0.02075
33,3.19947641315354,per_frame_positive,1,0,fullPose,accepted,0.0354138273180154,0.0380878002252549,0.0739473650137165,0.0354138273180154,27,0.021249
33,3.19947641315354,per_frame_negative,1,0,fullPose,accepted,0.0613780951630328,0.0588524402400041,-0.0775351522862494,0.0613780951630328,27,0.022552
33,3.19947641315354,per_frame_zero,1,0,fullPose,accepted,0.0613757662843269,0.0588501422966661,-0.07751994084607,0.0613757662843269,27,0.019681
33,3.19947641315354,lidar_only_recursive,1,0,fullPose,accepted,0.0613672728809128,0.0588417172578227,-0.077511782002064,0.0613672728809128,27,0.018967
34,3.29912658923988,per_frame_positive,1,0,fullPose,accepted,0.0534109627225337,0.0563023310091306,0.0257113157492461,0.0534109627225337,23,0.021439
34,3.29912658923988,per_frame_negative,1,0,fullPose,accepted,0.00828165214617465,0.00695832158518966,-0.0498029153923669,0.00828165214617465,23,0.023282
34,3.29912658923988,per_frame_zero,1,0,fullPose,accepted,0.00827540895662093,0.00695511307641962,-0.0497968055629555,0.00827540895662093,23,0.019233
34,3.29912658923988,lidar_only_recursive,1,0,fullPose,accepted,0.00828506459267627,0.00695871333424702,-0.0498078592296941,0.00828506459267627,23,0.020049
35,3.3994090096613,per_frame_positive,1,0,fullPose,accepted,0.045392953177807,0.0481094179481891,0.230329568701613,0.045392953177807,26,0.020962
35,3.3994090096613,per_frame_negative,1,0,fullPose,accepted,0.044308318298906,0.0413844312550366,0.0253917164432669,0.044308318298906,26,0.021356
35,3.3994090096613,per_frame_zero,1,0,fullPose,accepted,0.0443038281710845,0.0413799724306184,0.025409667789986,0.0443038281710845,26,0.019391
35,3.3994090096613,lidar_only_recursive,1,0,fullPose,accepted,0.0443036224376383,0.0413797669991754,0.0254105786599067,0.0443036224376383,26,0.020819
36,3.49925963867291,per_frame_positive,1,0,fullPose,accepted,0.0469803296752636,0.050337757723579,0.132585998026162,0.0469803296752636,26,0.021181
36,3.49925963867291,per_frame_negative,1,0,fullPose,accepted,0.0240340675908407,0.0213885584237453,0.0209357422390297,0.0240340675908407,26,0.021547
36,3.49925963867291,per_frame_zero,1,0,fullPose,accepted,0.0240327440376245,0.0213873244724529,0.0209398440093655,0.0240327440376245,26,0.019912
36,3.49925963867291,lidar_only_recursive,1,0,fullPose,accepted,0.0240380033716825,0.0213922410058606,0.0209240325870864,0.0240380033716825,26,0.019848
37,3.57495953963439,per_frame_positive,1,0,fullPose,accepted,0.0355248031626885,0.046013797711844,0.0453743160994272,0.0355248031626885,25,0.021838
37,3.57495953963439,per_frame_negative,1,0,fullPose,accepted,0.0355249360583619,0.0460140249985341,0.0453703656656336,0.0355249360583619,25,0.022401
37,3.57495953963439,per_frame_zero,1,0,fullPose,accepted,0.0347935390989246,0.0452071015468685,0.0443811260564681,0.0347935390989246,25,0.020738
37,3.57495953963439,lidar_only_recursive,1,0,fullPose,accepted,0.0347935465208628,0.0452070854201357,0.0443820602401345,0.0347935465208628,25,0.019927
38,3.69884593822158,per_frame_positive,1,0,fullPose,accepted,0.0184911917433014,0.0218687232951312,-0.0770894158720901,0.0184911917433014,28,0.022253
38,3.69884593822158,per_frame_negative,1,0,fullPose,accepted,0.0184893515554218,0.0218666924401071,-0.0770900197036532,0.0184893515554218,28,0.024958
38,3.69884593822158,per_frame_zero,1,0,fullPose,accepted,0.0184881352204458,0.0218652131814974,-0.0770796057434299,0.0184881352204458,28,0.027663
38,3.69884593822158,lidar_only_recursive,1,0,fullPose,accepted,0.018491346650481,0.0218689559517261,-0.0770928530842014,0.018491346650481,28,0.020997
39,3.80007568257803,per_frame_positive,1,0,fullPose,accepted,0.0675134818641834,0.0695831565272932,0.141060175442841,0.0675134818641834,23,0.020947
39,3.80007568257803,per_frame_negative,1,0,fullPose,accepted,0.0744615080940878,0.0727917220704758,-0.0382634953147263,0.0744615080940878,23,0.023627
39,3.80007568257803,per_frame_zero,1,0,fullPose,accepted,0.0744580632782692,0.0727883761073897,-0.0382519489481857,0.0744580632782692,23,0.019486
39,3.80007568257803,lidar_only_recursive,1,0,fullPose,accepted,0.0744592936169158,0.0727895698076285,-0.0382566466496887,0.0744592936169158,23,0.019809
40,3.89908649645848,per_frame_positive,1,0,fullPose,accepted,0.0625341083783834,0.0664552561347775,0.208735845941973,0.0625341083783834,20,0.020662
40,3.89908649645848,per_frame_negative,1,0,fullPose,accepted,0.0799636827146331,0.0766786888840366,0.0177580165559716,0.0799636827146331,20,0.021619
40,3.89908649645848,per_frame_zero,1,0,fullPose,accepted,0.0799633389369599,0.0766783562969192,0.0177603016587129,0.0799633389369599,20,0.020584
40,3.89908649645848,lidar_only_recursive,1,0,fullPose,accepted,0.0799690652074573,0.0766838945018354,0.0177358704864936,0.0799690652074573,20,0.018959
41,4.00030373403299,per_frame_positive,1,0,fullPose,accepted,0.0192540215390732,0.0209782096266041,0.0357447980388917,0.0192540215390732,26,0.023144
41,4.00030373403299,per_frame_negative,1,0,fullPose,accepted,0.0192516818881084,0.0209758732124501,0.0357267876604925,0.0192516818881084,26,0.023307
41,4.00030373403299,per_frame_zero,1,0,fullPose,accepted,0.0192492981624914,0.020973488561776,0.0357349038786538,0.0192492981624914,26,0.020683
41,4.00030373403299,lidar_only_recursive,1,0,fullPose,accepted,0.0304879733058308,0.0289843697969184,-0.0584460707158005,0.0304879733058308,26,0.02016
42,4.10020445780172,per_frame_positive,1,0,fullPose,accepted,0.0270722956711924,0.0253021677483773,-0.047065444721002,0.0270722956711924,27,0.02182
42,4.10020445780172,per_frame_negative,1,0,fullPose,accepted,0.0270699256184715,0.0252998015370047,-0.0470824411336325,0.0270699256184715,27,0.023994
42,4.10020445780172,per_frame_zero,1,0,fullPose,accepted,0.0270719082531364,0.0253017805887049,-0.0470682645721321,0.0270719082531364,27,0.020012
42,4.10020445780172,lidar_only_recursive,1,0,fullPose,accepted,0.0270709095684772,0.0253007827322,-0.0470752884427062,0.0270709095684772,27,0.020167
43,4.20008894025792,per_frame_positive,1,0,fullPose,accepted,0.0386977985818893,0.0407304117872107,0.105986516117767,0.0386977985818893,31,0.020867
43,4.20008894025792,per_frame_negative,1,0,fullPose,accepted,0.00599836264440933,0.00498366782397461,0.0417558171847392,0.00599836264440933,31,0.021962
43,4.20008894025792,per_frame_zero,1,0,fullPose,accepted,0.00599423327336997,0.00497966157453191,0.0417515800623621,0.00599423327336997,31,0.019165
43,4.20008894025792,lidar_only_recursive,1,0,fullPose,accepted,0.00600049261747895,0.00498519279775625,0.041754718388641,0.00600049261747895,31,0.02001
44,4.30009813305904,per_frame_positive,1,0,fullPose,accepted,0.0330904209947031,0.0310780165763134,0.105279007183985,0.0330904209947031,20,0.019712
44,4.30009813305904,per_frame_negative,1,0,fullPose,accepted,0.0330881382343682,0.0310757378569054,0.105282895072451,0.0330881382343682,20,0.021378
44,4.30009813305904,per_frame_zero,1,0,fullPose,accepted,0.0330880229640342,0.0310756232818376,0.105283071481942,0.0330880229640342,20,0.019093
44,4.30009813305904,lidar_only_recursive,1,0,fullPose,accepted,0.0330879884381356,0.0310755890000426,0.105283121507054,0.0330879884381356,20,0.019039
45,4.39958215463379,per_frame_positive,1,0,fullPose,accepted,0.0583288164662139,0.055255757822739,0.112480375690175,0.0583288164662139,25,0.019297
45,4.39958215463379,per_frame_negative,1,0,fullPose,accepted,0.0583331081361461,0.0552600616247699,0.112442864331159,0.0583331081361461,25,0.022288
45,4.39958215463379,per_frame_zero,1,0,fullPose,accepted,0.0583331030348068,0.0552600565105411,0.112442901280376,0.0583331030348068,25,0.019733
45,4.39958215463379,lidar_only_recursive,1,0,fullPose,accepted,0.0583341823353763,0.0552611401540968,0.112450060784712,0.0583341823353763,25,0.018757
46,4.49928543835649,per_frame_positive,1,0,fullPose,accepted,0.013842156146229,0.0174845890846725,-0.0214772661559522,0.013842156146229,28,0.020388
46,4.49928543835649,per_frame_negative,1,0,fullPose,accepted,0.0138457444097672,0.0174884439572249,-0.0215156963708036,0.0138457444097672,28,0.023041
46,4.49928543835649,per_frame_zero,1,0,fullPose,accepted,0.0138376366642059,0.0174801610765762,-0.0214850504952677,0.0138376366642059,28,0.019359
46,4.49928543835649,lidar_only_recursive,1,0,fullPose,accepted,0.0138451396078645,0.0174878175698991,-0.0215124142850561,0.0138451396078645,28,0.02076
47,4.5683208422274,per_frame_positive,1,0,fullPose,accepted,0.0410547242448157,0.0273596047537178,0.0697358411340621,0.0410547242448157,21,0.021064
