frame,time,mode,fullPose,directionalPose,measurementType,reason,mappingErrorM,pvaErrorM,yawErrorDeg,candidateMappingErrorM,sourceComponents,registrationSeconds
292,29.0994906536846,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.0025084274855,27.0270038765932,-2.90770895828039,27.0025084274855,38,0.020024
293,29.1986411685001,per_frame_positive,1,0,fullPose,accepted,0.514983322031693,0.481323527164186,2.21623078671631,0.514983322031693,35,0.022676
293,29.1986411685001,per_frame_negative,1,0,fullPose,accepted,0.514970413384657,0.481310576127582,2.21616476031196,0.514970413384657,35,0.021379
293,29.1986411685001,per_frame_zero,1,0,fullPose,accepted,0.514982793649448,0.481322719949833,2.21623302345009,0.514982793649448,35,0.021396
293,29.1986411685001,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.0862667253122,27.1223996134396,-2.90805521342052,27.0862667253122,35,0.020469
294,29.2988101708298,per_frame_positive,1,0,fullPose,accepted,0.00952969211971436,0.0286722426561832,0.42237244714776,0.00952969211971436,33,0.023193
294,29.2988101708298,per_frame_negative,1,0,fullPose,accepted,0.00951378728932673,0.0286818498576504,0.422377357225662,0.00951378728932673,33,0.021444
294,29.2988101708298,per_frame_zero,1,0,fullPose,accepted,0.00951721519002118,0.0286797832224754,0.422375142413039,0.00951721519002118,33,0.020784
294,29.2988101708298,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.1998042515274,27.2336493280082,-2.54860107409092,27.1998042515274,33,0.020157
295,29.3992437964639,per_frame_positive,1,0,fullPose,accepted,0.0260140845970383,0.0334284739994485,0.446845846849645,0.0260140845970383,36,0.022614
295,29.3992437964639,per_frame_negative,1,0,fullPose,accepted,0.02601702714754,0.0334315669394764,0.446852012464281,0.02601702714754,36,0.021916
295,29.3992437964639,per_frame_zero,1,0,fullPose,accepted,0.0260143377701395,0.0334277200263455,0.446841251979864,0.0260143377701395,36,0.02089
295,29.3992437964639,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.3249982107394,27.3528724934957,-1.93554028511218,27.3249982107394,36,0.021614
296,29.4988489229879,per_frame_positive,0,0,rejected,inconsistentClasses,0.640312423976002,0.668660623105071,2,0.329300133002584,36,0.022154
296,29.4988489229879,per_frame_negative,1,0,fullPose,accepted,0.25347814379883,0.22325469975707,-0.559122877732897,0.25347814379883,36,0.022091
296,29.4988489229879,per_frame_zero,1,0,fullPose,accepted,0.253478711391292,0.223255448430375,-0.55910354108177,0.253478711391292,36,0.021369
296,29.4988489229879,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.4181712016216,27.4514032542529,-1.50944053502711,27.4181712016216,36,0.020523
297,29.5742305326,per_frame_positive,1,0,fullPose,accepted,0.278851797731034,0.383291574252562,0.448410112978387,0.278851797731034,35,0.021879
297,29.5742305326,per_frame_negative,1,0,fullPose,accepted,0.27884775873863,0.383287538490559,0.448389972577085,0.27884775873863,35,0.023426
297,29.5742305326,per_frame_zero,1,0,fullPose,accepted,0.278847926649232,0.383287706262156,0.448390804489799,0.278847926649232,35,0.023294
297,29.5742305326,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.4346505525734,27.5308312867007,-1.16900035648327,27.4346505525734,35,0.020485
298,29.6955724147218,per_frame_positive,1,0,fullPose,accepted,0.110091575042989,0.119061505091107,-0.426595470050113,0.110091575042989,41,0.023343
298,29.6955724147218,per_frame_negative,1,0,fullPose,accepted,0.129531407752274,0.0509814664999794,0.0787329542786337,0.129531407752274,41,0.022343
298,29.6955724147218,per_frame_zero,1,0,fullPose,accepted,0.108222508714417,0.0274003795572199,0.244712745256445,0.108222508714417,41,0.021194
298,29.6955724147218,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.59201337116,27.6696830081915,-0.434406467490729,27.59201337116,41,0.02215
299,29.8002110283567,per_frame_positive,1,0,fullPose,accepted,0.0987374952522938,0.0920149340545177,-0.397746474874479,0.0987374952522938,36,0.021938
299,29.8002110283567,per_frame_negative,1,0,fullPose,accepted,0.137730289707255,0.121964001288003,0.172435801778625,0.137730289707255,36,0.02158
299,29.8002110283567,per_frame_zero,1,0,fullPose,accepted,0.137727888419092,0.121961550187989,0.172428471351853,0.137727888419092,36,0.020708
299,29.8002110283567,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.7446549210984,27.7592184470032,-0.290513062637373,27.7446549210984,36,0.021457
300,29.8989311466914,per_frame_positive,1,0,fullPose,accepted,0.0598933765084458,0.0654238547200948,-0.228614145642638,0.0598933765084458,36,0.021126
300,29.8989311466914,per_frame_negative,1,0,fullPose,accepted,0.093796702431843,0.0593629830853981,0.345292615917913,0.093796702431843,36,0.020709
300,29.8989311466914,per_frame_zero,1,0,fullPose,accepted,0.0937954178547994,0.0593614917743941,0.345303557766375,0.0937954178547994,36,0.019689
300,29.8989311466914,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.8322196092666,27.8641511064209,0.071026718194482,27.8322196092666,36,0.020732
301,29.9993922721938,per_frame_positive,1,0,fullPose,accepted,0.0379854988568149,0.0463026729028363,-0.0219256452905792,0.0379854988568149,44,0.02281
301,29.9993922721938,per_frame_negative,1,0,fullPose,accepted,0.0893649046529249,0.0618853058329695,0.505997110920717,0.0893649046529249,44,0.02152
301,29.9993922721938,per_frame_zero,1,0,fullPose,accepted,0.0342905087190246,0.0432491653214596,-0.0342623332268216,0.0342905087190246,44,0.020587
301,29.9993922721938,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,27.9256018071035,27.9512152429244,0.202966914279181,27.9256018071035,44,0.02199
302,30.0993071628465,per_frame_positive,1,0,fullPose,accepted,0.0671458705268128,0.0793367483190052,-0.0729809076060205,0.0671458705268128,35,0.022175
302,30.0993071628465,per_frame_negative,1,0,fullPose,accepted,0.0905767332840408,0.0624003096794,0.529332057067711,0.0905767332840408,35,0.021003
302,30.0993071628465,per_frame_zero,1,0,fullPose,accepted,0.0671444563240443,0.0793355407101241,-0.0729837702888282,0.0671444563240443,35,0.020033
302,30.0993071628465,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.0077161097855,28.0344666184772,0.288180468891988,28.0077161097855,35,0.02224
303,30.1990148480106,per_frame_positive,1,0,fullPose,accepted,0.024873342908845,0.0566460150675715,-0.111354113901417,0.024873342908845,33,0.021538
303,30.1990148480106,per_frame_negative,1,0,fullPose,accepted,0.0811691302699051,0.0567368972289018,0.510651463125552,0.0811691302699051,33,0.021137
303,30.1990148480106,per_frame_zero,1,0,fullPose,accepted,0.0248743670958097,0.0566496802058196,-0.111356011487628,0.0248743670958097,33,0.018745
303,30.1990148480106,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.0904872594996,28.1211711347072,0.315992636119839,28.0904872594996,33,0.021699
304,30.2989402018592,per_frame_positive,1,0,fullPose,accepted,0.0272687950731378,0.0270430975852521,-0.126173357686209,0.0272687950731378,37,0.021266
304,30.2989402018592,per_frame_negative,1,0,fullPose,accepted,0.0272630877886791,0.0270395429808315,-0.126184076729843,0.0272630877886791,37,0.021357
304,30.2989402018592,per_frame_zero,1,0,fullPose,accepted,0.0272608204057571,0.0270417837560741,-0.126171483718925,0.0272608204057571,37,0.019982
304,30.2989402018592,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.1964454560533,28.2280614528245,0.752692094935613,28.1964454560533,37,0.020661
305,30.3989248336324,per_frame_positive,1,0,fullPose,accepted,0.0482347827278117,0.0779944346413247,0.0175151899379621,0.0482347827278117,37,0.020447
305,30.3989248336324,per_frame_negative,1,0,fullPose,accepted,0.0503048153138284,0.0792056450012983,0.00706608804206741,0.0503048153138284,37,0.020514
305,30.3989248336324,per_frame_zero,1,0,fullPose,accepted,0.0482382092588435,0.0779957433704984,0.0174852521910438,0.0482382092588435,37,0.019753
305,30.3989248336324,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.2929985071607,28.3248324993062,1.00038759088856,28.2929985071607,37,0.020539
306,30.4987037776288,per_frame_positive,1,0,fullPose,accepted,0.0403750673836884,0.0709336812592003,0.0894318072646842,0.0403750673836884,43,0.021704
306,30.4987037776288,per_frame_negative,1,0,fullPose,accepted,0.0403766776784116,0.0709345259131058,0.0894243821327489,0.0403766776784116,43,0.02323
306,30.4987037776288,per_frame_zero,1,0,fullPose,accepted,0.0403787264450099,0.0709366838003905,0.0894290634440776,0.0403787264450099,43,0.021376
306,30.4987037776288,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.3748111439562,28.4095940767654,0.924281147121442,28.3748111439562,43,0.021429
307,30.5603922468378,per_frame_positive,1,0,fullPose,accepted,0.530071730035084,0.542869903584575,0.549805996165943,0.530071730035084,37,0.020236
307,30.5603922468378,per_frame_negative,1,0,fullPose,accepted,0.629687989700092,0.642614604578961,0.0268304676303728,0.629687989700092,37,0.021473
307,30.5603922468378,per_frame_zero,1,0,fullPose,accepted,0.530400050898168,0.543187861596462,0.542885363451729,0.530400050898168,37,0.021331
307,30.5603922468378,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.4424976108246,28.4544930292875,0.782493657408783,28.4424976108246,37,0.020532
308,30.6989999316808,per_frame_positive,1,0,fullPose,accepted,0.0969333418824312,0.119136050758376,0.169039532624904,0.0969333418824312,39,0.021656
308,30.6989999316808,per_frame_negative,1,0,fullPose,accepted,0.0969249517442023,0.119127661231368,0.168975609161455,0.0969249517442023,39,0.023039
308,30.6989999316808,per_frame_zero,1,0,fullPose,accepted,0.0969253860404269,0.11912814994177,0.168981727144918,0.0969253860404269,39,0.020365
308,30.6989999316808,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.5697656625303,28.6004608395044,1.13987856885304,28.5697656625303,39,0.02189
309,30.7988283214173,per_frame_positive,1,0,fullPose,accepted,0.0459908169726401,0.0473028569084148,0.336590128961448,0.0459908169726401,40,0.022875
309,30.7988283214173,per_frame_negative,1,0,fullPose,accepted,0.146924605241065,0.119425280142693,-0.266775368779748,0.146924605241065,40,0.022721
309,30.7988283214173,per_frame_zero,1,0,fullPose,accepted,0.0459909185417525,0.0472987553213228,0.336579947544567,0.0459909185417525,40,0.020687
309,30.7988283214173,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.660240688096,28.6932328715354,1.12338833580154,28.660240688096,40,0.022521
310,30.8983807841414,per_frame_positive,1,0,fullPose,accepted,0.0681995537990094,0.105190046701557,0.317685028147539,0.0681995537990094,39,0.021683
310,30.8983807841414,per_frame_negative,1,0,fullPose,accepted,0.117953062627662,0.0993705368284281,-0.311229357345502,0.117953062627662,39,0.022429
310,30.8983807841414,per_frame_zero,1,0,fullPose,accepted,0.0682016515691439,0.105191558316078,0.317678845495474,0.0682016515691439,39,0.020897
310,30.8983807841414,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.7609322552786,28.7999628466184,1.21279546216982,28.7609322552786,39,0.020666
311,31.0000850856412,per_frame_positive,1,0,fullPose,accepted,0.153809562382963,0.165120112105691,0.59823214770302,0.153809562382963,36,0.020386
311,31.0000850856412,per_frame_negative,1,0,fullPose,accepted,0.177128277447413,0.190954076687233,0.404096278497206,0.177128277447413,36,0.024122
311,31.0000850856412,per_frame_zero,1,0,fullPose,accepted,0.177127822171625,0.190953615678272,0.404096650803255,0.177127822171625,36,0.021199
311,31.0000850856412,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.8897710432044,28.905858505022,1.17522790001397,28.8897710432044,36,0.021895
312,31.1008980787979,per_frame_positive,1,0,fullPose,accepted,0.129368007486202,0.129915970465964,0.697232014604767,0.129368007486202,40,0.025534
312,31.1008980787979,per_frame_negative,1,0,fullPose,accepted,0.00775495385934781,0.0131863747601128,-0.197283824483099,0.00775495385934781,40,0.023363
312,31.1008980787979,per_frame_zero,1,0,fullPose,accepted,0.00775372114485979,0.0131852421947761,-0.19728543466804,0.00775372114485979,40,0.023866
312,31.1008980787979,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.9896349477264,28.9947980791981,0.769186773166778,28.9896349477264,40,0.022765
313,31.1991556040862,per_frame_positive,1,0,fullPose,accepted,0.128983367310293,0.132779584465545,0.682364602790458,0.128983367310293,41,0.022675
313,31.1991556040862,per_frame_negative,1,0,fullPose,accepted,0.0178665518114103,0.0339976170931834,-0.208256359854279,0.0178665518114103,41,0.021941
313,31.1991556040862,per_frame_zero,1,0,fullPose,accepted,0.140454135152317,0.161690918266651,0.304373167818439,0.140454135152317,41,0.022686
313,31.1991556040862,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.0670055983221,29.0955519590822,0.699203848466228,29.0670055983221,41,0.022468
314,31.2976921876219,per_frame_positive,1,0,fullPose,accepted,0.130369935712219,0.156128515811019,0.451707755634277,0.130369935712219,36,0.021336
314,31.2976921876219,per_frame_negative,1,0,fullPose,accepted,0.0609064959626164,0.0391439579135215,-0.0721901650326124,0.0609064959626164,36,0.022104
314,31.2976921876219,per_frame_zero,1,0,fullPose,accepted,0.0602210846083979,0.0382070556729374,-0.0704497429883265,0.0602210846083979,36,0.021158
314,31.2976921876219,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.160569784724,29.2087612495933,0.872901175279368,29.160569784724,36,0.02049
315,31.3997519705696,per_frame_positive,1,0,fullPose,accepted,0.111493264258012,0.125665357518791,0.487205539865302,0.111493264258012,36,0.022135
315,31.3997519705696,per_frame_negative,1,0,fullPose,accepted,0.0142934641755068,0.020523796874444,-0.0480395905506391,0.0142934641755068,36,0.022217
315,31.3997519705696,per_frame_zero,1,0,fullPose,accepted,0.0142923903603251,0.0205261498266461,-0.0480375507116903,0.0142923903603251,36,0.019672
315,31.3997519705696,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.3092134008092,29.3297080633685,1.03618206644233,29.3092134008092,36,0.021812
316,31.4988528089418,per_frame_positive,1,0,fullPose,accepted,0.12208518087576,0.125951202222458,0.707385877756527,0.12208518087576,39,0.021939
316,31.4988528089418,per_frame_negative,1,0,fullPose,accepted,0.0277620375346844,0.0095796053764691,-0.00463160954325787,0.0277620375346844,39,0.022078
316,31.4988528089418,per_frame_zero,1,0,fullPose,accepted,0.0268892513334002,0.00835259561383827,0.00112869781168162,0.0268892513334002,39,0.020466
316,31.4988528089418,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.3997917302137,29.4323866691365,1.10290687960915,29.3997917302137,39,0.022049
317,31.5968962560526,per_frame_positive,1,0,fullPose,accepted,0.123099268110107,0.201652667469647,0.505774230630074,0.123099268110107,36,0.02083
317,31.5968962560526,per_frame_negative,1,0,fullPose,accepted,0.0276324105604266,0.105397717707705,-0.0166260371988169,0.0276324105604266,36,0.023346
317,31.5968962560526,per_frame_zero,1,0,fullPose,accepted,0.0276314090260822,0.105397347746268,-0.0166242866102229,0.0276314090260822,36,0.020565
317,31.5968962560526,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.4671948832931,29.570444694577,0.780599573818213,29.4671948832931,36,0.021774
318,31.6988440188462,per_frame_positive,1,0,fullPose,accepted,0.171311540756548,0.181472608416798,0.760390899568449,0.171311540756548,39,0.022765
318,31.6988440188462,per_frame_negative,1,0,fullPose,accepted,0.0832107664352428,0.109046819144195,-0.124312730469986,0.0832107664352428,39,0.021814
318,31.6988440188462,per_frame_zero,1,0,fullPose,accepted,0.0118153808909558,0.0416350086973535,-0.076909224245058,0.0118153808909558,39,0.020081
318,31.6988440188462,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.6145172350145,29.6473165209136,1.00866655195819,29.6145172350145,39,0.021075
319,31.7993237143979,per_frame_positive,1,0,fullPose,accepted,0.13355253811851,0.141054649868841,0.762094753047313,0.13355253811851,35,0.02134
319,31.7993237143979,per_frame_negative,1,0,fullPose,accepted,0.0592213256563883,0.0871454127384368,-0.0179017677579054,0.0592213256563883,35,0.021425
319,31.7993237143979,per_frame_zero,1,0,fullPose,accepted,0.0592142130082749,0.0871378816012734,-0.0178926128468931,0.0592142130082749,35,0.020326
319,31.7993237143979,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.7292970415721,29.7556912292082,1.02163954144741,29.7292970415721,35,0.021239
320,31.8990758324903,per_frame_positive,1,0,fullPose,accepted,0.14675269463649,0.159928973197534,0.769862356600564,0.14675269463649,44,0.022173
320,31.8990758324903,per_frame_negative,1,0,fullPose,accepted,0.0745123577211119,0.103753403331103,-0.0411077569070654,0.0745123577211119,44,0.023064
320,31.8990758324903,per_frame_zero,1,0,fullPose,accepted,0.034611941643408,0.0662369878598228,-0.019584602890343,0.034611941643408,44,0.020575
320,31.8990758324903,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.8302375769043,29.8600224549526,0.787136885226139,29.8302375769043,44,0.021218
321,31.9992529850437,per_frame_positive,1,0,fullPose,accepted,0.20447607005229,0.216595899743081,0.825849229728918,0.20447607005229,32,0.019566
321,31.9992529850437,per_frame_negative,1,0,fullPose,accepted,0.151975640419705,0.171801630132475,0.000350970407916822,0.151975640419705,32,0.019937
321,31.9992529850437,per_frame_zero,1,0,fullPose,accepted,0.151964872186414,0.171790957827013,0.000358114268618352,0.151964872186414,32,0.020211
321,31.9992529850437,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.9508879446549,29.9783055973516,1.04498432277124,29.9508879446549,32,0.022209
322,32.0986336063378,per_frame_positive,1,0,fullPose,accepted,0.187954546242374,0.201346625355723,0.746500336885962,0.187954546242374,41,0.02215
322,32.0986336063378,per_frame_negative,1,0,fullPose,accepted,0.0675775381425805,0.0948284002384196,-0.00710525014821101,0.0675775381425805,41,0.021944
322,32.0986336063378,per_frame_zero,1,0,fullPose,accepted,0.0675678402358514,0.0948204168162822,-0.00709429119088479,0.0675678402358514,41,0.020937
322,32.0986336063378,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.102202481753,30.1379510907037,1.87372748524925,30.102202481753,41,0.024711
323,32.1991815348985,per_frame_positive,1,0,fullPose,accepted,0.105689592139702,0.0904538939541765,0.835086542662482,0.105689592139702,37,0.024965
323,32.1991815348985,per_frame_negative,1,0,fullPose,accepted,0.0215235555609691,0.0128738581341121,0.081955074199201,0.0215235555609691,37,0.022173
323,32.1991815348985,per_frame_zero,1,0,fullPose,accepted,0.0215184585858746,0.012878981574063,0.0819533876507066,0.0215184585858746,37,0.018922
323,32.1991815348985,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.1462474732841,30.1747281120303,0.445988184361423,30.1462474732841,37,0.021238
324,32.2987833073475,per_frame_positive,1,0,fullPose,accepted,0.133531088041862,0.118613591727722,0.877579623523907,0.133531088041862,38,0.022369
324,32.2987833073475,per_frame_negative,1,0,fullPose,accepted,0.0410939662418683,0.00560829649912667,0.186582724708503,0.0410939662418683,38,0.022925
324,32.2987833073475,per_frame_zero,1,0,fullPose,accepted,0.0410939590598102,0.00560833276136905,0.186582558793837,0.0410939590598102,38,0.021658
324,32.2987833073475,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.2626880555333,30.2966131924891,0.643612831006313,30.2626880555333,38,0.019437
325,32.3997886037455,per_frame_positive,1,0,fullPose,accepted,0.141433845350564,0.145056115124463,0.910084090418356,0.141433845350564,43,0.022118
325,32.3997886037455,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.625006668363904,-2,0.0335933541256587,43,0.022859
325,32.3997886037455,per_frame_zero,0,0,rejected,inconsistentClasses,0,0.0214700367896761,0,0.0335823914922216,43,0.02
325,32.3997886037455,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.4314231556953,30.4516917774178,1.56066586359603,30.4314231556953,43,0.022458
326,32.4988990002025,per_frame_positive,1,0,fullPose,accepted,0.118129064705113,0.118483323296238,0.889034668146595,0.118129064705113,44,0.021863
326,32.4988990002025,per_frame_negative,1,0,fullPose,accepted,0.0236278160459436,0.0505814257828089,0.225139281508161,0.0236278160459436,44,0.022518
326,32.4988990002025,per_frame_zero,1,0,fullPose,accepted,0.0236137626856956,0.0505700174756098,0.225154281660403,0.0236137626856956,44,0.019998
326,32.4988990002025,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.4885927571494,30.5210244092406,0.767824609122606,30.4885927571494,44,0.020808
327,32.5975534097245,per_frame_positive,1,0,fullPose,accepted,0.0972276688081395,0.121998427019973,0.875374021906846,0.0972276688081395,43,0.022823
327,32.5975534097245,per_frame_negative,1,0,fullPose,accepted,0.0411674161466158,0.113290816710965,0.18495943824156,0.0411674161466158,43,0.021625
327,32.5975534097245,per_frame_zero,1,0,fullPose,accepted,0.0411559446616433,0.113287148825596,0.184975576778469,0.0411559446616433,43,0.022829
327,32.5975534097245,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.5816243689007,30.6705374580752,0.83305055433376,30.5816243689007,43,0.02178
328,32.6988586856629,per_frame_positive,1,0,fullPose,accepted,0.0366692028375612,0.0248811358917578,0.31156790620086,0.0366692028375612,41,0.021708
328,32.6988586856629,per_frame_negative,1,0,fullPose,accepted,0.0366716977551278,0.0248820641119087,0.31156693870699,0.0366716977551278,41,0.02191
328,32.6988586856629,per_frame_zero,1,0,fullPose,accepted,0.0366738597860951,0.0248802508538997,0.311577933163912,0.0366738597860951,41,0.020989
328,32.6988586856629,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.712856628319,30.7458904529397,0.885864486988839,30.712856628319,41,0.020802
329,32.7996869602438,per_frame_positive,1,0,fullPose,accepted,0.059392838518491,0.0525377807452524,0.352852937830868,0.059392838518491,50,0.021976
329,32.7996869602438,per_frame_negative,1,0,fullPose,accepted,0.0593914888528425,0.0525395866806397,0.352809397295124,0.0593914888528425,50,0.021565
329,32.7996869602438,per_frame_zero,1,0,fullPose,accepted,0.0339691276460099,0.0112853073723101,0.117160173698663,0.0339691276460099,50,0.020383
329,32.7996869602438,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.8329277855246,30.8546655125185,0.987087135718362,30.8329277855246,50,0.021219
330,32.8993944099984,per_frame_positive,1,0,fullPose,accepted,0.144254815006721,0.160294171277371,0.764372821044925,0.144254815006721,40,0.021856
330,32.8993944099984,per_frame_negative,1,0,fullPose,accepted,0.0287734132557206,0.0209978845173483,0.206847722067221,0.0287734132557206,40,0.02148
330,32.8993944099984,per_frame_zero,1,0,fullPose,accepted,0.0287745750608235,0.0209994266246771,0.20683923824345,0.0287745750608235,40,0.019884
330,32.8993944099984,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.9442507091473,30.9700421137931,1.34816771128239,30.9442507091473,40,0.020512
331,32.9997637831643,per_frame_positive,1,0,fullPose,accepted,0.155278535486916,0.177176007724831,1.03422035130003,0.155278535486916,43,0.028277
331,32.9997637831643,per_frame_negative,1,0,fullPose,accepted,0.108733255381833,0.128522439274483,0.66542114854116,0.108733255381833,43,0.02732
331,32.9997637831643,per_frame_zero,1,0,fullPose,accepted,0.108731897671453,0.128521139111587,0.665418261196382,0.108731897671453,43,0.026766
331,32.9997637831643,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.0535337003613,31.0743423239937,1.42526138026185,31.0535337003613,43,0.022274
332,33.0996502664987,per_frame_positive,0,0,rejected,inconsistentClasses,0.640312423976002,0.657228933704484,2,0.175631191323601,39,0.029641
332,33.0996502664987,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.623819750574921,-2,0.175601845062772,39,0.03027
332,33.0996502664987,per_frame_zero,0,0,rejected,inconsistentClasses,0,0.0234622239956464,0,0.175602832994753,39,0.028794
332,33.0996502664987,lidar_only_recursive,0,0,rejected,insufficientOverlap,31.1755089320815,31.1977686188134,1.38928982968169,31.3135061784643,39,0.027119
333,33.1995561888908,per_frame_positive,1,0,fullPose,accepted,0.194125365001073,0.203356710295854,0.977988919095584,0.194125365001073,44,0.022788
333,33.1995561888908,per_frame_negative,1,0,fullPose,accepted,0.100263398034887,0.108426158500918,0.415089074694673,0.100263398034887,44,0.023008
333,33.1995561888908,per_frame_zero,1,0,fullPose,accepted,0.0489980375598653,0.0643146082848029,0.211504994401584,0.0489980375598653,44,0.020866
333,33.1995561888908,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.2307804851029,31.2543744482422,0.997984441484317,31.2307804851029,44,0.020943
334,33.2988064992928,per_frame_positive,1,0,fullPose,accepted,0.186478209331117,0.222115509760938,0.939207822968014,0.186478209331117,40,0.027899
334,33.2988064992928,per_frame_negative,1,0,fullPose,accepted,0.172324520419419,0.194154139914137,0.169458820227544,0.172324520419419,40,0.026409
334,33.2988064992928,per_frame_zero,1,0,fullPose,accepted,0.172324299153891,0.194153924138478,0.169458798471583,0.172324299153891,40,0.025982
334,33.2988064992928,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.3228900641567,31.3568345194955,0.995445676923005,31.3228900641567,40,0.020929
335,33.3987655913038,per_frame_positive,1,0,fullPose,accepted,0.157346183199006,0.175008968938855,0.799451346120803,0.157346183199006,40,0.023284
335,33.3987655913038,per_frame_negative,1,0,fullPose,accepted,0.157350673924994,0.175012781822743,0.799463996786768,0.157350673924994,40,0.022874
335,33.3987655913038,per_frame_zero,1,0,fullPose,accepted,0.15734648391028,0.175009224412655,0.799452191758692,0.15734648391028,40,0.022176
335,33.3987655913038,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.4303302634182,31.4648597226069,1.09786370291206,31.4303302634182,40,0.020987
336,33.4990191322612,per_frame_positive,1,0,fullPose,accepted,0.210693357437283,0.187634787789949,-0.6321026828641,0.210693357437283,38,0.022117
336,33.4990191322612,per_frame_negative,1,0,fullPose,accepted,0.268286487981001,0.279912799716342,1.38443321442045,0.268286487981001,38,0.021784
336,33.4990191322612,per_frame_zero,1,0,fullPose,accepted,0.210693254045294,0.187634688143805,-0.632103740055477,0.210693254045294,38,0.022832
336,33.4990191322612,lidar_only_recursive,0,0,rejected,insufficientOverlap,31.5543125134526,31.5853186585478,1.15589392626006,31.7232612910134,38,0.033071
337,33.5962587052157,per_frame_positive,1,0,fullPose,accepted,0.116166186498354,0.154550480183718,0.922408274185694,0.116166186498354,41,0.023601
337,33.5962587052157,per_frame_negative,1,0,fullPose,accepted,0.0295607732316201,0.0680000392492583,0.298818944066326,0.0295607732316201,41,0.021524
337,33.5962587052157,per_frame_zero,1,0,fullPose,accepted,0.0295596026930018,0.0679948369930837,0.298817317873857,0.0295596026930018,41,0.02069
337,33.5962587052157,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.5839632771172,31.6529403762419,0.914710945295435,31.5839632771172,41,0.021175
338,33.7000618480014,per_frame_positive,1,0,fullPose,accepted,0.0943585645320106,0.103610801074448,0.487231823617968,0.0943585645320106,41,0.021677
338,33.7000618480014,per_frame_negative,1,0,fullPose,accepted,0.0859680435575695,0.0704314455174972,-0.276259142989901,0.0859680435575695,41,0.021013
338,33.7000618480014,per_frame_zero,1,0,fullPose,accepted,0.0859708574943024,0.0704343337123022,-0.276221996329697,0.0859708574943024,41,0.021544
338,33.7000618480014,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.7482901255499,31.7650344744289,0.936020628047931,31.7482901255499,41,0.02079
339,33.7995444524626,per_frame_positive,1,0,fullPose,accepted,0.228507889712371,0.244652352264166,1.23263893897495,0.228507889712371,40,0.020269
339,33.7995444524626,per_frame_negative,1,0,fullPose,accepted,0.0853064494621498,0.0610180125685937,-0.10549505278538,0.0853064494621498,40,0.020915
339,33.7995444524626,per_frame_zero,1,0,fullPose,accepted,0.0853025843506089,0.0610138395638232,-0.105460122745995,0.0853025843506089,40,0.019213
339,33.7995444524626,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.8356438767464,31.8594811272568,0.864297941326178,31.8356438767464,40,0.019198
