frame,pillar,fine,baseline,oldProbability,distributionScore,concentration,continuity,robustHeight,coreCount,elapsed
101,4839,0,0,0.755288422107697,0.42075835053597,0.444223107569721,0.947177990892631,2.4360796302557,223,0.002613
101,4925,0,1,0.709525883197784,0.235127646161724,0.648648648648649,0.362488454499324,2.33648855686188,24,0.002613
101,5025,0,1,0.774415135383606,0.212223509297127,0.585365853658537,0.362548495049259,2.32437826395035,24,0.002613
101,5027,0,0,0.719929397106171,0.462181529885174,0.482587064676617,0.957716366050721,2.58481792807579,97,0.002613
101,5462,1,1,1,0.898571776675237,0.917431192660551,0.979443236576008,3.64831787347794,300,0.002613
101,5934,0,0,0.562779903411865,0.386649764777399,0.397769516728625,0.972044735748788,3.63315580487251,107,0.002613
101,6227,0,1,0.753985106945038,0.610945788733087,0.636363636363636,0.960057668009136,3.10004016160965,77,0.002613
101,6546,0,1,1,0.59300660045836,0.673202614379085,0.880873882234263,2.20086315870285,103,0.002613
101,9142,0,1,0.804717123508453,0.459322838358383,0.571428571428571,0.80381496712717,5.20506324768066,24,0.002613
111,1934,0,1,0.83501398563385,0.416157265557719,0.52,0.800302433764844,3.26865782737732,52,0.002468
111,3329,0,0,0.655178427696228,0.317403666643067,0.4,0.793509166607667,2.38214668035507,48,0.002468
111,3415,0,0,0.67856240272522,0.390700881364206,0.441860465116279,0.884217784140045,1.85595474168658,19,0.002468
111,3426,0,1,0.817848443984985,0.736253180939743,0.790697674418605,0.931143728835557,2.03889237642288,34,0.002468
111,3528,0,0,0.797454714775085,0.390818113760523,0.411764705882353,0.949129704846984,2.5867172986269,63,0.002468
111,3539,0,0,0.77402800321579,0.337212292862959,0.411609498680739,0.819252942276036,3.33742214441299,156,0.002468
111,3566,0,1,1,0.730013032141292,0.769230769230769,0.949016941783679,2.12209576368332,60,0.002468
111,4139,0,1,0.630097031593323,0.213579163330394,0.477178423236515,0.44758763793587,4.25590178370476,115,0.002468
111,4220,0,1,0.652924716472626,0.640504808467085,0.681159420289855,0.94031556987721,2.92481073141098,47,0.002468
111,4532,0,0,0.531487464904785,0.347324359376731,0.395705521472393,0.877734427572205,4.37547733783722,129,0.002468
111,4661,1,1,1,0.884671235662109,0.911854103343465,0.970189455109446,3.55456072092056,300,0.002468
111,5343,0,1,1,0.779850721988698,0.806083650190114,0.96745632020296,2.51613854169846,212,0.002468
111,6438,0,0,0.830571889877319,0.617609477093703,0.765432098765432,0.929351800967328,1.3023220539093,62,0.002468
111,7834,1,1,0.822610139846802,0.335175455183972,0.505747126436782,0.662733286386489,3.75939252376556,44,0.002468
111,8434,0,1,0.713193297386169,0.587275982181342,0.681818181818182,0.861338107199302,2.72934174537659,30,0.002468
111,8534,0,1,0.711929142475128,0.630296966484743,0.727272727272727,0.866658328916521,2.52089447975159,32,0.002468
111,9133,1,1,1,0.671518608359766,0.735294117647059,0.913265307369282,2.75115674734116,25,0.002468
121,635,0,1,1,0.648740418459434,0.869565217391304,0.746051481228349,1.73275643587112,20,0.0017
121,1314,0,0,0.760413408279419,0.46425653313122,0.511627906976744,0.907410496574657,2.87719051837921,22,0.0017
121,3325,0,0,0.7181276679039,0.505353000749278,0.60952380952381,0.829094766854285,4.72477526664734,64,0.0017
121,3326,0,0,0.890716016292572,0.568997992729531,0.679611650485437,0.837239903587738,6.12353479862213,70,0.0017
121,3461,0,0,0.792027175426483,0.497849173884767,0.713178294573643,0.698071124251467,1.69616132378578,92,0.0017
121,4043,0,1,1,0.733319720822128,0.751633986928105,0.975634063354658,2.49749052524567,230,0.0017
121,4737,0,1,0.704850554466248,0.228796457942748,0.631578947368421,0.362261058409351,3.36074469089508,84,0.0017
121,6533,0,1,0.85944789648056,0.483111495130521,0.503105590062112,0.960258650814986,2.99816960692406,81,0.0017
121,7233,0,1,0.797526597976685,0.402960550162905,0.424,0.950378656044587,2.9231008887291,53,0.0017
121,7831,0,1,0.835755825042725,0.698282129897248,0.75,0.931042839862998,2.31767948269844,39,0.0017
131,2025,0,1,0.893480181694031,0.554038897962152,0.68,0.814763085238459,3.16764161586761,34,0.001237
131,2060,0,0,1,0.562350294483811,0.621212121212121,0.905246815510525,1.75075699090958,41,0.001237
131,2642,0,1,1,0.697073778677236,0.732673267326733,0.951411508735146,2.40286381244659,74,0.001237
131,5133,0,0,0.738509654998779,0.539686886016231,0.55893536121673,0.965562251852169,3.25658505558968,147,0.001237
131,5233,0,0,0.689098596572876,0.525848551910443,0.554307116104869,0.948659211892488,3.32212827205658,148,0.001237
131,6432,0,1,0.773829579353333,0.399296696416282,0.581395348837209,0.686790317836004,2.92023357748985,75,0.001237
131,8540,0,0,0.703069150447845,0.347338205396448,0.4,0.868345513491119,2.89349718093872,26,0.001237
131,8640,0,0,0.675246894359589,0.326368993283444,0.4375,0.745986270362158,3.16786317825317,28,0.001237
141,1140,0,1,1,0.660612397283438,0.717948717948718,0.920138696216218,2.41351898908615,28,0.001114
141,3733,1,1,0.802177488803864,0.611086207041053,0.635036496350365,0.962285176604877,2.61068230271339,87,0.001114
141,4444,1,1,1,0.97283401159242,0.989417989417989,0.983238653427633,2.8032169342041,374,0.001114
141,4933,0,1,0.65318888425827,0.552662162510869,0.622340425531915,0.888038346598661,2.1660796046257,117,0.001114
141,7042,0,0,0.717995643615723,0.334084528582146,0.413173652694611,0.808581395264036,2.867027592659,69,0.001114
151,2131,1,1,0.818039536476135,0.325453999009251,0.743589743589744,0.437679515908993,1.99151094555854,29,0.001108
151,2843,1,1,1,0.866392947812104,0.904109589041096,0.958283108943691,2.80096409320831,66,0.001108
151,3432,1,1,0.753447890281677,0.292586808211221,0.527027027027027,0.555164713016163,3.7375240087509,78,0.001108
151,5443,1,1,0.641147792339325,0.65861020072889,0.668348045397226,0.98542997958115,2.50729620456696,530,0.001108
151,6762,1,1,1,0.966163259164337,1,0.966163259164337,3.57590329647064,63,0.001108
161,529,0,0,1,0.653791199381119,0.75,0.871721599174826,2.08023735880852,15,0.002173
161,1131,0,1,1,0.654313029323589,0.851851851851852,0.768106599640735,2.5592148065567,23,0.002173
161,1141,0,1,1,0.735845116400935,0.91304347826087,0.805925603677215,3.1270155608654,21,0.002173
161,3643,0,0,0.800193607807159,0.353939539849949,0.41025641025641,0.86272762838425,2.89456635713577,160,0.002173
161,3743,0,0,0.668302416801453,0.373200970157828,0.441025641025641,0.846211502102052,3.28430247306824,172,0.002173
161,4963,1,1,1,0.964464973392994,0.992248062015504,0.971999855997626,2.63704096078873,128,0.002173
171,1941,1,1,0.858681261539459,0.318935644940132,0.448598130841121,0.710960708512378,3.0745626091957,48,0.000933
171,3162,1,1,1,0.947920410248555,0.983606557377049,0.963719083752698,3.5195540189743,60,0.000933
171,9127,0,1,0.896279156208038,0.474862304816072,0.595238095238095,0.797768672091001,5.85651877522469,25,0.000933
181,1260,0,1,1,0.751173556168337,1,0.751173556168337,3.26545672416687,16,0.001273
181,6763,1,1,0.735598564147949,0.901139079514754,0.964285714285714,0.934514600978264,3.29983894824982,54,0.001273
181,7366,0,0,0.768256902694702,0.347354381847764,0.421052631578947,0.82496665688844,4.79640452861786,48,0.001273
181,7429,1,1,0.825541019439697,0.581257612960144,0.670103092783505,0.86741520703283,5.1580203473568,65,0.001273
191,3344,0,0,0.890306293964386,0.877580294964838,0.904761904761905,0.969957168119032,3.2051472902298,133,0.002064
191,3444,1,1,0.890306293964386,0.890801745922978,0.918367346938776,0.969984123338354,3.21937224268913,135,0.002064
191,4863,1,1,0.582681238651276,0.9531667972675,1,0.9531667972675,2.11960974037647,104,0.002064
191,4967,0,0,0.781825482845306,0.162591420402319,0.348214285714286,0.466929207309223,2.66278331577778,39,0.002064
191,5367,0,1,0.696937561035156,0.325161060508703,0.425438596491228,0.764296100989528,2.71953240633011,97,0.002064
191,5529,0,0,0.691788196563721,0.0698854219385469,0.439024390243902,0.159183461082246,2.59511674642563,18,0.002064
191,5730,0,0,0.698147833347321,0.402052795679513,0.666666666666667,0.60307919351927,4.01670303344727,76,0.002064
191,5731,0,0,0.819549143314362,0.514197087261186,0.776785714285714,0.661954870956929,3.99948637485504,87,0.002064
201,1444,0,1,1,0.74566719450544,0.862068965517241,0.86497394562631,2.74486044049263,25,0.001243
201,2963,0,0,0.805741250514984,0.34650219182364,0.72,0.4812530441995,3.29256329536438,18,0.001243
201,3467,0,1,0.837554454803467,0.346989895457857,0.540540540540541,0.641931306597035,6.3250675201416,40,0.001243
201,3830,0,0,0.734367907047272,0.335689655976951,0.574468085106383,0.584348660404322,3.58668001890183,81,0.001243
201,3831,0,0,0.744371771812439,0.372238978320388,0.635714285714286,0.585544460279263,5.47559989094734,89,0.001243
201,5979,0,1,0.509196996688843,0.332449237414411,0.523809523809524,0.634675816882057,3.6377765417099,22,0.001243
201,6043,1,1,1,0.964198420806151,0.987096774193548,0.976802321731722,3.14708999991417,153,0.001243
201,6481,0,1,0.714782476425171,0.254721789967133,0.592592592592593,0.429843020569536,6.80077164173126,16,0.001243
211,1467,0,0,0.745889544487,0.27345657463087,0.431034482758621,0.634419253143617,5.76788812875748,25,0.001419
211,1731,1,1,0.644641757011414,0.355110909352271,0.454545454545455,0.781244000574995,9.62603405117989,45,0.001419
211,3943,1,1,1,0.951285778709237,0.976525821596244,0.974153225312825,3.69818985462189,208,0.001419
211,6974,0,1,1,0.781994770429066,0.821428571428571,0.951993633565819,3.37964000701904,46,0.001419
221,1844,0,1,1,0.812685215329378,0.954545454545455,0.851384511297443,3.50057116746902,21,0.001215
221,4974,0,1,1,0.759241507365706,0.838709677419355,0.905249489551419,2.2685009598732,52,0.001215
221,5225,0,1,0.706316411495209,0.130467047281662,0.293478260869565,0.444554383330106,2.1996170014143,27,0.001215
221,6843,1,1,0.938382267951965,0.969390306370652,1,0.969390306370652,3.73304193019867,86,0.001215
221,6943,0,1,0.938382267951965,0.969390306370652,1,0.969390306370652,3.73304193019867,86,0.001215
231,2974,0,1,1,0.898042984194347,1,0.898042984194347,3.43175663948059,24,0.00104
231,4643,1,1,1,0.984335234235575,1,0.984335234235575,2.58946512937546,328,0.00104
231,8766,0,1,1,0.579963149911569,0.666666666666667,0.869944724867353,1.6975111246109,18,0.00104
241,2343,0,1,0.867535889148712,0.949573377143745,0.975903614457831,0.973019633369517,7.25996227860451,81,0.000972
241,2344,1,1,0.867535889148712,0.949549388484071,0.975903614457831,0.972995052397258,7.25462093949318,81,0.000972
241,6443,0,1,1,0.288691708902743,0.531645569620253,0.579609370269523,1.40529652833939,42,0.000972
241,6444,0,1,1,0.394300034209037,0.556962025316456,0.707947788693498,2.71332647800446,44,0.000972
241,6664,0,1,0.688579320907593,0.712156903543625,0.791044776119403,0.900273821460809,2.22521305382252,53,0.000972
251,3773,0,0,0.687191188335419,0.326522186193249,0.431034482758621,0.757531471968338,2.05368942022324,25,0.000826
251,4043,1,0,1,0.922981089073892,0.948630136986301,0.972962014475005,3.60388010144234,277,0.000826
251,4143,1,1,1,0.969691058043643,0.996575342465753,0.973023329720768,3.63978868126869,291,0.000826
261,1743,0,1,1,0.69108791046016,0.964285714285714,0.716683758995722,3.7521751344204,27,0.000836
261,6144,1,1,1,0.96406460580661,0.988023952095808,0.975750237392144,3.20016124844551,165,0.000836
271,3643,1,0,1,0.932161389986933,0.959677419354839,0.971327834944367,3.08947812318802,119,0.000877
271,3644,1,1,1,0.955661256961393,0.983870967741935,0.971327834944367,3.09833781719208,122,0.000877
271,8143,0,1,0.882506251335144,0.796700842837933,0.928571428571429,0.857985523056235,3.10820426940918,26,0.000877
281,1243,0,1,1,0.700563143464648,0.9375,0.747267353028957,3.27682128548622,15,0.001156
281,1976,0,0,0.85961389541626,0.478979065380686,0.571428571428571,0.8382133644162,2.59300856590271,16,0.001156
281,5643,1,1,1,0.934931783137932,0.952727272727273,0.981321528102792,2.82966918945313,262,0.001156
281,5644,1,1,1,0.935237223231925,0.952727272727273,0.981642123621296,2.85072164535522,262,0.001156
281,7629,0,1,1,0.838779869646656,1,0.838779869646656,3.54575732350349,19,0.001156
291,3143,1,1,1,0.965468192031512,1,0.965468192031512,3.39556661248207,85,0.002053
291,5229,1,1,1,0.935666365841219,1,0.935666365841219,3.66122424602509,60,0.002053
291,5664,1,1,0.661049604415894,0.856591800128468,1,0.856591800128468,2.10998067855835,26,0.002053
291,7444,1,1,1,0.914867749243444,1,0.914867749243444,3.33507163524628,48,0.002053
291,7817,0,0,0.611938536167145,0.369003217423539,0.4,0.922508043558847,3.09538888931274,30,0.002053
291,9436,0,0,0.656285762786865,0.342030203356739,0.366666666666667,0.932809645518379,3.96726229190826,22,0.002053
291,9636,0,1,0.550003826618195,0.688889240380276,0.739130434782609,0.932026619338021,4.06120771169662,17,0.002053
301,2729,1,1,1,0.878918879933348,0.96875,0.907271101866682,3.69458795189857,31,0.001258
301,4834,0,0,0.716215908527374,0.462949237148323,0.482142857142857,0.960191010381708,1.87759802341461,162,0.001258
301,9863,0,0,0.566114008426666,0.315151228897368,0.41025641025641,0.768181120437335,4.63308516740799,16,0.001258
311,1733,0,1,0.578591406345367,0.260687179231351,0.571428571428571,0.456202563654864,3.94437129497528,28,0.001836
311,2434,0,0,0.919661402702332,0.429355202712123,0.467391304347826,0.918620433709659,1.71039958298206,43,0.001836
311,2444,1,1,1,0.918418987774081,1,0.918418987774081,3.35604871511459,49,0.001836
311,2544,1,1,0.783564329147339,0.898227199615675,0.979591836734694,0.916940266274335,3.35666885375977,48,0.001836
311,7343,1,0,1,0.900500906570206,0.941176470588235,0.956782213230844,3.2981444478035,48,0.001836
311,7443,1,0,1,0.919363333467434,0.96078431372549,0.956888367486513,3.18114514946938,49,0.001836
311,7967,0,0,0.56082022190094,0.429487921887605,0.464788732394366,0.924049771333938,2.67213895320892,33,0.001836
321,1827,0,1,1,0.824502317606034,1,0.824502317606034,3.46818172931671,20,0.001192
321,4943,1,1,1,0.979085547852455,1,0.979085547852455,1.5034284889698,260,0.001192
321,6230,0,1,0.815061271190643,0.937772578265819,0.977777777777778,0.959085591408224,3.3378225684166,44,0.001192
331,64,0,0,0.571428596973419,0.470455927650327,0.5,0.940911855300653,4.72548278570175,19,0.001112
331,464,0,0,0.500607371330261,0.324760682659607,0.345454545454545,0.940096712962019,4.36823997497559,19,0.001112
331,2543,1,1,1,0.936520112179447,0.979166666666667,0.956446072013053,3.3242617726326,47,0.001112
331,3730,1,1,0.813380420207977,0.922209950896629,1,0.922209950896629,3.31324028968811,44,0.001112
331,3830,1,1,0.813380420207977,0.922209950896629,1,0.922209950896629,3.31324028968811,44,0.001112
331,6843,1,1,1,0.926876990804728,0.956521739130435,0.969007763114033,3.44175164699554,88,0.001112
331,7062,0,1,1,0.717100653149711,0.894736842105263,0.801465435873206,1.83801303803921,17,0.001112
341,4443,1,1,1,0.973103819943654,0.991253644314869,0.981690030119628,3.04990762472153,340,0.000881
341,4662,1,1,0.759502232074738,0.852733443811527,0.903846153846154,0.943449767621264,2.14830766320229,47,0.000881
341,7330,0,1,0.844814300537109,0.548969717446136,0.612244897959184,0.896650538495355,3.03015911579132,30,0.000881
351,2043,0,1,1,0.760379516807621,0.885714285714286,0.858493002847314,3.33915928602219,31,0.001211
351,4930,1,1,0.752072930335999,0.574596040258426,0.596491228070175,0.963293361609715,3.78167283535004,102,0.001211
351,6744,1,1,1,0.911831937888739,0.94,0.970033976477382,3.41784055233002,94,0.001211
361,2530,1,1,0.908508360385895,0.568774690170986,0.641791044776119,0.886230331196653,4.59984504580498,43,0.001317
361,4243,0,0,1,0.903599647294671,0.939068100358423,0.962230158760356,3.12846603393555,262,0.001317
361,4244,1,1,1,0.948434744297842,0.985663082437276,0.962230158760356,3.18051260709763,275,0.001317
361,8444,0,1,0.805749654769897,0.396848141721719,0.588235294117647,0.674641840926922,4.46761703491211,20,0.001317
371,130,0,0,0.753560304641724,0.514461321320053,0.56,0.918680930928667,3.60670683383942,14,0.001966
371,1844,1,1,1,0.898950083684028,1,0.898950083684028,3.46960452795029,28,0.001966
371,4532,0,1,0.735982060432434,0.539328041281155,0.553398058252427,0.974575232490509,4.13326468467712,228,0.001966
371,5733,0,1,0.615211069583893,0.472384701980603,0.506329113924051,0.932959786411692,2.71902990341187,80,0.001966
371,6044,0,1,0.560097336769104,0.61231691931057,0.89041095890411,0.687679001687256,2.04643923044205,65,0.001966
371,6767,0,0,0.627444744110107,0.319034790139843,0.392523364485981,0.812779108213411,2.11890816688538,42,0.001966
371,7168,0,1,0.69955176115036,0.447650025632489,0.552631578947368,0.810033379715933,1.62786568403244,21,0.001966
371,7534,0,0,0.653507769107819,0.379143845013924,0.415384615384615,0.912753700959446,1.85622775554657,27,0.001966
371,7632,0,0,0.796284019947052,0.227919115738382,0.320754716981132,0.710571360831425,4.1294904589653,17,0.001966
381,3544,1,1,0.590727210044861,0.702299437448627,0.72020725388601,0.975135190126511,3.31448796391487,139,0.001261
381,4467,0,0,0.57983934879303,0.393186918202817,0.435483870967742,0.902873664021285,2.74135432243347,54,0.001261
381,7944,1,1,1,0.903583262869677,1,0.903583262869677,3.33022456765175,29,0.001261
391,2167,0,0,0.768896102905273,0.390133556602884,0.486486486486487,0.801941199683706,5.49860315322876,18,0.000995
391,4226,0,0,0.591232717037201,0.35415025088667,0.457142857142857,0.774703673814591,1.87211632728577,32,0.000995
391,5544,1,1,1,0.958977866548689,0.976897689768977,0.98165639717653,2.73518161773682,296,0.000995
391,8069,0,1,0.790909647941589,0.262115671119201,0.333333333333333,0.786347013357604,1.82100653648376,15,0.000995
401,2170,0,0,0.823005199432373,0.355991686846367,0.511111111111111,0.69650547426463,3.75436478853226,23,0.000786
