frame,pillar,group,mass15over45,mass25over75,linearity45,radialStd15
11,6867,2,0.333333333333333,0.530612244897959,0.287935247445081,0.0909577665356973
11,7873,2,0.509803921568627,0.846153846153846,0.496343619367241,0.093117644462818
11,8736,2,0.377049180327869,0.469879518072289,0.617238303530549,0.0853817742363148
11,8737,2,0.390625,0.516483516483517,0.544750246172252,0.0781820866989778
21,1192,2,0.272727272727273,0.345454545454545,0.64829345523367,0.0570657921850481
21,1292,2,0.333333333333333,0.361702127659574,0.950317618286423,0.0595939903640934
21,1494,2,0.342857142857143,0.423076923076923,0.414598654945467,0.0646386875179316
21,1594,2,0.363636363636364,0.410714285714286,0.89096203260514,0.0713703067728549
21,1896,2,0.481481481481481,0.425,0.859739338122755,0.0892046581226083
21,3746,1,0.908045977011494,1,0.308298260422646,0.0733456401493929
21,3868,2,0.326086956521739,0.444444444444444,0.721765625848468,0.0899479515637895
21,5944,2,0.416974169741697,0.570121951219512,0.835880148957522,0.0880663616768473
21,5945,2,0.418439716312057,0.603076923076923,0.843011539143886,0.0849674028949018
21,6586,1,0.147058823529412,0.240740740740741,0.103529180458367,0.0842126216906035
21,6587,1,0.413333333333333,0.384,0.124206280561639,0.0730958847053685
21,7773,1,0.333333333333333,0.557692307692308,0.634962376272982,0.0847188133682493
21,7873,1,0.490196078431373,0.788461538461538,0.684243556473657,0.0929699991638545
21,8636,3,0.436619718309859,0.433962264150943,0.404478077974205,0.0910452995028808
31,1395,3,0.470588235294118,0.428571428571429,0.510203446953793,0.0901839216186934
31,3546,1,0.928571428571429,0.992063492063492,0.516098952889795,0.0684456734782001
31,3668,2,0.385542168674699,0.572916666666667,0.532784769615933,0.0901456165080633
31,3669,2,0.36231884057971,0.422222222222222,0.378630837524807,0.0829746651496897
31,4003,2,0.32258064516129,0.463414634146341,0.787272992824009,0.0629682309954051
31,4103,2,0.441176470588235,0.489795918367347,0.630115096837524,0.08615460867044
31,5744,2,0.459610027855153,0.632352941176471,0.842292181648684,0.087977452461234
31,5745,2,0.414634146341463,0.581453634085213,0.831976213713994,0.0866313714106854
31,6566,2,0.421052631578947,0.62,0.692599979083317,0.061220311056305
31,7672,2,0.490909090909091,0.821428571428571,0.592214501345905,0.0864354509334102
31,8436,3,0.443181818181818,0.512605042016807,0.56235201154852,0.0922286439484417
31,9742,2,0.21875,0.36,0.237900267633917,0.067827630601447
31,9743,2,0.272727272727273,0.377358490566038,0.0601953677000142,0.0696059052385029
31,9845,2,0.433333333333333,0.475,0.789024647119689,0.083721440054366
31,9846,2,0.407407407407407,0.439024390243902,0.759405824276182,0.0786935048862211
41,593,2,0.388888888888889,0.5,0.861974975518965,0.080562526268499
41,893,2,0.3,0.25,0.827551210710697,0.0328827463460217
41,3246,1,0.90625,1,0.360983545958369,0.0653151298667028
41,3468,2,0.4,0.682352941176471,0.454543412518392,0.0839302187349088
41,3469,2,0.358208955223881,0.511904761904762,0.434046417432232,0.0952660089122756
41,3703,2,0.354838709677419,0.511111111111111,0.229319246278164,0.0842101922539815
41,5681,3,0.45,0.551020408163265,0.487766819004359,0.102239765120137
41,6366,1,0.5625,0.631578947368421,0.483714683942647,0.0803559462102643
41,7372,3,0.418918918918919,0.716216216216216,0.617242164196148,0.0876669834127497
41,7472,3,0.422535211267606,0.675675675675676,0.566538479806627,0.0907101997473249
41,8135,2,0.475247524752475,0.483660130718954,0.373898925642809,0.0968507445119651
41,8136,2,0.311926605504587,0.383647798742138,0.339485444374632,0.0642962437411831
41,9344,3,0.486486486486487,0.328125,0.396413383076605,0.0955845388584283
41,9442,2,0.361111111111111,0.396551724137931,0.269449234252313,0.0842691474318055
41,9545,2,0.333333333333333,0.48936170212766,0.487535733867171,0.0636804000279267
51,2946,1,0.891891891891892,1,0.213722665105693,0.0700356689220934
51,3068,2,0.315789473684211,0.484848484848485,0.696429481164955,0.0839581460830638
51,3069,2,0.410714285714286,0.53030303030303,0.551207531441707,0.0818816045047873
51,5144,3,0.455938697318008,0.646846846846847,0.686173512306788,0.0786287635240932
51,5886,1,0.363636363636364,0.32258064516129,0.177337818246777,0.0730625946731626
51,5887,1,0.28169014084507,0.319672131147541,0.320776333537132,0.0731866957677894
51,5966,1,0.707317073170732,0.733333333333333,0.71482347286794,0.0710924195485898
51,7426,2,0.652173913043478,0.956521739130435,0.302876529463487,0.0980232137530763
51,7835,1,0.345794392523364,0.426666666666667,0.501601544826844,0.0791906945687115
51,7836,1,0.384615384615385,0.496774193548387,0.474666251501021,0.0819296912936463
51,9142,3,0.421052631578947,0.464285714285714,0.470606451093709,0.0746521467886615
51,9245,2,0.391304347826087,0.414634146341463,0.896417809920489,0.0597038045323921
61,595,3,0.444444444444444,0.382978723404255,0.770111121521082,0.0922253737819577
61,2646,1,0.932203389830508,1,0.517243270946026,0.0733697902955411
61,2768,2,0.26984126984127,0.536231884057971,0.503605655437994,0.0676462155171498
61,2769,2,0.446808510638298,0.441176470588235,0.176454331114903,0.0757257528703328
61,4844,1,0.912751677852349,0.928104575163399,0.896754612303668,0.0534729000395243
61,5666,1,0.903225806451613,1,0.912973299005441,0.0744394385048398
61,6772,3,0.422680412371134,0.735294117647059,0.537307812723153,0.087817064805385
61,7126,1,0.884615384615385,1,0.188009127139024,0.0805554524267209
61,7535,1,0.366197183098592,0.443850267379679,0.558083455552374,0.0799901455189475
61,7536,1,0.436619718309859,0.560846560846561,0.670250683658045,0.0889575955417246
61,8842,3,0.485714285714286,0.431034482758621,0.270446079855945,0.0813095332444941
61,8845,2,0.375,0.426229508196721,0.796666197117532,0.0828380022678005
61,8945,2,0.416666666666667,0.482758620689655,0.687206702174838,0.0763238022876706
61,9753,3,0.909090909090909,0.714285714285714,0.63245434991726,0.0930060315150724
71,1694,2,0.333333333333333,0.552631578947368,0.9130357169395,0.064811114372246
71,1794,2,0.413793103448276,0.538461538461538,0.921720899746065,0.0816327297242225
71,2247,1,0.931818181818182,1,0.628195802168465,0.0654815536666837
71,2469,2,0.423076923076923,0.672727272727273,0.608822887431029,0.0835778225943357
71,5286,1,0.313953488372093,0.323943661971831,0.260721987416915,0.0809469179692172
71,5366,1,0.864864864864865,0.891891891891892,0.929765316934425,0.0425531066691064
71,6471,2,0.459183673469388,0.669811320754717,0.67125783335533,0.096558578725872
71,6571,2,0.186666666666667,0.317307692307692,0.653920583134389,0.0827183473634016
71,6725,1,0.727272727272727,0.96969696969697,0.166579788195515,0.0845466673919059
71,7035,1,0.432098765432099,0.527027027027027,0.468351616792137,0.0864325046226864
71,7135,1,0.509554140127389,0.522727272727273,0.529531282077695,0.0889105091929367
71,7650,1,0.418604651162791,0.386075949367089,0.0417541276569265,0.0817888796056288
71,7651,1,0.478260869565217,0.420731707317073,0.0114846108705096,0.0785032240149327
71,7835,2,0.592592592592593,0.793103448275862,0.630325757823003,0.0893073011206136
71,8441,3,0.411764705882353,0.514285714285714,0.316618050532951,0.0817681493465633
71,8543,2,0.428571428571429,0.541666666666667,0.784427385230678,0.0840537380260047
71,8544,2,0.418604651162791,0.4,0.699289657818296,0.0809370077308507
71,9351,2,0.571428571428571,0.675675675675676,0.462428967838728,0.0733572184114022
71,9352,2,0.46875,0.65,0.557094185654193,0.069436084725054
81,2272,2,0.418604651162791,0.651162790697674,0.76939853126134,0.0862516204520751
81,2273,2,0.378378378378378,0.604651162790698,0.742302332380078,0.0814626931983209
81,3745,3,0.410596026490066,0.521276595744681,0.0804309746474659,0.065062754386535
81,3845,3,0.431372549019608,0.502645502645503,0.125979490931888,0.0706519676059296
81,5065,2,0.592592592592593,0.753086419753086,0.922751433271588,0.0633645710118081
81,5722,1,0.84375,1,0.484941694851069,0.0736295849884677
81,6231,1,0.481283422459893,0.563706563706564,0.491636753199405,0.0911513608854323
81,6232,1,0.407407407407407,0.434108527131783,0.544878562144231,0.0774228135603958
81,6269,1,0.406666666666667,0.72258064516129,0.503579033948235,0.0825714000125028
81,7735,3,0.482758620689655,0.505747126436782,0.32294203722329,0.0890688065192433
81,7838,3,0.459459459459459,0.464912280701754,0.542601503810549,0.0908119207311665
81,8744,2,0.477272727272727,0.607142857142857,0.548506938429567,0.080108261941157
81,8844,2,0.69047619047619,0.660377358490566,0.47381197393521,0.0860508556834211
91,2948,2,0.224137931034483,0.282051282051282,0.497535571484492,0.0698539816017359
91,2949,2,0.453125,0.5,0.369091408148695,0.0697399421848164
91,4122,1,0.766666666666667,1,0.301365982912358,0.0717325641065623
91,4664,1,0.428571428571429,0.733812949640288,0.888400005739596,0.0812603463182124
91,4764,1,0.553956834532374,0.76978417266187,0.903146923450995,0.0736471316502588
91,4929,2,0.452488687782805,0.505016722408027,0.223870198508202,0.0853404557558764
91,5222,2,0.468085106382979,0.627118644067797,0.406250016580549,0.0814034468649606
91,5322,2,0.48936170212766,0.6,0.214272555492449,0.0932072455358009
91,5965,1,0.552036199095023,0.826666666666667,0.529548077893804,0.0894387704548116
91,6041,3,0.448377581120944,0.464980544747082,0.140710270281004,0.0748727203476629
91,6141,3,0.5,0.455670103092783,0.0837717080441738,0.0777991978618168
91,6429,3,0.426966292134831,0.546218487394958,0.332927791008946,0.0792892529988536
91,6629,2,0.407407407407407,0.611111111111111,0.180913650368274,0.0831540695028289
91,6631,3,0.414893617021277,0.488888888888889,0.644963931838638,0.08834930058009
91,7734,2,0.709677419354839,0.679012345679012,0.29969802596003,0.0913611875267467
101,2426,2,0.84,0.92,0.152679038863275,0.073879859325033
101,3222,2,0.545454545454545,0.6,0.648085032808813,0.0871096737637999
101,3312,3,0.48,0.377777777777778,0.783350995715137,0.0798192121669702
101,4265,2,0.472222222222222,0.704697986577181,0.757663404588575,0.0660937148637792
101,4828,2,0.530434782608696,0.48,0.748987279315255,0.0880716514225726
101,4839,3,0.506369426751592,0.444223107569721,0.128774681726689,0.0784766010133162
101,4925,2,0.46875,0.648648648648649,0.391103143211254,0.101631289436192
101,5025,2,0.580645161290323,0.585365853658537,0.417979082583133,0.0745935860008762
101,5027,3,0.50381679389313,0.482587064676617,0.696155191657383,0.0911861423495036
101,5188,1,0.379310344827586,0.492957746478873,0.648324334177895,0.0712937018192471
101,5462,1,0.751533742331288,0.917431192660551,0.295247045376357,0.0836307452405157
101,5934,3,0.541935483870968,0.397769516728625,0.473565103645035,0.0681596843044965
101,6227,2,0.602150537634409,0.636363636363636,0.415833672027448,0.0828968746071304
101,6545,2,0.404255319148936,0.61437908496732,0.811684457966059,0.0921469458335128
101,6546,2,0.409722222222222,0.673202614379085,0.8310877376851,0.086971275910746
101,6617,2,0.257142857142857,0.3,0.258199360217944,0.0930259285625987
101,9142,2,0.689655172413793,0.571428571428571,0.570522995707568,0.0873226519541166
101,9478,2,0.354838709677419,0.5,0.454424133331277,0.092513438806791
101,9479,2,0.375,0.45,0.479367862960566,0.0962122546454959
111,1934,2,0.486111111111111,0.52,0.414829674806153,0.0870158304423031
111,2812,2,0.354166666666667,0.345679012345679,0.278790774980112,0.0791146137521747
111,3329,3,0.436619718309859,0.4,0.557843604441219,0.0843500091524704
111,3415,3,0.393939393939394,0.441860465116279,0.471494033078279,0.0861382264202986
111,3426,2,0.702702702702703,0.790697674418605,0.24208194529966,0.0729567727050832
111,3466,2,0.292307692307692,0.358974358974359,0.778341600034625,0.0954724558853416
111,3528,3,0.463157894736842,0.411764705882353,0.560174251227621,0.0815193712929216
111,3539,3,0.508695652173913,0.411609498680739,0.307824560899821,0.0822421371734259
111,3566,2,0.592105263157895,0.769230769230769,0.822848912173507,0.0764102929834735
111,4039,2,0.260355029585799,0.292682926829268,0.315706871515813,0.0801229796888893
111,4120,2,0.173913043478261,0.288135593220339,0.402152988197389,0.0634806224358492
111,4139,2,0.509554140127389,0.477178423236515,0.269262907767809,0.0895408254701929
111,4220,2,0.472727272727273,0.681159420289855,0.375726270235296,0.0923261553823781
111,4532,3,0.486910994764398,0.395705521472393,0.481874462015549,0.0787861155198093
111,4661,1,0.693251533742331,0.911854103343465,0.522753946604182,0.0805761693048569
111,5343,2,0.575875486381323,0.806083650190114,0.948245591360376,0.0671699912933892
111,6438,3,0.576923076923077,0.765432098765432,0.464564293158959,0.0780757486459719
111,7834,1,0.476923076923077,0.505747126436782,0.138071990364879,0.0807401107878643
111,8434,2,0.560975609756098,0.681818181818182,0.669158235494842,0.0770731777453438
111,8534,2,0.475,0.727272727272727,0.621112920106271,0.0880637577749847
111,8869,2,0.372093023255814,0.423728813559322,0.548748619715622,0.0889804305419998
111,9133,1,0.419354838709677,0.735294117647059,0.744464454530743,0.0544623386243734
121,635,2,0.545454545454545,0.869565217391304,0.765415860273103,0.0778029648172422
121,1314,3,0.5,0.511627906976744,0.357147383086906,0.0923580464782413
121,2240,1,0.330827067669173,0.305439330543933,0.213337624372802,0.0786554430605343
121,2340,1,0.31496062992126,0.30379746835443,0.0837257058417776,0.0969329830067333
121,3325,3,0.460674157303371,0.60952380952381,0.328762415038032,0.0778613188832076
121,3326,3,0.6,0.679611650485437,0.253278369371812,0.0830589245395457
121,3461,3,0.5,0.713178294573643,0.826036258317052,0.0896899410797661
121,4042,2,0.374570446735395,0.663398692810457,0.926540976464105,0.087155187034632
121,4043,2,0.550675675675676,0.751633986928105,0.924871904573416,0.0758301044282034
121,4737,2,0.468468468468468,0.631578947368421,0.202505844645759,0.0900191710501939
121,4738,2,0.405940594059406,0.59375,0.15239657453305,0.0967100410346557
121,6167,2,0.257575757575758,0.373737373737374,0.148858973869699,0.0821021729042862
121,6533,2,0.548672566371681,0.503105590062112,0.414857612455707,0.0838966886315007
121,7133,2,0.391304347826087,0.449152542372881,0.432005544156256,0.0836839362910173
121,7233,2,0.41304347826087,0.424,0.520759313176027,0.0854862938745657
121,7831,2,0.520833333333333,0.75,0.544545626297086,0.0654081784851229
121,7832,2,0.361702127659574,0.529411764705882,0.613792283959142,0.0664189388526198
131,1519,2,0.4,0.740740740740741,0.672658915221473,0.0804900460068524
131,1619,2,0.37037037037037,0.666666666666667,0.771532204630818,0.0712399478787246
131,2025,2,0.575,0.68,0.244234156312201,0.0873124028419237
131,2060,3,0.433333333333333,0.621212121212121,0.710566607555662,0.0933394450667021
131,2642,2,0.577319587628866,0.732673267326733,0.897638527551839,0.079599209388766
131,3905,2,0.12,0.342105263157895,0.528633727756752,0.034369579261426
131,5133,3,0.5,0.55893536121673,0.167833276889717,0.0762664048381908
131,5233,3,0.557213930348259,0.554307116104869,0.22197127661314,0.0729248084965177
131,6227,2,0.358974358974359,0.421052631578947,0.43190464663555,0.0907886347920249
131,6327,2,0.224489795918367,0.457627118644068,0.406567930146333,0.0825437978728241
131,6432,2,0.619047619047619,0.581395348837209,0.531977845074201,0.0845384628441473
131,8540,3,0.560975609756098,0.4,0.320497397822928,0.0825600425980534
131,8640,3,0.611111111111111,0.4375,0.249318328802736,0.077912065881204
141,430,2,0.357142857142857,0.3125,0.70660096959571,0.0795391097075711
141,457,2,0.272727272727273,0.5,0.587155309152668,0.068542544009304
141,458,2,0.387096774193548,0.578947368421053,0.706833246533997,0.0826645877728707
141,1140,2,0.526315789473684,0.717948717948718,0.941036567072565,0.0705780578568998
141,3733,1,0.754901960784314,0.635036496350365,0.135470894174541,0.0856409422657189
141,4444,1,0.941798941798942,0.989417989417989,0.392635252765345,0.067618931095616
141,4933,2,0.431506849315068,0.622340425531915,0.324612573202648,0.0717253148492138
141,5033,2,0.388888888888889,0.543589743589744,0.322263470965429,0.0823756726490893
141,7042,3,0.595959595959596,0.413173652694611,0.168134583505429,0.0759095825413098
151,2131,1,0.676470588235294,0.743589743589744,0.589594424183104,0.0763995243724888
151,2733,2,0.292682926829268,0.339130434782609,0.626857129307827,0.0776456255516375
151,2833,2,0.385542168674699,0.452991452991453,0.332857030043779,0.0793613553212856
151,2843,1,0.657534246575342,0.904109589041096,0.47867724345372,0.0694959061636049
151,3432,1,0.544554455445545,0.527027027027027,0.0540716042732898,0.0895735481509529
151,3433,1,0.383838383838384,0.489051094890511,0.292070862068142,0.0690162773636487
151,5443,1,0.692431561996779,0.668348045397226,0.671392070375149,0.0748296322661778
151,6762,1,0.888888888888889,1,0.465786666790657,0.071722429460887
161,529,3,0.722222222222222,0.75,0.652876624870312,0.0757717711577373
161,1131,2,0.6,0.851851851851852,0.574257930856289,0.085748148512982
161,1141,2,0.652173913043478,0.91304347826087,0.485873436104946,0.0718166854569346
161,3643,3,0.518828451882845,0.41025641025641,0.0771520154815631,0.073706479992486
161,3743,3,0.529166666666667,0.441025641025641,0.0540908911144713,0.0827650258555336
161,4963,1,0.930232558139535,0.992248062015504,0.420430806308017,0.0656687811688937
171,1941,1,0.462686567164179,0.448598130841121,0.0577678657214994,0.0795511962193263
171,1942,1,0.385714285714286,0.425925925925926,0.20578847383589,0.0746883845171183
171,3162,1,0.868852459016393,0.983606557377049,0.282763576988501,0.0567353514615225
171,5971,2,0.368421052631579,0.509803921568627,0.685687621483527,0.0877123483476852
171,6071,2,0.297872340425532,0.4,0.641523066937322,0.0926472202320838
171,9127,2,0.612903225806452,0.595238095238095,0.72716708417887,0.0903526752085377
181,239,2,0.379310344827586,0.384615384615385,0.304617456516372,0.0501630937677875
181,1260,2,0.9375,1,0.171581103206418,0.0627599066071572
181,6763,1,0.821428571428571,0.964285714285714,0.244645115942029,0.0660828606028908
181,7366,3,0.522388059701492,0.421052631578947,0.292670664168216,0.07410888701356
181,7429,1,0.544303797468354,0.670103092783505,0.563284375237436,0.0828910935552925
191,3344,3,0.517006802721088,0.904761904761905,0.388097618026239,0.0773240872233452
191,3444,1,0.714285714285714,0.918367346938776,0.388097618026239,0.0777384172764191
191,3445,1,0.293706293706294,0.73469387755102,0.373667229932489,0.0811171836038774
191,4863,1,0.942307692307692,1,0.15747797148953,0.069118073941504
191,4967,3,0.543478260869565,0.348214285714286,0.206599022859049,0.0869360256713327
191,5367,2,0.619047619047619,0.425438596491228,0.485333343292594,0.0756001233159668
191,5467,2,0.455357142857143,0.408450704225352,0.251380024347676,0.0620274105437076
191,5529,3,0.48,0.439024390243902,0.914397423428233,0.0811775900458972
191,5730,3,0.515463917525773,0.666666666666667,0.520906810665344,0.070200258958221
191,5731,3,0.584158415841584,0.776785714285714,0.490617397728009,0.0771517519142684
201,1444,2,0.655172413793103,0.862068965517241,0.098400396083067,0.0952736515528422
201,2963,3,0.541666666666667,0.72,0.0914837500005445,0.0775991021402175
201,3467,2,0.517857142857143,0.540540540540541,0.551843376892132,0.0764602968953109
201,3830,3,0.509615384615385,0.574468085106383,0.266163544710153,0.0751561171868335
201,3831,3,0.596330275229358,0.635714285714286,0.330735047163736,0.082402342996695
201,5016,2,0.222222222222222,0.266666666666667,0.0799960582695564,0.0831541110113772
201,5979,2,0.533333333333333,0.523809523809524,0.799012131475377,0.099654213975991
201,6043,1,0.864516129032258,0.987096774193548,0.11687537000708,0.0620855145874805
201,6481,2,0.636363636363636,0.592592592592593,0.612016930287324,0.070986859756506
211,1467,3,0.5625,0.431034482758621,0.382515899635754,0.0791718933148218
211,1730,2,0.193548387096774,0.333333333333333,0.202734293225995,0.0748411607316204
211,1731,1,0.476190476190476,0.454545454545455,0.320504288035623,0.0817495061108866
211,3943,1,0.826291079812207,0.976525821596244,0.146077276119551,0.0639868888658189
211,6874,2,0.452830188679245,0.732142857142857,0.347214296714036,0.0658528687733743
211,6974,2,0.589285714285714,0.821428571428571,0.400514890482369,0.0953478260771303
221,1844,2,0.909090909090909,0.954545454545455,0.504337056682417,0.0605128717825787
221,4974,2,0.612903225806452,0.838709677419355,0.627581589923638,0.0796481236947711
221,5225,2,0.558139534883721,0.293478260869565,0.373766424855037,0.0611129627931194
221,6843,1,0.906976744186046,1,0.307028447447018,0.0601165246798383
221,6844,1,0.86046511627907,1,0.307028447447018,0.0651824096987013
221,6943,2,0.883720930232558,1,0.307028447447018,0.0579540850045613
231,2974,2,1,1,0.247032054485266,0.0617365209928133
231,4643,1,1,1,0.590423431151259,0.0546799750688679
231,8766,2,0.444444444444444,0.666666666666667,0.813488722648946,0.0700388745687516
241,2343,2,0.614457831325301,0.975903614457831,0.653657369282437,0.0643805690465519
241,2344,1,0.662650602409639,0.975903614457831,0.653657369282437,0.0720930375191521
241,6443,2,0.424657534246575,0.531645569620253,0.844743218690214,0.0663883048800558
241,6444,2,0.436619718309859,0.556962025316456,0.790768245107284,0.0879491251753824
241,6664,2,0.567164179104478,0.791044776119403,0.896320847137639,0.0769968636312452
251,3773,3,0.512820512820513,0.431034482758621,0.305884706215067,0.0810710562147836
251,4043,1,0.643835616438356,0.948630136986301,0.3035559427882,0.0752333207775701
251,4143,1,0.835616438356164,0.996575342465753,0.3035559427882,0.0749758318069355
251,4176,2,0.258064516129032,0.333333333333333,0.0604243550389975,0.0541942117430202
251,4177,2,0.225806451612903,0.340909090909091,0.242781243579507,0.0891430065581184
261,1743,2,0.642857142857143,0.964285714285714,0.278985177056732,0.0836621319499716
261,6144,1,0.832335329341317,0.988023952095808,0.335535671807659,0.0642930048473415
271,3643,1,0.814516129032258,0.959677419354839,0.189063110750684,0.0614124450916044
271,3644,1,0.92741935483871,0.983870967741935,0.189063110750684,0.0677957344643429
271,8043,2,0.464285714285714,0.857142857142857,0.331005622984717,0.0770169312775235
271,8143,2,0.642857142857143,0.928571428571429,0.331005622984717,0.0854730305454376
281,1243,2,0.8125,0.9375,0.184991179131402,0.0847201684537017
281,1976,3,0.619047619047619,0.571428571428571,0.674941578312393,0.0803009047429974
281,2271,2,0.4,0.338983050847458,0.321199441963312,0.0808380005479305
281,2371,2,0.428571428571429,0.403225806451613,0.489237222448832,0.0876781583963512
281,5643,1,0.763636363636364,0.952727272727273,0.278663184170827,0.0717415515158996
281,5644,1,0.770909090909091,0.952727272727273,0.278663184170828,0.0830383079997168
281,7629,2,0.894736842105263,1,0.228833692802451,0.0670427631051006
281,8933,2,0.471698113207547,0.375,0.696839279010867,0.0800015187403764
281,8934,2,0.311688311688312,0.474226804123711,0.861501658836364,0.0763259714974163
291,3143,1,0.870588235294118,1,0.191346551217961,0.079183568583981
291,5229,1,0.85,1,0.361252130228479,0.0696704432618859
291,5664,1,0.961538461538462,1,0.781607312396209,0.0345598318776263
291,7444,1,0.895833333333333,1,0.236606712957964,0.0680431572765367
291,7817,3,0.456521739130435,0.4,0.745841486468631,0.0841578816525752
291,9436,3,0.533333333333333,0.366666666666667,0.493191986613137,0.0594501312262414
291,9636,2,0.823529411764706,0.739130434782609,0.980957123750894,0.0552372095982629
291,9736,2,0.523809523809524,0.75,0.136206669618884,0.0226478232221574
301,2729,1,0.84375,0.96875,0.0962187077769017,0.0748693331009084
301,4834,3,0.467213114754098,0.482142857142857,0.848727077044051,0.0835413589167289
301,4944,1,1,1,0.316978321698782,0.0515150878872902
301,9863,3,0.444444444444444,0.41025641025641,0.822618990073475,0.0427643025097804
311,1733,2,0.525,0.571428571428571,0.803039228071051,0.0941360367084725
311,1734,2,0.340909090909091,0.491525423728814,0.82624719731607,0.0873474591616289
311,2434,3,0.466666666666667,0.467391304347826,0.713397405212401,0.0885398323790229
311,2444,1,0.877551020408163,1,0.254441871408712,0.0759159652726065
311,2544,1,0.897959183673469,0.979591836734694,0.254441871408712,0.0783918110485548
311,7343,1,0.823529411764706,0.941176470588235,0.582362892304391,0.0731127625233726
311,7443,1,0.843137254901961,0.96078431372549,0.582362892304391,0.0774910349574774
311,7631,2,0.430769230769231,0.455555555555556,0.77887863310378,0.0875518825260528
311,7632,2,0.323943661971831,0.339449541284404,0.307966967285151,0.0828417194975512
311,7967,3,0.48936170212766,0.464788732394366,0.964898598527826,0.0752473613738912
321,1827,2,0.85,1,0.554662029956886,0.0697467153896625
321,4943,1,0.957692307692308,1,0.164920532145733,0.063976077493656
321,6230,2,0.933333333333333,0.977777777777778,0.0921833530100033,0.0725929860450849
331,36,2,0.478260869565217,0.46875,0.265311994078144,0.0778444200607913
331,64,3,0.75,0.5,0.684506233169784,0.0770816919632213
331,164,2,0.727272727272727,0.36,0.802942178947529,0.0582940627409078
331,464,3,0.666666666666667,0.345454545454545,0.944246540887548,0.0685178890400754
331,2543,1,0.854166666666667,0.979166666666667,0.31428699441533,0.0769782525254253
331,2931,2,0.445378151260504,0.308695652173913,0.637418852202536,0.0820220497254699
331,2932,2,0.333333333333333,0.344947735191638,0.493635031186613,0.083153915624113
331,3730,1,0.840909090909091,1,0.0400293733434132,0.0676696454861261
331,3830,1,0.931818181818182,1,0.0400293733434131,0.0730011433471278
331,6843,1,0.858695652173913,0.956521739130435,0.213238174517608,0.0777819921370793
331,7062,2,0.944444444444444,0.894736842105263,0.755250408456864,0.0598787801163953
341,531,2,0.363636363636364,0.494505494505495,0.785088896147367,0.0892148539949962
341,4443,1,0.915451895043732,0.991253644314869,0.291086257771588,0.0724754748950862
341,4662,1,0.846153846153846,0.903846153846154,0.910890123910346,0.0579648258134324
341,7330,2,0.431818181818182,0.612244897959184,0.327718929236671,0.0717203409199555
341,9063,2,0.178571428571429,0.340909090909091,0.274384317897254,0.0608740998823251
341,9064,2,0.324324324324324,0.4375,0.460967569622169,0.0825854430433804
351,2043,2,0.705882352941177,0.885714285714286,0.389732446466138,0.0914925060823351
351,3924,2,0.45,0.4,0.422016478179314,0.0704869066231515
351,4930,1,0.53125,0.596491228070175,0.423965159419287,0.066690056356111
351,4931,1,0.390625,0.555555555555556,0.500444230215847,0.0638618971471179
351,6744,1,0.838383838383838,0.94,0.0999081597726949,0.0710488158747605
351,9332,2,0.3125,0.4,0.590082215364693,0.0809620612475052
351,9333,2,0.128205128205128,0.34,0.368274999978658,0.0696174306968279
