matchErrorM,accepted,headingErrorDeg,fusedErrorM,time
0.640312423976002,0,1.99999999980357,0.640312423976002,0
0.0922446890068914,1,0.138064727903902,0.431858042352315,0.0998559667310051
0.0926809957014265,1,0.101658514495543,0.285858984995519,0.200121057709047
0.0925595715818323,1,0.109506777713123,0.190126509444424,0.299872987759305
0.0949203832304581,1,0.105630400169468,0.130110765478865,0.39948784948268
0.102656868394848,1,0.128581915010295,0.0965778945867509,0.499382309785561
0.108766943699033,1,0.148101284332366,0.0796191142878844,0.599357398516022
0.104867952067618,1,0.146646140810749,0.0708807121023797,0.699386846412172
0.105524989967209,1,0.149395828230831,0.0666240750851118,0.799663381425096
0.0687793284601176,1,0.0816791528503772,0.0590141967373123,0.900221075567739
0.050105670855655,1,0.0800847189121447,0.0501905617097636,1.00122898844631
0.0334269525795735,1,0.0676321434933413,0.040950151190724,1.09968202053745
0.0562805101113081,1,0.127310574695638,0.0356316106556458,1.19983423171688
0.0385306417637793,1,0.116967049999805,0.0296749324674631,1.30036955797316
0.0443128165011186,1,0.126045516022481,0.0264763076983851,1.40021434076099
0.0450012654921097,1,0.118214029464103,0.0251044765799955,1.50082093214358
0.051328879321051,1,0.141256323526832,0.0257047144188157,1.59970233526769
0.0154269733350603,1,0.0756398201858213,0.0232959709279002,1.69951356622597
0.00434036936481534,1,0.0362683980155023,0.0215385552522592,1.79962520309991
0.00835183502425626,1,0.0298961273043414,0.0204436127714996,1.89961953861631
0.0071533509342999,1,0.0161855419654773,0.0199191900411174,1.99971192870431
0.0131660139067878,1,0.0279354771412163,0.0194866134876087,2.09959052341338
0.0306863616735741,1,0.0471952019692676,0.0201949083794184,2.20015810104069
0.0259744976477429,1,0.0249407451898813,0.020639740960253,2.30030302965247
0.0263897102750504,1,0.00468571590367532,0.0211009020517035,2.39968927076991
0.0187239742412675,1,0.00784587185179423,0.0226635543001576,2.50014813006584
0.0388120720326988,1,0.0627620510571151,0.0212003298785029,2.59939028038044
0.0313857671062278,1,0.0211041763963999,0.0191386127608368,2.69970764979056
0.0413004185530009,1,0.0126372837369717,0.0206310346676702,2.80056496957375
0.0563201782783884,1,0.0512876304154248,0.0261832951612914,2.9001767101967
0.0589487850809724,1,0.122087230242746,0.029921504148864,3.00015361956907
0.0484025582225813,1,0.0966190708063571,0.0327414529542705,3.09918665615537
0.0584007378440419,1,0.0919142369613542,0.0343682874950087,3.19946891318574
0.0597960468996126,1,0.10074812021026,0.0344958449445294,3.29970045233424
0.0576975624548392,1,0.0992210334185893,0.0339376027822155,3.39939100074286
0.0600756203499016,1,0.148279107119585,0.0359815718314186,3.49943137249049
0.0621803269785694,1,0.162172868985886,0.0360876396753833,3.60100134353679
0.0597028025196435,1,0.156919194454478,0.0361167299435938,3.69993060353405
0.0564548918263241,1,0.135306252289007,0.0345610541079472,3.8000713706786
0.0555829025717711,1,0.124856801215446,0.0321169959076965,3.89960404342418
0.0303494360506328,1,0.274386332707264,0.0342584802190221,4.00033287790665
0.0519292423774576,1,0.313923470906842,0.0383784221536039,4.10035244231813
0.0394127491951117,1,0.289423855749092,0.0403265287957908,4.20032284939796
0.0449655770791365,1,0.302620584812951,0.0431364415778318,4.30057831698303
0.0468701768747369,1,0.290750294392722,0.0452669964983195,4.39962409806272
0.0491799685608361,1,0.231872497329655,0.0438402051129937,4.49971830879264
0.0300560614003307,1,0.232117700351663,0.0427980859234229,4.59934903610982
0.0407181827735813,1,0.23009430547607,0.0413529083648057,4.69972882752839
0.0413233522895224,1,0.211262621610014,0.0396504496680696,4.80060955556475
0.0272305652039397,1,0.22916872348808,0.0382331572883421,4.90102601991328
0.0263612422059954,1,0.263885335801541,0.0379803632567708,4.99962886482469
0.0351570305331824,1,0.265102451720243,0.0385158568295193,5.09975610720074
0.0320445861953426,1,0.275523426424157,0.0388776533385615,5.19959360742091
0.0301144752203145,1,0.25053496280966,0.0383772954131309,5.29954944936544
0.0228395339656914,1,0.254451868775917,0.0374419088496424,5.40013159212805
0.0269371868386386,1,0.270405815147369,0.0359242783049832,5.49980081301712
0.0276191406028568,1,0.301511481859659,0.0350240642755471,5.60016655948378
0.0289169659620917,1,0.282259608633854,0.0330164696383636,5.69954447766676
0.0200443047672709,1,0.280946591620226,0.0310414593025949,5.79959629344927
0.0272897251016285,1,0.260091573810015,0.0293940323850999,5.89969804683854
0.0233292360381119,1,0.245182545405682,0.0285728101057204,6.00006145247989
0.0233256304062857,1,0.217310850904594,0.0282077395576241,6.10028778979435
0.0254722013733188,1,0.222988958399387,0.028452929187314,6.200692810108
0.0322532932466863,1,0.26528532376173,0.032075281948131,6.30006812737395
0.0333515824911317,1,0.313787482212921,0.0336825630833921,6.40010797893818
0.029576835098329,1,0.294883893830928,0.0355008779755608,6.49936235356276
0.0315739790596756,1,0.27478784357112,0.0365135808337297,6.59974552617345
0.0311293895077884,1,0.285444068943187,0.0353119703508546,6.6999136029467
0.0252279961928138,1,0.250887331955923,0.0334499310855057,6.79977034995281
0.0275401681952215,1,0.218640129083654,0.033287217185442,6.90044560554469
0.0429971668259103,1,0.185462157654863,0.0369115273067736,6.99951947652819
0.0586097682796342,1,0.14102945044971,0.0443552474749227,7.09941471710617
0.0453368059747863,1,0.107496018534584,0.0506292246426359,7.19946159114635
0.0541641768974718,1,0.0690725224228646,0.0574820062490849,7.29997480960797
0.0586369579845976,1,0.00378749482735116,0.0658752938100656,7.40095775368317
0.0698622603601674,1,0.0625333350739159,0.0738963143036862,7.50037000397079
0.0849262179483655,1,0.0660961361295891,0.0786416877680566,7.59933749744821
0.0928206152629796,1,0.128946666117037,0.0919979574892042,7.69972847280996
0.115233889963412,1,0.160391220747857,0.106094246216787,7.80006196790559
0.113681829585567,1,0.156635917576749,0.121519206447242,7.89999050022142
0.123543123585108,1,0.191348437429319,0.138770584147561,8.00000434261545
0.139142927418357,1,0.203426603766092,0.153116343839573,8.09993287493128
0.165034239555286,1,0.282326077124018,0.165363752845502,8.2007657460945
0.173654608380762,1,0.29131995654768,0.173423874003999,8.29939407999269
0.178781496328219,1,0.243084631860371,0.177217051881496,8.39974266040703
0.179380356316212,1,0.252465335389184,0.178443374934797,8.49977158811978
0.188641217023983,1,0.278741805171594,0.183133812240443,8.59983068646994
0.186276430082651,1,0.209648379816428,0.189638240064122,8.70036081089219
0.187990685958587,1,0.180551728157695,0.195518023238142,8.79990622813116
0.19300475366109,1,0.217085000025978,0.20252934018061,8.89980484990127
0.175844209493842,1,0.138223009888625,0.205133564618803,8.99986524870995
0.169450519809255,1,0.272375520493357,0.204261374904956,9.09968688333631
0.177729515422726,1,0.280567043467201,0.201382480156662,9.19970228628056
0.168189016919777,1,0.152982696768186,0.195750322108488,9.29955903328667
0.182193082842546,1,0.172467649830767,0.194212681047167,9.39990345223378
0.196840605348094,1,0.243738622708862,0.194857148638335,9.50034826657781
0.181753805468898,1,0.216221114091782,0.194299628425235,9.59934567060095
0.174179962985448,1,0.242723198947552,0.195550768291476,9.69944638362341
0.162846103988905,1,0.227044043262759,0.195755609979919,9.79979808513818
0.121725375171544,1,0.133970621412807,0.190427830711544,9.89962752251559
0.114427983162144,1,0.19034069712892,0.184752717018591,10.0009886399253
0.10957990146824,1,0.163571370639465,0.177056542147237,10.1003847645274
0.0843675906766112,1,0.0441365144853835,0.167250208015858,10.2004789752573
0.0727577038773243,1,0.00793524550756494,0.157315745428913,10.3001175053256
0.0646671541916029,1,0.0623539246202093,0.14621370655385,10.3999947995761
0.0616283422166705,1,0.137836891427263,0.134154482443075,10.4997714383381
0.0556395748705987,1,0.156301335380886,0.121304820690865,10.5995790280125
0.0527850513416021,1,0.266084871635993,0.110005748657375,10.6995980722406
0.0424108103573274,1,0.337039490458784,0.0984700400629522,10.8019038427115
0.0264529496503975,1,0.471173046723547,0.0865709190823532,10.8997838927834
0.029295001669001,1,0.544180867884132,0.0757876871602896,10.9997142457411
0.0398676088278695,1,0.542476078592891,0.0654582777638117,11.0996526615416
0.043127731888869,1,0.533187152695274,0.0567355480715153,11.1999827754452
0.0504111063784051,1,0.537834275007248,0.0484150514196969,11.3000715242493
0.0427188357254569,1,0.52218537226149,0.043542631740722,11.3999537602422
0.0544984439493148,1,0.626258912815338,0.0378200798199487,11.5003078025823
0.060763858472258,1,0.734792091523117,0.0354239933463169,11.5996230386651
0.0493922304836665,1,0.804236989723385,0.0354895757429425,11.699571598042
0.0106175663561291,1,0.719073404161192,0.0395434233020416,11.7999612729452
0.018446353971427,1,0.660550775667782,0.0453212664485697,11.8996081259479
0.0226417584926738,1,0.702481681101939,0.0497926093171919,12.0001507347719
0.0413219071487044,1,0.688287430715247,0.0542879207330397,12.100458480789
0.0563185103820502,1,0.693898002248272,0.0584478394575482,12.1993926825286
0.0628397700685713,1,0.673699392073532,0.0622953187159105,12.2993550267657
0.0983818064925501,1,0.514371678913772,0.0666583237264769,12.3995475521589
0.0493310301824253,1,0.403565180266308,0.0667424445145509,12.4997273330587
0.0587819361808778,1,0.365958909599518,0.0695437164945413,12.5997471575619
0.0654039532468841,1,0.425398848828833,0.0740148574191827,12.6998691981039
0.0690434643568167,1,0.453403522507254,0.078918640455986,12.800947335742
0.0847138695155939,1,0.509808163265605,0.0825280898345394,12.8995621448717
0.110302501208948,1,0.408887366562516,0.0877998820028542,12.9997192977935
0.1052471292147,1,0.478596182327604,0.0911279422108989,13.100463737778
0.132333062607615,1,0.503474205287887,0.0971743158351914,13.2001410215099
0.145242049253945,1,0.534963787053025,0.102491996845484,13.3004430455096
0.154682570040401,1,0.56508295073714,0.107554258971466,13.4001770292324
0.174583613238785,1,0.59653091164662,0.110867989542128,13.4996605446463
0.178701461557282,1,0.636108605749454,0.113402323095859,13.6000036631349
0.167480765976677,1,0.519805963984978,0.1146556788163,13.6996395922862
0.1670628614595,1,0.545218416731466,0.115947738208269,13.7999483786701
0.125735343764563,1,0.481301858178613,0.113845636456255,13.9004548347475
0.156032335457418,1,0.595368227015429,0.11538373467998,13.9999211841091
0.130679657243042,1,0.365851640193162,0.111363907256532,14.1000968035417
0.147741264971027,1,0.44619239368092,0.113239593737595,14.1999249404606
0.163958223346419,1,0.477753290887988,0.116469534873516,14.2999491865227
0.203892962406481,1,0.602058615022621,0.122363691028159,14.4000938550428
0.162329749228672,1,0.39906119331432,0.121495467363991,14.5004263097716
0.229892353794158,1,0.587260077652168,0.128721001797635,14.601482339615
0.252410306297693,1,0.567510389990192,0.137692398444298,14.7016392324451
0.201841735290537,1,0.421228407537316,0.140184607388379,14.8023940760978
0.161330552097639,1,0.697339907762704,0.135296677739604,14.9013553273743
0.155051857088273,1,0.727063329321281,0.130623114686758,15.0012596711619
0.17848919967425,1,0.739618259237682,0.130277226082385,15.1027521348811
0.183805294965607,1,0.691975125719674,0.130830354710295,15.2025914557431
0.187257384959608,1,0.644888631741592,0.129138070928567,15.3030487544889
0.197140508220331,1,0.688377001321396,0.128628006269737,15.4028485414123
0.211496463372435,1,0.687675785475802,0.127407808408831,15.5039516478537
0.205013122346018,1,0.73156995868937,0.127236527038571,15.6027745303449
0.221977346694514,1,0.742365977369192,0.129338341074695,15.7027701663198
0.244623446032281,1,0.723847576349218,0.132857615147808,15.804560955221
0.249380740095875,1,0.753220208464229,0.134231738757916,15.9043001407779
0.257656687490819,1,0.784851663321903,0.137459918568236,16.0046125684457
0.0875874920940691,1,0.994150925376303,0.122126378249927,16.1046407158833
0.135397392981137,1,0.968208535072364,0.115736306398543,16.205523784745
0.105173599987437,1,1.13178851098582,0.107967583575559,16.3042265048699
0.132170544458297,1,1.22013037750798,0.103512678900598,16.4042640156088
0.161484128151335,1,1.40798387111039,0.101737410061552,16.5060238535975
0.193418367435201,1,1.47265106031153,0.101859213398868,16.6058980267476
0.204474645022794,1,1.51800052767768,0.100332545328059,16.7061870461622
0.390285756048936,0,1.98956421085484,0.0923607020721229,16.8063005036781
0.242037004159506,1,1.67576015848324,0.0974839884260531,16.906330991941
0.225174800934307,1,1.64182824927036,0.101162893982077,17.0056415463732
0.23859175584331,1,1.65906680540464,0.10302747834358,17.1057066268325
0.242245307212346,1,1.63233387156712,0.105759131614225,17.2057345141785
0.206581083735519,1,1.39250953265158,0.102345013093935,17.3056854143807
0.20762656391252,1,1.18132656156686,0.100527373141127,17.4059715727866
0.202778906438079,1,1.20570584960501,0.0989482496276175,17.5064023421787
0.0806848699767867,1,0.653136692013987,0.0887150221985271,17.6055979360787
0.0967989494588434,1,0.634130837789381,0.08320977415884,17.7058146500002
0.139927646045002,1,0.572702471851737,0.0841700927878417,17.8054937543739
0.190247219222607,1,0.497423755733629,0.0897018616942494,17.9055825031781
0.194592895645992,1,0.514614376219385,0.0942801298992809,18.0058988322214
0.213750068961328,1,0.543801468856515,0.0990421118411059,18.1057233278565
0.224775147086119,1,0.643252880977383,0.103365023053367,18.2068605063109
0.211912124379172,1,0.705659792643174,0.104016950338476,18.3057330663171
0.222691252115739,1,0.697429353032315,0.10535581340678,18.4058441830076
0.220759964193118,1,0.700236991999369,0.105233595272824,18.5062395799283
0.106562539207439,1,0.102444960063192,0.0934760380500389,18.6060934659257
0.13351922499463,1,0.123078388854896,0.0852898444190915,18.706451669733
0.110933433001598,1,0.517488717535855,0.063384363157722,18.8072317422808
0.0957721442413875,1,0.385217504622131,0.0525799728995632,18.9057375729874
0.0809448439911208,1,0.299513906089524,0.0489276786244989,19.0057477740976
0.0869347681419883,1,0.123915244190345,0.0498515911202784,19.1056367724747
0.0987215300268008,1,0.241046368681476,0.0538618138699628,19.2054841561796
0.119199685947617,1,0.369170908298216,0.0602858955464182,19.3055840889269
0.0312979221866464,1,0.00985455851213943,0.0506261256921016,19.4060876839956
0.0412503454679664,1,0.117113507763064,0.0411188547148314,19.5060854007041
0.0232338856084525,1,0.116971315995907,0.0349150591572483,19.6057821913136
0.0106132352073724,1,0.0951898620077751,0.0315436693557506,19.705793952974
0.0251882651453426,1,0.023573949478437,0.0317880489646979,19.8058806210445
0.0536953230305113,1,0.000118413492065602,0.0345010636863556,19.9059792533334
0.0844443077093977,1,0.110807162657221,0.0399761175564033,20.0062500663289
0.114462547330573,1,0.274105505089901,0.045568825375363,20.1062069486402
0.122375663090143,1,0.314520887782061,0.0493221097159623,20.1999057645129
0.154505475961303,1,0.380699654604327,0.0542391623592353,20.2999219477323
0.164779861395157,1,0.434160299955133,0.0570908843787963,20.3998660855502
0.0599988827467398,1,0.463027419991247,0.0471246328013636,20.5004219590509
0.0509060228832787,1,0.426108543647292,0.0375841960380207,20.6002563381707
0.0568508339831292,1,0.40413209613036,0.0284344110441516,20.6993689628178
0.04075500628423,1,0.315847938264492,0.0205664362067575,20.7995359992242
0.0535081578395614,1,0.375358444472192,0.0149508260020625,20.8995181104306
0.0649207014155321,1,0.374096598100524,0.012174186140027,20.9997954257186
0.0726379143197384,1,0.0475060328396804,0.00453398485146629,21.0996376075894
0.0378268555497916,1,0.00543575266385328,0.00631566608942382,21.2000990678024
0.0547013395429689,1,0.0816507175771604,0.0098105824954317,21.3002809294358
0.065962889629772,1,0.121672264869877,0.0105537996814609,21.3998393512599
0.0600786199513679,1,0.133688005951347,0.00925874819961564,21.4997998748551
0.0458532416001658,1,0.135152303892427,0.00647837571624132,21.5994110952946
0.0450070929669782,1,0.110078171660423,0.00514559570622891,21.69960700188
0.0780192532420712,1,0.136705328536137,0.00315768605829563,21.8004026799298
0.101485382071422,1,0.101438479546942,0.00868546549815045,21.8996869651001
0.112752689702442,1,0.0907287591461754,0.0128729774854126,21.9993491635132
0.118060694056622,1,0.0735185019200015,0.0149496443020393,22.0994041003962
0.130230313922652,1,0.207224536658086,0.016799263383589,22.1995641143266
0.153505199440058,1,0.0953517988373835,0.0197283131281987,22.2996580649649
0.138594904478088,1,0.377265295142906,0.0207933433211324,22.3999691921741
0.14995280465593,1,0.367890233231734,0.024434852003533,22.4999903171358
0.164000468927979,1,0.395810769001824,0.0283410514729125,22.6013441519779
0.138386084047387,1,0.230452553939937,0.0289038388523823,22.6994556836645
0.136144282438174,1,0.251632408152911,0.0308994171233569,22.7995103604557
0.133755400864707,1,0.307092422029934,0.0325258256653906,22.8994825881774
0.107920025279088,1,0.365917504372313,0.0308802024302692,22.9996954007234
0.0975356981795078,1,0.421682718290677,0.0280682728170946,23.0996522830347
0.0752344938564538,1,0.461208299357982,0.0240476001917287,23.1994624736262
0.0761750275582991,1,0.475525577800846,0.0217647535532756,23.2994674729024
0.0775686688526233,1,0.466572917262941,0.0191189291519147,23.3991307116823
0.07537245991637,1,0.416209520358029,0.0153890397917827,23.499477211363
0.0792827913892505,1,0.37408564199725,0.0135476700990958,23.5997984821487
0.0754793016327564,1,0.313679372897084,0.0156049970085201,23.6996505475041
0.027568462020014,1,0.0836148816845507,0.0211568003328746,23.8000443838746
0.0161053275384597,1,0.0573222824032999,0.026223518468456,23.9009961169456
0.0279773835098527,1,0.0552464108087654,0.0274353244665005,23.9998866232793
0.0402213546538409,1,0.12665523202856,0.0278352884273238,24.1000024216204
0.0429649644606275,1,0.249478069451998,0.0263173252556948,24.1998888190806
0.0522202529487286,1,0.332296825320429,0.0229116075009336,24.2997068124231
0.063141222879505,1,0.387254551953035,0.0186343413824252,24.4000525318287
0.0837724715959531,1,0.419941765956784,0.0155486804639965,24.4996023706266
0.0997114584667073,1,0.444896125262781,0.0171555920605184,24.600234450996
0.11823996972449,1,0.523148910714033,0.0225470051400388,24.6993616407784
0.13995467593552,1,0.599405410116345,0.0294300435358634,24.7992974556618
0.158407225814395,1,0.690491754355973,0.0356673550997478,24.8994780168368
0.101151357830734,1,0.614312843810955,0.0357508460024429,24.9997353050638
