scenario,rmseCm,medianCm,p95Cm,maxCm,rmseAfter2sCm,maxAfter2sCm,headingRmseDeg,headingRmseAfter2sDeg
both,8.21556148642554,5.06280062665531,16.7344715967965,64.0312423976002,7.87541991450812,23.5787482376,0.392279406316955,0.385792310067414
lidar_only,24.2955110359296,15.3730732476989,52.2190820465836,75.9301362969893,24.0885810024525,75.9301362969893,0.482628339286809,0.479075841831948
gnss_only,9.19322844206902,6.16823310595346,19.2688547091038,64.0312423976002,8.87204087739696,26.0214757557461,1.45992874187776,1.44915359618592
gnss_outage,8.71922527376844,6.03210492565334,16.9252403257477,64.0312423976002,8.40878730778182,23.5787346837998,0.391956794266746,0.385458265361887
lidar_outage,8.2647176933198,5.11663114900723,16.7344912069436,64.0312423976002,7.92762044322789,23.5795455178111,0.392125072492088,0.385632508807122
both_outage,39.5242664129254,6.68774081976764,112.645650632383,137.960763740065,39.7999495996063,137.960763740065,0.38263607361524,0.375800800620105
alternating,19.2615706504073,14.5542741907667,35.071984435696,64.0312423976002,19.2511299084889,57.5418223209367,0.487298066771417,0.451131498404604
