frame,timeSeconds,rosStamp,referenceX,referenceY,referencePsi,predictedX,predictedY,predictedPsi,x,y,psi,accepted,reason,positionErrorM,yawErrorDeg,similarity,rank,iterations,matches,totalMs,perceptionMs,registrationMs,mapSelectionMs,diskLoadMs,informationXX,informationXY,informationXPsi,informationYY,informationYPsi,informationPsiPsi,directionalAccepted,clockModelId,fusedErrorM,gnssOnlyErrorM,gnssMeasurementErrorM
77,7.59933749744821,1717776578.5819,484195.511108475,4977491.32937246,-1.99688222705195,484195.544648582,4977491.35394666,-2.00825057588263,484195.527693914,4977491.36249429,-2.00916081314972,1,accepted,0.0370423087813172,-0.703511161790476,0.556037975185108,3,7,120,73.546,65.35,7.992,0.061,10.869,9.3613536010536,2.43105849464848,30.1885904044512,9.58415189434659,17.7903686417322,1647.8184462239,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.0692305836484444,0.0778831404006046,0.0608253485199091
78,7.69972847280996,1717776578.67393,484195.356676226,4977490.99931143,-1.97741851420888,484195.403521637,4977491.02576057,-1.99047017385162,484195.42832501,4977491.0154316,-1.98787156469051,1,accepted,0.0734398246717631,-0.598915675634543,0.587614607680574,3,7,115,71.601,63.779,7.647,0.068,10.869,9.81972702281399,2.2791215488263,31.0922880710076,10.1762684446911,11.7074232569549,1664.81938488871,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.0874557912935758,0.0923824272652544,0.066018370857254
79,7.80006196790559,1717776578.7659,484195.206104863,4977490.65208723,-1.95737984846055,484195.309335723,4977490.65767992,-1.96764426797738,484195.312920338,4977490.66049467,-1.96650943467265,1,accepted,0.10714583949316,-0.523086758654535,0.603161752925312,3,6,120,71.681,63.203,8.302,0.064,10.869,9.75615349890589,2.02193646941132,37.9208134172304,10.0417318668359,2.87193549570208,1473.36878165719,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.106142307194305,0.107774814747082,0.0713497114526769
80,7.89999050022142,1717776578.8575,484195.05601283,4977490.29125227,-1.93491668587784,484195.199061597,4977490.28456175,-1.94454338974037,484195.27989076,4977490.26358813,-1.94220520001343,1,accepted,0.225580656473541,-0.417601098890956,0.601041110427337,3,7,125,78.434,69.994,8.271,0.063,10.869,10.8327571193141,1.9848157406641,36.7384405366359,11.2032594672311,0.771414809471253,1551.62751296255,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.134306367140635,0.124417715195221,0.0739361375079853
81,8.00000434261545,1717776578.94918,484194.906111568,4977489.91636575,-1.91049783796049,484195.171674455,4977489.872061,-1.91773461627862,484195.169698856,4977489.88227199,-1.91718332947738,1,accepted,0.265783073440956,-0.383050447888116,0.609831343003742,3,4,148,75.317,67.617,7.508,0.066,10.869,10.7888011985519,1.75840934187336,34.5619308354732,11.2528809718169,-2.29763389822698,1538.85109806941,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.161915339719048,0.142497292157652,0.0756875557308239
82,8.09993287493128,1717776579.04079,484194.761275845,4977489.52767833,-1.88498386570875,484195.06747449,4977489.47551026,-1.89167178206089,484195.094942206,4977489.47512914,-1.89398684325897,1,accepted,0.337779007364521,-0.515832616678359,0.58440909223017,3,7,170,81.339,70.337,10.818,0.07,10.869,10.5896325966065,1.70696520406472,21.52570598899,11.2142070082044,8.66456302183463,1566.03956239895,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.189032489340938,0.157731490986876,0.0760312455361606
83,8.2007657460945,1717776579.13322,484194.618388512,4977489.12134655,-1.85792715034266,484194.998044216,4977489.05127977,-1.86742113993622,484194.998067496,4977489.07707651,-1.8664831747468,1,accepted,0.382251184656071,-0.490224087768643,0.550833493947607,3,5,183,77.968,68.627,9.159,0.072,10.869,10.3875897158165,1.43879708930268,27.4083630025148,11.1773060430323,27.4570541359303,1577.09086914,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.211219572033564,0.169675371154055,0.0735468694638471
84,8.29939407999269,1717776579.22363,484194.484715345,4977488.70965964,-1.83130611534541,484194.909115137,4977488.65279008,-1.83990140626155,484194.934845959,4977488.67659086,-1.84387781524193,1,accepted,0.451343676371038,-0.720305345375889,0.500568906775721,3,7,186,75.825,65.866,9.767,0.081,10.869,9.44771993577581,1.27587309706997,16.932245722732,10.4029914028147,36.2741038212222,1563.76453382825,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.231339330356189,0.178315643433782,0.0731319168067472
85,8.39974266040703,1717776579.31561,484194.35973502,4977488.27768435,-1.80429375396075,484194.852929081,4977488.23670679,-1.81700055179168,484194.862101959,4977488.24906461,-1.81586920640825,1,accepted,0.503181509117325,-0.663224571196563,0.513417684215705,3,5,200,73.793,65.16,8.461,0.067,10.869,9.53779056639138,1.1767414694599,7.9891355362181,10.52539992481,32.7172692738553,1599.02450526306,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.248543370596525,0.183523805955068,0.0733093158997876
86,8.49977158811978,1717776579.40731,484194.249744534,4977487.83442915,-1.77836158009788,484194.791664859,4977487.79850939,-1.78933716103592,484194.788710494,4977487.7860938,-1.79181114908217,1,accepted,0.541129016398532,-0.770603539069779,0.500089514827267,3,6,214,72.407,62.337,9.897,0.066,10.869,9.21205613033154,1.11940197777632,-8.59103040548948,10.0872039103867,22.0281132554272,1601.86299200891,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.261558136396916,0.186127415809255,0.0776373790687098
87,8.59983068646994,1717776579.49903,484194.149783307,4977487.38070518,-1.75092532343573,484194.731101991,4977487.32464221,-1.76452939290411,484194.752796739,4977487.3232539,-1.76139382883179,1,accepted,0.60574404570524,-0.599801177004156,0.502590563901446,3,5,196,67.329,58.744,8.401,0.066,10.869,9.50806527502134,1.09896742295038,-5.74634031382504,10.3905919786332,26.5527013092579,1578.86621387446,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.279671336458548,0.19194094633934,0.0850846035321615
88,8.70036081089219,1717776579.59118,484194.061467669,4977486.91914171,-1.72398483437567,484194.708892182,4977486.85342483,-1.73364600494196,484194.688861599,4977486.85884737,-1.73415710189464,1,accepted,0.630284498972298,-0.582827996914838,0.469873453001162,3,6,198,68.088,57.159,10.757,0.07,10.869,8.51123751541708,0.976117255784154,7.72541469469797,9.29358518431861,19.8676469581169,1340.46475288313,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.295829406919062,0.201518270217086,0.0945801947876891
89,8.79990622813116,1717776579.68243,484193.986529467,4977486.45214338,-1.69615304702873,484194.658044466,4977486.38654321,-1.70674600062537,484194.69181842,4977486.39943784,-1.70585464396692,1,accepted,0.70725552693457,-0.555860559095186,0.45658094555647,3,7,188,69.336,59.163,10.008,0.063,10.869,8.13810862241916,0.973807344544114,21.3898446206373,8.97874400632221,8.93715303449771,1155.61032875643,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.312979732362642,0.210725891390727,0.0990389659841198
90,8.89980484990127,1717776579.77401,484193.917263816,4977485.97335515,-1.66788042828017,484194.671953693,4977485.91677462,-1.67744591053421,484194.688212322,4977485.89757359,-1.6753773837645,1,accepted,0.774664083493211,-0.429543908449555,0.488952162688588,3,5,222,71.105,61.836,9.097,0.066,10.869,8.17821403369393,0.870685348526856,8.2517010298063,9.51419666377987,23.1386026608718,1495.21609390454,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.333556668369347,0.220446621528696,0.0951611445459635
91,8.99986524870995,1717776579.86573,484193.853958528,4977485.48486562,-1.63801243829328,484194.678748876,4977485.40626796,-1.64593970854816,484194.700697287,4977485.3956339,-1.64558739828412,1,accepted,0.851427522004607,-0.434013237455838,0.469774039295633,3,6,194,72.484,63.324,8.985,0.067,10.869,8.57649983304614,0.775534256818952,4.38278337635215,9.98518706909973,25.7219224861657,1584.33753946401,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.355153413694158,0.227630855727973,0.0833461904827681
92,9.09968688333631,1717776579.95723,484193.803234742,4977484.98852139,-1.6080753014337,484194.702671013,4977484.89722713,-1.61598062058817,484194.68741658,4977484.89919154,-1.61748075030402,1,accepted,0.888682926497367,-0.538892524695419,0.430172431762902,3,6,188,75.292,63.9,11.219,0.066,10.869,8.2127996387556,0.583249580379986,3.77510796101241,9.48143017713704,36.832896448994,1752.36055363684,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.369048886328328,0.230260885712182,0.0726189611576351
93,9.19970228628056,1717776580.04891,484193.770339648,4977484.48177017,-1.57832398845189,484194.703864266,4977484.39351532,-1.58773266056378,484194.662068539,4977484.3892178,-1.59140237011423,1,accepted,0.896519022128737,-0.74933607211283,0.339867908685709,3,10,155,71.893,59.436,12.281,0.066,10.869,7.6995044272674,0.453516346441191,11.3230302087335,8.34065579156855,20.4880734154649,1530.30652962043,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.374095728195029,0.229113616355402,0.0660096552886999
94,9.29955903328667,1717776580.14045,484193.755583575,4977483.96703247,-1.54846926236063,484194.696356632,4977483.87838669,-1.56187638435243,484194.680242418,4977483.88846607,-1.56245373134143,1,accepted,0.927990654714556,-0.8012510513312,0.310809928069549,3,9,138,69.667,59.155,10.338,0.069,10.869,7.27249189997134,0.349966591827915,11.253358018271,7.73030272504637,22.4901273121841,1458.99958248045,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.375664873236837,0.22513761084037,0.0596198938203197
95,9.39990345223378,1717776580.23243,484193.754984504,4977483.44181338,-1.51783936418672,484194.732143482,4977483.36770334,-1.5319257929872,484193.353376323,4977483.49717511,-1.53692271565439,1,accepted,0.405406033690505,-1.09339549806199,0.323414792822732,3,30,138,85.236,58.497,26.549,0.061,10.869,8.56745240518421,0.110431234386179,43.1484674886813,6.51492123025646,28.7570622930103,1390.44770162477,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.267932003477532,0.223988812386852,0.0586333610805839
96,9.50034826657781,1717776580.32451,484193.771371198,4977482.90788134,-1.48646533676338,484193.421865676,4977482.96881678,-1.5057515987367,484193.408690046,4977482.99964912,-1.51006684227025,1,accepted,0.374110869988827,-1.35226665569845,0.340150941206165,3,8,163,73.812,62.113,11.516,0.076,10.869,9.16793248049799,0.328061669802125,51.4486757451127,6.54319205419058,23.6776801983777,1270.80115525107,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.201540605123243,0.22374164015817,0.059867431449484
97,9.59934567060095,1717776580.41525,484193.805312127,4977482.37640225,-1.45537591893625,484193.493199235,4977482.47322808,-1.47900505020579,484193.530655818,4977482.51061308,-1.48482363882056,1,accepted,0.305693693575648,-1.68723006565464,0.360303689648109,3,10,203,73.408,60.555,12.674,0.065,10.869,9.02803700638343,0.462314078468352,49.4726618524098,6.79513526613157,21.8196603394662,1297.13747572647,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.167692176918691,0.22479094480028,0.0643742052229441
98,9.69944638362341,1717776580.50701,484193.856973036,4977481.83712156,-1.42386649368129,484193.63303462,4977481.97335025,-1.45341701933067,484193.606206275,4977481.9394754,-1.44982927236771,1,accepted,0.270851025726314,-1.48755764316387,0.401711466565708,3,9,216,74.304,61.662,12.467,0.069,10.869,9.41897182182009,0.579373809721615,40.2625832009638,7.35609311264778,34.2602449008787,1455.89959846606,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.145241162960848,0.227339825839933,0.06743200489061
99,9.79979808513818,1717776580.599,484193.928680177,4977481.2901584,-1.39359186254642,484193.728248111,4977481.39375703,-1.41851734839717,484193.702081926,4977481.35196843,-1.41641792872884,1,accepted,0.234877091892124,-1.30783725513876,0.439648884448843,3,8,228,72.299,59.629,12.495,0.066,10.869,9.56075135342894,0.517093480768937,39.0644764012493,7.61905595594395,30.6455526622199,1545.42365157576,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.131604492029837,0.229327521354846,0.0684402885971184
100,9.89962752251559,1717776580.69051,484194.018209863,4977480.74043644,-1.36297014853451,484193.839787702,4977480.80461939,-1.38614823529182,484193.80850665,4977480.75251363,-1.37953237729162,1,accepted,0.210050698774297,-0.948945807112447,0.459781365387052,3,8,229,72.9,60.521,12.177,0.068,10.869,10.1649664134761,0.671977743524881,38.5211180752672,8.38438793073696,34.5236869622309,1866.33932359005,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.118588534598116,0.228426617540749,0.0643379503701441
101,10.0009886399253,1717776580.78343,484194.12779872,4977480.176015,-1.33406597809841,484193.965553877,4977480.19259379,-1.35008842989001,484193.955751753,4977480.21258672,-1.34939020183822,1,accepted,0.175891016152858,-0.878013344605519,0.484014949538622,3,6,238,76.873,65.85,10.633,0.278,10.4388,10.0997795340833,0.801615526123138,44.8264419260278,8.26633140373386,33.1319430551868,1979.93745653821,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.11189128880992,0.225239413000294,0.062112916097862
102,10.1003847645274,1717776580.87454,484194.256753958,4977479.61762258,-1.30701380266843,484194.126062029,4977479.65871128,-1.32208242656269,484194.134785071,4977479.67898859,-1.32184749971371,1,accepted,0.13653642807189,-0.849908235270251,0.491988345035366,3,6,245,71.39,60.866,10.353,0.068,10.4388,10.1885464060147,0.968581351711764,42.9804121319228,8.36435662702901,40.9564454748081,2019.51595890872,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.108092288283126,0.218163471670893,0.0599926470610947
103,10.2004789752573,1717776580.9663,484194.405541143,4977479.05122384,-1.281121738312,484194.323671103,4977479.11645682,-1.29557534321269,484194.311289026,4977479.1296635,-1.29617056657882,1,accepted,0.12262235391813,-0.862234346306161,0.505080649184869,3,6,252,76.782,64.758,11.838,0.073,10.4388,10.2197446657862,1.23175167345567,29.3003015619066,8.16170383914206,40.8158509666871,1836.85840438328,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.105627808158053,0.210179201341885,0.0588195590437347
104,10.3001175053256,1717776581.05763,484194.571076433,4977478.48128307,-1.25606359348982,484194.513988939,4977478.56510996,-1.27073449494317,484194.516796286,4977478.55881802,-1.27052201518282,1,accepted,0.094646729631724,-0.828406541429482,0.499686074367562,3,5,260,74.698,64.067,10.452,0.075,10.4388,10.4425816763957,1.51709130035828,21.5779634442457,8.27715670773316,39.8309525001837,1811.41759081041,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.105345472509795,0.201456194226054,0.0567563433385194
105,10.3999947995761,1717776581.14919,484194.754673011,4977477.90560391,-1.2323328931039,484194.733751188,4977477.98755647,-1.24644121787969,484194.739010891,4977477.99197579,-1.24458860807012,1,accepted,0.0877804296244937,-0.702200742479884,0.503548633088848,3,7,266,77.24,64.96,12.112,0.063,10.4388,10.3488460149935,1.36964672349552,26.7172577887525,8.59788110187391,38.1814104326898,2049.66298660591,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.106403956654391,0.191520312729206,0.0545343440459741
106,10.4997714383381,1717776581.24065,484194.958424394,4977477.32625882,-1.21132413788924,484194.97103273,4977477.41466263,-1.22261729058328,484194.966690588,4977477.42524336,-1.22281205342204,1,accepted,0.0993290964224667,-0.658209075432059,0.534641376856956,3,5,268,74.197,64.197,9.83,0.063,10.4388,10.8326067958033,1.23840682599288,36.4799330925319,9.06128060853752,53.5041945948954,2403.33769743586,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.10508010522461,0.178754622795759,0.0541849337685838
107,10.5995790280125,1717776581.33214,484195.180776784,4977476.74427372,-1.19297304626649,484195.212470117,4977476.84157447,-1.20342678601794,484195.222197478,4977476.83269265,-1.20022554177712,1,accepted,0.0976400554219614,-0.415537383696568,0.558208506130845,3,7,273,72.591,60.05,12.366,0.064,10.4388,10.7834297960117,0.955980961629368,32.289404740322,9.315308733594,36.9049583570902,2386.25280818261,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.103188568921838,0.164728614906683,0.0542681379985802
108,10.6995980722406,1717776581.42382,484195.4167507,4977476.15643147,-1.17678562379226,484195.481218573,4977476.24148389,-1.18321555419118,484195.492755901,4977476.23073444,-1.18304100970636,1,accepted,0.106290744182051,-0.358407212103624,0.596314725659063,3,5,271,73.85,63.594,10.088,0.064,10.4388,11.2815502079674,0.985349506946931,17.1024931379104,9.607754322112,25.3368998273425,2314.59856393613,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.102802399959243,0.151552047746069,0.0546882902701874
109,10.8019038427115,1717776581.5176,484195.671946909,4977475.54921393,-1.16251999483171,484195.766661161,4977475.61633798,-1.16814942861931,484195.782786084,4977475.64036904,-1.16579065068668,1,accepted,0.143508107066751,-0.187394776729583,0.575439108242973,3,7,282,70.479,57.937,12.358,0.061,10.4388,10.4950431732783,1.06354929513618,25.0927150459753,8.97123487953869,18.1899840128006,2308.83209362358,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.102973712881762,0.137200234467852,0.0506392526355251
110,10.8997838927834,1717776581.60733,484195.92851301,4977474.96045225,-1.1509022086822,484196.056286806,4977475.044341,-1.15371686592101,484196.056011151,4977475.05782915,-1.15376728224176,1,accepted,0.160430783875207,-0.164156622956975,0.601992497077994,3,6,280,74.501,62.891,11.413,0.084,10.4388,10.3737603776744,1.16725188769086,19.3351674374007,8.57549148083505,24.6466160931806,2156.33266976186,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc,0.101560452453725,0.122652070291286,0.0460885430520261
