frame,start,accepted,reason,distance,yawdeg
555,3,True,accepted,0.04162614769550652,-0.17621906752471533
585,1,True,accepted,0.05600609876317996,0.3651299235539385
585,2,True,accepted,0.06122977386682431,0.2510649958379233
585,3,True,accepted,0.06122970851741321,0.2510602018447457
615,1,True,accepted,0.09691590329162071,0.45323603518285727
615,2,True,accepted,0.09691646325354739,0.45323106410168756
615,3,True,accepted,0.0969158260521058,0.4532351947012963
645,1,True,accepted,0.0852852680863956,0.39402483965259066
645,2,True,accepted,0.14293272634772608,-0.28184653143772853
645,3,True,accepted,0.08528464309969666,0.39398315326360195
675,1,True,accepted,0.2207171234659004,0.640900451083511
675,2,True,accepted,0.2207102322006806,0.6408758191294013
675,3,True,accepted,0.22069638863395885,0.6408269344367696
705,1,True,accepted,0.0907636852106506,0.6420305150070649
705,2,True,accepted,0.06636156378582518,0.32651961088864795
705,3,True,accepted,0.06635265391975567,0.32650948623426107
735,1,True,accepted,0.11910411570116158,-0.12295132139577025
735,2,True,accepted,0.11910411042355068,-0.12295231509742358
735,3,True,accepted,0.11910004570765004,-0.12295127131618112
765,1,True,accepted,0.1409624950834062,0.15173443315379043
765,2,True,accepted,0.14096086122529633,0.15173317471789216
765,3,True,accepted,0.1409596533389877,0.15173306138956363
795,1,True,accepted,0.07053842659850253,-0.26255113947552317
795,2,False,inconsistentClasses,0.4861486039246006,-0.454111442203032
795,3,True,accepted,0.07052874502703387,-0.26258881882396934
825,1,False,inconsistentClasses,0.6254779499997186,-2.6916170898378895
825,2,False,inconsistentClasses,0.6254779698369174,-2.6916170102891757
825,3,False,inconsistentClasses,0.6254779519592223,-2.6916170824184693
885,1,True,accepted,0.06773285540840436,-0.1763644074261545
885,2,True,accepted,0.06772854638267276,-0.17635233686214813
885,3,True,accepted,0.06772592662582591,-0.17634499960509328
915,1,True,accepted,0.037179197887517584,-0.07297499940826127
915,2,True,accepted,0.037191288778803316,-0.07301047271760498
915,3,True,accepted,0.037178173918007276,-0.07297198961089581
945,1,True,accepted,0.0725101316763578,0.3296645658388709
945,2,True,accepted,0.0466961615614886,-0.28042291665110486
945,3,True,accepted,0.04669556622178951,-0.28042327751051843
975,1,True,accepted,0.04640573241518701,0.15075052770316424
975,2,True,accepted,0.04640166366811415,0.15076092322968382
975,3,True,accepted,0.046400700333517425,0.1507586384646792
1005,1,True,accepted,0.16746573305302354,0.7166630589466009
1005,2,True,accepted,0.2269760248784191,-0.475571956998629
1005,3,True,accepted,0.12905170579959455,0.11501956869263479
1035,1,True,accepted,0.20597337523996553,0.44485220270477216
1035,2,True,accepted,0.7306837452807587,0.34916939421534665
1035,3,True,accepted,0.20597284217507728,0.44484519484168655
1065,1,True,accepted,0.022137185360687216,0.010151502838919047
1065,2,True,accepted,0.02213948989928667,0.010144431224326272
1065,3,True,accepted,0.022137358280670604,0.010150772969748721
1095,1,False,inconsistentClasses,0.16278464295834758,0.18302763611053421
1095,2,False,inconsistentClasses,0.1627870918857891,0.18302758245397563
1095,3,False,inconsistentClasses,0.16278696489016936,0.18302758492792398
1125,1,True,accepted,0.1154803749806619,0.18270979404045584
1125,2,True,accepted,0.0760927338700006,0.4884771839686088
1125,3,True,accepted,0.07608953107095395,0.4884501933015996
1155,1,True,accepted,0.08043844153565206,0.4683726002136692
1155,2,True,accepted,0.0804290351288438,0.46838532451447046
1155,3,True,accepted,0.08042874142334192,0.46837380154833297
