frame,start,accepted,reason,distance,yawdeg
15,1,True,accepted,0.0704596131460486,0.04670442332184593
15,2,True,accepted,0.07046775593532227,0.04672162418315217
15,3,True,accepted,0.05311050354277162,0.015099659625218455
45,1,True,accepted,0.02876592017520791,0.10381798881867257
45,2,True,accepted,0.028762712706911116,0.10382916734246156
45,3,True,accepted,0.02876384456648377,0.10381383649649885
75,1,True,accepted,0.08221025253825281,-0.34114393596339765
75,2,True,accepted,0.08222476915211935,-0.341199388690155
75,3,True,accepted,0.08220174146965195,-0.34111092357490486
105,1,True,accepted,0.048011878582963616,-0.7537410162178394
105,2,True,accepted,0.04801277681931768,-0.7538147551125055
105,3,True,accepted,0.04801229187031466,-0.753751055966085
135,1,False,inconsistentClasses,0.5275554790002049,4.323896630832382
135,2,True,accepted,0.11039811684711925,0.4019734725897177
135,3,True,accepted,0.1103937579236344,0.401966292000505
165,1,False,inconsistentClasses,0.24046859338605478,-0.856692104308068
165,2,True,accepted,0.12146566943194476,0.3880953482188186
165,3,True,accepted,0.12145080175595159,0.3881551050382341
195,1,True,accepted,0.12403401383697794,-0.47063085336006605
195,2,True,accepted,0.4481618414609011,1.7180661808654927
195,3,True,accepted,0.12402314622081813,-0.4705624379734145
225,1,True,accepted,0.032952556488506896,0.026895447833737873
225,2,True,accepted,0.08368956342436233,0.0324342023527834
225,3,True,accepted,0.011775234336451246,-0.04190607758477385
255,1,True,accepted,0.07417797366744902,0.07176496196565758
255,2,True,accepted,0.07416846661462352,0.07173303142558841
255,3,True,accepted,0.0741693704598796,0.07177669613311276
285,1,False,notConverged,0.3146993568262535,-1.0918820887758787
285,2,False,notConverged,0.3153116058863986,1.0705673137793652
285,3,False,acceptedDirectional,0.04610507715804806,0.0001895887776510523
315,1,True,accepted,0.12259202945968875,0.647131900443301
315,2,True,accepted,0.047741435038701374,-0.08187996805864227
315,3,True,accepted,0.04773137871425504,-0.08101753899987046
345,1,True,accepted,0.011755589479426645,0.1447651964189361
345,2,True,accepted,0.011752958131996213,0.14476481718345036
345,3,True,accepted,0.011751510159404326,0.1447640326139922
375,1,True,accepted,0.145717341542767,0.004094771172979591
375,2,True,accepted,0.14571604714515224,0.004077674130067043
375,3,True,accepted,0.1457161173085865,0.004094792385332817
405,1,True,accepted,0.07097621617380478,0.2858632975060802
405,2,True,accepted,0.2565507730395538,0.24898599362713061
405,3,True,accepted,0.07097408171304107,0.2858472505794134
435,1,True,accepted,0.03791769744859065,-0.020837255576690628
435,2,True,accepted,0.037917801070787176,-0.02083940329860394
435,3,True,accepted,0.03791485936043992,-0.02079391365927174
465,1,True,accepted,0.17175823908166402,-0.04692016490764469
465,2,True,accepted,0.17176801085948748,-0.046888538665121826
465,3,True,accepted,0.17176216638386388,-0.04690223073132814
495,1,True,accepted,0.05726981972250637,-0.053555350916560045
495,2,True,accepted,0.05231339535166085,-0.11966883633597822
495,3,True,accepted,0.057271185233914744,-0.05358560768756532
525,1,True,accepted,0.0982367005580204,-0.140299903092119
525,2,True,accepted,0.09823871731641198,-0.14034423627108236
525,3,True,accepted,0.0982367258887875,-0.1403004685254689
555,1,True,accepted,0.14914458031850591,0.8897459004942566
555,2,True,accepted,0.28757855349310496,0.25308604540592805
555,3,True,accepted,0.025777042040011158,-0.15178990875649653
585,1,True,accepted,0.06813160364999084,0.2396150955492972
585,2,True,accepted,0.06813248383251445,0.23956114880781532
585,3,True,accepted,0.06813251601051938,0.2395612671898162
615,1,True,accepted,0.12539838038782353,0.6592910595368721
615,2,True,accepted,0.12539993486351936,0.6592986889044877
615,3,True,accepted,0.12539389365999262,0.6592595114673834
645,1,True,accepted,0.09211712299161225,0.2722955451603538
645,2,True,accepted,0.09211798453565713,0.2722627675766031
645,3,True,accepted,0.09211798455281071,0.27226276850718245
675,1,True,accepted,0.09106640739476549,0.20811275030503967
675,2,True,accepted,0.09106902296257836,0.20812238539537156
675,3,True,accepted,0.09104899239171893,0.20804860119942903
705,1,True,accepted,0.09035482320610998,0.6680968643125029
705,2,True,accepted,0.0731012425044455,0.4553411233358262
705,3,True,accepted,0.07310118597237777,0.45534091318288944
735,1,True,accepted,0.10636829191790126,-0.21759343433882256
735,2,True,accepted,0.10636792405368366,-0.21759474145031132
735,3,True,accepted,0.1063679883885365,-0.21759298837341673
765,1,True,accepted,0.13498648359837573,0.21362524264753954
765,2,True,accepted,0.13498520336438283,0.2136255349777145
765,3,True,accepted,0.13497630518849707,0.21362789301875507
795,1,True,accepted,0.06048140175930628,-0.2691645282756911
795,2,False,inconsistentClasses,0.5002415810642765,-0.541843673703288
795,3,True,accepted,0.060472570960395065,-0.2691985842070246
825,1,False,inconsistentClasses,0.5423937710225587,-3.1035226661975774
825,2,False,inconsistentClasses,0.5423940012142145,-3.10352196189289
825,3,False,inconsistentClasses,0.542393771848892,-3.1035226637250712
885,1,True,accepted,0.06025201623863749,-0.17996938148701708
885,2,True,accepted,0.06024956465380374,-0.17996225653927286
885,3,True,accepted,0.060247867811267584,-0.1799574073575728
915,1,True,accepted,0.039082682812237764,-0.08096154007376767
915,2,True,accepted,0.03909092919916442,-0.08098448185402382
915,3,True,accepted,0.039082601157586376,-0.08096133048121268
945,1,True,accepted,0.0886156924436095,0.30912242747528274
945,2,True,accepted,0.030777934038304616,-0.3005598336535577
945,3,True,accepted,0.040774686874321904,0.06450860374077609
975,1,True,accepted,0.03742368441892057,0.08516115709613706
975,2,True,accepted,0.03741613262080775,0.08518444279408614
975,3,True,accepted,0.03741516282052919,0.08518254564708692
1005,1,True,accepted,0.15071855333477097,0.6540507176081213
1005,2,True,accepted,0.2176884237490637,-0.42423482589845934
1005,3,True,accepted,0.12476326636851454,0.11045737632591106
1035,1,True,accepted,0.20666609350136259,0.32664371276584475
1035,2,True,accepted,0.7280325414019648,0.22119034149750974
1035,3,True,accepted,0.2066681624997726,0.32667031795227425
1065,1,True,accepted,0.02157624895620688,0.002361528795580454
1065,2,True,accepted,0.024328762314963833,-0.0065445686189914585
1065,3,True,accepted,0.021579096791893185,0.0023528170615196246
1095,1,False,inconsistentClasses,0.17684474545431977,0.1832711657713685
1095,2,True,accepted,1.2048685494701366,0.48897864516014833
1095,3,False,inconsistentClasses,0.1768367168561761,0.1832714861698765
1125,1,True,accepted,0.09181946267870154,0.2862172534897322
1125,2,True,accepted,0.08169931939147215,0.3777491007516271
1125,3,True,accepted,0.08169826813623397,0.37773705937994045
1155,1,True,accepted,0.1532476397671124,0.8998076637751559
1155,2,True,accepted,0.08050929818183816,0.46655343151195566
1155,3,True,accepted,0.08050928101406882,0.4665533447841104
