frameIndex,semanticName,pillarsWithAtLeastFourPoints,medianPointCount,medianZSpanMeters,medianZStandardDeviationMeters,medianHorizontalRmsMeters,medianVerticalToHorizontalRatio
260,curb,145,8,0.048245906829834,0.0149787385978182,0.113580045926008,0.119704252682963
260,roadMarking,24,5.5,0.013108491897583,0.00448686929634443,0.0922765668890395,0.0451128532887497
260,pole,1,130,3.72376775741577,1.25359599640451,0.0920110955687734,13.6244002818933
550,curb,151,6,0.0477544069290161,0.0135656851708564,0.104125982095298,0.130769336931198
550,roadMarking,32,5.5,0.014348030090332,0.00492214017112675,0.0918644309508649,0.0513623662879041
550,pole,2,29,4.9273062646389,1.40122780676657,0.112524959036399,12.6103956695015
900,curb,136,7,0.100346148014069,0.0390359980974472,0.107517902108898,0.360946785756195
900,roadMarking,16,5,0.0161123275756836,0.00617745141791095,0.0929996333056662,0.0593227733480412
900,pole,15,44,3.69250416755676,0.942627195128798,0.0921699986274307,10.7772238505826
