frame,concatenated_baselineErrorM,concatenated_baselineStatus,confirmed_three_framesErrorM,confirmed_three_framesStatus,confirmed_five_framesErrorM,confirmed_five_framesStatus
135,0.129434195815379,accepted,0.141668582314363,accepted,0.154693946528507,accepted
136,0.115667843864964,accepted,0.161566344651942,accepted,0.174593898520165,accepted
137,0.14920745433598,accepted,0.161430853968792,accepted,0.178710219948097,accepted
138,0.133774003724907,accepted,0.149915921156987,accepted,0.167501549732122,accepted
139,0.128126582266581,accepted,0.118790780319496,accepted,0.167075818769159,accepted
140,0.102284278594016,accepted,0.063766457893658,accepted,0.125750660433286,accepted
141,0.107522986580691,accepted,0.117339348139768,accepted,0.15603677128129,accepted
142,0.134639059521992,accepted,0.139024892547794,accepted,0.130685623848899,accepted
143,0.145431852063835,accepted,0.129366429089872,accepted,0.147750596629525,accepted
144,0.192143504995777,accepted,0.0988789629989602,accepted,0.163966553483242,accepted
145,0.1893119068118,accepted,0.155590239824051,accepted,0.203894039616288,accepted
146,0.232798809283574,accepted,0.199298807483475,accepted,0.197697120748543,accepted
147,0.159987752003761,accepted,0.173231422688473,accepted,0.229896131350393,accepted
148,0.177725028811315,accepted,0.177317837264018,accepted,0.253313415275691,accepted
149,0.214690546600718,accepted,0.195301623839797,accepted,0.231961266880488,accepted
150,0.230686108056288,accepted,0.204320217564351,accepted,0.227212238965242,accepted
151,0.210341375656215,accepted,0.211274624776007,accepted,0.244427451785503,accepted
152,0.218337625986346,accepted,0.224746070928091,accepted,0.250630343382597,accepted
153,0.223137779968582,accepted,0.222256349371299,accepted,0.254702039565511,accepted
154,0.235698182545626,accepted,0.211902507486741,accepted,0.253231885387494,accepted
155,0.254206947807238,accepted,0.254165603912817,accepted,0.268299074720256,accepted
156,0.276046930858066,accepted,0.258751260593163,accepted,0.292654304475603,accepted
157,0.293367259981826,accepted,0.283040928539314,accepted,0.30660557428468,accepted
158,0.310276142659066,accepted,0.320694767454415,accepted,0.342004702133747,accepted
159,0.32846064563334,accepted,0.328430515304178,accepted,0.36569427276312,accepted
160,0.380560504804223,accepted,0.372536459689357,accepted,0.389540347186742,accepted
161,0.39885496574023,accepted,0.390293994640762,accepted,0.405380769191668,accepted
162,0.444365275957448,accepted,0.431055306256675,accepted,0.441392559450447,accepted
163,0.44880469626537,accepted,0.43828772685369,accepted,0.466922741691242,accepted
164,0.525914481964738,accepted,0.563714839411163,accepted,0.507299760475449,accepted
165,0.542379616419116,accepted,0.572226563235352,accepted,0.52311355359444,accepted
166,0.365450716276754,accepted,0.569549460565212,accepted,0.603942273805389,accepted
167,0.383831590877468,accepted,0.617440463000782,accepted,0.622591973325983,accepted
168,0.382932226205785,accepted,0.571185286255309,accepted,0.644055479651073,accepted
169,0.390381584209582,accepted,0.203735857223307,accepted,0.390283832108863,accepted
170,0.34298507363007,accepted,0.224118474366681,accepted,0.373339234340641,accepted
171,0.366757553439564,accepted,0.225050120591098,accepted,0.38447959171282,accepted
172,0.377847085198691,accepted,0.176765955263472,accepted,0.385321599155485,accepted
173,0.405418652361794,accepted,0.185453968908482,accepted,0.394967707422834,accepted
174,0.389722947392122,accepted,0.199175713482821,accepted,0.385479114677328,accepted
175,0.395427834740937,accepted,0.239801372898359,accepted,0.432955575874038,accepted
176,0.405356107560346,accepted,0.16215194110035,accepted,0.413396137227533,accepted
177,0.40317959994066,accepted,0.208170990181749,accepted,0.406936540789019,accepted
178,0.40455584358331,accepted,0.103975176372132,accepted,0.39868452696342,accepted
179,0.423572300978228,accepted,0.140902115051776,accepted,0.42347845127184,accepted
180,0.446110944878962,accepted,0.189442216130487,accepted,0.441717338340258,accepted
181,0.423122204959132,accepted,0.199102093726563,accepted,0.431483969102687,accepted
182,0.412383581856693,accepted,0.175333127464655,accepted,0.432684425454969,accepted
183,0.328317056850444,accepted,0.189807205413481,accepted,0.426048143388903,accepted
184,0.352815371020814,accepted,0.187577217496453,accepted,0.402038440282825,accepted
185,0.204352777744076,accepted,0.0385707535725685,accepted,0.372874327574717,accepted
186,0.195392465703239,accepted,0.0687444688854011,accepted,0.220768858386156,accepted
187,0.145593569870019,accepted,0.0356185093041333,accepted,0.106567114812733,accepted
188,0.0650864283106896,accepted,0.0670871249565438,accepted,0.133532375661729,accepted
189,0.0851170661094528,accepted,0.0929678470138563,accepted,0.106596981413672,accepted
190,0.13628461029434,accepted,0.124847490007398,accepted,0.137330505485302,accepted
191,0.166401168941648,accepted,0.163000090834657,accepted,0.169763586375299,accepted
192,0.200335405115634,accepted,0.204988383715985,accepted,0.192439810875928,accepted
193,0.228760150385302,accepted,0.227160702785648,accepted,0.219398122577718,accepted
194,0.362106153480477,accepted,0.246892282435334,accepted,0.247548406808793,accepted
195,0.372658778466594,accepted,0.352597694663818,accepted,0.334942229605801,accepted
196,0.388072034457268,accepted,0.389497387235679,accepted,0.374667111119268,accepted
197,0.392362673747228,accepted,0.40397896773768,accepted,0.397836529788438,accepted
198,0.404228044053618,accepted,0.419914215946558,accepted,0.411460246022857,accepted
199,0.403754280294957,accepted,0.415758696867212,accepted,0.417514259352488,accepted
200,0.416037633284764,accepted,0.420937497500582,accepted,0.426464580087958,accepted
201,0.377834132619573,accepted,0.404438305701064,accepted,0.423656927682803,accepted
202,0.358781801526628,accepted,0.311661096222774,accepted,0.3930819287653,accepted
203,0.298138478981771,accepted,0.296353827668428,accepted,0.378380510048135,accepted
204,0.322075068174852,accepted,0.392430585558646,accepted,0.360274437280268,accepted
205,0.285171626299765,accepted,0.351458286690909,accepted,0.349879325090525,accepted
206,0.309370792092319,accepted,0.405049887872197,accepted,0.412166874357186,accepted
207,0.127215407457533,accepted,0.400409123071022,accepted,0.411471600371022,accepted
208,0.0491926754016206,accepted,0.382564882407608,accepted,0.40961491052565,accepted
209,0.0593941884151587,accepted,0.352732003401353,accepted,0.404429479593305,accepted
210,0.071193905174317,accepted,0.345205091384718,accepted,0.385848781369689,accepted
211,0.0654267568727142,accepted,0.335745635671398,accepted,0.362983578384983,accepted
212,0.0875397222935776,accepted,0.347209271943525,accepted,0.361336433043261,accepted
213,0.0936143154838464,accepted,0.362335744163024,accepted,0.36858073372551,accepted
214,0.0729281995425333,accepted,0.0854479637925269,accepted,0.361274765629774,accepted
215,0.0754304979929354,accepted,0.0966430946380799,accepted,0.270688104667185,accepted
216,0.0595167307900263,accepted,0.0550542851213655,accepted,0.0600761196380994,accepted
217,0.0387025621515015,accepted,0.0408033579710138,accepted,0.0467194206210447,accepted
218,0.0535729107527072,accepted,0.0557402054622179,accepted,0.0450186249321837,accepted
219,0.0867854680449317,accepted,0.0858676787371835,accepted,0.0780165369723961,accepted
220,0.0976162388422332,accepted,0.0956459927393114,accepted,0.101488436196015,accepted
221,0.102246434221474,accepted,0.093318417577031,accepted,0.112756762240797,accepted
222,0.0824189257090038,accepted,0.0753519932966726,accepted,0.118068846316239,accepted
223,0.125390742492245,accepted,0.0974764092381659,accepted,0.138718693918676,accepted
224,0.157126458626447,accepted,0.151034384940037,accepted,0.153517302949821,accepted
225,0.181116822485407,accepted,0.167892763311988,accepted,0.161973782195824,accepted
226,0.158458329447136,accepted,0.13471365110902,accepted,0.175653147384786,accepted
227,0.144887929294994,accepted,0.163138902895464,accepted,0.200709109166457,accepted
228,0.162490965221801,accepted,0.17785406257826,accepted,0.180435892506025,accepted
229,0.165733485438336,accepted,0.200294437459109,accepted,0.204407642784794,accepted
230,0.204079656493516,accepted,0.230415241806429,accepted,0.223489964828505,accepted
231,0.165245760735967,accepted,0.239546016181869,accepted,0.213259661648677,accepted
232,0.0944405829983578,accepted,0.157074419954984,accepted,0.170123583375992,accepted
233,0.0619601450639945,accepted,0.0374249877601959,accepted,0.159790720236404,accepted
234,0.0707377092163715,accepted,0.0471728256675884,accepted,0.0761786906365105,accepted
235,0.0751569953036876,accepted,0.0708476614909576,accepted,0.0775805020653441,accepted
236,0.0815577791456307,accepted,0.0862822563054311,accepted,0.0753886274405687,accepted
237,0.0510076108453382,accepted,0.0235449101829313,accepted,0.0792885189622351,accepted
238,0.0352439908246722,accepted,0.0276686475011774,accepted,0.0754938787016461,accepted
239,0.029916478102093,accepted,0.0113836790658524,accepted,0.0275710840810886,accepted
240,0.0327633301995886,accepted,0.0271909176777261,accepted,0.0161049873715829,accepted
241,0.0185055766071771,accepted,0.0419521223047921,accepted,0.0279810842244379,accepted
242,0.0262321244220591,accepted,0.0369564383312718,accepted,0.040226330014762,accepted
243,0.0441582157308768,accepted,0.0230865332449495,accepted,0.0429754346767369,accepted
244,0.0549114611175539,accepted,0.0522070979873375,accepted,0.0522335998072316,accepted
245,0.0775602026546853,accepted,0.0725737411748436,accepted,0.0631531701435453,accepted
246,0.107919584043162,accepted,0.114336150398993,accepted,0.0837885754585855,accepted
247,0.114185588361886,accepted,0.0984100874032602,accepted,0.0997168961672683,accepted
248,0.116567360941244,accepted,0.0953285324047198,accepted,0.118244937079883,accepted
249,0.125886710730406,accepted,0.116484790352027,accepted,0.139964073807093,accepted
250,0.171348054683052,accepted,0.159854508726969,accepted,0.158415695177077,accepted
251,0.168652325879625,accepted,0.179114510523243,accepted,0.157076786041404,accepted
252,0.133265984356227,accepted,0.15817805929111,accepted,0.166703585604622,accepted
253,0.135802505954239,accepted,0.156387701342602,accepted,0.167998837505228,accepted
254,0.110072095938333,accepted,0.134141108484124,accepted,0.169102841006267,accepted
255,0.114146436465705,accepted,0.122286345981996,accepted,0.124771351833355,accepted
256,0.125060450038206,accepted,0.123430534411695,accepted,0.117967094092598,accepted
257,0.101679004706193,accepted,0.130067436980559,accepted,0.118100099280884,accepted
258,0.0950340711982481,accepted,0.117268376622784,accepted,0.137037858783726,accepted
259,0.102641715933289,accepted,0.119148444983354,accepted,0.138610993194765,accepted
260,0.134213134472478,accepted,0.131915185737748,accepted,0.134993292382173,accepted
261,0.145725542918389,accepted,0.141349575270157,accepted,0.14447927778409,accepted
262,0.167612572595712,accepted,0.166001254339784,accepted,0.160732176479371,accepted
263,0.179490064537889,accepted,0.177184296829364,accepted,0.170571446239889,accepted
264,0.186392420043147,accepted,0.192069597874796,accepted,0.185166447080833,accepted
265,0.193784023099506,accepted,0.21782327617878,accepted,0.200439612901979,accepted
266,0.187983701712854,accepted,0.204249073265953,accepted,0.208811566960106,accepted
267,0.193119266106361,accepted,0.221927689321611,accepted,0.221186486424275,accepted
268,0.201118397207144,accepted,0.222919110381206,accepted,0.222302705226073,accepted
269,0.234058253129462,accepted,0.228902475329208,accepted,0.236317557658793,accepted
270,0.237843293655372,accepted,0.239613832105655,accepted,0.238828982487016,accepted
271,0.210243767340555,accepted,0.240748261430517,accepted,0.243366140828345,accepted
272,0.175901948776331,accepted,0.178889581704925,accepted,0.207456481684594,accepted
273,0.0770745472545307,accepted,0.17870075159444,accepted,0.193406278357212,accepted
274,0.0812201898944362,accepted,0.120150766477324,accepted,0.180406368216765,accepted
275,0.0655106545524259,accepted,0.0630807332978252,accepted,0.173708234712765,accepted
276,0.0574443043335476,accepted,0.0553645610835059,accepted,0.168374312330674,accepted
277,0.0567232611393992,accepted,0.0555399728405147,accepted,0.185811151850073,accepted
278,0.0804181390080248,accepted,0.0908082321505173,accepted,0.190485696498003,accepted
279,0.0961855819322036,accepted,0.0955577989977545,accepted,0.194646406891205,accepted
280,0.119630384020397,accepted,0.132159647530241,accepted,0.205851107801424,accepted
281,0.126263107554422,accepted,0.13587729993697,accepted,0.213205074050735,accepted
282,0.126304404061262,accepted,0.133107240061325,accepted,0.226623640814169,accepted
283,0.128549158692998,accepted,0.103575736360354,accepted,0.218887229737734,accepted
284,0.0987817298534706,accepted,0.126426523681677,accepted,0.188269690380804,accepted
285,0.140369434458716,accepted,0.0918405124727179,accepted,0.18762656234489,accepted
286,0.0768995566783278,accepted,0.0767983531844481,accepted,0.176409425971063,accepted
287,0.0579276189807839,accepted,0.0465234080324313,accepted,0.0379363612367871,accepted
288,0.0463527289248819,accepted,0.0564099957265319,accepted,0.00867688518307983,accepted
289,0.0310325039334378,accepted,0.0359470307670794,accepted,0.027751910216618,accepted
290,0.0821364771446818,accepted,0.0833326667759626,accepted,0.0595418389621106,accepted
291,0.117183462892448,accepted,0.115564672321949,accepted,0.0953050872349641,accepted
292,0.125805290372061,accepted,0.127380252967459,accepted,0.125745812755214,accepted
293,0.132985629576725,accepted,0.134365844561261,accepted,0.14888954210325,accepted
294,0.119273760999522,accepted,0.117778354428853,accepted,0.152897024082015,accepted
295,0.0928586014219042,accepted,0.0767284626590311,accepted,0.0736691235090579,accepted
296,0.0835336079651555,accepted,0.0876715643602572,accepted,0.0794598246187115,accepted
297,0.0777691355323176,accepted,0.0769466927641861,accepted,0.091354117501112,accepted
298,0.0551802876058231,accepted,0.0688628835820816,accepted,0.0903165102319355,accepted
299,0.0530512410495428,accepted,0.0626789085507032,accepted,0.0921873044590438,accepted
300,0.0728102460307936,accepted,0.0848973980584387,accepted,0.103769096915361,accepted
301,0.0871769367755319,accepted,0.0831700259782871,accepted,0.125466606270137,accepted
302,0.0881419960621116,accepted,0.097026541217559,accepted,0.131563633045022,accepted
303,0.0149616452188228,accepted,0.0324055897280559,accepted,0.0943742658742425,accepted
304,0.0247319750248125,accepted,0.0272663082732958,accepted,0.10173630258661,accepted
305,0.0317976086303767,accepted,0.0232351145656184,accepted,0.0326980902341898,accepted
306,0.0597736370412543,accepted,0.0567903737193965,accepted,0.0538042319526864,accepted
307,0.0671315516924837,accepted,0.0881381779710531,accepted,0.0802687591514009,accepted
308,0.0628143768388941,accepted,0.0717371312443135,accepted,0.0866762436145541,accepted
309,0.0712165768940193,accepted,0.0844697107794186,accepted,0.100196679198624,accepted
310,0.0892296524112409,accepted,0.0903736899256529,accepted,0.0941502721806605,accepted
311,0.095306686462707,accepted,0.101589588928547,accepted,0.104214010627827,accepted
312,0.0899712832474168,accepted,0.0840512419740859,accepted,0.121988910424471,accepted
313,0.100137316732462,accepted,0.106502831589569,accepted,0.128388578499904,accepted
314,0.11354666977545,accepted,0.112873602892878,accepted,0.117813090823874,accepted
315,0.124266790712464,accepted,0.142275600739811,accepted,0.143723325886278,accepted
316,0.127007704355677,accepted,0.139844747057127,accepted,0.155391746039652,accepted
317,0.132357934373189,accepted,0.152455006756255,accepted,0.178889375204723,accepted
318,0.144194319965132,accepted,0.166019228303657,accepted,0.183976421836929,accepted
319,0.157697962685186,accepted,0.17032518324956,accepted,0.180531805689858,accepted
320,0.167659826852158,accepted,0.203892256068304,accepted,0.207026306843778,accepted
321,0.185029555442901,accepted,0.190673979938387,accepted,0.210201510991229,accepted
322,0.198435473885495,accepted,0.209451139858293,accepted,0.210860624043988,accepted
323,0.204120078260489,accepted,0.190934060896899,accepted,0.217629865869582,accepted
324,0.182973485832045,accepted,0.202861081992683,accepted,0.238492661523577,accepted
325,0.126353153496582,accepted,0.201704117347324,accepted,0.213814792447824,accepted
326,0.138084074723269,accepted,0.21310038283078,accepted,0.22487356661383,accepted
327,0.146092302588386,accepted,0.133787123554456,accepted,0.146087048646011,accepted
328,0.143587823267894,accepted,0.133081770893692,accepted,0.142483094764303,accepted
329,0.136429979796961,accepted,0.0996770447827612,accepted,0.145755246240322,accepted
330,0.110627371506284,accepted,0.112358377075563,accepted,0.154790869651717,accepted
331,0.208034787660731,accepted,0.115152876711676,accepted,0.130735068150007,accepted
332,0.232364307030775,accepted,0.196060843490473,accepted,0.157359544462458,accepted
333,0.250541520081383,accepted,0.217632480136275,accepted,0.180269382547136,accepted
334,0.230980432232924,accepted,0.20594082488615,accepted,0.221522651446044,accepted
335,0.240036056659824,accepted,0.168892605932238,accepted,0.238778152462557,accepted
336,0.24689574939538,accepted,0.202991507747762,accepted,0.222454533251106,accepted
337,0.224363986682551,accepted,0.228551075969436,accepted,0.221167438005468,accepted
338,0.222638232807568,accepted,0.248672272503733,accepted,0.243057268458272,accepted
339,0.21808161557751,accepted,0.218455038440859,accepted,0.238861196871399,accepted
340,0.138844506455332,accepted,0.212631355938064,accepted,0.24392202224789,accepted
341,0.0730785271151469,accepted,0.0985260761701488,accepted,0.090022094086026,accepted
342,0.0633629004995463,accepted,0.0472783805771638,accepted,0.0567186329096997,accepted
343,0.0594750328262217,accepted,0.0668684995158659,accepted,0.0637884195157389,accepted
344,0.0734213807023066,accepted,0.0742844347626075,accepted,0.0659956618696756,accepted
345,0.0845343933471697,accepted,0.0921943578212765,accepted,0.0837682145192518,accepted
346,0.0764835837064806,accepted,0.0783172795682288,accepted,0.0888875251914209,accepted
347,0.0844073534287169,accepted,0.0689111574711156,accepted,0.100713214406156,accepted
348,0.0913306520053931,accepted,0.0848869364566046,accepted,0.100665555744064,accepted
349,0.117397356600847,accepted,0.106673516519127,accepted,0.109172903897361,accepted
350,0.13464142322123,accepted,0.132832995486269,accepted,0.137257761192964,accepted
351,0.161728813891984,accepted,0.152187020230004,accepted,0.161162369652804,accepted
352,0.187219947575007,accepted,0.190589395323174,accepted,0.185465326496491,accepted
