frame,concatenated_baselineErrorM,concatenated_baselineStatus,confirmed_three_framesErrorM,confirmed_three_framesStatus,confirmed_five_framesErrorM,confirmed_five_framesStatus
353,0.211041950242985,accepted,0.2144708545143,accepted,0.211218605108113,accepted
354,0.173832000711941,accepted,0.227392696351458,accepted,0.238142425978461,accepted
355,0.182475479200376,accepted,0.243960001882223,accepted,0.266120624191114,accepted
356,0.196548603243199,accepted,0.246964911791205,accepted,0.216907590392863,accepted
357,0.188118408789604,accepted,0.263479011941744,accepted,0.227221513202605,accepted
358,0.209686808337425,accepted,0.287843397844165,accepted,0.246294782960162,accepted
359,0.230608163991329,accepted,0.260570602009413,accepted,0.265890793834283,accepted
360,0.248019869148369,accepted,0.277834183749261,accepted,0.224919656576909,accepted
361,0.220842542912324,accepted,0.21540445077309,accepted,0.220580586704552,accepted
362,0.0768943423181338,accepted,0.229354984220674,accepted,0.250959256747515,accepted
363,0.0756428824359895,accepted,0.153418963591402,accepted,0.247472581396276,accepted
364,0.0931748164332474,accepted,0.163715716209217,accepted,0.0789573279691147,accepted
365,0.107865360962663,accepted,0.194723296803617,accepted,0.101830825375377,accepted
366,0.0830970200667895,accepted,0.173193062428371,accepted,0.113392793745452,accepted
367,0.110068063095654,accepted,0.126514769959669,accepted,0.123391442761551,accepted
368,0.122202475611119,accepted,0.116039300972406,accepted,0.131919918226085,accepted
369,0.155587761985964,accepted,0.12647696584498,accepted,0.145799856910051,accepted
370,0.104661413487711,accepted,0.146803728141736,accepted,0.129680153339503,accepted
371,0.114546767902288,accepted,0.115391811152533,accepted,0.138212525555948,accepted
372,0.125737933603882,accepted,0.126966680594928,accepted,0.153059819713765,accepted
373,0.138055573500355,accepted,0.138584959330244,accepted,0.162462342481673,accepted
374,0.140259180336921,accepted,0.133234685912303,accepted,0.152930821529368,accepted
375,0.131230233305838,accepted,0.144127044317659,accepted,0.161826241316389,accepted
376,0.138642641759455,accepted,0.138690126113013,accepted,0.163090472298662,accepted
377,0.208051192023671,accepted,0.0881512194253192,accepted,0.148786090539155,accepted
378,0.100998272459228,accepted,0.115394211607883,accepted,0.0739675612577534,accepted
379,0.0934872149577994,accepted,0.0946448270533471,accepted,0.0478761704933143,accepted
380,0.0546221060097141,accepted,0.0344009964262384,accepted,0.0514710373550908,accepted
381,0.0635002188455178,accepted,0.062914464354314,accepted,0.0550996219743854,accepted
382,0.0588544172716659,accepted,0.0993245762336626,accepted,0.0364763351055436,accepted
383,0.0884530839762887,accepted,0.0977236963473332,accepted,0.0343074518995583,accepted
384,0.0611132144012942,accepted,0.154991094226878,accepted,0.0239077009558699,accepted
385,0.101551927500518,accepted,0.146116669118407,accepted,0.0786612244230262,accepted
386,0.0531638872573415,accepted,0.129269692352173,accepted,0.0705644449536578,accepted
387,0.0626867698050848,accepted,0.0881901632511743,accepted,0.0876026778337063,accepted
388,0.0465834817572193,accepted,0.057028162293265,accepted,0.0713897136331769,accepted
389,0.0485558388664471,accepted,0.0332559497800379,accepted,0.044781380647671,accepted
390,0.067788107493912,accepted,0.061525934486989,accepted,0.0523285346626631,accepted
391,0.0798571031076612,accepted,0.0808543565054389,accepted,0.0747815009086997,accepted
392,0.0985573780432537,accepted,0.0971052996145948,accepted,0.0958436928601472,accepted
393,0.128160719055583,accepted,0.127357050304705,accepted,0.128922060610385,accepted
394,0.101446927798517,accepted,0.165659139105239,accepted,0.157215644785264,accepted
395,0.0996688716608627,accepted,0.179635497708841,accepted,0.177064722406644,accepted
396,0.0743279425913127,accepted,0.0755990391055616,accepted,0.107640988024763,accepted
397,0.0790661669024456,accepted,0.0811417068460717,accepted,0.0728368390507373,accepted
398,0.0740956714752204,accepted,0.0676476023630635,accepted,0.0673842862418283,accepted
399,0.0920428804869072,accepted,0.0866127591563236,accepted,0.0781130508707525,accepted
400,0.0982954777190709,accepted,0.092504313676388,accepted,0.0841279448978514,accepted
401,0.100436066939212,accepted,0.0944923439040764,accepted,0.0985789067169021,accepted
402,0.110136832871878,accepted,0.106888380798298,accepted,0.111189734236707,accepted
403,0.125270993000794,accepted,0.117635720205054,accepted,0.12599768760746,accepted
404,0.152050178017704,accepted,0.151361875192133,accepted,0.143597947207495,accepted
405,0.168496544725092,accepted,0.165512071706584,accepted,0.154606561143165,accepted
406,0.166274936448876,accepted,0.164998290734673,accepted,0.175391602305808,accepted
407,0.177041254627546,accepted,0.166107378773916,accepted,0.185472966372436,accepted
408,0.184480225959398,accepted,0.186181702022668,accepted,0.190803181906789,accepted
409,0.200963440029267,accepted,0.208007790363771,accepted,0.197877095731244,accepted
410,0.187020119406907,accepted,0.219716886787497,accepted,0.218697665421404,accepted
411,0.210459189698893,accepted,0.246255024390102,accepted,0.244929612877388,accepted
412,0.202298254753975,accepted,0.217928829283488,accepted,0.208830094730577,accepted
413,0.238482486449406,accepted,0.289179519060937,accepted,0.226096599464259,accepted
414,0.256792555946404,accepted,0.283140058820286,accepted,0.24179581921585,accepted
415,0.259776358955219,accepted,0.278160649033907,accepted,0.244946800999874,accepted
416,0.246285966462632,accepted,0.247052695567094,accepted,0.254836585276834,accepted
417,0.253223603101399,accepted,0.256680122058845,accepted,0.265521647182609,accepted
418,0.288268850311044,accepted,0.307650034360881,accepted,0.273060711767368,accepted
419,0.324292973795804,accepted,0.319268947189751,accepted,0.289138537635352,accepted
420,0.288213151218164,accepted,0.356599907271782,accepted,0.28341915919111,accepted
421,0.286883041448991,accepted,0.2899514481992,accepted,0.297985097105163,accepted
422,0.283619976954668,accepted,0.295499929422874,accepted,0.305030520149875,accepted
423,0.32399174771283,accepted,0.325278104848742,accepted,0.311481061803031,accepted
424,0.347707629065988,accepted,0.420832373281611,accepted,0.330636661550543,accepted
425,0.315295266402313,accepted,0.222949159998901,accepted,0.32558830085976,accepted
426,0.168184228588678,accepted,0.179698504217953,accepted,0.299743232418164,accepted
427,0.17350862917904,accepted,0.185298291440245,accepted,0.219278381489621,accepted
428,0.143065220413902,accepted,0.226527369331187,accepted,0.20671930246501,accepted
429,0.0670704741346835,accepted,0.192915019382213,accepted,0.199538480096195,accepted
430,0.101105796815917,accepted,0.0836752461847796,accepted,0.0333533552121002,accepted
431,0.0938477745093441,accepted,0.0603039821597986,accepted,0.0400445904345648,accepted
432,0.0979779581285892,accepted,0.0486548277030744,accepted,0.0474080252310257,accepted
433,0.0513432330176903,accepted,0.00520731497520286,accepted,0.0345111973973927,accepted
434,0.0374555697649998,accepted,0.0300875427241911,accepted,0.0209897236089707,accepted
435,0.0973481253847118,accepted,0.0909086680845882,accepted,0.0579535015087568,accepted
436,0.0601307938761738,accepted,0.100839427126917,accepted,0.0457006303383476,accepted
437,0.0628027380075729,accepted,0.0932040377196148,accepted,0.0996365679387992,accepted
438,0.0467727406048816,accepted,0.0549100425865486,accepted,0.0969336294341876,accepted
439,0.0718850282475471,accepted,0.0801329652911259,accepted,0.0832978150236513,accepted
440,0.0876162089639416,accepted,0.0868361530785815,accepted,0.0765181122854778,accepted
441,0.0983147190042835,accepted,0.0904918628878796,accepted,0.100720437039362,accepted
442,0.104319770187995,accepted,0.0975509246894334,accepted,0.115246809771479,accepted
443,0.0927980106509988,accepted,0.0916490115281737,accepted,0.122960114796449,accepted
444,0.095087934888655,accepted,0.093760386758942,accepted,0.108655490407654,accepted
445,0.0956224594292936,accepted,0.106004523033394,accepted,0.11067056770209,accepted
446,0.111529026189665,accepted,0.123062428590691,accepted,0.125666239821758,accepted
447,0.133572170406749,accepted,0.154899980417082,accepted,0.13975001961874,accepted
448,0.10101446504788,accepted,0.149134530160422,accepted,0.15114851418852,accepted
449,0.0831865793922408,accepted,0.0851742380459366,accepted,0.145656029407826,accepted
450,0.060482110674385,accepted,0.050416005957498,accepted,0.08069990453882,accepted
451,0.0552054037041355,accepted,0.0423290055730597,accepted,0.0878019130616519,accepted
452,0.0695348060999589,accepted,0.063708142246711,accepted,0.0695021371842431,accepted
453,0.0685423625240881,accepted,0.0537547871194496,accepted,0.0551245496901462,accepted
454,0.0549207712819837,accepted,0.0184113642729562,accepted,0.0604815546955249,accepted
455,0.0222953393749663,accepted,0.0257678416142679,accepted,0.0591862416210854,accepted
456,0.0186105339568009,accepted,0.0304727890961948,accepted,0.0328396649136249,accepted
457,0.0282989270824612,accepted,0.0151886545414977,accepted,0.0191897841128718,accepted
458,0.0346229744079547,accepted,0.0314267040764859,accepted,0.0393797638960137,accepted
459,0.041329227695967,accepted,0.0613269902596535,accepted,0.0487697542010919,accepted
460,0.0516064455777275,accepted,0.0540558839089907,accepted,0.0610168798618769,accepted
461,0.0353287200416383,accepted,0.0574685762110073,accepted,0.0616572430106919,accepted
462,0.0219347087432185,accepted,0.0256471444426349,accepted,0.0231472874712286,accepted
463,0.0512661752927487,accepted,0.0489286735108074,accepted,0.0318098501654923,accepted
464,0.0552241511082037,accepted,0.0608136103554301,accepted,0.0482142893121757,accepted
465,0.074901935563894,accepted,0.0709899414996287,accepted,0.0586859944391895,accepted
466,0.0697594710738597,accepted,0.0881371866169559,accepted,0.0720373849429306,accepted
467,0.0648003761357035,accepted,0.0785337828790225,accepted,0.0808554951225534,accepted
468,0.0687079577141123,accepted,0.0779243226632252,accepted,0.0799585971535565,accepted
469,0.0338290377618699,accepted,0.0689951429641245,accepted,0.0677116087252983,accepted
470,0.0399423636757299,accepted,0.0562600947302183,accepted,0.0613449568835035,accepted
471,0.031506707000542,accepted,0.0295790928616914,accepted,0.0594986477197963,accepted
472,0.048279340444649,accepted,0.0576420214819816,accepted,0.0477558999057465,accepted
473,0.061387272927699,accepted,0.0417519466406882,accepted,0.0332960687095329,accepted
474,0.0741102169543915,accepted,0.0527159928580136,accepted,0.0511671882023413,accepted
475,0.058971166856025,accepted,0.0648994472008878,accepted,0.0622987881839218,accepted
476,0.0815345899019813,accepted,0.0666552930459971,accepted,0.0808577144703761,accepted
477,0.0973738560608669,accepted,0.125984068716984,accepted,0.12212372501029,accepted
478,0.120630856055748,accepted,0.149678738482989,accepted,0.132056570432357,accepted
479,0.140836926667656,accepted,0.146315636197786,accepted,0.145867986472322,accepted
480,0.113652736935534,accepted,0.160186175448521,accepted,0.165962557686526,accepted
481,0.0132607433890726,accepted,0.178387529590492,accepted,0.170894024992171,accepted
482,0.0419012395670298,accepted,0.192278512461983,accepted,0.18830150279261,accepted
483,0.0548562784247661,accepted,0.222223891432755,accepted,0.216090606686155,accepted
484,0.0473528598615821,accepted,0.171184003029917,accepted,0.175133153032363,accepted
485,0.0476700084832377,accepted,0.0310829851277671,accepted,0.174221862801009,accepted
486,0.0254172334774495,accepted,0.0334987903060768,accepted,0.0537802550883136,accepted
487,0.034329132207854,accepted,0.0368200034260903,accepted,0.0420184881217133,accepted
488,0.0354485682017483,accepted,0.0370083351769053,accepted,0.0486342252041344,accepted
489,0.0542388415787126,accepted,0.0368504186321893,accepted,0.0468152687721998,accepted
490,0.0383977781797283,accepted,0.0393421581355285,accepted,0.0278492379660036,accepted
491,0.0552488903801591,accepted,0.0307641787754376,accepted,0.0435368615463971,accepted
492,0.0332281005125171,accepted,0.0520992064250266,accepted,0.0508802702026077,accepted
493,0.0507077951594182,accepted,0.035306499991115,accepted,0.0549741068924833,accepted
494,0.0241044923036304,accepted,0.0257868848218508,accepted,0.0417270133179095,accepted
495,0.0414407043265784,accepted,0.0206867013694316,accepted,0.0213719536110601,accepted
496,0.0316026926172939,accepted,0.0641272281349037,accepted,0.0333516068952148,accepted
497,0.0260284142208744,accepted,0.0325456347165564,accepted,0.04308747152909,accepted
498,0.0373411251363546,accepted,0.0271404918480528,accepted,0.0304404652355932,accepted
499,0.0496721490320258,accepted,0.0539883871864167,accepted,0.0303309158480296,accepted
500,0.0838467832949952,accepted,0.0859585545242775,accepted,0.0410767584078907,accepted
501,0.0873679169059426,accepted,0.095252845283349,accepted,0.081592409898288,accepted
502,0.0893323643046589,accepted,0.100717337326054,accepted,0.0839043007233599,accepted
503,0.0874800246499226,accepted,0.0810669741604065,accepted,0.0731185134540981,accepted
504,0.0634816156400422,accepted,0.0385631980172469,accepted,0.0710657266577232,accepted
505,0.0475541904829506,accepted,0.0393445940865912,accepted,0.0587245869428268,accepted
506,0.0288173973208594,accepted,0.0447827731885095,accepted,0.0491147989545385,accepted
507,0.0222597743983894,accepted,0.0211775417948821,accepted,0.022379998381802,accepted
508,0.0113836940818529,accepted,0.006895172465557,accepted,0.0186277973058684,accepted
509,0.0150315712463394,accepted,0.0252746162891352,accepted,0.0208205461096245,accepted
510,0.0291430759734257,accepted,0.0323135893732699,accepted,0.033335318313343,accepted
511,0.0466080500866072,accepted,0.0551410717692851,accepted,0.0437021854417934,accepted
512,0.0577222547411802,accepted,0.0691732513625126,accepted,0.0574412561762082,accepted
513,0.0760719236235684,accepted,0.0853073199715206,accepted,0.0699134624894958,accepted
514,0.0630870062065503,accepted,0.0678967244106872,accepted,0.0744957414166821,accepted
515,0.0593113227424061,accepted,0.0387271205935558,accepted,0.0719022348378766,accepted
516,0.0461398753807039,accepted,0.0366147549011043,accepted,0.0650780215094399,accepted
517,0.045935323331832,accepted,0.0414776601964603,accepted,0.0590548563044222,accepted
518,0.0594158930533026,accepted,0.0524763661271378,accepted,0.0548849189688642,accepted
519,0.0786898146648818,accepted,0.0736037597339391,accepted,0.0642349055872176,accepted
520,0.0920972564929304,accepted,0.0859315952815331,accepted,0.0840614172847261,accepted
521,0.0950873463090386,accepted,0.0919006698169501,accepted,0.0894365968407618,accepted
522,0.0909731122145919,accepted,0.0880489505050949,accepted,0.0962959385949475,accepted
523,0.0963145108874342,accepted,0.122952564811096,accepted,0.0994987151504661,accepted
524,0.132804130497148,accepted,0.161746063439477,accepted,0.10613609068744,accepted
525,0.142872095713016,accepted,0.150376711084862,accepted,0.134314328056318,accepted
526,0.102745623775588,accepted,0.0814908098787533,accepted,0.147882950283712,accepted
527,0.0927387837602521,accepted,0.0782446850626884,accepted,0.144086633015641,accepted
528,0.0995719376529407,accepted,0.0203714465606272,accepted,0.0937620638025265,accepted
529,0.109421163781306,accepted,0.0332250549221831,accepted,0.0951180374859555,accepted
530,0.100542814230395,accepted,0.038254912464105,accepted,0.108692710442649,accepted
531,0.107691509424171,accepted,0.0517428422011774,accepted,0.11916232099738,accepted
532,0.119216209135936,accepted,0.0710170430403915,accepted,0.145493108590982,accepted
533,0.1665906177981,accepted,0.0956503551281877,accepted,0.165397416318241,accepted
534,0.169898249904982,accepted,0.0967713554535869,accepted,0.168555529370126,accepted
535,0.108310744605779,accepted,0.081793946234193,accepted,0.177401353384751,accepted
536,0.0886001383894514,accepted,0.0812532300064361,accepted,0.183874441898313,accepted
537,0.0444219281615979,accepted,0.0683197917229004,accepted,0.135953797412948,accepted
538,0.0817487649979238,accepted,0.127343620094566,accepted,0.131297862913424,accepted
539,0.0804025243283811,accepted,0.101004864084704,accepted,0.132736405289597,accepted
540,0.100267930618308,accepted,0.111669946924419,accepted,0.154178351279648,accepted
541,0.123597879928742,accepted,0.117376265866331,accepted,0.15159646132697,accepted
542,0.0942723801014056,accepted,0.107811791803213,accepted,0.145764941250456,accepted
543,0.0707973270510489,accepted,0.111264887340898,accepted,0.147467598939581,accepted
544,0.0749160382825297,accepted,0.0902131358099134,accepted,0.115385736037552,accepted
545,0.0919806391381528,accepted,0.104776814588934,accepted,0.11225788316058,accepted
546,0.0830257810324322,accepted,0.0758623750333925,accepted,0.107721143543881,accepted
547,0.0581727668607883,accepted,0.0543245607732682,accepted,0.109038179600762,accepted
548,0.0612595321417155,accepted,0.0607191917751895,accepted,0.0746311333083467,accepted
549,0.0736878629104336,accepted,0.0811673543844496,accepted,0.0958570415804418,accepted
550,0.0880596739044966,accepted,0.0874462944503649,accepted,0.101105831226076,accepted
551,0.0745440984749115,accepted,0.0721641564344203,accepted,0.0882928420763791,accepted
552,0.0599432707892611,accepted,0.0341396118463388,accepted,0.0759201828031456,accepted
553,0.0464902834217866,accepted,0.0285944009406519,accepted,0.0506942998737159,accepted
554,0.0567103650995882,accepted,0.0532556971307272,accepted,0.0507416504686507,accepted
555,0.0492263840903129,accepted,0.0674981300643091,accepted,0.0510175033230101,accepted
556,0.0773324801358747,accepted,0.0712869606025854,accepted,0.0661443135287137,accepted
557,0.112616781656742,accepted,0.0777440258615572,accepted,0.0852448212852783,accepted
558,0.135227685471294,accepted,0.135235199357685,accepted,0.106471251033619,accepted
559,0.164170814861989,accepted,0.16385616407248,accepted,0.126060388753016,accepted
560,0.137767348846786,accepted,0.144743331918934,accepted,0.146694440446676,accepted
561,0.0721486345945379,accepted,0.051494360328003,accepted,0.144795473109469,accepted
562,0.0878635597567306,accepted,0.0749476935855774,accepted,0.0965085418062235,accepted
563,0.0710810817644107,accepted,0.0784484282808905,accepted,0.0947805184620725,accepted
564,0.0646673395998747,accepted,0.0647041373770244,accepted,0.0767143340542595,accepted
565,0.0822967119437995,accepted,0.0335272251108014,accepted,0.0692533156598009,accepted
566,0.0869524004718443,accepted,0.0768175656382181,accepted,0.0829475365873245,accepted
567,0.0844859168408982,accepted,0.0810193331384506,accepted,0.0569465318239397,accepted
568,0.0104067318426115,accepted,0.0661843532999865,accepted,0.065857585622953,accepted
569,0.0158698653938995,accepted,0.0143758460266811,accepted,0.0311062065945097,accepted
570,0.0309440125370559,accepted,0.0364934727499908,accepted,0.0353911273308493,accepted
571,0.0686306840161387,accepted,0.077063570309668,accepted,0.0440432722518065,accepted
572,0.108884565435821,accepted,0.124598715906315,accepted,0.0762865307278561,accepted
573,0.124539466618321,accepted,0.117500694441355,accepted,0.0948129165955049,accepted
574,0.117645338100422,accepted,0.112018595520797,accepted,0.114148474071191,accepted
575,0.110114399802222,accepted,0.0770941137105994,accepted,0.112187758357987,accepted
576,0.111510077317145,accepted,0.102391945268813,accepted,0.115304183670074,accepted
577,0.128422952565377,accepted,0.198112372192253,accepted,0.101347909589997,accepted
578,0.152088765207967,accepted,0.169717284103773,accepted,0.10710521375299,accepted
579,0.124574253495705,accepted,0.148545164496778,accepted,0.151939875601928,accepted
580,0.0936651240774178,accepted,0.0959443238811931,accepted,0.118662636082399,accepted
581,0.0612083360032394,accepted,0.0899905718091368,accepted,0.103444419634351,accepted
582,0.058026962525427,accepted,0.0844489832222259,accepted,0.0680147028950212,accepted
583,0.0742103260650037,accepted,0.0828540527368047,accepted,0.0620454136985032,accepted
584,0.0590246209978822,accepted,0.0604236340564562,accepted,0.0657080671300139,accepted
585,0.0208080794070137,accepted,0.0410329267192529,accepted,0.054905977827878,accepted
586,0.0484561649091115,accepted,0.0595429026020537,accepted,0.0464510078055199,accepted
587,0.0604197538237909,accepted,0.0715234204853481,accepted,0.0577397706260294,accepted
588,0.0569697118498822,accepted,0.0505109060210498,accepted,0.0666119276964479,accepted
589,0.0410765722188763,accepted,0.0311253806014134,accepted,0.0828685638234595,accepted
590,0.0235987274849568,accepted,0.0423644061384531,accepted,0.0653848915753777,accepted
591,0.0340728645491268,accepted,0.0614291895991958,accepted,0.0565505627090892,accepted
592,0.0302238761198317,accepted,0.071118162700542,accepted,0.0735916210036589,accepted
593,0.0569633628928777,accepted,0.0908678231081982,accepted,0.0940819096342164,accepted
594,0.0392215419402011,accepted,0.0796003263208634,accepted,0.0781925742352214,accepted
595,0.0311782663722268,accepted,0.0589400717566136,accepted,0.0866215093465226,accepted
596,0.0663169746379927,accepted,0.0526268324539152,accepted,0.0184977699442146,accepted
597,0.0998365320885191,accepted,0.100001818292753,accepted,0.0621797448055855,accepted
598,0.108105498582985,accepted,0.0973481195427855,accepted,0.0736420075473663,accepted
599,0.138666444826909,accepted,0.290099739832695,accepted,0.081625002147753,accepted
600,0.253426104245222,accepted,0.251425554119413,accepted,0.0796811946500382,accepted
601,0.21608732370914,accepted,0.209891054065631,accepted,0.216852843553726,accepted
602,0.171471655123587,accepted,0.15790442272368,accepted,0.175241876839141,accepted
603,0.139095187169848,accepted,0.13402226483033,accepted,0.117318181694592,accepted
604,0.100106668904328,accepted,0.205471331339244,accepted,0.110451153519916,accepted
605,0.200830723314657,accepted,0.200035665374469,accepted,0.123961139698932,accepted
606,0.17712192627695,accepted,0.173556052959195,accepted,0.188630040009411,accepted
607,0.169857477187278,accepted,0.168909540338877,accepted,0.185729711158443,accepted
608,0.179312333862574,accepted,0.156747730636852,accepted,0.177424712290973,accepted
609,0.174278402518344,accepted,0.146736328791478,accepted,0.168434344555934,accepted
610,0.169999721185412,accepted,0.148688409002762,accepted,0.161241993963886,accepted
611,0.134956658440662,accepted,0.139371851867441,accepted,0.154506082538819,accepted
612,0.135993446604648,accepted,0.121396410747059,accepted,0.159029620209886,accepted
613,0.115172440182597,accepted,0.12178362821097,accepted,0.139044009469382,accepted
614,0.118151637078485,accepted,0.118763414474631,accepted,0.137212295549337,accepted
615,0.137424669339653,accepted,0.140050091494926,accepted,0.144178720834418,accepted
616,0.140575793721304,accepted,0.147408756066804,accepted,0.138615508955566,accepted
617,0.151800768891487,accepted,0.155768519207548,accepted,0.163131503007946,accepted
618,0.167589971167631,accepted,0.168702233668642,accepted,0.186139824044334,accepted
619,0.179623871794982,accepted,0.183121988541637,accepted,0.189158087534665,accepted
620,0.186264242416018,accepted,0.181119128254253,accepted,0.202551263457488,accepted
621,0.214325308409417,accepted,0.183524062461238,accepted,0.211710554804719,accepted
622,0.238363722695158,accepted,0.197838741734924,accepted,0.220800099788969,accepted
623,0.191895082336286,accepted,0.183817900475664,accepted,0.228177570794094,accepted
624,0.123962933788157,accepted,0.159143250075661,accepted,0.211108546183103,accepted
625,0.124703827528026,accepted,0.183991712860803,accepted,0.219006956920455,accepted
626,0.13740135320016,accepted,0.184195270378291,accepted,0.194463625840459,accepted
627,0.159601585910098,accepted,0.16335490931683,accepted,0.186115232365253,accepted
628,0.143602834008202,accepted,0.162181801600875,accepted,0.192958358662125,accepted
629,0.168021970655993,accepted,0.188651861945741,accepted,0.204832898464705,accepted
630,0.183584702867515,accepted,0.161060555372808,accepted,0.184817210224289,accepted
631,0.135897455076455,accepted,0.161124313164024,accepted,0.185248215814107,accepted
632,0.122960852736908,accepted,0.119699955761105,accepted,0.133677023108437,accepted
633,0.129388140436254,accepted,0.127502560579938,accepted,0.148259108042877,accepted
634,0.136930878403955,accepted,0.149054722983088,accepted,0.163626366127064,accepted
635,0.210817267467292,accepted,0.188653070470476,accepted,0.178277846042069,accepted
636,0.209264151617179,accepted,0.219980541278687,accepted,0.182663231973302,accepted
637,0.22628282180763,accepted,0.209170153969229,accepted,0.184439120292833,accepted
638,0.185041913880605,accepted,0.270611335528485,accepted,0.18040893988419,accepted
639,0.184617226692865,accepted,0.192782686133548,accepted,0.154665599314958,accepted
640,0.202071562698403,accepted,0.21508856463908,accepted,0.162121638386664,accepted
641,0.205581742987618,accepted,0.210749899695819,accepted,0.177998138853612,accepted
642,0.234767257013752,accepted,0.305140506199314,accepted,0.205722714750147,accepted
643,0.260575550271106,accepted,0.2788883501466,accepted,0.220062397417756,accepted
644,0.235794299908855,accepted,0.238676028275274,accepted,0.273436003645884,accepted
645,0.218792881263701,accepted,0.226455963799075,accepted,0.241574284459276,accepted
646,0.218999467633426,accepted,0.221460503864606,accepted,0.222205280753986,accepted
647,0.228737158415726,accepted,0.222488800873845,accepted,0.219714207281279,accepted
648,0.215485011675971,accepted,0.228726108816797,accepted,0.228205037347664,accepted
649,0.212531239114292,accepted,0.224959632658915,accepted,0.2272646892259,accepted
650,0.0957616406981575,accepted,0.248599289478251,accepted,0.222471488232016,accepted
651,0.045738944538271,accepted,0.315142120787118,accepted,0.221716938267195,accepted
652,0.0259411212260425,accepted,0.32538515329413,accepted,0.216467320547159,accepted
653,0.0147472711783521,accepted,0.337697451971888,accepted,0.0316273236718045,accepted
654,0.034957374925913,accepted,0.357087549573087,accepted,0.0403051626872094,accepted
655,0.0492279375517348,accepted,0.338434592694704,accepted,0.0553392705388169,accepted
656,0.0522791949831989,accepted,0.341113536547762,accepted,0.0560092014168536,accepted
657,0.0421999962035157,accepted,0.325232034902258,accepted,0.0567799913259452,accepted
658,0.0325311406274039,accepted,0.339287229408753,accepted,0.0639392463016654,accepted
659,0.0308174971835151,accepted,0.325206266427226,accepted,0.0645749913633076,accepted
660,0.0220094295584777,accepted,0.0729162307069268,accepted,0.0634803208988994,accepted
661,0.0214924300122516,accepted,0.0679430373217015,accepted,0.0788110438030864,accepted
662,0.0441145913498409,accepted,0.0998573167039656,accepted,0.099666915029626,accepted
663,0.0514183227276789,accepted,0.0662672701610823,accepted,0.0358774231268938,accepted
664,0.0569636621832559,accepted,0.0625250504620557,accepted,0.0426708759865543,accepted
665,0.0719167991882779,accepted,0.0729729696907637,accepted,0.0648252423144785,accepted
666,0.0907216086575151,accepted,0.0690450669605101,accepted,0.0650944597680797,accepted
667,0.0896855855287091,accepted,0.117743746707665,accepted,0.116156842856679,accepted
668,0.0744173763828739,accepted,0.0872366276642352,accepted,0.0954774782945802,accepted
669,0.0714725960279385,accepted,0.130276468790417,accepted,0.0870140627751809,accepted
670,0.0549593994190713,accepted,0.0733837225960753,accepted,0.0370953494929489,accepted
671,0.0468853254857723,accepted,0.0559996259517297,accepted,0.0345990724400434,accepted
672,0.0594382844833353,accepted,0.0709173055680105,accepted,0.0479799943485376,accepted
673,0.0928091130266064,accepted,0.0214795119105962,accepted,0.0787331745693334,accepted
674,0.108611815459767,accepted,0.052114585043597,accepted,0.0902785930896042,accepted
675,0.142778562072034,accepted,0.155803703068364,accepted,0.123448475796404,accepted
676,0.0756659494578309,accepted,0.0356530972514075,accepted,0.116280234881901,accepted
677,0.0236182783327057,accepted,0.0281903344135662,accepted,0.110820908156041,accepted
678,0.0365945369993857,accepted,0.0118190745287476,accepted,0.0756145528682744,accepted
679,0.0358044647877468,accepted,0.00695108216960557,accepted,0.0161408118717109,accepted
680,0.0120626891394551,accepted,0.0034382602639874,accepted,0.00788202976212129,accepted
681,0.0369649216744977,accepted,0.00811588384575851,accepted,0.0250559357469704,accepted
682,0.00490913870469139,accepted,0.0465555587990597,accepted,0.0186448571253118,accepted
683,0.030923543992322,accepted,0.0635885236950674,accepted,0.0340552150970294,accepted
684,0.0236211943473255,accepted,0.0496162223338454,accepted,0.0454833146595254,accepted
685,0.0584156302097914,accepted,0.0558567264606642,accepted,0.054016572473546,accepted
686,0.0660764652019406,accepted,0.0569428016769113,accepted,0.0599014369981118,accepted
687,0.0823475828503184,accepted,0.0828137062354466,accepted,0.0584208087729296,accepted
688,0.101245224226799,accepted,0.117452634735871,accepted,0.0785400946101559,accepted
689,0.11869584351934,accepted,0.129013575147354,accepted,0.0984359617378733,accepted
690,0.122733138470207,accepted,0.131904847073388,accepted,0.110443982953828,accepted
691,0.129192361683302,accepted,0.127947408540055,accepted,0.121248001429146,accepted
692,0.133096775738892,accepted,0.139272621785189,accepted,0.136697329156349,accepted
693,0.15195838102261,accepted,0.155382943151835,accepted,0.146535801976922,accepted
694,0.159014202423656,accepted,0.143679450288076,accepted,0.144461992422494,accepted
695,0.162799494724197,accepted,0.149435949294319,accepted,0.153550278834945,accepted
696,0.162634093786876,accepted,0.150792843678401,accepted,0.157144028874766,accepted
697,0.192585988816997,accepted,0.18480189860845,accepted,0.175848895495204,accepted
698,0.185186252229552,accepted,0.20919307025862,accepted,0.196066312148866,accepted
699,0.186855325734415,accepted,0.200341156434534,accepted,0.198923312820961,accepted
700,0.167696440119584,accepted,0.172502997259247,accepted,0.20201316851672,accepted
701,0.139867249009648,accepted,0.115012360501241,accepted,0.186592885688414,accepted
702,0.13304322629971,accepted,0.101351085499011,accepted,0.166802499615895,accepted
703,0.132528068543157,accepted,0.127251604461634,accepted,0.131120267855265,accepted
704,0.138544787021824,accepted,0.143174705514999,accepted,0.127010382284436,accepted
705,0.134427858413762,accepted,0.103831770925388,accepted,0.12114312458111,accepted
