frame,scans,spanSeconds,components,unfilteredComponents,rejectedSingletons,minimumSupport,meanStability,windowMs
437,3,0.19965627383781,73,237,42,2,0.89041095890411,2.473
438,3,0.199281741787118,77,238,37,2,0.87012987012987,2.486
439,3,0.200606128733035,76,240,44,2,0.859649122807017,2.5
440,3,0.200915117674846,73,240,43,2,0.899543378995434,2.391
441,3,0.199483052764364,70,236,45,2,0.909523809523809,2.242
442,3,0.199205534918477,70,234,46,2,0.895238095238095,2.363
443,3,0.201247254778131,74,234,45,2,0.851351351351351,2.449
444,3,0.199790221064276,76,245,43,2,0.885964912280702,2.481
445,3,0.19865414051052,79,244,40,2,0.860759493670886,2.318
446,3,0.200157210455608,73,232,48,2,0.840182648401826,2.296
447,3,0.200054994416767,67,224,49,2,0.870646766169154,2.588
448,3,0.200575177820504,69,215,37,2,0.859903381642512,2.112
449,3,0.200288556765052,69,234,51,2,0.884057971014493,2.494
450,3,0.199550936698557,72,239,44,2,0.902777777777778,2.848
451,3,0.199858885273564,82,254,37,2,0.882113821138211,2.334
452,3,0.200075801752917,84,252,29,2,0.884920634920635,2.205
453,3,0.20002898524659,78,250,39,2,0.901709401709402,2.286
454,3,0.199995693508747,82,250,36,2,0.869918699186992,2.5
455,3,0.200031065980198,75,249,44,2,0.911111111111111,2.465
456,3,0.200624335152163,83,253,34,2,0.879518072289157,3.625
457,3,0.199726758689017,81,254,41,2,0.876543209876543,4.04
458,3,0.199174844097655,80,254,45,2,0.870833333333333,2.205
459,3,0.200177757700054,79,257,48,2,0.881856540084388,2.084
460,3,0.199892177011407,79,250,40,2,0.886075949367089,2.048
461,3,0.200201686136623,77,241,37,2,0.883116883116883,1.932
462,3,0.200286736123132,70,229,40,2,0.9,2.088
463,3,0.201552602436124,73,230,35,2,0.89041095890411,2.154
464,3,0.20001129901086,79,248,46,2,0.852320675105485,2.11
465,3,0.198449708432854,82,253,42,2,0.857723577235773,2.221
466,3,0.200254744843804,79,257,48,2,0.881856540084388,2.247
467,3,0.199932231133488,75,246,48,2,0.88,2.404
468,3,0.200135102660951,69,233,47,2,0.898550724637681,1.849
469,3,0.201160644241412,69,248,67,2,0.8743961352657,2.239
470,3,0.199524147253264,76,248,51,2,0.864035087719298,2.256
471,3,0.19870147720026,77,255,50,2,0.887445887445888,2.263
472,3,0.200099210006087,79,235,34,2,0.848101265822785,2.176
473,3,0.199850562339101,72,229,39,2,0.87962962962963,2.199
474,3,0.200368925100925,72,222,37,2,0.856481481481481,2.197
475,3,0.201030078207076,70,208,28,2,0.857142857142857,1.749
476,3,0.200959073172463,65,209,37,2,0.882051282051282,2.058
477,3,0.199272898669257,69,206,32,2,0.840579710144927,2.02
478,3,0.198895765701558,64,206,37,2,0.880208333333333,1.943
479,3,0.200045631115508,60,196,35,2,0.894444444444444,2.047
480,3,0.199818050876367,64,204,34,2,0.885416666666667,2.182
481,3,0.200840471356408,61,203,36,2,0.912568306010929,1.983
482,3,0.201313057978709,60,200,40,2,0.888888888888889,2.08
483,3,0.199011246417179,60,188,29,2,0.883333333333333,1.957
484,3,0.198942582207884,62,194,28,2,0.89247311827957,2.077
485,3,0.200089846704827,63,199,33,2,0.878306878306878,2.16
486,3,0.199823512802112,63,210,38,2,0.91005291005291,2.178
487,3,0.20007138019399,64,212,43,2,0.880208333333333,2.114
488,3,0.200023523320844,62,202,43,2,0.854838709677419,2.088
489,3,0.201263640555347,57,194,43,2,0.883040935672515,1.982
490,3,0.200260987044651,60,177,23,2,0.855555555555556,1.707
491,3,0.199099417504115,50,167,41,2,0.84,1.648
492,3,0.199846140780174,46,156,38,2,0.855072463768116,1.735
493,3,0.199860966007179,45,143,29,2,0.844444444444444,1.599
494,3,0.200445912244682,44,143,32,2,0.840909090909091,1.678
495,3,0.200174896691337,39,134,39,2,0.811965811965812,1.409
496,3,0.199304369765187,37,167,69,2,0.882882882882883,1.811
497,3,0.199674740348641,30,168,99,2,0.766666666666667,1.719
498,3,0.199815449959353,48,210,104,2,0.736111111111111,2.388
499,3,0.200009998552353,58,215,75,2,0.804597701149425,2.161
500,3,0.20023133659064,72,235,57,2,0.824074074074074,2.171
501,3,0.199969164155156,71,225,48,2,0.830985915492958,2.081
502,3,0.201701895072993,64,215,45,2,0.885416666666667,2.087
503,3,0.200105192115231,71,228,50,2,0.835680751173709,2.171
504,3,0.198189616730978,71,226,46,2,0.845070422535211,2.268
505,3,0.19983053527806,71,269,85,2,0.863849765258216,2.625
506,3,0.200355400332434,100,294,53,2,0.803333333333333,2.409
507,3,0.200570496169874,108,333,52,2,0.867283950617284,2.919
508,3,0.200018841670214,106,327,50,2,0.871069182389937,2.696
509,3,0.199324917009633,106,319,39,2,0.880503144654088,2.597
510,3,0.199727538964119,104,305,32,2,0.875,2.393
511,3,0.200705223671442,96,298,45,2,0.878472222222222,2.335
512,3,0.20021287007981,95,295,41,2,0.891228070175439,2.485
513,3,0.199181866573603,96,288,36,2,0.875,2.604
514,3,0.199482792672661,85,290,55,2,0.92156862745098,2.511
515,3,0.20153231528338,96,296,45,2,0.871527777777778,2.304
516,3,0.199835997203799,100,309,45,2,0.88,2.646
517,3,0.198656741427534,101,309,43,2,0.877887788778878,2.593
518,3,0.200499491135268,99,309,41,2,0.902356902356902,2.627
519,3,0.20031482602694,94,299,41,2,0.914893617021277,2.492
520,3,0.200427445733844,94,292,40,2,0.893617021276596,2.451
521,3,0.199642228885907,91,276,31,2,0.897435897435897,2.42
522,3,0.199907002238412,90,267,25,2,0.896296296296296,2.354
523,3,0.20013250174393,82,259,31,2,0.926829268292683,2.168
524,3,0.20023289714085,83,255,29,2,0.907630522088353,2.27
525,3,0.200258126035934,77,252,38,2,0.926406926406926,2.254
526,3,0.199520505969438,77,240,30,2,0.909090909090909,1.963
527,3,0.199681502732886,76,232,29,2,0.890350877192982,1.945
528,3,0.200815242461324,70,219,29,2,0.904761904761905,2.038
529,3,0.199777216479184,69,233,48,2,0.893719806763285,2.237
530,3,0.198813316632062,77,241,49,2,0.831168831168831,2.329
531,3,0.200224574206388,82,264,58,2,0.83739837398374,2.419
532,3,0.199828974727851,87,268,46,2,0.850574712643678,2.189
533,3,0.200088806338016,92,284,44,2,0.869565217391305,2.309
534,3,0.200300000799935,94,277,40,2,0.840425531914894,2.167
535,3,0.199931450858386,85,269,47,2,0.870588235294118,2.133
536,3,0.200043810473588,77,260,55,2,0.887445887445887,2.467
537,3,0.199771494461736,85,261,45,2,0.847058823529412,2.386
538,3,0.199854983898042,86,271,45,2,0.875968992248062,2.553
539,3,0.200829807596634,84,271,50,2,0.876984126984127,2.513
540,3,0.201039961691741,80,267,49,2,0.908333333333333,2.414
541,3,0.200663869090846,83,254,40,2,0.859437751004016,2.387
542,3,0.199280441328611,78,251,44,2,0.884615384615385,2.492
543,3,0.2017162001166,84,258,38,2,0.873015873015873,2.634
544,3,0.203146704476865,84,270,48,2,0.880952380952381,2.497
545,3,0.200822004845577,84,273,49,2,0.888888888888889,2.333
546,3,0.200034707264031,83,263,43,2,0.883534136546185,2.777
547,3,0.199811028400418,87,263,37,2,0.865900383141763,2.423
548,3,0.200140564586683,84,266,45,2,0.876984126984127,2.341
549,3,0.201012912154752,89,275,45,2,0.861423220973783,2.905
550,3,0.199684623833321,88,266,34,2,0.878787878787879,2.127
551,3,0.198284810293863,88,261,36,2,0.852272727272727,2.792
552,3,0.200126259543083,86,267,45,2,0.86046511627907,2.279
553,3,0.200053433866564,90,275,42,2,0.862962962962963,2.408
554,3,0.200799897050921,92,276,39,2,0.858695652173913,2.185
555,3,0.201331264397837,76,252,49,2,0.890350877192982,2.246
556,3,0.198933739090023,79,235,33,2,0.852320675105485,1.977
557,3,0.199121005115366,72,228,37,2,0.884259259259259,2.357
558,3,0.200191542560255,72,234,42,2,0.888888888888889,2.547
559,3,0.201041002058552,75,250,50,2,0.888888888888889,2.396
560,3,0.201665222143028,74,244,48,2,0.882882882882883,1.936
561,3,0.200090366888226,79,242,46,2,0.827004219409283,2.145
562,3,0.200695860370175,72,233,52,2,0.837962962962963,1.94
563,3,0.200007917818738,81,249,46,2,0.835390946502057,2.314
564,3,0.199358728930875,84,263,49,2,0.849206349206349,2.424
565,3,0.199759270151745,77,257,55,2,0.874458874458874,2.075
566,3,0.199515564227099,75,237,51,2,0.826666666666667,2.172
567,3,0.20052680076396,62,223,59,2,0.881720430107527,2.134
568,3,0.200225874664902,65,226,63,2,0.835897435897436,2.059
569,3,0.199627403658909,76,248,60,2,0.824561403508772,2.352
570,3,0.199773315103648,80,270,62,2,0.866666666666667,2.643
571,3,0.199820391701685,91,286,53,2,0.853479853479854,2.249
572,3,0.201340627699103,90,277,47,2,0.851851851851852,2.049
573,3,0.201414493742433,89,280,52,2,0.853932584269663,2.31
574,3,0.200733053483539,84,276,65,2,0.837301587301587,2.199
575,3,0.200328610887134,74,240,66,2,0.783783783783784,1.965
576,3,0.199241427573334,74,225,52,2,0.779279279279279,2.014
577,3,0.199722077038388,71,217,50,2,0.784037558685446,2.232
578,3,0.200056294875282,73,213,43,2,0.776255707762557,1.858
579,3,0.200002715984695,41,171,67,2,0.845528455284553,1.655
580,3,0.200172035682613,40,134,30,2,0.866666666666667,1.306
581,3,0.200532262689698,37,161,64,2,0.873873873873874,1.858
582,3,0.201427238235823,66,198,46,2,0.767676767676768,2.037
583,3,0.199215938586548,72,227,40,2,0.865740740740741,2.221
584,3,0.198513430899808,75,235,41,2,0.862222222222222,2.235
585,3,0.200242780625523,71,234,49,2,0.868544600938967,2.171
586,3,0.200158771005817,72,229,46,2,0.847222222222222,2.014
587,3,0.200480764532728,68,215,39,2,0.862745098039216,2.051
588,3,0.200194143477276,60,205,45,2,0.888888888888889,1.98
589,3,0.199516864685613,61,200,40,2,0.87431693989071,1.679
590,3,0.199540272938776,59,204,43,2,0.909604519774011,1.872
591,3,0.200009478368948,57,184,33,2,0.883040935672514,1.531
592,3,0.200176977424945,54,183,41,2,0.876543209876543,2.01
593,3,0.20009947009779,49,165,35,2,0.884353741496599,1.721
594,3,0.199844320138261,60,184,37,2,0.816666666666666,1.884
595,3,0.200725250732482,56,180,42,2,0.821428571428571,2.291
596,3,0.199897118753739,62,199,45,2,0.827956989247312,2.094
597,3,0.199272898669264,69,213,45,2,0.811594202898551,2.218
598,3,0.200011559102563,62,202,51,2,0.811827956989247,1.986
599,3,0.199810248125317,53,188,55,2,0.836477987421383,2.054
600,3,0.200446692519783,46,145,30,2,0.833333333333333,1.79
601,3,0.20079079384135,43,156,44,2,0.868217054263566,1.991
602,3,0.200146546695834,49,154,30,2,0.843537414965986,1.833
603,3,0.199558479357911,54,182,41,2,0.87037037037037,1.887
604,3,0.199577466052141,55,197,52,2,0.878787878787879,1.939
605,3,0.199783458680024,66,225,55,2,0.858585858585858,2.154
606,3,0.200217291638737,70,235,49,2,0.885714285714286,2.148
607,3,0.200904714006775,78,235,41,2,0.829059829059829,1.981
608,3,0.200715887431222,71,242,61,2,0.849765258215962,2.214
609,3,0.198999802382296,76,246,58,2,0.824561403508772,2.195
610,3,0.19943623625803,73,239,59,2,0.821917808219178,2.142
611,3,0.201880057888772,71,230,50,2,0.845070422535211,1.975
612,3,0.194253388914923,67,224,39,2,0.920398009950249,1.947
613,3,0.193253336321249,65,214,43,2,0.876923076923077,1.952
614,3,0.199995433417044,65,202,28,2,0.892307692307692,1.898
615,3,0.199276019769684,61,195,32,2,0.890710382513661,1.786
616,3,0.199879952701423,64,203,30,2,0.901041666666667,1.773
617,3,0.199795422898305,62,208,41,2,0.897849462365591,1.881
618,3,0.201616845086484,64,213,44,2,0.880208333333333,2.165
619,3,0.202708710050928,63,218,55,2,0.862433862433862,1.884
620,3,0.200455795729347,67,218,44,2,0.865671641791045,1.85
621,3,0.198725405636829,69,224,43,2,0.8743961352657,2.192
622,3,0.199046098705232,64,209,48,2,0.838541666666667,1.995
623,3,0.199845360505066,63,206,51,2,0.82010582010582,1.965
624,3,0.199773055011946,57,201,54,2,0.859649122807017,1.982
625,3,0.200700542020805,70,219,43,2,0.838095238095238,3.628
626,3,0.200213130171512,66,220,53,2,0.843434343434343,2.238
627,3,0.20055176956734,68,223,52,2,0.838235294117647,2.009
628,3,0.20006331735123,63,221,56,2,0.873015873015873,2.892
629,3,0.199006044583143,71,240,58,2,0.854460093896714,2.025
630,3,0.199925988932648,75,239,49,2,0.844444444444444,2.353
631,3,0.200187381093023,78,244,45,2,0.85042735042735,1.896
632,3,0.200657886981702,75,231,44,2,0.831111111111111,2.343
633,3,0.200532002597996,76,241,45,2,0.859649122807017,2.175
634,3,0.199244808765457,73,244,48,2,0.894977168949772,2.17
635,3,0.199175624372764,78,251,46,2,0.876068376068376,2.292
636,3,0.200074241202707,78,240,44,2,0.837606837606838,2.248
637,3,0.200062537076128,75,238,42,2,0.871111111111111,1.92
638,3,0.200327050336931,76,239,44,2,0.855263157894737,2.142
639,3,0.200117676516918,77,240,43,2,0.852813852813853,2.091
640,3,0.200855816766818,73,240,46,2,0.885844748858447,2.212
641,3,0.200210269162788,75,238,41,2,0.875555555555555,2.359
642,3,0.198891864326022,80,244,37,2,0.8625,2.324
643,3,0.199802185282564,80,240,32,2,0.866666666666667,2.27
644,3,0.200012339377665,73,228,26,2,0.922374429223744,2.124
645,3,0.200509634711636,70,225,40,2,0.880952380952381,2.284
646,3,0.200182699442394,68,225,46,2,0.877450980392157,2.167
647,3,0.199363930764903,67,223,44,2,0.890547263681592,2.058
648,3,0.199458604144397,71,223,36,2,0.877934272300469,2.027
649,3,0.199879692609713,73,228,41,2,0.853881278538813,2.313
650,3,0.200379328769003,74,243,53,2,0.855855855855856,2.514
651,3,0.20023289714085,73,233,51,2,0.831050228310502,2.407
652,3,0.199770714186627,64,229,64,2,0.859375,2.334
653,3,0.200750739719268,67,217,49,2,0.835820895522388,1.914
654,3,0.19992052700691,60,206,53,2,0.85,1.871
655,3,0.199212297302722,61,204,47,2,0.85792349726776,2.115
656,3,0.200214950813418,69,212,39,2,0.835748792270531,2.202
657,3,0.200139264128183,73,234,42,2,0.876712328767123,2.083
658,3,0.200759582837136,75,234,41,2,0.857777777777778,1.997
659,3,0.200257605852528,71,239,50,2,0.887323943661972,2.035
660,3,0.199330378935372,72,230,45,2,0.856481481481481,1.853
661,3,0.199362110123005,73,228,43,2,0.844748858447488,1.876
662,3,0.199769933911526,69,216,42,2,0.840579710144927,2.077
663,3,0.199878392151206,74,226,40,2,0.837837837837838,1.853
664,3,0.200047971940819,71,231,41,2,0.892018779342723,1.851
665,3,0.199990751766407,71,238,50,2,0.882629107981221,2.184
666,3,0.200416001698969,71,227,47,2,0.845070422535211,2.099
667,3,0.200000635251087,79,228,30,2,0.835443037974684,2.007
668,3,0.199457823869281,73,229,38,2,0.872146118721461,2.225
669,3,0.200052913683152,78,241,38,2,0.867521367521368,3.159
670,3,0.200092187530146,76,232,40,2,0.842105263157895,2.111
671,3,0.200737214950777,75,238,46,2,0.853333333333333,2.064
672,3,0.200335113179676,73,232,46,2,0.84931506849315,2.233
673,3,0.19959801329658,76,234,43,2,0.837719298245614,2.198
674,3,0.199608937148071,64,237,75,2,0.84375,2.157
675,3,0.199657834388034,82,261,61,2,0.813008130081301,2.296
676,3,0.199769153636424,84,291,81,2,0.833333333333333,2.669
677,3,0.199808167391694,86,292,77,2,0.833333333333333,2.371
678,3,0.200117156333519,92,287,59,2,0.826086956521739,2.357
679,3,0.201539337759328,84,283,64,2,0.869047619047619,2.27
680,3,0.199697888510102,83,276,65,2,0.847389558232932,2.21
681,3,0.198655440969034,77,271,71,2,0.865800865800866,2.479
682,3,0.200599886532189,76,261,63,2,0.868421052631579,2.094
683,3,0.200550209017123,76,258,62,2,0.859649122807017,2.064
684,3,0.20073903559269,78,244,45,2,0.85042735042735,2.054
685,3,0.200437589310212,81,229,27,2,0.831275720164609,1.899
686,3,0.200718748439925,69,232,50,2,0.879227053140097,2.035
687,3,0.199035434945458,73,233,46,2,0.853881278538813,2.04
688,3,0.198529036401922,72,226,36,2,0.87962962962963,2.024
689,3,0.20012443890117,64,212,41,2,0.890625,2.061
690,3,0.200326530153532,65,201,32,2,0.866666666666667,2.125
691,3,0.200753600727992,67,207,32,2,0.870646766169154,1.813
692,3,0.20094918968779,61,199,31,2,0.918032786885246,2.153
693,3,0.199259113809063,65,204,33,2,0.876923076923077,2.267
694,3,0.198636714366486,63,195,32,2,0.862433862433862,1.975
695,3,0.200148887521138,60,197,35,2,0.9,2.156
696,3,0.200309624192897,64,191,27,2,0.854166666666666,2.122
697,3,0.200476342973801,63,197,32,2,0.873015873015873,3.191
698,3,0.200033146713821,57,202,52,2,0.87719298245614,1.978
699,3,0.200758282378615,60,202,52,2,0.833333333333333,1.791
700,3,0.199848481605486,60,203,49,2,0.855555555555555,1.922
701,3,0.198592498777174,57,195,52,2,0.83625730994152,2.125
702,3,0.19988437426035,63,208,50,2,0.835978835978836,2.099
703,3,0.200199605403014,70,221,43,2,0.847619047619047,2.494
704,3,0.200442270960849,77,249,48,2,0.87012987012987,2.28
705,3,0.200398575554942,76,247,54,2,0.846491228070175,2.107
706,3,0.199692166492667,87,267,46,2,0.846743295019157,2.839
707,3,0.199403984886999,80,255,46,2,0.870833333333333,2.38
708,3,0.200033926988922,86,271,51,2,0.852713178294574,2.481
709,3,0.200230036132126,80,254,45,2,0.870833333333333,2.348
710,3,0.200147847154341,82,259,45,2,0.869918699186992,2.323
711,3,0.199815970142765,84,245,29,2,0.857142857142857,2.229
712,3,0.200759062653731,76,243,48,2,0.855263157894737,2.105
713,3,0.20002222286233,68,221,50,2,0.838235294117647,2.147
714,3,0.198930617989603,75,234,49,2,0.822222222222222,2.192
715,3,0.201475875384077,55,209,59,2,0.909090909090909,1.963
716,3,0.20181321432139,57,205,53,2,0.888888888888889,1.891
717,3,0.200189201734929,54,183,37,2,0.901234567901234,2.027
718,3,0.200155649905398,62,195,37,2,0.849462365591398,2.108
719,3,0.200999647477957,59,200,40,2,0.903954802259887,1.717
720,3,0.199659394938237,54,198,51,2,0.907407407407407,2.129
721,3,0.198936600098747,57,204,54,2,0.87719298245614,2.21
722,3,0.199961881587498,59,205,51,2,0.870056497175141,1.815
723,3,0.200141865045197,61,196,37,2,0.868852459016393,1.943
724,3,0.200325489786721,63,198,35,2,0.862433862433862,2.019
725,3,0.200085685237596,61,205,44,2,0.879781420765027,2.13
726,3,0.199393321127218,70,233,60,2,0.823809523809524,2.156
727,3,0.201182491944365,51,202,77,2,0.816993464052288,1.751
728,3,0.201996839062915,64,231,81,2,0.78125,2.436
729,3,0.200003496259797,49,196,73,2,0.836734693877551,1.762
730,3,0.19948019175564,52,193,70,2,0.788461538461538,1.661
731,3,0.200196484302595,46,166,48,2,0.855072463768116,1.917
732,3,0.20093254381888,51,172,45,2,0.830065359477124,1.785
733,3,0.20197082989273,60,198,42,2,0.866666666666667,1.974
734,3,0.201017073621983,64,200,37,2,0.848958333333333,2.078
735,3,0.199589430270422,66,214,44,2,0.858585858585858,2.407
736,3,0.201252196520457,67,221,48,2,0.860696517412935,2.082
737,3,0.201207200656043,72,230,42,2,0.87037037037037,2.168
738,3,0.200440710410646,79,246,36,2,0.886075949367089,2.256
739,3,0.199946276085399,85,267,43,2,0.87843137254902,2.398
740,3,0.19945730368589,90,275,43,2,0.859259259259259,2.393
741,3,0.200027164604677,87,290,64,2,0.865900383141763,2.808
742,3,0.200019361853606,86,277,48,2,0.887596899224806,2.541
743,3,0.200250063193167,89,278,38,2,0.898876404494382,2.542
744,3,0.200110914132679,88,268,37,2,0.875,2.591
745,3,0.199903881137985,92,274,32,2,0.876811594202899,2.599
746,3,0.200976239224786,86,270,34,2,0.914728682170543,2.241
747,3,0.20001962194533,92,268,26,2,0.876811594202899,2.789
748,3,0.199336881227921,84,259,36,2,0.884920634920635,2.136
749,3,0.199927549482851,81,261,42,2,0.901234567901235,2.475
750,3,0.1995855288949,76,250,39,2,0.925438596491228,2.315
751,3,0.199986850390886,80,243,32,2,0.879166666666667,2.123
752,3,0.200389212253668,69,227,41,2,0.898550724637681,2.033
753,3,0.199928069666257,71,221,31,2,0.892018779342723,2.099
754,3,0.199732220614763,69,223,33,2,0.917874396135266,2.258
755,3,0.200149927887963,70,228,38,2,0.904761904761905,2.147
756,3,0.199858625181861,71,236,43,2,0.906103286384976,2.266
757,3,0.199718695846258,78,234,33,2,0.858974358974359,2.205
758,3,0.200252404018485,68,224,38,2,0.911764705882353,1.892
759,3,0.200822785120678,63,211,44,2,0.883597883597883,1.977
760,3,0.199852122889325,65,215,41,2,0.892307692307692,2.117
761,3,0.199605555955955,72,231,39,2,0.888888888888889,2.351
762,3,0.1999626618626,79,247,39,2,0.877637130801688,2.329
763,3,0.200167874215381,78,249,42,2,0.884615384615385,2.326
764,3,0.200190762285146,77,247,38,2,0.904761904761905,1.934
765,3,0.199767593086207,77,242,36,2,0.891774891774892,2.304
766,3,0.200846453465559,79,243,31,2,0.89451476793249,2.262
767,3,0.199730920156242,79,238,26,2,0.89451476793249,2.259
768,3,0.198557906580831,76,237,40,2,0.864035087719298,2.257
769,3,0.200002976076405,79,239,36,2,0.856540084388186,2.189
770,3,0.200602747540898,77,238,38,2,0.865800865800866,1.983
771,3,0.200529661772677,73,231,34,2,0.899543378995434,2.025
772,3,0.200362422808382,71,216,27,2,0.887323943661972,2.085
773,3,0.199474469738206,63,208,33,2,0.925925925925926,1.998
774,3,0.199394101402333,64,203,30,2,0.901041666666667,1.77
775,3,0.193453606931683,64,203,29,2,0.90625,2.033
776,3,0.192493348368387,67,201,22,2,0.890547263681592,1.881
777,3,0.200353319598818,68,205,26,2,0.877450980392157,1.77
778,3,0.19984796142208,65,202,26,2,0.902564102564102,1.763
779,3,0.198281689193436,65,202,26,2,0.902564102564102,1.946
780,3,0.199729099514343,61,192,30,2,0.885245901639344,1.867
781,3,0.200333292537778,61,193,27,2,0.907103825136612,1.917
782,3,0.201269102481092,64,187,18,2,0.880208333333333,1.753
783,3,0.200610810383665,60,191,28,2,0.905555555555555,1.939
784,3,0.199157417953629,61,188,22,2,0.907103825136612,1.915
785,3,0.199742364191124,57,167,24,2,0.83625730994152,1.532
786,3,0.200262287503151,56,168,32,2,0.809523809523809,1.718
787,3,0.199977747181322,54,159,27,2,0.814814814814815,1.581
788,3,0.199814669684258,59,193,36,2,0.887005649717514,2.068
789,3,0.199985810024074,59,197,40,2,0.887005649717514,1.867
790,3,0.201256618079398,70,214,33,2,0.861904761904762,1.981
791,3,0.199646910536543,63,218,47,2,0.904761904761905,2.004
792,3,0.198824240483532,74,222,33,2,0.851351351351351,2.142
793,3,0.200475042515293,68,213,36,2,0.867647058823529,2.002
794,3,0.200102851289913,61,190,31,2,0.868852459016393,1.902
795,3,0.200724470457374,55,173,29,2,0.872727272727273,1.676
796,3,0.200020142128722,55,170,32,2,0.836363636363636,1.863
797,3,0.198984717063595,60,174,22,2,0.844444444444444,2.026
798,3,0.199901800404376,57,178,29,2,0.871345029239766,1.76
799,3,0.20081394200281,56,178,34,2,0.857142857142857,1.748
800,3,0.201042562608762,58,186,39,2,0.844827586206896,1.825
801,3,0.199212297302722,58,183,37,2,0.839080459770115,1.877
802,3,0.198674167571568,57,182,33,2,0.871345029239766,1.852
803,3,0.200782991090307,55,173,33,2,0.848484848484848,1.915
804,3,0.199904921504796,49,150,34,2,0.789115646258503,1.361
805,3,0.199541573397283,49,148,29,2,0.809523809523809,1.727
806,3,0.200535383790111,50,148,27,2,0.806666666666667,1.612
807,3,0.199855764173151,57,197,49,2,0.865497076023392,2.012
808,3,0.200495069576334,74,214,30,2,0.828828828828829,2.117
809,3,0.199859145365266,69,216,31,2,0.893719806763285,2.136
810,3,0.200111694407781,64,195,32,2,0.848958333333333,2.014
811,3,0.200338494371806,62,187,28,2,0.854838709677419,1.98
812,3,0.199287463804566,60,186,33,2,0.85,1.744
813,3,0.19973976327411,57,186,37,2,0.871345029239766,1.788
814,3,0.20036034207476,61,180,26,2,0.841530054644809,1.757
815,3,0.200346817306269,61,188,30,2,0.863387978142076,1.917
816,3,0.200519518196316,65,194,27,2,0.856410256410256,1.917
817,3,0.199941334343052,68,199,30,2,0.82843137254902,1.857
818,3,0.199278880778394,66,199,29,2,0.858585858585858,2.051
819,3,0.199737682540501,68,200,27,2,0.848039215686274,1.865
820,3,0.19985134261421,62,211,44,2,0.897849462365591,2.024
821,3,0.200279193463771,67,217,42,2,0.870646766169154,1.961
822,3,0.199823772893822,70,223,39,2,0.876190476190476,2.248
823,3,0.200074501294424,69,212,32,2,0.869565217391304,2.061
824,3,0.199744705016442,66,201,29,2,0.868686868686869,2.023
825,3,0.199305150040288,63,199,41,2,0.835978835978836,2.014
826,3,0.200147326970935,58,182,44,2,0.793103448275862,1.576
827,3,0.200105712298637,64,197,47,2,0.78125,1.897
828,3,0.20071224614739,68,206,45,2,0.789215686274509,1.967
829,3,0.200736174583966,77,237,41,2,0.848484848484848,2.166
830,3,0.199291885363493,70,233,48,2,0.880952380952381,1.992
831,3,0.199175884464452,67,219,43,2,0.875621890547264,1.894
832,3,0.19989061646119,66,207,33,2,0.878787878787879,2.083
833,3,0.200269830162526,68,215,39,2,0.862745098039216,2.047
834,3,0.200219892555765,68,215,37,2,0.872549019607843,2.126
835,3,0.199612838523592,69,216,39,2,0.855072463768116,2.183
836,3,0.200990024084987,54,195,50,2,0.895061728395062,1.806
837,3,0.19999257240832,59,198,47,2,0.853107344632768,2.105
838,3,0.19850432769023,60,191,38,2,0.85,2.088
839,3,0.200552549842456,60,190,36,2,0.855555555555556,2.001
840,3,0.20084125163153,54,181,41,2,0.864197530864197,1.972
841,3,0.200493248934407,53,175,38,2,0.861635220125786,1.761
842,3,0.200483365449742,53,172,33,2,0.874213836477987,2.627
843,3,0.199388899568291,52,165,29,2,0.871794871794872,1.745
844,3,0.199354307371948,51,168,35,2,0.869281045751634,1.822
845,3,0.199699449060333,53,199,67,2,0.830188679245283,2.192
846,3,0.199990751766407,79,233,48,2,0.780590717299578,1.996
847,3,0.200024303595953,77,261,57,2,0.883116883116883,2.095
848,3,0.20002586414617,81,261,51,2,0.864197530864197,2.317
849,3,0.201794747810553,87,266,40,2,0.865900383141763,2.472
850,3,0.199658874754817,86,266,42,2,0.868217054263566,2.101
851,3,0.198331366708501,85,268,47,2,0.866666666666667,2.654
852,3,0.200215470996824,85,258,38,2,0.862745098039216,2.107
853,3,0.200577258554119,83,265,43,2,0.891566265060241,2.308
854,3,0.200671151658497,83,273,49,2,0.899598393574297,2.241
855,3,0.199764211894092,86,276,44,2,0.899224806201551,2.26
856,3,0.200214170538317,88,278,38,2,0.909090909090909,2.406
857,3,0.199117363831533,84,275,44,2,0.916666666666667,2.527
858,3,0.198894465243043,84,273,41,2,0.920634920634921,2.481
859,3,0.200490127834001,89,271,34,2,0.887640449438202,2.475
860,3,0.200507033794622,87,265,31,2,0.896551724137931,2.316
861,3,0.200360862258165,85,259,27,2,0.909803921568627,2.327
862,3,0.200993405277103,77,258,41,2,0.93939393939394,2.084
863,3,0.199619340816156,78,261,41,2,0.94017094017094,2.194
864,3,0.198474677236234,87,262,33,2,0.877394636015326,2.047
865,3,0.200479984257612,74,245,43,2,0.90990990990991,1.951
866,3,0.200412880598535,70,229,35,2,0.923809523809524,1.886
867,3,0.200073460927612,69,217,28,2,0.91304347826087,1.763
868,3,0.199712973828824,65,214,36,2,0.912820512820513,2.162
869,3,0.199604255497434,62,205,50,2,0.833333333333333,1.792
870,3,0.199705431169463,53,195,56,2,0.874213836477987,1.904
871,3,0.199824553168924,52,200,63,2,0.878205128205128,2.064
872,3,0.200479984257626,69,222,52,2,0.821256038647343,2.202
873,3,0.199828454544445,75,246,46,2,0.888888888888889,2.215
874,3,0.200623554877055,75,249,42,2,0.92,1.947
