frame,scans,spanSeconds,components,unfilteredComponents,rejectedSingletons,minimumSupport,meanStability,windowMs
127,3,0.200199605403011,79,252,33,2,0.924050632911392,2.429
128,3,0.200141865045197,83,260,37,2,0.895582329317269,2.617
129,3,0.201200178180093,85,274,40,2,0.91764705882353,2.692
130,3,0.199692946767774,90,273,30,2,0.9,2.558
131,3,0.198771962051463,84,273,43,2,0.912698412698413,2.602
132,3,0.20090159290635,82,257,36,2,0.898373983739837,2.343
133,3,0.200421723716405,81,256,39,2,0.893004115226338,2.868
134,3,0.19997930773153,83,260,36,2,0.899598393574297,2.749
135,3,0.200036007722538,89,271,35,2,0.883895131086142,2.681
136,3,0.199217499136761,81,268,49,2,0.901234567901235,2.75
137,3,0.199826633902532,83,263,41,2,0.891566265060241,2.462
138,3,0.199979047639827,81,255,39,2,0.888888888888889,2.533
139,3,0.199944715535182,77,247,41,2,0.891774891774892,2.418
140,3,0.20081524246133,77,242,38,2,0.883116883116883,2.309
141,3,0.199972805438984,82,247,30,2,0.882113821138211,2.901
142,3,0.199641968794209,81,247,30,2,0.893004115226337,2.655
143,3,0.200003756351505,78,245,37,2,0.888888888888889,2.252
144,3,0.199852382981017,72,238,43,2,0.902777777777778,2.515
145,3,0.200168914582191,79,254,44,2,0.886075949367089,2.727
146,3,0.200477123248904,85,253,30,2,0.874509803921569,2.418
147,3,0.201388484572245,77,247,36,2,0.913419913419914,2.305
148,3,0.201212922673484,78,241,26,2,0.918803418803419,2.549
149,3,0.200911736482723,79,244,28,2,0.911392405063291,2.381
150,3,0.199716094929242,81,254,36,2,0.897119341563786,2.377
151,3,0.198865595064134,71,241,41,2,0.938967136150235,2.462
152,3,0.201396807506704,78,248,39,2,0.893162393162393,2.525
153,3,0.201331784581239,78,245,37,2,0.888888888888889,2.177
154,3,0.200296619607807,82,257,41,2,0.878048780487805,2.394
155,3,0.200257085669122,75,247,45,2,0.897777777777778,2.594
156,3,0.20090289336486,74,239,43,2,0.882882882882883,1.978
157,3,0.199925988932648,74,231,40,2,0.86036036036036,2.276
158,3,0.198818518466096,75,241,41,2,0.888888888888889,2.099
159,3,0.201786424876101,84,251,30,2,0.876984126984127,2.463
160,3,0.201529974458062,88,261,28,2,0.882575757575758,2.499
161,3,0.20005161322465,82,255,34,2,0.898373983739838,2.244
162,3,0.200340575105423,83,245,22,2,0.895582329317269,2.426
163,3,0.200911216299318,76,232,27,2,0.899122807017544,2.326
164,3,0.199585788986603,71,226,31,2,0.915492957746479,6.483
165,3,0.198740230863837,75,230,31,2,0.884444444444444,4.709
166,3,0.201797348727581,69,228,43,2,0.893719806763285,11.049
167,3,0.201634011138808,79,236,31,2,0.864978902953586,4.93
168,3,0.200163192564752,73,237,40,2,0.899543378995434,2.519
169,3,0.200402476930467,81,248,33,2,0.88477366255144,2.282
170,3,0.200143945778809,83,248,29,2,0.879518072289157,2.315
171,3,0.199341042695146,78,244,37,2,0.884615384615385,2.535
172,3,0.199375634891496,78,240,36,2,0.871794871794872,2.687
173,3,0.200092967805247,73,235,48,2,0.853881278538813,3.812
174,3,0.199978787548126,76,231,34,2,0.864035087719298,2.304
175,3,0.200237058608078,71,222,31,2,0.896713615023474,2.186
176,3,0.200716927798027,70,219,30,2,0.9,2.166
177,3,0.199626363292097,67,224,44,2,0.895522388059701,2.201
178,3,0.199412307821458,76,239,40,2,0.87280701754386,2.293
179,3,0.199895818295229,78,239,33,2,0.88034188034188,3.475
180,3,0.199767853177914,72,240,43,2,0.912037037037037,2.396
181,3,0.200405077847488,74,240,39,2,0.905405405405405,2.209
182,3,0.200140824678389,78,243,39,2,0.871794871794872,2.271
183,3,0.200961674089481,80,239,37,2,0.841666666666666,2.476
184,3,0.200009738460647,73,217,33,2,0.840182648401826,3.903
185,3,0.198983676696784,63,204,32,2,0.91005291005291,4.011
186,3,0.200506513611213,64,198,28,2,0.885416666666667,2.156
187,3,0.200249282918065,64,204,33,2,0.890625,2.156
188,3,0.200212089804701,65,207,34,2,0.887179487179487,2.374
189,3,0.201138276355049,68,220,47,2,0.848039215686274,2.156
190,3,0.199285903254353,74,227,36,2,0.86036036036036,2.442
191,3,0.198516031816826,74,235,35,2,0.900900900900901,2.516
192,3,0.199899199487355,78,237,32,2,0.876068376068376,2.499
193,3,0.199736382081987,82,247,33,2,0.869918699186992,2.466
194,3,0.199947316452199,80,251,36,2,0.895833333333333,2.697
195,3,0.200603527816011,81,248,31,2,0.893004115226337,3.092
196,3,0.200501311777177,76,229,25,2,0.894736842105263,2.355
197,3,0.199694507317982,72,219,28,2,0.884259259259259,2.357
198,3,0.199708552269886,69,216,30,2,0.898550724637681,2.734
199,3,0.200098429730986,69,230,44,2,0.898550724637681,2.284
200,3,0.200185300359408,73,230,38,2,0.876712328767123,2.422
201,3,0.200369445284331,70,234,46,2,0.895238095238095,4.062
202,3,0.200227695306811,71,227,39,2,0.882629107981221,3.806
203,3,0.193655698184035,72,245,46,2,0.921296296296296,2.644
204,3,0.193714999092062,73,236,44,2,0.876712328767123,2.201
205,3,0.199960321037295,68,237,52,2,0.906862745098039,2.282
206,3,0.200500011318667,65,210,38,2,0.882051282051282,1.989
207,3,0.20039025262048,60,197,35,2,0.9,2.079
208,3,0.198947003766822,55,181,30,2,0.915151515151515,2.16
209,3,0.199279661053506,57,184,31,2,0.894736842105263,1.881
210,3,0.200149147612848,54,173,28,2,0.895061728395062,1.799
211,3,0.200259426494441,51,176,38,2,0.901960784313726,4.518
212,3,0.200119497158834,58,186,40,2,0.839080459770115,2.488
213,3,0.200303642083757,61,200,39,2,0.879781420765027,1.908
214,3,0.200643321846396,60,212,55,2,0.872222222222222,2.37
215,3,0.199740283457515,62,201,43,2,0.849462365591398,1.924
216,3,0.199518945419225,62,209,46,2,0.876344086021505,2.081
217,3,0.199571744034703,62,197,38,2,0.854838709677419,1.839
218,3,0.199807127024894,62,196,34,2,0.870967741935484,1.746
219,3,0.200991584635197,57,181,27,2,0.900584795321637,1.598
220,3,0.200079963220155,54,159,23,2,0.839506172839506,1.447
221,3,0.198946483583416,38,136,30,2,0.929824561403509,1.675
222,3,0.199717135296048,40,125,21,2,0.866666666666667,1.354
223,3,0.200214950813422,36,148,49,2,0.916666666666667,1.754
224,3,0.200253964568699,54,168,37,2,0.808641975308642,1.892
225,3,0.200405077847485,59,193,34,2,0.898305084745763,2.059
226,3,0.200332252170963,64,204,32,2,0.895833333333333,2.245
227,3,0.201374959803747,76,250,52,2,0.868421052631579,2.632
228,3,0.199465366528642,81,259,54,2,0.843621399176955,2.019
229,3,0.198166208477815,85,287,71,2,0.847058823529412,2.564
230,3,0.200026904512971,73,253,65,2,0.858447488584475,2.103
231,3,0.200185040267705,80,266,66,2,0.833333333333333,2.379
232,3,0.200169694857298,79,251,64,2,0.789029535864979,2.41
233,3,0.199767072902809,85,258,49,2,0.819607843137255,2.383
234,3,0.19981518986765,82,255,36,2,0.890243902439024,2.431
235,3,0.199668238056095,86,259,35,2,0.868217054263566,2.545
236,3,0.200009738460647,86,273,43,2,0.891472868217054,2.51
237,3,0.200667770466371,93,282,39,2,0.870967741935484,2.934
238,3,0.200173336141123,92,282,44,2,0.86231884057971,2.662
239,3,0.200245901725946,88,276,48,2,0.863636363636364,2.325
240,3,0.20134556944144,87,265,39,2,0.865900383141763,2.445
241,3,0.199842239404646,83,250,42,2,0.835341365461847,2.481
242,3,0.199006304674842,73,240,51,2,0.863013698630137,2.324
243,3,0.200002195801293,78,240,44,2,0.837606837606837,2.272
244,3,0.199704390802658,77,243,46,2,0.852813852813853,2.443
245,3,0.200163712748154,79,262,55,2,0.873417721518987,2.442
246,3,0.199895558203526,81,254,47,2,0.851851851851852,2.844
247,3,0.200181919167282,79,260,45,2,0.907172995780591,2.483
248,3,0.199759270151752,78,244,38,2,0.88034188034188,2.22
249,3,0.199063004665852,75,245,49,2,0.871111111111111,2.299
250,3,0.200116376058414,76,246,45,2,0.881578947368421,2.307
251,3,0.200437849401922,77,254,48,2,0.891774891774892,2.479
252,3,0.200917198408462,77,248,48,2,0.865800865800866,2.387
253,3,0.201301613943823,78,262,65,2,0.841880341880342,2.158
254,3,0.198980555596361,74,251,58,2,0.869369369369369,1.887
255,3,0.198839585893946,78,256,57,2,0.85042735042735,2.177
256,3,0.200324449419906,72,235,46,2,0.875,1.938
257,3,0.199384217917657,67,241,59,2,0.90547263681592,1.95
258,3,0.200565294335835,69,237,54,2,0.884057971014493,1.849
259,3,0.20082044429537,70,233,48,2,0.880952380952381,2.152
260,3,0.200738515409281,69,219,39,2,0.869565217391304,1.996
261,3,0.199570443576192,74,212,19,2,0.869369369369369,2.047
262,3,0.198764419392109,64,208,38,2,0.885416666666667,2.083
263,3,0.200169434765595,63,210,43,2,0.883597883597883,2.133
264,3,0.199656533929513,66,217,42,2,0.883838383838384,2.196
265,3,0.200777789256261,65,208,39,2,0.866666666666667,1.855
266,3,0.200852435574696,64,208,40,2,0.875,1.924
267,3,0.198815397365674,65,202,29,2,0.887179487179487,2.153
268,3,0.199076269342648,63,208,36,2,0.91005291005291,2.832
269,3,0.199848481605493,64,209,38,2,0.890625,2.207
270,3,0.200380109044108,69,223,43,2,0.869565217391304,2.372
271,3,0.200966875923516,70,236,49,2,0.89047619047619,2.236
272,3,0.200463078297002,79,245,43,2,0.852320675105485,2.37
273,3,0.200201426044927,79,251,52,2,0.839662447257384,2.347
274,3,0.19913140878344,78,253,49,2,0.871794871794872,2.708
275,3,0.199048179438844,79,259,46,2,0.89873417721519,2.85
276,3,0.200046671482315,78,237,39,2,0.846153846153846,2.057
277,3,0.2001007705563,78,239,42,2,0.841880341880342,2.393
278,3,0.200164493023259,64,219,45,2,0.90625,2.188
279,3,0.200559052134992,75,237,46,2,0.848888888888889,2.368
280,3,0.19981805087637,66,225,50,2,0.883838383838384,2.367
281,3,0.199426872956764,81,248,44,2,0.839506172839506,2.192
282,3,0.200107532940553,73,234,49,2,0.844748858447488,2.348
283,3,0.199781898129814,72,231,50,2,0.837962962962963,2.042
284,3,0.20025656548572,61,181,40,2,0.770491803278688,1.816
285,3,0.2001561700888,56,197,65,2,0.785714285714286,2.407
286,3,0.201207980931148,68,209,52,2,0.769607843137255,2.289
287,3,0.199497877991373,85,261,44,2,0.850980392156863,2.53
288,3,0.198116530962757,83,255,42,2,0.855421686746988,2.139
289,3,0.2004625581136,78,251,49,2,0.863247863247863,2.132
290,3,0.200414441148755,70,226,42,2,0.876190476190476,2.149
291,3,0.199832876103379,72,223,33,2,0.87962962962963,2.12
292,3,0.20059260396453,71,224,36,2,0.882629107981221,2.281
293,3,0.199544434406008,79,231,26,2,0.864978902953586,2.195
294,3,0.198890303775812,70,223,39,2,0.876190476190476,4.103
295,3,0.200534863606716,74,220,34,2,0.837837837837838,2.293
296,3,0.20041678197407,71,214,32,2,0.854460093896714,2.216
297,3,0.199800364640645,66,214,37,2,0.893939393939394,2.026
298,3,0.199842239404646,64,228,54,2,0.90625,2.483
299,3,0.2010199346307,70,236,57,2,0.852380952380952,2.506
300,3,0.200012339377668,69,227,51,2,0.85024154589372,2.163
301,3,0.199372253699373,62,213,48,2,0.887096774193548,4.389
302,3,0.200305722817372,65,201,40,2,0.825641025641025,2.346
303,3,0.199560820183226,74,223,37,2,0.837837837837838,5.695
304,3,0.200002195801293,66,212,38,2,0.878787878787879,2.078
305,3,0.199872149950359,66,210,41,2,0.853535353535353,2.097
306,3,0.199436756441436,60,222,65,2,0.872222222222222,2.392
307,3,0.200183999900897,67,241,71,2,0.845771144278607,2.414
308,3,0.200370745742838,78,268,73,2,0.833333333333333,2.493
309,3,0.20004615129891,76,247,54,2,0.846491228070175,2.266
310,3,0.199815970142758,71,222,44,2,0.835680751173709,1.833
311,3,0.20100745022901,62,208,46,2,0.870967741935484,1.911
312,3,0.202107378036207,68,220,47,2,0.848039215686274,2.483
313,3,0.199495016982656,77,247,45,2,0.874458874458874,2.131
314,3,0.198638535008403,88,259,35,2,0.848484848484849,2.22
315,3,0.200179058158561,85,271,46,2,0.882352941176471,2.521
316,3,0.199572264218109,83,265,51,2,0.859437751004016,2.461
317,3,0.19965627383781,79,261,60,2,0.848101265822785,2.3
318,3,0.199944975626885,75,240,42,2,0.88,2.048
319,3,0.199857064631654,75,245,50,2,0.866666666666666,2.269
320,3,0.200245381542537,70,240,57,2,0.871428571428571,2.419
321,3,0.20002248295404,71,232,45,2,0.877934272300469,1.958
322,3,0.199499178449887,68,226,46,2,0.88235294117647,2.295
323,3,0.199897899028848,68,229,49,2,0.882352941176471,2.422
324,3,0.200021442587236,76,244,47,2,0.864035087719298,2.135
325,3,0.201107325442528,78,242,36,2,0.88034188034188,2.143
326,3,0.200494809484624,74,245,48,2,0.887387387387387,2.444
327,3,0.198746733156376,79,255,48,2,0.873417721518987,2.295
328,3,0.199390980301906,89,264,38,2,0.846441947565543,2.765
329,3,0.200820964478773,87,270,48,2,0.850574712643678,2.655
330,3,0.201005629587101,85,258,45,2,0.835294117647059,2.505
331,3,0.199842239404646,83,261,46,2,0.863453815261044,2.524
332,3,0.200218852188947,88,264,35,2,0.867424242424243,2.294
333,3,0.199864607291005,90,276,39,2,0.877777777777778,2.697
334,3,0.19913192896685,88,280,49,2,0.875,2.798
335,3,0.199657054112919,87,276,53,2,0.854406130268199,2.52
336,3,0.200213650354911,82,262,53,2,0.84959349593496,2.228
337,3,0.200683115876785,79,255,57,2,0.835443037974684,2.283
338,3,0.200814462186223,81,250,49,2,0.827160493827161,2.167
339,3,0.199564721558751,77,238,47,2,0.826839826839827,1.913
340,3,0.199519985786033,79,241,50,2,0.80590717299578,2.398
341,3,0.199480972030749,76,245,52,2,0.846491228070175,2.27
342,3,0.199197992259123,81,247,41,2,0.847736625514403,1.95
343,3,0.200227435215112,70,240,56,2,0.876190476190476,2.337
344,3,0.200524720030344,76,233,38,2,0.855263157894737,2.357
345,3,0.200972077757555,80,261,54,2,0.8625,2.289
346,3,0.199888015544175,81,257,50,2,0.851851851851852,2.427
347,3,0.199195131250406,82,265,58,2,0.841463414634146,2.368
348,3,0.200507553978021,77,250,54,2,0.848484848484848,2.035
349,3,0.200231596682336,83,260,53,2,0.831325301204819,2.472
350,3,0.199733781164966,73,244,50,2,0.885844748858447,2.236
351,3,0.200913036941238,79,258,49,2,0.881856540084388,2.472
352,3,0.199605295864245,80,253,46,2,0.8625,2.483
353,3,0.198428380913292,88,266,38,2,0.863636363636364,2.411
354,3,0.200089066429719,81,262,45,2,0.893004115226338,2.534
355,3,0.200664389274252,84,266,41,2,0.892857142857143,2.407
356,3,0.199993352683428,86,268,44,2,0.868217054263566,2.296
357,3,0.200139784311581,89,263,35,2,0.853932584269663,2.22
358,3,0.200612631025578,88,265,37,2,0.863636363636364,2.414
359,3,0.199688525208842,84,265,39,2,0.896825396825397,2.314
360,3,0.199256252800339,84,272,48,2,0.888888888888889,2.282
361,3,0.199826113719126,82,272,50,2,0.902439024390244,2.259
362,3,0.200073200835902,82,264,51,2,0.865853658536585,2.02
363,3,0.200638900287466,82,256,40,2,0.878048780487805,2.387
364,3,0.199897378845442,81,261,47,2,0.880658436213992,2.398
365,3,0.19911424273112,83,261,40,2,0.887550200803213,1.986
366,3,0.200012079285962,83,260,36,2,0.899598393574297,2.186
367,3,0.200009218277245,81,249,33,2,0.888888888888889,2.013
368,3,0.200171255407511,79,251,36,2,0.907172995780591,2.222
369,3,0.200655546156383,83,259,41,2,0.875502008032128,2.386
370,3,0.200450853987014,80,260,50,2,0.875,2.147
371,3,0.201105504800616,82,260,41,2,0.890243902439024,2.087
372,3,0.199666417414186,80,255,41,2,0.891666666666667,2.06
373,3,0.198501986864926,77,255,49,2,0.891774891774892,2.379
374,3,0.199268477110323,82,252,38,2,0.869918699186992,2.375
375,3,0.199709332544991,73,242,44,2,0.904109589041096,2.164
376,3,0.201091719940415,75,237,38,2,0.884444444444444,2.315
377,3,0.2005330429648,72,230,42,2,0.87037037037037,3.368
378,3,0.19915845832044,71,211,28,2,0.859154929577465,3.601
379,3,0.19912230557388,68,215,37,2,0.872549019607843,2.078
380,3,0.199984249473864,74,220,35,2,0.833333333333333,2.342
381,3,0.201488879969169,76,242,42,2,0.87719298245614,2.446
382,3,0.200504432877601,78,246,42,2,0.871794871794872,4.11
383,3,0.199888795819277,80,237,37,2,0.833333333333333,2.122
384,3,0.200939046111415,79,232,33,2,0.839662447257384,2.526
385,3,0.199166261071497,73,227,38,2,0.863013698630137,2.485
386,3,0.198738930405327,74,232,42,2,0.855855855855856,2.262
387,3,0.199867728391425,69,209,32,2,0.855072463768116,1.873
388,3,0.199728839422633,55,173,31,2,0.860606060606061,1.67
389,3,0.200509894803339,42,134,32,2,0.809523809523809,3.232
390,3,0.200765564946273,30,155,77,2,0.866666666666667,4.864
391,3,0.200405598030891,53,185,59,2,0.792452830188679,4.509
392,3,0.199909082972027,69,219,47,2,0.830917874396135,2.424
393,3,0.199294746372217,72,225,38,2,0.865740740740741,2.463
394,3,0.199965522871331,75,238,46,2,0.853333333333333,2.322
395,3,0.199962401770904,79,239,42,2,0.831223628691983,2.224
396,3,0.199445079375892,70,234,55,2,0.852380952380952,2.427
397,3,0.200883646578923,63,221,54,2,0.883597883597883,2.399
398,3,0.199850042155703,67,231,51,2,0.895522388059701,2.41
399,3,0.199355867922151,74,243,45,2,0.891891891891892,2.442
400,3,0.200424584725127,77,247,46,2,0.87012987012987,2.314
401,3,0.200046411390616,71,234,49,2,0.868544600938967,2.215
402,3,0.200812381452607,80,235,31,2,0.85,3.029
403,3,0.200044070565291,80,240,34,2,0.858333333333333,2.438
404,3,0.201069091962353,83,258,35,2,0.895582329317269,2.486
405,3,0.199888275635878,78,244,37,2,0.884615384615385,2.199
406,3,0.198445546965623,74,239,48,2,0.86036036036036,2.22
407,3,0.199687484842038,76,240,43,2,0.864035087719298,2.377
408,3,0.199509061934549,75,245,49,2,0.871111111111111,1.937
409,3,0.200931243360358,71,235,52,2,0.859154929577465,1.988
410,3,0.200956732347152,73,233,49,2,0.840182648401826,2.068
411,3,0.199344423887275,73,243,56,2,0.853881278538813,2.091
412,3,0.19864269647563,82,260,48,2,0.861788617886179,2.19
413,3,0.199971244888772,82,276,66,2,0.853658536585366,2.812
414,3,0.200458916829774,94,296,57,2,0.847517730496454,4.04
415,3,0.200154869630289,99,323,63,2,0.875420875420876,4.218
416,3,0.200303381992057,100,306,65,2,0.803333333333333,2.453
417,3,0.200672712208707,74,266,83,2,0.824324324324324,1.989
418,3,0.199528048628785,73,232,44,2,0.858447488584475,1.926
419,3,0.198690033165377,72,229,41,2,0.87037037037037,1.994
420,3,0.199932231133495,78,258,56,2,0.863247863247863,2.297
421,3,0.200090366888226,85,266,46,2,0.862745098039216,2.443
422,3,0.200875583736163,86,276,47,2,0.887596899224806,2.559
423,3,0.201333605223148,83,274,57,2,0.8714859437751,2.406
424,3,0.199264315643099,93,278,46,2,0.831541218637993,2.897
425,3,0.198931658356408,85,276,55,2,0.866666666666667,2.387
426,3,0.199993872866834,84,270,57,2,0.845238095238095,2.285
427,3,0.19999439305024,82,267,54,2,0.865853658536585,2.366
428,3,0.200385831061546,85,261,43,2,0.854901960784314,2.616
429,3,0.199941854526465,84,261,41,2,0.873015873015873,2.632
430,3,0.201756254238688,78,247,48,2,0.85042735042735,2.316
431,3,0.200189721918335,82,252,44,2,0.845528455284553,2.311
432,3,0.197898053933187,74,242,45,2,0.887387387387387,2.532
433,3,0.199841199037841,82,248,37,2,0.857723577235772,2.233
434,3,0.199778777029387,71,248,54,2,0.910798122065728,2.577
435,3,0.200007917818731,81,245,41,2,0.839506172839506,2.363
436,3,0.200746058068638,79,243,36,2,0.873417721518987,2.444
