queryFrame,fixedFrame,training,qualityPassed,rmseM,errorX,errorY,yawErrorRad,queryPoints,fixedPoints,referenceYawChangeDeg,overlap,medianDistanceM,correctedResidualM,qx,qy,qa,fx,fy,fa,mx,my,ma
131,121,1,0,1.16455836354625,-0.0260148266097531,0.375018181279302,-0.00690842123700497,35218,34459,-6.83784491509006,0.562893974672043,0.249846235102335,0.152850871873306,484729.415176318,4976614.92635742,-2.8063255672622,484737.829821376,4976618.54320309,-2.68698265975313,484729.389161491,4976615.3013756,-2.81323398849921
136,116,1,0,2.59827914223704,-0.0734000581433065,0.810966768302023,-0.00997088341152708,35261,32996,-13.4023311208432,0.385525084370835,0.419375332488093,0.279227572819528,484724.648015118,4976613.27333995,-2.8268580544897,484741.377624971,4976620.61811938,-2.59294324898849,484724.57461506,4976614.08430671,-2.83682893790123
136,121,1,0,1.81717176242852,0.0121660490403883,0.482814742252231,-0.00637054370561074,35261,34459,-8.01426977613223,0.471001956836165,0.326038644788313,0.200639946323299,484724.648015118,4976613.27333995,-2.8268580544897,484737.829821376,4976618.54320309,-2.68698265975313,484724.660181167,4976613.75615469,-2.83322859819531
141,121,1,0,3.06075955721471,0.0902466873521917,0.550864632241428,-0.00663630040749119,35415,34459,-8.35626538388372,0.371622193985599,0.44251580508777,0.280826487951865,484719.572053434,4976611.62527763,-2.83282700387233,484737.829821376,4976618.54320309,-2.68698265975313,484719.662300121,4976612.17614227,-2.83946330427982
431,411,0,0,3.41045747000435,0.350096281908918,-0.28946462739259,0.00181783256483214,29694,32252,8.3241556953928,0.328921667676972,0.530035782798039,0.149975178733505,484414.019478734,4976488.10275768,-2.31337552856778,484429.596392491,4976502.3576251,-2.45865945290103,484414.369575016,4976487.81329305,-2.31155769600295
431,421,0,0,1.71238435274201,0.163129584456328,-0.183770163916051,0.00107075561325987,29694,30448,4.6358518302294,0.517343571091803,0.284221699942024,0.0755753849670415,484414.019478734,4976488.10275768,-2.31337552856778,484421.529551465,4976495.45506312,-2.39428640663989,484414.182608318,4976487.91898751,-2.31230477295452
441,421,0,0,2.90438220899821,0.49087214958854,-0.316767789423466,0.00356037255761921,30004,30448,10.2113231298268,0.353452872950273,0.495332480458971,0.180833911728957,484407.172736843,4976480.11915089,-2.21606519703936,484421.529551465,4976495.45506312,-2.39428640663989,484407.663608993,4976479.8023831,-2.21250482448174
441,431,0,0,0.982885613219401,0.297512420685962,-0.204973053187132,0.00467577833765098,30004,29694,5.57547129959743,0.534395413944807,0.271684919658884,0.0568068986413728,484407.172736843,4976480.11915089,-2.21606519703936,484414.019478734,4976488.10275768,-2.31337552856778,484407.470249264,4976479.91417784,-2.21138941870171
451,431,0,0,2.49538517152792,0.616886972507928,-0.338349821045995,0.00805212591020599,28130,29694,10.7739920480936,0.337646640597227,0.49973758874363,0.145716164498954,484401.077510491,4976471.44756571,-2.12533389374486,484414.019478734,4976488.10275768,-2.31337552856778,484401.694397464,4976471.10921589,-2.11728176783466
451,441,0,0,1.24918071377255,0.251884009689093,-0.186362908221781,0.00290456071766654,28130,30004,5.1985207484962,0.519480981158905,0.283397211904174,0.0468984575116161,484401.077510491,4976471.44756571,-2.12533389374486,484407.172736843,4976480.11915089,-2.21606519703936,484401.329394501,4976471.2612028,-2.1224293330272
461,441,0,0,3.84913193052072,0.626413814607076,-0.268447954207659,0.00951718392681133,28222,30004,10.6514425905643,0.305293742470413,0.565528968680519,0.147799872007306,484395.760290383,4976462.10129244,-2.03016245374686,484407.172736843,4976480.11915089,-2.21606519703936,484396.386704197,4976461.83284449,-2.02064526982005
461,451,0,0,1.70545007838135,0.348144583287649,-0.0713046416640282,0.00550530041157504,28222,28130,5.45292184206813,0.473141520799376,0.326139651233083,0.129892498727114,484395.760290383,4976462.10129244,-2.03016245374686,484401.077510491,4976471.44756571,-2.12533389374486,484396.108434966,4976462.0299878,-2.02465715333529
471,451,0,0,3.94513770383116,0.735579989908729,-0.122030569240451,0.0135719886196259,27761,28130,10.8615612899862,0.277403551745254,0.613762402964912,0.254434869798515,484391.347030498,4976452.1985016,-1.93576388732744,484401.077510491,4976471.44756571,-2.12533389374486,484392.082610488,4976452.07647103,-1.92219189870782
471,461,0,0,1.55902478441599,0.272929865634069,-0.0897511392831802,0.00166400761159213,27761,28222,5.40863944791811,0.506141709592594,0.293970765256515,0.0987757218818848,484391.347030498,4976452.1985016,-1.93576388732744,484395.760290383,4976462.10129244,-2.03016245374686,484391.619960364,4976452.10875046,-1.93409987971585
481,461,0,0,3.66790668990068,0.593394176044967,-0.00491975247859955,0.00320115847296787,28360,28222,10.0918901383336,0.313645980253879,0.556496321330823,0.281851926616529,484387.774926916,4976441.78541709,-1.85402574308339,484395.760290383,4976462.10129244,-2.03016245374686,484388.368321092,4976441.78049734,-1.85082458461043
481,471,0,0,1.39702563336449,0.287628753634635,-0.0497481431812048,0.00525146043856584,28360,27761,4.68325069041545,0.50867418899859,0.292226320217281,0.0692492291697468,484387.774926916,4976441.78541709,-1.85402574308339,484391.347030498,4976452.1985016,-1.93576388732744,484388.06255567,4976441.73566895,-1.84877428264483
491,471,0,0,3.06616683860791,0.506047307746485,-0.0533236879855394,0.00707764830385549,24753,27761,7.79710865995171,0.335110895649012,0.489948849250333,0.128290526256202,484384.873271634,4976430.80277522,-1.79967866907552,484391.347030498,4976452.1985016,-1.93576388732744,484385.379318942,4976430.74945153,-1.79260102077167
501,481,0,0,4.13539162108222,0.370352329511661,-0.0289152348414063,0.00461688939232663,22642,28360,6.05229492678874,0.322586343962547,0.52047990252537,0.0916594208482183,484382.478013599,4976419.37200869,-1.74839326930918,484387.774926916,4976441.78541709,-1.85402574308339,484382.848365929,4976419.34309345,-1.74377637991685
511,491,0,0,4.66606620259158,0.262958847859409,0.213567851111293,-0.00376021209138444,21398,24753,5.80434773008144,0.236938031591738,0.697818144512533,0.329336632729829,484380.6092227,4976407.65018391,-1.69837369025494,484384.873271634,4976430.80277522,-1.79967866907552,484380.872181548,4976407.86375176,-1.70213390234632
521,501,0,0,5.21067496975342,0.375070107809734,0.0824276125058532,-0.000473391058445793,23953,22642,5.75241913140694,0.267231662004759,0.687663687743657,0.152212690755751,484379.321279758,4976395.87551355,-1.64799461551142,484382.478013599,4976419.37200869,-1.74839326930918,484379.696349866,4976395.95794117,-1.64846800656986
531,511,0,0,4.14532857355557,0.350628481479362,0.0485625974833965,0.00453205053026395,25901,21398,5.87286223110659,0.282575962318057,0.643578866646411,0.111689262324582,484378.675806463,4976384.03721429,-1.59587290780611,484380.6092227,4976407.65018391,-1.69837369025494,484379.026434945,4976384.08577689,-1.59134085727585
541,521,0,0,3.97829408054669,0.436964256048668,0.0721401469781995,0.00800590349392882,27534,23953,5.76801672045706,0.302861916176364,0.56729342588108,0.108326254525902,484378.647081928,4976372.12658011,-1.54732373242936,484379.321279758,4976395.87551355,-1.64799461551142,484379.084046184,4976372.19872025,-1.53931782893543
