frame,identity_baseline,selected_sequence_fit,independent_drive_fit
66,0.147429355450533,0.0191832753176337,0.0424355122808203
67,0.136608653037752,0.0299109105567938,0.0427560999641811
68,0.144400158911337,0.0309847174944444,0.0476083801672375
69,0.123227793659422,0.0320515882333898,0.0687244666643529
70,0.108251259593826,0.0239086237320663,0.0669105117934585
71,0.101590694607222,0.0373222036420666,0.0709783848899432
72,0.0734370370105491,0.0496940669346705,0.0762191283293493
73,0.0670070772039878,0.0461951901961752,0.078207775277266
74,0.032684471250008,0.0503094602372237,0.0844035067852268
75,0.0451321557983725,0.0623015336718177,0.0862818684537773
76,0.0320599996056807,0.0768455512474805,0.117117381337283
77,0.0370423087813172,0.0814805829275763,0.13359198701105
78,0.0734398246717631,0.0867779880256175,0.152426288703783
79,0.10714583949316,0.0956843300645532,0.160033179203402
80,0.225580656473541,0.108335517182271,0.173493211900159
81,0.265783073440956,0.116643020946989,0.172582389396098
82,0.337779007364521,0.130574760890991,0.189330395755897
83,0.382251184656071,0.124426210865073,0.163439307097819
84,0.451343676371038,0.151350891168537,0.177077047218682
85,0.503181509117325,0.149207630748651,0.172089291792763
86,0.541129016398532,0.15465324606481,0.173723833697393
87,0.60574404570524,0.153835116402324,0.168596374793176
88,0.630284498972298,0.14921121436596,0.312087998010345
89,0.70725552693457,0.144734715572904,0.32842859191173
90,0.774664083493211,0.152439492486204,0.335879304809848
91,0.851427522004607,0.143354638484072,0.301458921238595
92,0.888682926497367,0.114177532118387,0.323459052539016
93,0.896519022128737,0.121296185151626,0.336313591593968
94,0.927990654714556,0.139881116114151,0.43388714372622
95,0.405406033690505,0.142847448469497,0.427908131983948
96,0.374110869988827,0.133724342561772,0.34421136233331
97,0.305693693575648,0.14240391987543,0.307507749236101
98,0.270851025726314,0.116407596033154,0.389235902726911
99,0.234877091892124,0.0976199279066866,0.334929365255817
100,0.210050698774297,0.0657063226749756,0.309774391412906
101,0.175891016152858,0.0692714153581842,0.291239855280745
102,0.13653642807189,0.0528805905545087,0.316998877925062
103,0.12262235391813,0.0356014074201575,0.343596079951624
104,0.094646729631724,0.0359916959127732,0.33136054142715
105,0.0877804296244937,0.0565265539246246,0.299399248692464
106,0.0993290964224667,0.0649986235220973,0.266187175211939
107,0.0976400554219614,0.059632608439912,0.299795992965544
108,0.106290744182051,0.0338069312316025,0.354918788664678
109,0.143508107066751,0.0440448515916759,0.38060329215277
110,0.160430783875207,0.0469215328377616,0.415149770112978
111,0.184139411439741,0.0504066224847683,0.396555439102722
112,0.195276212388507,0.0465454414131717,0.356175354643646
113,0.189475424020411,0.0541165936958567,0.341359631247359
114,0.192801800316756,0.0824929820865349,0.370020194686273
115,0.205731137679015,0.0987429481112462,0.446070495600802
116,0.21277894342567,0.0763854664399116,0.509635203587335
117,0.211806066864864,0.0614393655616372,0.47687670719041
118,0.202750196682961,0.0489265502350596,0.462130276682724
119,0.207389245167806,0.01657876878368,0.477611382128134
120,0.200983833498072,0.0061448216859344,0.518080682139865
121,0.186539972047226,0.0117380562160493,0.508623288379773
122,0.187470272206303,0.0111329676255563,0.455110212252714
123,0.166135387848467,0.0285306826054381,0.382720210770115
124,0.149497447671007,0.0412380159105178,0.36869701860107
125,0.136081520302345,0.0810608242411213,0.324835275983908
126,0.138080084857828,0.0702728781475582,0.350989012230003
127,0.127397873623245,0.0939132246140308,0.308096495835117
128,0.0912236658903273,0.0672551284411992,0.312954402982973
129,0.0552339714270607,0.0808014450594569,0.32048355553629
130,0.0280699627704249,0.0974614013718336,0.342569262196754
131,0.0647501918396965,0.150483202056121,0.295764992504469
132,0.055487975633524,0.152771222779021,0.245193041845946
133,0.0695283550249516,0.12889337301609,0.255335988134884
134,0.0925071929740235,0.125611458568295,0.261760653631011
135,0.103472118785085,0.129434195815379,0.200599108729805
136,0.0971518155117394,0.115667843864964,0.098631727774002
137,0.0926166515180934,0.14920745433598,0.112442005846223
138,0.0778752945812307,0.133774003724907,0.121155891706506
139,0.0590544889862504,0.128126582266581,0.155158140305427
140,0.0463754783351803,0.102284278594016,0.156083870099305
141,0.0319105419456109,0.107522986580691,0.120975760140062
142,0.104116803363881,0.134639059521992,0.151160766857887
143,0.136343600906349,0.145431852063835,0.180261680909727
144,0.242614344019392,0.192143504995777,0.227062782854392
145,0.197979304921093,0.1893119068118,0.264077036183308
146,0.211743126767296,0.232798809283574,0.280245630095291
147,0.106206264784668,0.159987752003761,0.287699418711401
148,0.13490029276723,0.177725028811315,0.286823039659411
149,0.166184064571708,0.214690546600718,0.27275443197815
150,0.204640081399399,0.230686108056288,0.234740247851006
151,0.19706414856369,0.210341375656215,0.177503954731097
152,0.203761346426177,0.218337625986346,0.174197558137539
153,0.101032314373976,0.223137779968582,0.151866725203877
154,0.159424474420904,0.235698182545626,0.204476730610582
155,0.209296344183772,0.254206947807238,0.231858928650837
156,0.216258520594318,0.276046930858066,0.266216933371419
157,0.248750306946179,0.293367259981826,0.259338997307218
158,0.255051695970458,0.310276142659066,0.266118834699074
159,0.30845400759599,0.32846064563334,0.2902624999111
160,0.328085918751739,0.380560504804223,0.329647206258149
161,0.371385450363247,0.39885496574023,0.336591116377553
162,0.397847706321134,0.444365275957448,0.363819883187758
163,0.474378099279775,0.44880469626537,0.35191396971018
164,0.5232269537812,0.525914481964738,0.37557449587591
165,0.552908672773692,0.542379616419116,0.258450151565944
166,0.487389004733276,0.365450716276754,0.306209991280597
167,0.178302169303435,0.383831590877468,0.325994314932724
168,0.19486955054605,0.382932226205785,0.324084824067868
169,0.240976909172534,0.390381584209582,0.312559853595533
170,0.219970207658931,0.34298507363007,0.294053179602159
171,0.212053586755261,0.366757553439564,0.318937462474713
172,0.177627084682555,0.377847085198691,0.336374286170512
173,0.207248830600308,0.405418652361794,0.345440640635465
174,0.200624484551885,0.389722947392122,0.317289048084844
175,0.237591691042721,0.395427834740937,0.320394449680476
176,0.231002814307096,0.405356107560346,0.340991143738361
177,0.245325551430174,0.40317959994066,0.343016911859251
178,0.0945021393017462,0.40455584358331,0.329448273683207
179,0.136669412152466,0.423572300978228,0.329045765627243
180,0.2377101354389,0.446110944878962,0.341956695012667
181,0.245627822549655,0.423122204959132,0.342378512039695
182,0.263645459556249,0.412383581856693,0.359730332999895
183,0.232320140051298,0.328317056850444,0.356529106130925
184,0.185880307454721,0.352815371020814,0.357533572670149
185,0.175495011746781,0.204352777744076,0.234654733984461
186,0.161099157844582,0.195392465703239,0.155377816418771
187,0.15806998489556,0.145593569870019,0.136300563303365
188,0.0820145090120132,0.0650864283106896,0.0772129347460453
189,0.0936960946612538,0.0851170661094528,0.0792438243872851
190,0.137465456864827,0.13628461029434,0.104296005636087
191,0.164164745139407,0.166401168941648,0.0596149591578875
192,0.204185594603568,0.200335405115634,0.0658458164058058
193,0.231800043505245,0.228760150385302,0.100969090760226
194,0.410897195035154,0.362106153480477,0.1015407378469
195,0.419213703585802,0.372658778466594,0.0771033052013602
196,0.437612978123973,0.388072034457268,0.0764392885710773
197,0.442851024086083,0.392362673747228,0.072603183048337
198,0.466655015161967,0.404228044053618,0.0854100724960531
199,0.465816015994873,0.403754280294957,0.107311333392062
200,0.467460880612909,0.416037633284764,0.129502912306715
201,0.429958257877411,0.377834132619573,0.145029867895112
202,0.379485083990327,0.358781801526628,0.129168505981843
203,0.30705893760819,0.298138478981771,0.125083911702369
204,0.327162193950409,0.322075068174852,0.094570779168424
205,0.147931873890351,0.285171626299765,0.111365021666867
206,0.156213521579412,0.309370792092319,0.150461453550773
207,0.147871691942457,0.127215407457533,0.16696029486056
208,0.0526803474533662,0.0491926754016206,0.167644026336536
209,0.0616432671832882,0.0593941884151587,0.151533541909631
210,0.0911687490454153,0.071193905174317,0.0450863532322525
211,0.0664831002899641,0.0654267568727142,0.0540865051958333
212,0.0769560191325101,0.0875397222935776,0.0820711017776376
213,0.0665846988086962,0.0936143154838464,0.105631710546622
214,0.0674954137774024,0.0729281995425333,0.0997950127864862
215,0.0792854249220735,0.0754304979929354,0.0933848418302488
216,0.0622084185286969,0.0595167307900263,0.0872816388132792
217,0.0647092834553251,0.0387025621515015,0.10671455422601
218,0.0743629536261566,0.0535729107527072,0.136306841454159
219,0.103439329628816,0.0867854680449317,0.179221954142571
220,0.103272879098033,0.0976162388422332,0.183310339328226
221,0.098189013529107,0.102246434221474,0.186684667068828
222,0.0798030049713229,0.0824189257090038,0.182657155513182
223,0.112693711950161,0.125390742492245,0.228079887007823
224,0.137378698894212,0.157126458626447,0.269712330294399
225,0.155850169220086,0.181116822485407,0.294431506996499
226,0.135450284926358,0.158458329447136,0.314863609749054
227,0.112523452326948,0.144887929294994,0.314349666332135
228,0.112107541832394,0.162490965221801,0.33554907911728
229,0.109391340305883,0.165733485438336,0.34261010177366
230,0.121563393302975,0.204079656493516,0.381889044650844
231,0.0851829202322658,0.165245760735967,0.317644326288982
232,0.078259464578323,0.0944405829983578,0.310765327885836
233,0.0674988941675731,0.0619601450639945,0.29206485565223
234,0.0930838856070913,0.0707377092163715,0.313551084250695
235,0.103968331424631,0.0751569953036876,0.321050134959351
236,0.101148342207901,0.0815577791456307,0.324061210575777
237,0.0812225712231675,0.0510076108453382,0.30628203945602
238,0.0521197789276428,0.0352439908246722,0.135149855275412
239,0.061577800474669,0.029916478102093,0.104168994402219
240,0.0867424252885409,0.0327633301995886,0.0588684361750259
241,0.0683606805417104,0.0185055766071771,0.0742661879501819
242,0.061928085313981,0.0262321244220591,0.0659174894041435
243,0.0710230867219568,0.0441582157308768,0.0834848323420756
244,0.0755985244034603,0.0549114611175539,0.0819771689027319
245,0.084721963532416,0.0775602026546853,0.0929692647962731
246,0.0999157966708713,0.107919584043162,0.105962515719363
247,0.0980758203413276,0.114185588361886,0.105091509676873
248,0.0935548434131723,0.116567360941244,0.0997091516492328
249,0.0902611188511256,0.125886710730406,0.0880966836894554
250,0.0982133992676519,0.171348054683052,0.107637568234866
251,0.0910026724358502,0.168652325879625,0.096695773903899
252,0.0769587933858382,0.133265984356227,0.0889185852335926
253,0.0763529728650682,0.135802505954239,0.0633032895747489
254,0.0718839973286388,0.110072095938333,0.0580444543601038
255,0.0380552346678372,0.114146436465705,0.0782570811924506
256,0.0561027996818167,0.125060450038206,0.0907133800673789
257,0.064900967951288,0.101679004706193,0.0925265444868286
258,0.0719337148373189,0.0950340711982481,0.0975940911564211
259,0.0862561241769006,0.102641715933289,0.0978801428293024
260,0.0872017545173568,0.134213134472478,0.122190758423916
261,0.100274111626649,0.145725542918389,0.147894978287607
262,0.11095120685549,0.167612572595712,0.176388610636913
263,0.125997119141839,0.179490064537889,0.181525410432676
264,0.107744155872794,0.186392420043147,0.176904148803076
265,0.13047086340219,0.193784023099506,0.18785991332461
266,0.154328389699802,0.187983701712854,0.265168933374272
267,0.168041945195851,0.193119266106361,0.271592551011235
268,0.198858298472984,0.201118397207144,0.28863399326653
269,0.217925784985202,0.234058253129462,0.305066297682346
270,0.243949245509126,0.237843293655372,0.312968190850147
271,0.206611716951101,0.210243767340555,0.296806290225039
272,0.177485228353926,0.175901948776331,0.285524829574436
273,0.185346116833888,0.0770745472545307,0.290637882240916
274,0.176346045864138,0.0812201898944362,0.286294731887536
275,0.178163970037638,0.0655106545524259,0.27401029366318
276,0.182576521581672,0.0574443043335476,0.257566348306848
277,0.186568476802196,0.0567232611393992,0.25391697185226
278,0.190228734653548,0.0804181390080248,0.264050656721057
279,0.184373839014934,0.0961855819322036,0.272966788225455
280,0.193599993380394,0.119630384020397,0.271724518032627
281,0.199328829582173,0.126263107554422,0.262310683300496
282,0.203921406117207,0.126304404061262,0.232157885944628
283,0.194642701663008,0.128549158692998,0.225590352095422
284,0.156584189791261,0.0987817298534706,0.200049114894122
285,0.199915630741997,0.140369434458716,0.258127249223071
286,0.0431742434294545,0.0768995566783278,0.081386955867741
287,0.0126017744004374,0.0579276189807839,0.0405039761119453
288,0.0665594848351992,0.0463527289248819,0.0431177944658753
289,0.0753824571973416,0.0310325039334378,0.0349470955372806
290,0.110827369285928,0.0821364771446818,0.0616865766324107
291,0.119155153417988,0.117183462892448,0.0877359197718308
292,0.123312094530639,0.125805290372061,0.109385738717209
293,0.132036510298438,0.132985629576725,0.113627896268607
294,0.155271344089351,0.119273760999522,0.111883656001491
295,0.115655535869961,0.0928586014219042,0.100490373518334
296,0.0888270356703608,0.0835336079651555,0.0992950464628263
297,0.0445293684996254,0.0777691355323176,0.105170453015027
298,0.0327107300147383,0.0551802876058231,0.0943419280156255
299,0.0185733472792545,0.0530512410495428,0.0780531263717639
300,0.0433139726894725,0.0728102460307936,0.0872266101604589
301,0.0473662259141445,0.0871769367755319,0.104890410490258
302,0.0216654639550666,0.0881419960621116,0.1012863700195
303,0.0111365318206285,0.0149616452188228,0.0331116252794137
304,0.0121409619539206,0.0247319750248125,0.0403338790925804
305,0.0451351526342693,0.0317976086303767,0.0287736930549676
306,0.0648854732090097,0.0597736370412543,0.048233557333698
307,0.0695763661942092,0.0671315516924837,0.0616125430344445
308,0.0762628479623872,0.0628143768388941,0.0624661406622378
309,0.0771106326405165,0.0712165768940193,0.0690913997665827
310,0.0994856393847039,0.0892296524112409,0.0783030186544123
311,0.134711738371762,0.095306686462707,0.0936764000227597
312,0.154868108981441,0.0899712832474168,0.101675743860002
313,0.178540407981324,0.100137316732462,0.110310865029251
314,0.148654887429638,0.11354666977545,0.112200743265023
315,0.144980205776778,0.124266790712464,0.126518692618494
316,0.123663945351433,0.127007704355677,0.135263498161943
317,0.144380092774876,0.132357934373189,0.147898947040656
318,0.152637904245986,0.144194319965132,0.147375672182638
319,0.151795567555567,0.157697962685186,0.170133350626442
320,0.148694164157443,0.167659826852158,0.183059286084097
321,0.171299880443953,0.185029555442901,0.197497817465873
322,0.200303742271308,0.198435473885495,0.206737811269467
323,0.222021567339665,0.204120078260489,0.221563225483152
324,0.206699651774131,0.182973485832045,0.10039183813677
325,0.206895328175015,0.126353153496582,0.120194868599674
326,0.146615483780853,0.138084074723269,0.144218010245451
327,0.163522064557604,0.146092302588386,0.174403952526191
328,0.156738704607512,0.143587823267894,0.181325733414595
329,0.158207952170179,0.136429979796961,0.162281492034592
330,0.0752088127962129,0.110627371506284,0.117581269811411
331,0.178023436225354,0.208034787660731,0.211124781636334
332,0.207010218532466,0.232364307030775,0.232537803625943
333,0.222602284836842,0.250541520081383,0.250344975828813
334,0.192615355881145,0.230980432232924,0.226183791814396
335,0.201224971202723,0.240036056659824,0.227363135435846
336,0.215026575751968,0.24689574939538,0.24287472226454
337,0.183231864976667,0.224363986682551,0.22365656057712
338,0.167397265655441,0.222638232807568,0.220189268460004
339,0.148145153024023,0.21808161557751,0.18956845869991
340,0.143774437504304,0.138844506455332,0.13423353116935
341,0.0603118558111156,0.0730785271151469,0.0592839094866668
342,0.0527528388055323,0.0633629004995463,0.0537165858226605
343,0.0691127141357115,0.0594750328262217,0.0870863696102466
344,0.0730202777325408,0.0734213807023066,0.101725831515276
345,0.0778741486898742,0.0845343933471697,0.107290059169063
346,0.0696336160284973,0.0764835837064806,0.0941485316246413
347,0.0662626631334238,0.0844073534287169,0.0904534764633143
348,0.0597562000620121,0.0913306520053931,0.0917731899475767
349,0.0710347269581838,0.117397356600847,0.113633791480114
350,0.0828766534807732,0.13464142322123,0.133084563453139
351,0.0803172837408841,0.161728813891984,0.146157765986105
352,0.0923424271322768,0.187219947575007,0.157109001955914
353,0.108083232449523,0.211041950242985,0.168156703532228
354,0.130673301113344,0.173832000711941,0.185184561084688
355,0.127227192764806,0.182475479200376,0.177905284850489
356,0.158960123082471,0.196548603243199,0.199159034084134
357,0.095146136330176,0.188118408789604,0.187089805391563
358,0.121400567701719,0.209686808337425,0.207572118234385
359,0.0988823702995272,0.230608163991329,0.157283455701091
360,0.0758149887145707,0.248019869148369,0.0897166748553076
361,0.0660490996140086,0.220842542912324,0.0784336124060838
362,0.0655575311204298,0.0768943423181338,0.0567547583720677
363,0.0630964547934441,0.0756428824359895,0.0548616771656029
364,0.0826335631709231,0.0931748164332474,0.0584303392833376
365,0.103826494082349,0.107865360962663,0.0706784060286164
366,0.10623198276754,0.0830970200667895,0.068575721847959
367,0.11113941407717,0.110068063095654,0.103288176509355
368,0.0991332104545997,0.122202475611119,0.100155110163844
369,0.128292706055414,0.155587761985964,0.13631864776273
370,0.120483860838309,0.104661413487711,0.120957220089391
371,0.120279915597706,0.114546767902288,0.128117951672002
372,0.137577171076733,0.125737933603882,0.149245082181114
373,0.148101652902877,0.138055573500355,0.151879464371068
374,0.150550798659713,0.140259180336921,0.178600028655795
375,0.133060011151754,0.131230233305838,0.15615492100091
376,0.155479020188875,0.138642641759455,0.136236092470386
377,0.117932515073058,0.208051192023671,0.135749443368996
378,0.10834887040535,0.100998272459228,0.0560853362483163
379,0.119706194945249,0.0934872149577994,0.0577744935908228
380,0.0808071247120151,0.0546221060097141,0.0344986121376666
381,0.108251107194296,0.0635002188455178,0.0278938403838854
382,0.110271829868571,0.0588544172716659,0.0251181913178566
383,0.126273177381631,0.0884530839762887,0.014561329792096
384,0.109348712222026,0.0611132144012942,0.0160871450421274
385,0.127925105378433,0.101551927500518,0.0534094396651509
386,0.0752348886297429,0.0531638872573415,0.0591498392166633
387,0.0687813836663535,0.0626867698050848,0.0702539432029082
388,0.0450434212794743,0.0465834817572193,0.0802289552497994
389,0.0417769994550494,0.0485558388664471,0.0952454035578162
390,0.0499589389038142,0.067788107493912,0.117236876502312
391,0.0501752232673041,0.0798571031076612,0.133862431757442
392,0.0623943130681092,0.0985573780432537,0.143326479148048
393,0.088657783394282,0.128160719055583,0.160619037756618
394,0.0509116718104915,0.101446927798517,0.147310404868158
395,0.0808984702489826,0.0996688716608627,0.15133865159545
396,0.0794054911762819,0.0743279425913127,0.119403682113922
397,0.0816255974254167,0.0790661669024456,0.122415701538403
398,0.0701714812112496,0.0740956714752204,0.0981222575525753
399,0.073122554685413,0.0920428804869072,0.112823052776346
400,0.059481055865543,0.0982954777190709,0.11444155777091
401,0.0588770101955343,0.100436066939212,0.113637244703892
402,0.0551658561802239,0.110136832871878,0.120578966221857
403,0.0617686699281164,0.125270993000794,0.124829934698111
404,0.0778074273528463,0.152050178017704,0.141232954294773
405,0.0883213507873906,0.168496544725092,0.15007671448063
406,0.097698225732723,0.166274936448876,0.158474846171435
407,0.10881371707977,0.177041254627546,0.169409019290903
408,0.112124730914242,0.184480225959398,0.17918845738409
409,0.117439188883518,0.200963440029267,0.180823055118392
410,0.111727093506859,0.187020119406907,0.182830995521511
411,0.140759173216774,0.210459189698893,0.196712354145525
412,0.137152681096923,0.202298254753975,0.194674934063769
413,0.00338855677052756,0.238482486449406,0.223986075965192
414,0.0403180399182126,0.256792555946404,0.237855009257904
415,0.0404189641723956,0.259776358955219,0.248972603052848
416,0.0395712414133115,0.246285966462632,0.241991031515728
417,0.0202685529564287,0.253223603101399,0.256379051436299
418,0.0229978588383221,0.288268850311044,0.259419346035593
419,0.0447824775291091,0.324292973795804,0.116142961895485
420,0.0683185840545713,0.288213151218164,0.126016534230161
421,0.0853150171290089,0.286883041448991,0.1319849876599
422,0.0998537735379453,0.283619976954668,0.139552549836356
423,0.114102852604128,0.32399174771283,0.150502900783468
424,0.125716582289589,0.347707629065988,0.158917710975682
425,0.104082089858476,0.315295266402313,0.150335787508074
426,0.101441277652175,0.168184228588678,0.161118097387119
427,0.112263699210071,0.17350862917904,0.172454021343562
428,0.0772971146660909,0.143065220413902,0.136052843625605
429,0.0629639479039898,0.0670704741346835,0.108507498007812
430,0.0823517960312888,0.101105796815917,0.125660303817934
431,0.0841260908283862,0.0938477745093441,0.109208128585406
432,0.0965661233919022,0.0979779581285892,0.101776879260611
433,0.0507174055978898,0.0513432330176903,0.0575474032820413
434,0.0302486151530048,0.0374555697649998,0.0427536234909697
435,0.0925261562779916,0.0973481253847118,0.0923514714863154
436,0.0284251222483134,0.0601307938761738,0.0536017148060641
437,0.0505833062973831,0.0628027380075729,0.0524015525618704
438,0.0620201078490382,0.0467727406048816,0.0381063569612609
439,0.096689371232058,0.0718850282475471,0.0675148785905451
440,0.10940761412098,0.0876162089639416,0.0843940394263792
441,0.12794605272808,0.0983147190042835,0.110226088960028
442,0.152385041780055,0.104319770187995,0.126217675423958
443,0.125558221667565,0.0927980106509988,0.13788191595157
444,0.118243834631124,0.095087934888655,0.14356270576321
445,0.114022918018694,0.0956224594292936,0.127068643982408
446,0.118326888874709,0.111529026189665,0.133767315718874
447,0.13046809415175,0.133572170406749,0.164192118433784
448,0.100918248954284,0.10101446504788,0.121050673109216
449,0.0974691231318976,0.0831865793922408,0.135586318480825
450,0.0588492929233174,0.060482110674385,0.104825416219711
451,0.0422635486986515,0.0552054037041355,0.0850068096880731
452,0.0792134136219031,0.0695348060999589,0.0882034942540155
453,0.0749738124154068,0.0685423625240881,0.0628345988971127
454,0.0610352681935555,0.0549207712819837,0.0501426507379415
455,0.0159807875176845,0.0222953393749663,0.0204142190920924
456,0.0368570316671772,0.0186105339568009,0.0286388438246012
457,0.0470294138467922,0.0282989270824612,0.0304787957231902
458,0.0336059976012223,0.0346229744079547,0.0388232303161469
459,0.0257929781265162,0.041329227695967,0.0490230267361418
460,0.03313735460732,0.0516064455777275,0.0577311617491997
461,0.0265861382674616,0.0353287200416383,0.0391863593124092
462,0.0513246431558201,0.0219347087432185,0.0255098460042991
463,0.0892733948303971,0.0512661752927487,0.0578406717414786
464,0.0796078752334838,0.0552241511082037,0.0587308187263666
465,0.0922480522188568,0.074901935563894,0.054937139504135
466,0.0634582373512853,0.0697594710738597,0.0489151906858584
467,0.0559869454424391,0.0648003761357035,0.0447654587095032
468,0.0496123405089897,0.0687079577141123,0.0670891077332604
469,0.0641238016764569,0.0338290377618699,0.0394178397308628
470,0.0761817742876569,0.0399423636757299,0.0445482178964906
471,0.0843780879430657,0.031506707000542,0.0250690763525678
472,0.0332656230539965,0.048279340444649,0.0842226166805747
473,0.0177954825980275,0.061387272927699,0.103138055054771
474,0.0251243713644795,0.0741102169543915,0.106781276829492
475,0.0346197775509935,0.058971166856025,0.101926414133309
476,0.0446655427904181,0.0815345899019813,0.116085903221265
477,0.0491993767434534,0.0973738560608669,0.136372757027104
478,0.0528059413241334,0.120630856055748,0.15085342924149
479,0.0579610209752153,0.140836926667656,0.163171720867728
480,0.0733755904596142,0.113652736935534,0.0164522525271623
481,0.0806953431486873,0.0132607433890726,0.0136699581108033
482,0.107028635346758,0.0419012395670298,0.0416938857134067
483,0.0920627671208112,0.0548562784247661,0.0666445194385599
484,0.0816443635252861,0.0473528598615821,0.0544016567705176
485,0.0686002841024533,0.0476700084832377,0.0451699674557065
486,0.031488634019484,0.0254172334774495,0.0379500205999947
487,0.0189497891747605,0.034329132207854,0.0549852677838112
488,0.0167362345345897,0.0354485682017483,0.0543311836060621
489,0.050170958099167,0.0542388415787126,0.046389861180271
490,0.0511837496270393,0.0383977781797283,0.047127691197423
491,0.0661907185922151,0.0552488903801591,0.0558583867779277
492,0.0684857906981398,0.0332281005125171,0.0622859386131902
493,0.0667675766236655,0.0507077951594182,0.0700364801673056
494,0.0614484515801344,0.0241044923036304,0.0922396580717683
495,0.0703938788016166,0.0414407043265784,0.104381035052034
496,0.0532046415914788,0.0316026926172939,0.0626515037541858
497,0.0214247866451824,0.0260284142208744,0.0647938432812472
498,0.031800721167162,0.0373411251363546,0.0753973671357152
499,0.052890912441334,0.0496721490320258,0.0767568482814421
500,0.088858799279549,0.0838467832949952,0.0743856977152969
501,0.103135651373977,0.0873679169059426,0.0824285039546092
502,0.109298901752529,0.0893323643046589,0.126012145984472
503,0.0927995514298861,0.0874800246499226,0.119118028160619
504,0.0722423904361275,0.0634816156400422,0.0875782071119335
505,0.075655195039499,0.0475541904829506,0.0719284051270771
506,0.0776466627416752,0.0288173973208594,0.0467411810688266
507,0.0830675339343699,0.0222597743983894,0.0285142729249391
508,0.0726515731699801,0.0113836940818529,0.0119334511538647
509,0.0556238307491917,0.0150315712463394,0.00909016309301735
510,0.0455569995232035,0.0291430759734257,0.0224170689250967
