queryFrame,fixedFrame,training,qualityPassed,accepted,reason,errorX,errorY,yawErrorRad,similarity,matchedFraction,matches,correctedResidualM,qx,qy,qa,fx,fy,fa,mx,my,ma
41,11,1,0,1,accepted,-1.85250135994283,-0.808580723591149,-0.00325797878137535,0.186816775918318,0.15625,5,0.208738081243274,484755.828960947,4976648.98098803,-1.49191068633805,484749.429493968,4976661.00064662,-0.815461251177554,484753.976459587,4976648.1724073,-1.49516866511943
41,16,1,1,1,accepted,-1.64010507648345,-0.679371307604015,-0.000954838618905995,0.301170341931852,0.21875,7,0.193325036128136,484755.828960947,4976648.98098803,-1.49191068633805,484750.878131271,4976659.53025336,-0.914496813141443,484754.188855871,4976648.30161672,-1.49286552495696
41,21,1,1,1,accepted,-1.39491474389797,-0.289236602373421,-0.00109255118158247,0.414856813793704,0.5,16,0.121892714785257,484755.828960947,4976648.98098803,-1.49191068633805,484752.276778632,4976657.78101751,-1.0245281223353,484754.434046203,4976648.69175142,-1.49300323751964
41,26,1,1,1,accepted,-0.991601988207549,-0.245910033583641,-7.59898654902891e-05,0.487195150368797,0.6875,22,0.138978646079847,484755.828960947,4976648.98098803,-1.49191068633805,484753.546917349,4976655.74549855,-1.14220758341985,484754.837358959,4976648.73507799,-1.49198667620354
41,31,1,1,1,accepted,-0.694898192712571,-0.0552946198731661,-0.000247711176452059,0.646688953555505,0.84375,27,0.0748288372253505,484755.828960947,4976648.98098803,-1.49191068633805,484754.578893835,4976653.55167225,-1.26039896764919,484755.134062755,4976648.92569341,-1.49215839751451
41,36,1,1,1,accepted,-0.336289867118467,-0.0224750656634569,-0.00169705702914169,0.842777713908427,0.875,28,0.0416128098411966,484755.828960947,4976648.98098803,-1.49191068633805,484755.336742249,4976651.28122605,-1.37708819533184,484755.49267108,4976648.95851296,-1.4936077433672
46,16,1,0,1,accepted,-1.99824883393012,-0.663715538568795,-0.00376608510832632,0.371706380781163,0.133333333333333,4,0.197359832735811,484756.049980002,4976646.72849705,-1.60234160026159,484750.878131271,4976659.53025336,-0.914496813141443,484754.051731168,4976646.06478152,-1.60610768536992
46,21,1,1,1,accepted,-1.7513245002483,-0.303041736595333,-0.00396654559249954,0.457802454872668,0.333333333333333,10,0.109925408224803,484756.049980002,4976646.72849705,-1.60234160026159,484752.276778632,4976657.78101751,-1.0245281223353,484754.298655502,4976646.42545532,-1.60630814585409
46,26,1,1,1,accepted,-1.39951213140739,-0.273792226798832,-0.0064026918375979,0.540333624274307,0.433333333333333,13,0.116895389451803,484756.049980002,4976646.72849705,-1.60234160026159,484753.546917349,4976655.74549855,-1.14220758341985,484754.650467871,4976646.45470483,-1.60874429209919
46,31,1,1,1,accepted,-1.0306101674214,-0.0728125963360071,-0.00226365056328492,0.652019812005888,0.633333333333333,19,0.0895942494620241,484756.049980002,4976646.72849705,-1.60234160026159,484754.578893835,4976653.55167225,-1.26039896764919,484755.019369835,4976646.65568446,-1.60460525082487
