queryFrame,fixedFrame,training,qualityPassed,accepted,reason,errorX,errorY,yawErrorRad,similarity,matchedFraction,matches,correctedResidualM,qx,qy,qa,fx,fy,fa,mx,my,ma
106,101,1,1,1,accepted,-0.102203872520477,0.205915147438645,0.00419050981580771,0.66688074209771,0.688888888888889,31,0.0828651522683553,484747.025452257,4976625.18233138,-2.39628075538255,484749.141663164,4976627.47798133,-2.31153881971215,484746.923248384,4976625.38824653,-2.39209024556674
111,81,1,0,1,accepted,-0.548906200623605,1.24559899233282,0.00935738378710349,0.198370719388662,0.195652173913043,9,0.482638214256892,484744.443789213,4976622.86430737,-2.49136167918546,484753.999667463,4976634.61790569,-2.10853460623948,484743.894883013,4976624.10990636,-2.48200429539836
111,86,1,0,1,accepted,-0.387258523725905,1.06539725605398,0.00836261623423828,0.253729167434109,0.173913043478261,8,0.456849134476998,484744.443789213,4976622.86430737,-2.49136167918546,484753.108566838,4976633.04982298,-2.14993440700194,484744.05653069,4976623.92970462,-2.48299906295123
111,91,1,0,1,accepted,-0.426884951943066,1.00948836002499,0.00870335598499716,0.172860978429034,0.195652173913043,9,0.364408319444162,484744.443789213,4976622.86430737,-2.49136167918546,484752.074864564,4976631.40191625,-2.19295470410916,484744.016904261,4976623.87379573,-2.48265832320047
111,96,1,1,1,accepted,-0.373209007142577,0.725344440899789,0.00358343391821192,0.217673124754034,0.217391304347826,10,0.190706918924221,484744.443789213,4976622.86430737,-2.49136167918546,484750.798631105,4976629.57954227,-2.24377163537647,484744.070580206,4976623.58965181,-2.48777824526725
111,101,1,1,1,accepted,-0.259013550821692,0.406926011666656,0.00576244993606645,0.328986539892573,0.347826086956522,16,0.12454317919576,484744.443789213,4976622.86430737,-2.49136167918546,484749.141663164,4976627.47798133,-2.31153881971215,484744.184775662,4976623.27123338,-2.4855992292494
111,106,1,1,1,accepted,-0.174924071936402,0.159186525270343,9.67984840625213e-05,0.465095902576177,0.739130434782609,34,0.0941633552898093,484744.443789213,4976622.86430737,-2.49136167918546,484747.025452257,4976625.18233138,-2.39628075538255,484744.268865141,4976623.02349389,-2.4912648807014
116,86,1,0,1,accepted,-0.451691876281984,1.15582737885416,0.00742825855379614,0.209604785399502,0.125,5,0.491409056300859,484741.377624971,4976620.61811938,-2.59294324898849,484753.108566838,4976633.04982298,-2.14993440700194,484740.925933095,4976621.77394676,-2.58551499043469
116,91,1,0,1,accepted,-0.375258350919466,0.852353741414845,0.0108592341769627,0.161635570926829,0.1,4,0.481896582909935,484741.377624971,4976620.61811938,-2.59294324898849,484752.074864564,4976631.40191625,-2.19295470410916,484741.00236662,4976621.47047312,-2.58208401481153
116,96,1,0,1,accepted,-0.436290713667404,0.803639582358301,0.00322817209769344,0.186608900732527,0.1,4,0.284539443695865,484741.377624971,4976620.61811938,-2.59294324898849,484750.798631105,4976629.57954227,-2.24377163537647,484740.941334257,4976621.42175896,-2.5897150768908
116,101,1,0,1,accepted,-0.316072019166313,0.564184069633484,0.00422219097927279,0.22853254880811,0.125,5,0.292337141199776,484741.377624971,4976620.61811938,-2.59294324898849,484749.141663164,4976627.47798133,-2.31153881971215,484741.061552952,4976621.18230345,-2.58872105800922
116,106,1,1,1,accepted,-0.266098199237604,0.394306141883135,-0.000799214998973508,0.376759651945693,0.4,16,0.172192943543189,484741.377624971,4976620.61811938,-2.59294324898849,484747.025452257,4976625.18233138,-2.39628075538255,484741.111526772,4976621.01242552,-2.59374246398746
116,111,1,1,1,accepted,-0.0665562893846072,0.259419304318726,-0.00151450094195793,0.633450985127895,0.8,32,0.108149331483694,484741.377624971,4976620.61811938,-2.59294324898849,484744.443789213,4976622.86430737,-2.49136167918546,484741.311068682,4976620.87753868,-2.59445774993045
121,91,1,0,0,insufficientOverlap,-0.44844028778607,1.0157261621207,0.00710994385374386,0.122114680002751,0.0869565217391304,4,0.583594514469839,484737.829821376,4976618.54320309,-2.68698265975313,484752.074864564,4976631.40191625,-2.19295470410916,484737.381381088,4976619.55892926,-2.67987271589938
121,96,1,0,0,insufficientOverlap,-0.523845796007663,0.995114755816758,-0.000617731856455084,0.146393605819963,0.0869565217391304,4,0.363983081129813,484737.829821376,4976618.54320309,-2.68698265975313,484750.798631105,4976629.57954227,-2.24377163537647,484737.30597558,4976619.53831785,-2.68760039160958
121,101,1,0,1,accepted,-0.413010616379324,0.830627767369151,-0.0018711847704207,0.221753092694038,0.108695652173913,5,0.328269828860169,484737.829821376,4976618.54320309,-2.68698265975313,484749.141663164,4976627.47798133,-2.31153881971215,484737.41681076,4976619.37383086,-2.68885384452355
121,106,1,0,1,accepted,-0.348131993145216,0.621862867847085,-0.00448117917832214,0.219829470504689,0.152173913043478,7,0.243916692826412,484737.829821376,4976618.54320309,-2.68698265975313,484747.025452257,4976625.18233138,-2.39628075538255,484737.481689383,4976619.16506596,-2.69146383893145
121,111,1,1,1,accepted,-0.222414969990496,0.405734606087208,-0.00217879052808589,0.398088511806249,0.565217391304348,26,0.181808740600564,484737.829821376,4976618.54320309,-2.68698265975313,484744.443789213,4976622.86430737,-2.49136167918546,484737.607406406,4976618.9489377,-2.68916145028121
121,116,1,1,1,accepted,-0.131777174246963,0.221158251166344,-0.00246835429830394,0.545719207285468,0.608695652173913,28,0.0598016098654802,484737.829821376,4976618.54320309,-2.68698265975313,484741.377624971,4976620.61811938,-2.59294324898849,484737.698044202,4976618.76436134,-2.68945101405143
126,96,1,0,0,insufficientOverlap,0,0,0,1.94245202343757e-07,0.0454545454545455,2,1.6706844308045,484733.829225398,4976616.65567213,-2.75573932919802,484750.798631105,4976629.57954227,-2.24377163537647,484733.829225398,4976616.65567213,-2.75573932919802
126,101,1,0,0,insufficientOverlap,0,0,0,1.24821528509919e-06,0.0454545454545455,2,1.45347635935128,484733.829225398,4976616.65567213,-2.75573932919802,484749.141663164,4976627.47798133,-2.31153881971215,484733.829225398,4976616.65567213,-2.75573932919802
126,106,1,0,0,insufficientOverlap,0,0,0,2.93739790960991e-05,0.0454545454545455,2,1.17954227252995,484733.829225398,4976616.65567213,-2.75573932919802,484747.025452257,4976625.18233138,-2.39628075538255,484733.829225398,4976616.65567213,-2.75573932919802
126,111,1,1,1,accepted,-0.331071437394712,0.707921306602657,-0.0105238420789404,0.45314087056433,0.386363636363636,17,0.0891875065177296,484733.829225398,4976616.65567213,-2.75573932919802,484744.443789213,4976622.86430737,-2.49136167918546,484733.498153961,4976617.36359343,-2.76626317127696
126,116,1,1,1,accepted,-0.133566913136747,0.439774500206113,-0.00327505793235572,0.545104919160839,0.454545454545455,20,0.0937367074323366,484733.829225398,4976616.65567213,-2.75573932919802,484741.377624971,4976620.61811938,-2.59294324898849,484733.695658485,4976617.09544663,-2.75901438713037
131,101,1,0,0,insufficientOverlap,0,0,0,2.21786792098685e-08,0.027027027027027,1,1.6157875486885,484729.415176318,4976614.92635742,-2.8063255672622,484749.141663164,4976627.47798133,-2.31153881971215,484729.415176318,4976614.92635742,-2.8063255672622
131,106,1,0,0,insufficientOverlap,0,0,0,7.93135202258923e-07,0.027027027027027,1,1.34335203646198,484729.415176318,4976614.92635742,-2.8063255672622,484747.025452257,4976625.18233138,-2.39628075538255,484729.415176318,4976614.92635742,-2.8063255672622
131,111,1,0,1,accepted,-0.393451628799085,0.87110061943531,-0.00995754027553186,0.229887529418861,0.135135135135135,5,0.0791034529212168,484729.415176318,4976614.92635742,-2.8063255672622,484744.443789213,4976622.86430737,-2.49136167918546,484729.021724689,4976615.79745803,-2.81628310753773
131,116,1,0,1,accepted,-0.0844160395790823,0.485743335448205,0.00319576176264436,0.287528768650327,0.135135135135135,5,0.241919552781765,484729.415176318,4976614.92635742,-2.8063255672622,484741.377624971,4976620.61811938,-2.59294324898849,484729.330760278,4976615.41210075,-2.80312980549956
131,121,1,1,1,accepted,0.0190064206835814,0.368865210562944,-0.00533953397654541,0.604389918724873,0.648648648648649,24,0.146768661873292,484729.415176318,4976614.92635742,-2.8063255672622,484737.829821376,4976618.54320309,-2.68698265975313,484729.434182739,4976615.29522263,-2.81166510123875
136,106,1,0,0,insufficientOverlap,0,0,0,8.82665501078776e-08,0.04,2,1.40960162139855,484724.648015118,4976613.27333995,-2.8268580544897,484747.025452257,4976625.18233138,-2.39628075538255,484724.648015118,4976613.27333995,-2.8268580544897
136,111,1,0,0,insufficientOverlap,0,0,0,0.000144135631347102,0.04,2,1.10167740911648,484724.648015118,4976613.27333995,-2.8268580544897,484744.443789213,4976622.86430737,-2.49136167918546,484724.648015118,4976613.27333995,-2.8268580544897
136,116,1,0,1,accepted,-0.167144136095885,0.770413126796484,-0.00988189020104713,0.453821930052892,0.12,6,0.121019631741355,484724.648015118,4976613.27333995,-2.8268580544897,484741.377624971,4976620.61811938,-2.59294324898849,484724.480870982,4976614.04375307,-2.83673994469075
136,121,1,1,1,accepted,-0.0200772911193781,0.570522245950997,-0.0112248788122034,0.311499144393542,0.22,11,0.182502439318844,484724.648015118,4976613.27333995,-2.8268580544897,484737.829821376,4976618.54320309,-2.68698265975313,484724.627937827,4976613.84386219,-2.83808293330191
141,111,1,0,0,insufficientOverlap,0,0,0,0,0,0,1.12108866083541,484719.572053434,4976611.62527763,-2.83282700387233,484744.443789213,4976622.86430737,-2.49136167918546,484719.572053434,4976611.62527763,-2.83282700387233
141,116,1,0,0,insufficientOverlap,0,0,0,0.00374177591903121,0.0303030303030303,1,0.789522240012363,484719.572053434,4976611.62527763,-2.83282700387233,484741.377624971,4976620.61811938,-2.59294324898849,484719.572053434,4976611.62527763,-2.83282700387233
141,121,1,0,0,insufficientOverlap,0.149274584022351,0.335705230012536,4.76897538006504e-05,0.580383594201935,0.0909090909090909,3,0.322824819773596,484719.572053434,4976611.62527763,-2.83282700387233,484737.829821376,4976618.54320309,-2.68698265975313,484719.721328018,4976611.96098286,-2.83277931411853
146,116,1,0,0,notConverged,0.242350581043866,0.078358419239521,0.0133359088465221,0.175116020048719,0.125,3,0.849409356714148,484714.268150556,4976609.9265165,-2.83529152021525,484741.377624971,4976620.61811938,-2.59294324898849,484714.510501137,4976610.00487492,-2.82195561136873
146,121,1,0,1,accepted,0.19817964133108,0.469912113621831,-0.00759676866298475,0.163817631045684,0.125,3,0.350179903185379,484714.268150556,4976609.9265165,-2.83529152021525,484737.829821376,4976618.54320309,-2.68698265975313,484714.466330198,4976610.39642862,-2.84288828887823
151,121,1,0,0,insufficientOverlap,0,0,0,0.0162252882218493,0.024390243902439,1,0.492957331676766,484708.79217739,4976608.18465803,-2.83654037854819,484737.829821376,4976618.54320309,-2.68698265975313,484708.79217739,4976608.18465803,-2.83654037854819
151,126,1,0,0,insufficientOverlap,0,0,0,0.0968324646629595,0.024390243902439,1,0.266504274289182,484708.79217739,4976608.18465803,-2.83654037854819,484733.829225398,4976616.65567213,-2.75573932919802,484708.79217739,4976608.18465803,-2.83654037854819
156,126,1,0,0,insufficientOverlap,0,0,0,0.0222624616808399,0.024390243902439,1,0.268233116338869,484703.183792425,4976606.41156229,-2.83706483184703,484733.829225398,4976616.65567213,-2.75573932919802,484703.183792425,4976606.41156229,-2.83706483184703
431,411,0,0,0,insufficientOverlap,0.378669811645523,-0.308308776468039,0.00674010733621611,0.127998686083709,0.148148148148148,8,0.095217774071477,484414.019478734,4976488.10275768,-2.31337552856778,484429.596392491,4976502.3576251,-2.45865945290103,484414.398148545,4976487.7944489,-2.30663542123157
431,421,0,1,1,accepted,0.0599625781178474,-0.178418430499732,-0.00281550278909792,0.466211041068903,0.333333333333333,18,0.11867054489193,484414.019478734,4976488.10275768,-2.31337552856778,484421.529551465,4976495.45506312,-2.39428640663989,484414.079441312,4976487.92433925,-2.31619103135688
441,411,0,0,0,insufficientOverlap,0.444467782450374,0.121108260937035,-0.0150115440835306,0.122249312515144,0.148936170212766,7,0.716936689962456,484407.172736843,4976480.11915089,-2.21606519703936,484429.596392491,4976502.3576251,-2.45865945290103,484407.617204626,4976480.24025915,-2.23107674112289
441,421,0,1,1,accepted,0.296416781435255,-0.545330258086324,0.00341570469306696,0.16833551120907,0.25531914893617,12,0.168364648925863,484407.172736843,4976480.11915089,-2.21606519703936,484421.529551465,4976495.45506312,-2.39428640663989,484407.469153625,4976479.57382064,-2.2126494923463
441,431,0,1,1,accepted,0.22902159037767,-0.211645430885255,-2.35593190622829e-05,0.343633928299927,0.48936170212766,23,0.00987540329083743,484407.172736843,4976480.11915089,-2.21606519703936,484414.019478734,4976488.10275768,-2.31337552856778,484407.401758434,4976479.90750546,-2.21608875635842
451,421,0,1,1,accepted,0.497182187857106,-0.663223225623369,0.000446920574768583,0.357855130739295,0.225806451612903,7,0.159030237867939,484401.077510491,4976471.44756571,-2.12533389374486,484421.529551465,4976495.45506312,-2.39428640663989,484401.574692679,4976470.78434248,-2.12488697317009
451,431,0,1,1,accepted,0.421092916105408,-0.352094347588718,-0.00053040635661894,0.205034579176265,0.225806451612903,7,0.0712250645750245,484401.077510491,4976471.44756571,-2.12533389374486,484414.019478734,4976488.10275768,-2.31337552856778,484401.498603407,4976471.09547136,-2.12586430010148
451,441,0,1,1,accepted,0.203366637928411,-0.166779492050409,-0.000340368711557737,0.544523615707463,0.354838709677419,11,0.0367782743950002,484401.077510491,4976471.44756571,-2.12533389374486,484407.172736843,4976480.11915089,-2.21606519703936,484401.280877129,4976471.28078622,-2.12567426245642
461,431,0,0,0,insufficientOverlap,0.59055718081072,-0.472896910272539,0.00965200974187219,0.12019802055568,0.13953488372093,6,0.174882044699366,484395.760290383,4976462.10129244,-2.03016245374686,484414.019478734,4976488.10275768,-2.31337552856778,484396.350847563,4976461.62839553,-2.02051044400499
461,441,0,0,0,insufficientOverlap,0.275276411673985,-0.247243862599134,0.00546528215134501,0.133968654204591,0.13953488372093,6,0.248543726147442,484395.760290383,4976462.10129244,-2.03016245374686,484407.172736843,4976480.11915089,-2.21606519703936,484396.035566794,4976461.85404858,-2.02469717159552
461,451,0,1,1,accepted,0.270117537525948,-0.168442264199257,0.00358925750208394,0.286278827066501,0.348837209302326,15,0.00622707804668684,484395.760290383,4976462.10129244,-2.03016245374686,484401.077510491,4976471.44756571,-2.12533389374486,484396.03040792,4976461.93285018,-2.02657319624478
471,441,0,0,0,insufficientOverlap,0,0,-2.22044604925031e-16,1.30636337087806e-05,0.0263157894736842,1,0.921738593084382,484391.347030498,4976452.1985016,-1.93576388732744,484407.172736843,4976480.11915089,-2.21606519703936,484391.347030498,4976452.1985016,-1.93576388732744
471,451,0,0,0,insufficientOverlap,0.0742747964686714,-0.0696739219129086,0.0176159800253262,0.144703486179662,0.157894736842105,6,0.525825564054779,484391.347030498,4976452.1985016,-1.93576388732744,484401.077510491,4976471.44756571,-2.12533389374486,484391.421305295,4976452.12882768,-1.91814790730211
471,461,0,1,1,accepted,0.170673319255002,0.00397857837378979,0.00311705342572499,0.344086762632375,0.447368421052632,17,0.181034133704232,484391.347030498,4976452.1985016,-1.93576388732744,484395.760290383,4976462.10129244,-2.03016245374686,484391.517703817,4976452.20248018,-1.93264683390172
481,451,0,0,0,insufficientOverlap,0.885244899487589,-0.393153860233724,-0.00722287596420701,0.0886269362747284,0.127272727272727,7,0.0974742101243218,484387.774926916,4976441.78541709,-1.85402574308339,484401.077510491,4976471.44756571,-2.12533389374486,484388.660171816,4976441.39226323,-1.8612486190476
481,461,0,1,1,accepted,0.546491516870447,-0.188044397160411,0.00854463412489892,0.18611842990994,0.218181818181818,12,0.0604018818268821,484387.774926916,4976441.78541709,-1.85402574308339,484395.760290383,4976462.10129244,-2.03016245374686,484388.321418433,4976441.59737269,-1.84548110895849
481,471,0,1,1,accepted,0.226784784405027,-0.00888772960752249,7.28592292456032e-05,0.311643548353265,0.309090909090909,17,0.0959541943977883,484387.774926916,4976441.78541709,-1.85402574308339,484391.347030498,4976452.1985016,-1.93576388732744,484388.001711701,4976441.77652936,-1.85395288385415
491,461,0,0,1,accepted,1.09447360731428,-0.257404228672385,0.0254533833852109,0.192218524031617,0.159090909090909,7,0.400596790926786,484384.873271634,4976430.80277522,-1.79967866907552,484395.760290383,4976462.10129244,-2.03016245374686,484385.967745241,4976430.54537099,-1.77422528569031
491,471,0,0,1,accepted,0.814200662134681,-0.130048242397606,0.0192224668383183,0.214030718208546,0.159090909090909,7,0.395570609003156,484384.873271634,4976430.80277522,-1.79967866907552,484391.347030498,4976452.1985016,-1.93576388732744,484385.687472296,4976430.67272698,-1.7804562022372
501,471,0,0,0,notConverged,0.451740071934182,0.55180028732866,-0.0149822257728922,0.180854163879484,0.128205128205128,5,0.766407296755915,484382.478013599,4976419.37200869,-1.74839326930918,484391.347030498,4976452.1985016,-1.93576388732744,484382.929753671,4976419.92380897,-1.76337549508207
501,481,0,0,0,insufficientOverlap,0.307610841176938,0.467175520956516,0.00027081013947905,0.13042213355593,0.128205128205128,5,0.568957950797272,484382.478013599,4976419.37200869,-1.74839326930918,484387.774926916,4976441.78541709,-1.85402574308339,484382.785624441,4976419.83918421,-1.7481224591697
511,481,0,0,0,insufficientOverlap,0,0,-2.22044604925031e-16,0.00165891919722032,0.0476190476190476,2,0.513005095616739,484380.6092227,4976407.65018391,-1.69837369025494,484387.774926916,4976441.78541709,-1.85402574308339,484380.6092227,4976407.65018391,-1.69837369025494
511,491,0,0,0,insufficientOverlap,0,0,-2.22044604925031e-16,0.165383648613865,0.0476190476190476,2,0.334079934254609,484380.6092227,4976407.65018391,-1.69837369025494,484384.873271634,4976430.80277522,-1.79967866907552,484380.6092227,4976407.65018391,-1.69837369025494
521,491,0,0,0,insufficientOverlap,0.679631346138194,-0.149761914275587,0.00782731226940192,0.104949377434445,0.0810810810810811,3,0.195983982814731,484379.321279758,4976395.87551355,-1.64799461551142,484384.873271634,4976430.80277522,-1.79967866907552,484380.000911104,4976395.72575164,-1.64016730324202
521,501,0,0,1,accepted,0.389985945250373,-0.0914988545700908,0.00228747668183593,0.210992547911795,0.162162162162162,6,0.0708964633222663,484379.321279758,4976395.87551355,-1.64799461551142,484382.478013599,4976419.37200869,-1.74839326930918,484379.711265703,4976395.7840147,-1.64570713882958
531,501,0,0,0,insufficientOverlap,0,0,0,0,0,0,0.502703747893203,484378.675806463,4976384.03721429,-1.59587290780611,484382.478013599,4976419.37200869,-1.74839326930918,484378.675806463,4976384.03721429,-1.59587290780611
531,511,0,0,0,insufficientOverlap,0,0,0,0,0,0,0.338019979584331,484378.675806463,4976384.03721429,-1.59587290780611,484380.6092227,4976407.65018391,-1.69837369025494,484378.675806463,4976384.03721429,-1.59587290780611
541,511,0,0,0,insufficientOverlap,0,0,0,0,0,0,0.49786659298653,484378.647081928,4976372.12658011,-1.54732373242936,484380.6092227,4976407.65018391,-1.69837369025494,484378.647081928,4976372.12658011,-1.54732373242936
541,521,0,0,0,insufficientOverlap,0,0,0,0.0677575554775732,0.0434782608695652,2,0.331990607926854,484378.647081928,4976372.12658011,-1.54732373242936,484379.321279758,4976395.87551355,-1.64799461551142,484378.647081928,4976372.12658011,-1.54732373242936
551,521,0,0,0,insufficientOverlap,0.464116171933711,0.00485966727137566,0.00474259381343978,0.18877654174259,0.0714285714285714,3,0.0546962055134296,484379.238959412,4976360.18020872,-1.49481668069346,484379.321279758,4976395.87551355,-1.64799461551142,484379.703075584,4976360.18506838,-1.49007408688002
551,531,0,0,1,accepted,0.364594360697083,-0.128834554925561,0.00472230648138261,0.306531779642901,0.166666666666667,7,0.120097829262125,484379.238959412,4976360.18020872,-1.49481668069346,484378.675806463,4976384.03721429,-1.59587290780611,484379.603553773,4976360.05137416,-1.49009437421208
561,531,0,0,0,insufficientOverlap,0,0,0,0.0243237181487864,0.0571428571428571,2,0.493086382074877,484380.479818136,4976348.21382908,-1.44627596339844,484378.675806463,4976384.03721429,-1.59587290780611,484380.479818136,4976348.21382908,-1.44627596339844
561,541,0,0,0,insufficientOverlap,0.275084418826737,-0.473445809446275,0.00429167497496818,0.159589999428576,0.0857142857142857,3,0.480187306694169,484380.479818136,4976348.21382908,-1.44627596339844,484378.647081928,4976372.12658011,-1.54732373242936,484380.754902555,4976347.74038327,-1.44198428842347
571,541,0,0,0,insufficientOverlap,0,0,0,0.00469630032495445,0.0526315789473684,2,0.50930621699849,484382.30534549,4976336.25646997,-1.39279621160852,484378.647081928,4976372.12658011,-1.54732373242936,484382.30534549,4976336.25646997,-1.39279621160852
571,551,0,0,1,accepted,0.249035322747659,-0.356372218579054,0.00533797409262227,0.269530968629938,0.105263157894737,4,0.387267575819068,484382.30534549,4976336.25646997,-1.39279621160852,484379.238959412,4976360.18020872,-1.49481668069346,484382.554380813,4976335.90009775,-1.3874582375159
581,551,0,0,0,acceptedDirectional,0.21397351071937,-0.281667044386268,0.0260006712100858,0.154020922027226,0.111111111111111,4,0.455809288234571,484384.729151223,4976324.44505321,-1.33393240530423,484379.238959412,4976360.18020872,-1.49481668069346,484384.943124734,4976324.16338617,-1.30793173409414
581,561,0,0,0,acceptedDirectional,0.163043423264753,-0.139493647031486,0.0187948979888015,0.205202023383742,0.111111111111111,4,0.274383174341465,484384.729151223,4976324.44505321,-1.33393240530423,484380.479818136,4976348.21382908,-1.44627596339844,484384.892194647,4976324.30555956,-1.31513750731542
591,561,0,0,0,insufficientOverlap,0,0,0,0,0,0,0.572250694973993,484387.824467533,4976312.97017116,-1.27260511306783,484380.479818136,4976348.21382908,-1.44627596339844,484387.824467533,4976312.97017116,-1.27260511306783
591,571,0,0,0,insufficientOverlap,0,0,0,0.0588784742807141,0.0232558139534884,1,0.396292809973547,484387.824467533,4976312.97017116,-1.27260511306783,484382.30534549,4976336.25646997,-1.39279621160852,484387.824467533,4976312.97017116,-1.27260511306783
601,571,0,0,0,insufficientOverlap,0.00812328403117135,0.204087185673416,-0.0080740987150123,0.200710135727853,0.075,3,0.567666697297432,484391.523326623,4976301.92438132,-1.2165378138047,484382.30534549,4976336.25646997,-1.39279621160852,484391.531449907,4976302.1284685,-1.22461191251971
601,581,0,0,1,accepted,0.234531254915055,0.046612617559731,0.00669338662585717,0.446038228204127,0.1,4,0.148347170712158,484391.523326623,4976301.92438132,-1.2165378138047,484384.729151223,4976324.44505321,-1.33393240530423,484391.757857878,4976301.97099394,-1.20984442717884
611,581,0,0,0,insufficientOverlap,0.395618579175789,0.0153345679864287,0.0085638371333645,0.295393125651305,0.09375,3,0.123427233963476,484395.67353125,4976291.2400427,-1.18818365187494,484384.729151223,4976324.44505321,-1.33393240530423,484396.069149829,4976291.25537726,-1.17961981474157
611,591,0,0,0,insufficientOverlap,0.252982192439958,0.0225231787189841,0.00400480857461871,0.329481892699294,0.09375,3,0.0554091920948741,484395.67353125,4976291.2400427,-1.18818365187494,484387.824467533,4976312.97017116,-1.27260511306783,484395.926513442,4976291.26256587,-1.18417884330032
